CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,MORENA,PESM,MM,MICH1,TMX,CAND_IND7,CAND_IND8,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,16,MICHOACAN,11,MORELIA,54,MORELIA,2787,3,3,820,156,29,13,28,94,210,13,24,10,16,0,0,13,0,0,2,0,0,27,0,1455,0,30,1485,2110
5,16,MICHOACAN,11,MORELIA,54,MORELIA,2788,4,4,869,129,36,9,25,92,164,10,16,5,11,0,0,6,2,3,2,0,0,23,0,1402,0,32,1434,2394
5,16,MICHOACAN,11,MORELIA,54,MORELIA,2789,2,2,216,60,22,12,36,74,179,8,6,8,20,0,0,22,1,3,5,0,0,14,0,686,0,25,711,1268
5,16,MICHOACAN,11,MORELIA,54,MORELIA,2790,3,3,895,145,31,8,17,71,161,6,12,4,10,0,0,7,1,2,3,0,0,23,0,1396,1,29,1426,1933
5,16,MICHOACAN,11,MORELIA,54,MORELIA,2791,4,4,398,173,48,26,58,92,323,27,13,11,51,0,0,28,4,5,9,0,0,30,0,1296,0,74,1370,2561
5,16,MICHOACAN,11,MORELIA,54,MORELIA,2792,3,3,711,107,39,17,45,95,237,12,12,4,13,0,0,12,2,3,1,0,0,31,0,1341,0,39,1380,1946
5,16,MICHOACAN,11,MORELIA,54,MORELIA,2793,3,3,659,122,22,18,21,85,192,5,15,13,8,0,0,15,1,0,3,0,0,36,0,1215,1,46,1262,1799
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,0,0,1,2,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,7
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,480,4,4,177,118,57,293,46,292,286,44,6,17,16,0,0,20,11,12,6,39,3,3,1,1447,0,88,1535,2765
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,481,6,6,159,154,119,407,83,324,373,53,11,13,17,0,0,48,18,25,9,76,10,6,6,1911,0,149,2060,3852
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,482,6,6,224,206,105,407,82,332,378,92,5,15,19,0,0,37,30,27,9,56,8,10,4,2046,0,165,2211,4047
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,483,5,5,229,139,54,265,76,358,317,80,8,22,11,0,0,35,18,11,6,37,6,2,3,1677,0,108,1785,3081
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,484,2,2,116,78,33,73,28,191,190,32,6,13,7,0,0,16,1,2,0,22,3,3,0,814,0,48,862,1469
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,485,2,2,110,114,23,70,19,142,102,32,0,14,9,0,0,10,4,1,2,25,2,1,1,681,2,43,726,1054
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,486,3,3,195,134,44,141,36,297,156,55,8,16,15,0,0,17,7,11,4,23,2,0,0,1161,1,61,1223,1851
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,487,3,3,151,85,23,135,31,203,178,29,2,18,13,0,0,17,13,2,4,25,3,1,2,935,0,59,994,1526
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,488,3,3,115,78,38,198,22,218,190,37,3,14,8,0,0,18,12,5,2,33,0,2,2,995,2,52,1049,1854
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,489,4,4,114,117,49,263,40,225,250,40,4,4,9,0,0,35,6,3,4,35,3,3,2,1206,0,55,1261,2336
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,490,5,5,186,157,61,335,54,328,290,74,6,10,32,0,0,29,19,13,4,63,9,2,2,1674,0,108,1782,3001
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,491,3,3,218,112,53,123,38,305,183,45,10,21,10,0,0,16,13,3,2,41,4,0,0,1197,0,44,1241,1961
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,492,2,2,115,88,28,75,26,154,117,34,7,22,12,0,0,10,4,1,0,19,0,1,1,714,0,32,746,1176
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,493,2,2,138,77,31,103,18,194,136,43,4,14,7,0,0,12,5,1,3,25,2,5,1,819,0,39,858,1426
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,494,6,6,252,206,74,338,87,514,472,87,9,37,13,0,0,49,13,7,5,79,3,0,1,2246,1,99,2346,3814
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,495,7,7,266,252,97,473,98,492,609,97,14,30,27,0,0,65,30,19,3,52,10,3,4,2641,0,161,2802,5033
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,496,3,3,146,118,48,141,57,232,266,31,15,18,19,0,0,40,4,2,2,36,5,2,3,1185,1,81,1267,2077
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,497,2,2,109,113,22,72,28,238,147,27,2,18,10,0,0,10,2,3,7,22,4,0,0,834,1,24,859,1235
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,498,3,4,266,199,37,136,45,256,217,43,5,30,13,0,0,17,5,5,0,29,2,3,0,1308,1,53,1362,1273
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,499,2,2,117,115,24,112,18,180,165,30,3,12,12,0,0,13,12,4,3,31,3,1,0,855,0,51,906,1376
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,500,3,3,179,177,37,129,32,195,175,59,1,19,12,0,0,33,22,7,2,49,6,6,2,1142,0,58,1200,1838
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,501,2,2,118,106,18,66,17,145,92,17,2,15,4,0,0,11,2,3,1,23,1,1,0,642,1,24,667,1001
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,502,4,4,174,136,57,174,39,316,278,44,3,31,18,0,0,25,13,13,1,37,4,3,1,1367,1,68,1436,2356
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,503,5,5,244,239,79,331,85,430,327,63,6,36,19,0,0,32,19,7,0,84,11,7,1,2020,0,115,2135,3525
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,504,1,1,22,34,10,19,3,5,22,0,0,0,0,0,0,2,0,0,0,29,4,1,2,153,0,13,166,252
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,505,1,1,28,20,14,14,1,8,6,1,0,0,0,0,0,1,0,0,0,14,0,2,0,109,0,2,111,188
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,506,1,1,0,0,0,0,0,25,0,0,0,0,0,0,0,73,0,0,0,49,0,0,0,147,11,0,158,258
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,508,3,3,96,252,44,314,35,99,180,17,4,6,7,0,0,13,4,8,4,40,8,3,3,1137,0,75,1212,1959
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,509,1,1,28,30,14,35,10,30,66,4,1,1,0,0,0,0,1,0,0,14,2,1,0,237,0,10,247,317
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,510,4,4,81,159,33,426,58,206,356,65,2,5,42,0,0,13,12,5,1,17,2,1,0,1484,0,115,1599,2913
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,511,3,3,85,137,42,238,39,185,271,55,5,3,51,0,0,15,5,2,6,15,8,0,2,1164,0,90,1254,1996
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,512,1,1,34,43,13,88,16,75,38,9,2,0,3,0,0,2,0,1,2,8,1,1,1,337,0,34,371,657
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,513,4,4,198,232,43,265,65,288,197,73,7,7,36,0,0,22,12,12,5,60,10,1,2,1535,0,105,1640,2886
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,514,2,2,58,129,34,229,21,51,87,28,1,1,15,0,0,7,11,3,1,26,6,0,2,710,0,55,765,1110
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,515,1,1,57,42,15,64,19,62,38,3,1,3,9,0,0,5,8,2,1,16,5,1,0,351,1,25,377,598
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,516,2,2,99,69,83,113,15,72,93,12,2,7,5,0,0,5,6,3,1,33,4,0,1,623,0,36,659,990
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,517,4,4,318,257,89,179,39,146,219,47,4,5,17,0,0,15,7,7,3,118,14,4,3,1491,0,107,1598,2595
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,518,1,1,19,41,6,36,8,24,22,8,0,0,2,0,0,0,1,1,0,11,3,0,0,182,0,16,198,313
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,519,1,1,9,13,0,9,1,11,12,0,0,0,0,0,0,0,1,0,0,4,0,0,0,60,0,1,61,130
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,520,1,1,50,32,7,31,8,23,36,1,0,0,3,0,0,3,6,1,0,12,3,0,0,216,0,19,235,437
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,521,3,3,123,203,51,177,25,88,173,9,3,4,6,0,0,13,7,8,1,33,6,3,1,934,0,71,1005,1822
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,522,1,1,21,77,7,38,12,27,28,4,0,1,2,0,0,2,0,1,1,9,4,0,0,234,0,9,243,385
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,523,1,1,38,53,19,46,7,76,38,2,4,3,2,0,0,5,6,2,1,12,1,0,1,316,0,19,335,492
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,524,1,1,17,37,12,41,15,50,74,16,0,2,1,0,0,7,0,0,2,13,0,0,0,287,0,12,299,576
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,525,1,1,23,49,11,127,9,79,55,17,1,2,2,0,0,2,6,2,0,4,2,0,0,391,0,20,411,605
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,526,3,3,123,109,31,339,35,255,167,56,5,6,7,0,0,20,11,8,3,33,7,8,2,1225,1,148,1374,2158
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,527,4,4,120,119,28,425,39,296,169,56,5,7,7,0,0,14,11,8,6,30,6,2,3,1351,0,138,1489,2459
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,528,1,1,13,21,8,71,8,32,95,3,0,0,4,0,0,15,5,2,2,8,0,0,0,287,0,12,299,594
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,529,1,1,5,7,14,88,19,27,80,2,0,0,0,0,0,6,11,0,1,3,0,0,0,263,0,16,279,561
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,530,1,1,5,8,18,29,7,21,56,4,0,1,2,0,0,1,4,1,1,6,0,0,0,164,0,4,168,361
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,531,1,1,21,84,25,133,20,38,46,15,3,2,0,0,0,0,1,1,0,5,1,0,0,395,0,20,415,588
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,532,2,2,75,90,31,134,19,48,103,10,1,1,2,0,0,5,7,4,2,22,2,0,1,557,0,35,592,873
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,533,1,1,27,30,7,34,7,12,12,2,0,0,0,0,0,1,2,0,0,4,0,0,0,138,0,11,149,197
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,534,1,1,79,190,33,26,10,15,8,9,0,0,0,0,0,3,0,0,0,40,0,0,0,413,0,10,423,565
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,536,1,1,27,14,9,29,3,3,11,1,0,0,0,0,0,1,0,1,0,16,4,0,0,119,0,8,127,161
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,537,1,1,36,46,17,38,7,14,14,3,2,0,0,0,0,1,1,0,1,7,1,1,1,190,0,18,208,314
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,538,1,1,84,40,9,13,7,10,19,2,0,0,0,0,0,1,0,1,0,11,1,0,0,198,0,6,204,320
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,539,1,1,62,34,6,13,9,9,27,3,0,0,2,0,0,0,0,0,0,24,0,0,0,189,0,17,206,369
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,540,1,1,13,65,9,15,4,3,9,1,0,0,0,0,0,0,1,0,0,8,2,1,1,132,0,6,138,197
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,541,1,1,15,36,11,22,2,5,12,0,0,0,1,0,0,0,1,1,0,7,2,0,0,115,0,5,120,203
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,542,1,1,84,121,33,81,11,74,44,3,1,1,0,0,0,2,3,1,0,19,1,1,3,483,0,14,497,694
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,543,1,1,16,17,4,37,2,24,1,0,0,0,2,0,0,0,1,2,5,5,0,0,0,116,0,4,120,145
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,544,2,2,71,249,32,113,25,58,35,6,1,0,6,0,0,2,2,0,1,18,2,1,3,625,0,44,669,899
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,545,2,2,126,210,31,128,22,69,35,4,3,1,1,0,0,5,9,0,1,32,2,2,0,681,0,37,718,963
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,546,5,5,401,658,72,453,69,183,134,10,2,9,2,0,0,25,12,7,4,124,19,1,2,2187,0,91,2278,3010
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,547,1,1,9,49,2,41,1,7,4,1,0,0,2,0,0,0,1,0,0,2,0,0,0,119,0,6,125,190
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,548,1,1,70,79,30,19,11,23,28,1,0,0,1,0,0,1,2,0,0,25,4,0,1,295,1,12,308,579
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,549,3,3,167,237,66,35,39,43,88,5,1,1,3,0,0,2,2,0,4,38,6,1,1,739,2,71,812,1546
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,550,1,1,75,96,63,43,18,16,41,5,0,1,0,0,0,4,1,2,2,14,4,3,0,388,0,20,408,622
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,551,1,1,22,67,8,43,3,21,16,0,1,0,1,0,0,1,2,0,0,3,1,0,0,189,0,9,198,293
5,16,MICHOACAN,12,HIDALGO,34,HIDALGO,552,1,1,9,46,17,6,3,4,14,2,0,0,0,0,0,0,1,0,1,11,2,0,0,116,0,3,119,250
5,16,MICHOACAN,12,HIDALGO,40,INDAPARAPEO,651,4,4,135,239,282,45,242,76,243,93,7,10,38,0,0,41,7,1,12,49,7,4,3,1534,1,65,1600,2628
5,16,MICHOACAN,12,HIDALGO,40,INDAPARAPEO,652,3,3,61,138,181,30,135,46,152,53,4,7,31,0,0,27,8,0,10,49,5,1,3,941,0,44,985,1630
5,16,MICHOACAN,12,HIDALGO,40,INDAPARAPEO,653,3,3,60,132,128,18,134,40,126,50,3,7,22,0,0,19,2,1,6,30,1,4,3,786,0,63,849,1532
5,16,MICHOACAN,12,HIDALGO,40,INDAPARAPEO,654,3,3,70,126,200,22,229,47,115,37,1,5,26,0,0,23,4,3,8,30,5,5,5,961,0,61,1022,1648
5,16,MICHOACAN,12,HIDALGO,40,INDAPARAPEO,655,2,2,17,37,48,15,221,16,87,7,1,2,19,0,0,16,5,1,8,6,1,1,1,509,0,21,530,956
5,16,MICHOACAN,12,HIDALGO,40,INDAPARAPEO,656,1,1,11,32,28,9,115,17,74,12,3,2,33,0,0,18,6,1,4,5,1,0,0,371,0,15,386,557
5,16,MICHOACAN,12,HIDALGO,40,INDAPARAPEO,657,1,1,5,27,42,21,71,8,68,12,4,0,7,0,0,3,3,1,0,3,1,1,0,277,0,19,296,597
5,16,MICHOACAN,12,HIDALGO,40,INDAPARAPEO,658,1,1,13,25,25,14,86,8,48,12,0,0,9,0,0,5,4,2,2,9,0,1,0,263,0,11,274,401
5,16,MICHOACAN,12,HIDALGO,40,INDAPARAPEO,659,4,4,78,142,243,54,420,38,269,37,14,6,73,0,0,75,18,3,21,38,3,3,2,1537,21,63,1621,2738
5,16,MICHOACAN,12,HIDALGO,40,INDAPARAPEO,660,2,2,14,33,75,13,231,8,91,5,1,0,13,0,0,32,6,1,1,11,8,1,4,548,0,16,564,925
5,16,MICHOACAN,12,HIDALGO,40,INDAPARAPEO,661,1,1,5,43,17,3,25,2,11,4,1,0,1,0,0,10,1,1,0,12,1,0,0,137,1,12,150,230
5,16,MICHOACAN,12,HIDALGO,40,INDAPARAPEO,662,1,1,32,85,18,9,31,11,13,8,0,0,2,0,0,4,0,0,0,18,4,0,1,236,0,13,249,407
5,16,MICHOACAN,12,HIDALGO,40,INDAPARAPEO,664,1,1,7,24,11,0,34,3,13,5,0,0,0,0,0,3,1,1,1,7,0,0,2,112,0,3,115,151
5,16,MICHOACAN,12,HIDALGO,73,QUERENDARO,0,0,1,2,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,1
5,16,MICHOACAN,12,HIDALGO,73,QUERENDARO,1647,3,3,270,253,23,42,116,53,250,11,59,5,14,0,0,32,11,4,3,20,4,1,0,1171,0,64,1235,1902
5,16,MICHOACAN,12,HIDALGO,73,QUERENDARO,1648,2,2,169,121,9,16,45,37,105,6,36,5,6,0,0,11,2,0,3,11,4,1,0,587,1,21,609,930
5,16,MICHOACAN,12,HIDALGO,73,QUERENDARO,1649,2,2,128,102,14,14,45,37,110,7,21,5,9,0,0,11,2,1,2,18,2,1,1,530,0,28,558,831
5,16,MICHOACAN,12,HIDALGO,73,QUERENDARO,1650,2,2,187,167,14,26,85,37,186,8,30,2,18,0,0,41,6,2,10,13,3,3,2,840,0,56,896,1481
5,16,MICHOACAN,12,HIDALGO,73,QUERENDARO,1651,2,2,170,199,18,34,56,58,194,9,27,4,11,0,0,26,8,3,2,15,2,0,0,836,0,48,884,1444
5,16,MICHOACAN,12,HIDALGO,73,QUERENDARO,1652,2,2,140,160,19,28,71,48,147,11,41,2,14,0,0,33,3,4,12,9,2,1,0,745,0,32,777,1257
5,16,MICHOACAN,12,HIDALGO,73,QUERENDARO,1653,1,1,39,58,5,5,9,2,20,0,5,0,0,0,0,1,0,1,1,2,2,1,1,152,1,12,165,316
5,16,MICHOACAN,12,HIDALGO,73,QUERENDARO,1654,1,1,51,80,3,9,31,9,51,1,5,0,1,0,0,9,1,0,2,12,3,0,0,268,0,14,282,508
5,16,MICHOACAN,12,HIDALGO,73,QUERENDARO,1655,1,1,49,45,5,17,27,12,60,2,8,0,9,0,0,12,3,0,2,5,3,0,0,259,0,12,271,578
5,16,MICHOACAN,12,HIDALGO,73,QUERENDARO,1656,2,2,140,105,1,23,55,15,123,4,24,11,25,0,0,47,4,9,7,9,2,1,1,606,0,32,638,1224
5,16,MICHOACAN,12,HIDALGO,73,QUERENDARO,1657,1,1,42,51,3,4,11,2,21,1,2,0,3,0,0,6,2,2,2,4,0,0,0,156,0,7,163,304
5,16,MICHOACAN,12,HIDALGO,73,QUERENDARO,1658,1,1,31,54,1,5,10,11,21,4,6,1,2,0,0,4,0,0,0,6,0,0,0,156,0,10,166,341
5,16,MICHOACAN,12,HIDALGO,73,QUERENDARO,1659,1,1,36,13,8,5,13,12,36,2,10,4,3,0,0,4,1,0,0,2,0,1,0,150,0,5,155,252
5,16,MICHOACAN,12,HIDALGO,73,QUERENDARO,1660,1,1,34,7,3,8,26,6,35,1,0,1,0,0,0,9,1,1,1,2,0,0,0,135,0,4,139,222
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,0,0,1,2,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,1
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2538,3,3,71,57,160,33,29,179,243,21,2,4,17,0,0,32,1,3,7,24,3,6,0,892,0,38,930,1711
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2539,2,2,47,28,130,26,18,111,113,13,0,1,15,0,0,36,1,3,2,7,2,14,0,567,0,21,588,1124
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2540,3,3,104,31,174,28,20,125,234,8,2,6,8,0,0,34,7,5,9,17,2,13,1,828,0,45,873,1638
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2541,2,2,86,46,73,27,10,71,121,19,0,1,9,0,0,14,3,3,3,17,2,9,1,515,1,28,544,1036
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2542,3,3,124,50,134,35,20,160,175,17,4,1,8,0,0,16,1,4,3,19,4,14,0,789,0,49,838,1614
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2543,2,2,134,72,106,16,21,136,146,8,2,3,4,0,0,14,0,2,3,20,0,5,0,692,0,21,713,1248
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2544,3,4,319,128,116,45,52,286,394,21,2,9,12,0,0,26,2,5,5,32,4,11,1,1470,0,23,1493,1236
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2545,3,3,123,64,200,32,30,208,271,18,2,9,16,0,0,43,6,5,5,31,2,24,0,1089,0,51,1140,2187
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2546,3,3,107,57,160,44,33,288,244,13,1,3,9,0,0,41,9,9,4,26,2,21,2,1073,0,46,1119,1945
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2547,2,2,40,20,71,24,22,78,211,3,2,4,22,0,0,18,5,5,2,3,0,2,0,532,0,24,556,1099
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2548,2,2,27,16,62,30,27,88,135,4,1,3,1,0,0,16,7,2,6,6,4,2,0,437,0,35,472,1007
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2549,3,3,36,26,82,49,40,116,360,8,3,5,11,0,0,22,5,2,14,9,0,3,2,793,0,38,831,1668
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2550,3,3,87,47,141,53,43,285,324,17,1,6,7,0,0,53,5,5,4,18,2,15,0,1113,0,65,1178,2241
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2551,1,1,13,9,23,7,9,31,80,2,1,1,2,0,0,7,4,0,4,3,0,0,0,196,0,17,213,612
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2552,2,2,68,25,97,21,31,153,147,2,3,2,4,0,0,10,2,4,4,5,3,3,2,586,0,24,610,1346
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2553,2,2,49,36,70,26,26,111,197,3,3,1,8,0,0,27,5,2,6,14,2,9,0,595,0,27,622,1222
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2554,1,1,13,12,18,5,7,35,29,1,0,0,11,0,0,3,0,0,0,4,0,2,0,140,0,10,150,294
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2555,2,2,40,26,86,43,31,79,286,3,2,2,17,0,0,53,12,8,15,5,2,8,1,719,0,34,753,1330
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2556,2,2,49,26,44,25,11,114,186,1,0,4,35,0,0,25,0,6,8,5,0,3,0,542,0,30,572,962
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2557,3,3,87,30,85,33,47,115,305,7,0,7,23,0,0,19,5,2,9,9,2,9,0,794,0,41,835,1555
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2558,2,2,50,14,180,18,12,12,158,3,2,1,8,0,0,14,4,1,4,5,0,12,0,498,0,25,523,1027
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2559,3,3,59,28,145,35,48,103,352,8,6,5,6,0,0,34,4,14,17,11,7,12,0,894,0,58,952,1798
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2560,2,2,62,19,98,26,24,67,297,4,3,6,9,0,0,41,3,8,10,10,0,8,1,696,0,38,734,1425
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2561,2,2,29,8,110,33,23,38,164,9,4,1,6,0,0,21,5,3,3,6,1,11,2,477,1,27,505,1189
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2562,1,1,3,5,54,9,10,8,91,0,1,0,1,0,0,11,0,1,3,1,0,0,0,198,0,23,221,410
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2563,2,2,24,20,56,16,24,30,205,3,0,1,2,0,0,19,6,1,6,5,0,4,0,422,1,31,454,1190
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2564,3,3,63,40,108,18,23,93,209,4,4,2,13,0,0,35,4,6,9,26,2,12,3,674,2,43,719,1505
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2565,3,3,81,56,146,34,32,109,287,11,0,2,4,0,0,51,2,4,7,13,4,11,0,854,0,28,882,1929
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2566,2,2,65,20,151,14,16,38,154,1,2,1,4,0,0,25,3,7,6,13,5,15,0,540,0,39,579,1186
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2567,2,2,27,21,46,9,19,29,106,6,1,0,1,0,0,17,2,3,4,6,4,4,0,305,1,23,329,798
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2568,2,2,50,88,70,19,17,196,178,12,1,3,5,0,0,27,1,2,8,18,2,7,2,706,0,40,746,1491
5,16,MICHOACAN,12,HIDALGO,111,ZINAPECUARO,2569,1,1,18,18,65,17,11,31,102,4,1,1,4,0,0,2,2,1,2,3,1,2,0,285,0,15,300,523
5,16,MICHOACAN,13,ZITACUARO,5,ANGANGUEO,52,3,3,46,161,25,253,26,129,201,19,10,12,1,0,0,48,18,19,3,11,12,1,1,996,0,13,1009,1537
5,16,MICHOACAN,13,ZITACUARO,5,ANGANGUEO,53,1,1,11,63,13,141,15,68,87,7,1,3,0,0,0,4,8,8,3,6,2,1,1,442,0,27,469,661
5,16,MICHOACAN,13,ZITACUARO,5,ANGANGUEO,54,1,1,26,72,10,95,7,70,60,8,1,2,1,0,0,15,5,7,1,11,8,0,0,399,0,24,423,644
5,16,MICHOACAN,13,ZITACUARO,5,ANGANGUEO,55,3,3,69,256,37,321,43,152,255,29,13,9,4,0,0,40,13,15,2,24,12,2,1,1297,0,79,1376,2082
5,16,MICHOACAN,13,ZITACUARO,5,ANGANGUEO,56,2,2,20,117,21,170,27,157,200,8,3,2,3,0,0,20,18,12,6,5,1,0,1,791,0,59,850,1331
5,16,MICHOACAN,13,ZITACUARO,5,ANGANGUEO,57,3,3,32,192,30,353,36,137,283,15,7,5,5,0,0,47,15,14,10,17,7,1,2,1208,0,69,1277,2072
5,16,MICHOACAN,13,ZITACUARO,62,OCAMPO,1378,2,2,42,105,25,122,152,34,131,20,5,4,4,0,0,10,4,12,6,7,2,1,1,687,0,38,725,1291
5,16,MICHOACAN,13,ZITACUARO,62,OCAMPO,1379,3,3,101,157,46,171,199,78,215,20,8,9,3,0,0,16,5,19,7,26,4,1,0,1085,0,50,1135,1741
5,16,MICHOACAN,13,ZITACUARO,62,OCAMPO,1380,1,1,6,20,3,165,18,17,99,1,2,0,0,0,0,10,6,37,4,2,1,0,0,391,0,23,414,652
5,16,MICHOACAN,13,ZITACUARO,62,OCAMPO,1381,2,2,35,79,26,180,253,24,190,28,4,0,6,0,0,7,9,12,7,9,0,2,1,872,0,50,922,1450
