CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAEM,PAN_PRI_PRD_NAEM,PAN_PRI_PRD,PAN_PRI_NAEM,PAN_PRD_NAEM,PRI_PRD_NAEM,PAN_PRI,PAN_PRD,PAN_NAEM,PRI_PRD,PRI_NAEM,PRD_NAEM,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,CC_PAN_PRI_PRD_NAEM,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,CAND_IND9,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4027,2,2,0,0,0,90,3,140,91,0,0,0,0,0,0,0,0,0,0,0,0,7,4,7,0,297,0,0,0,0,0,0,0,0,0,639,0,29,668,999
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4028,2,2,0,0,0,56,18,333,64,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,284,0,0,0,0,0,0,0,0,0,759,0,39,798,1297
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4029,3,3,0,0,0,83,20,252,213,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,0,439,0,0,0,0,0,0,0,0,0,1024,2,69,1095,1940
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4030,2,2,0,0,0,100,8,51,106,0,0,0,0,0,0,0,0,0,0,0,0,6,2,11,1,103,0,0,0,0,0,0,0,0,0,388,0,24,412,827
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4031,6,6,0,0,0,270,33,376,575,0,0,0,0,0,0,0,0,0,0,0,0,18,10,9,12,670,0,0,0,0,0,0,0,0,0,1973,1,115,2089,3879
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4033,2,2,0,0,0,107,15,104,209,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,1,172,0,0,0,0,0,0,0,0,0,622,0,31,653,1025
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4044,3,3,0,0,0,113,30,361,318,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,1,249,0,0,0,0,0,0,0,0,0,1086,0,57,1143,2003
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4045,4,4,0,0,0,142,33,411,264,0,0,0,0,0,0,0,0,0,0,0,0,6,4,13,5,360,0,0,0,0,0,0,0,0,0,1238,0,73,1311,2627
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4046,5,5,0,0,0,344,26,505,362,0,0,0,0,0,0,0,0,0,0,0,0,18,2,23,4,649,0,0,0,0,0,0,0,0,0,1933,3,100,2036,3375
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4047,3,3,0,0,0,163,18,160,146,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,5,440,0,0,0,0,0,0,0,0,0,936,0,58,994,1584
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4048,4,4,0,0,0,283,25,163,337,0,0,0,0,0,0,0,0,0,0,0,0,21,4,18,3,242,0,0,0,0,0,0,0,0,0,1096,0,59,1155,2398
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4049,4,4,0,0,0,221,30,311,297,0,0,0,0,0,0,0,0,0,0,0,0,29,19,18,3,415,0,0,0,0,0,0,0,0,0,1343,0,74,1417,2303
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4050,3,3,0,0,0,102,21,247,216,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,2,201,0,0,0,0,0,0,0,0,0,802,0,52,854,1557
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4062,4,4,0,0,0,122,25,249,274,0,0,0,0,0,0,0,0,0,0,0,0,140,2,11,1,304,0,0,0,0,0,0,0,0,0,1128,0,88,1216,2417
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4063,4,4,0,0,0,265,34,333,452,0,0,0,0,0,0,0,0,0,0,0,0,20,4,10,4,225,0,0,0,0,0,0,0,0,0,1347,0,85,1432,2924
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4064,3,3,0,0,0,264,23,106,150,0,0,0,0,0,0,0,0,0,0,0,0,11,4,25,2,215,0,0,0,0,0,0,0,0,0,800,0,29,829,1690
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4065,4,4,0,0,0,317,34,316,302,0,0,0,0,0,0,0,0,0,0,0,0,18,5,15,4,460,0,0,0,0,0,0,0,0,0,1471,0,109,1580,2749
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4066,4,4,0,0,0,399,33,318,351,0,0,0,0,0,0,0,0,0,0,0,0,28,12,27,2,287,0,0,0,0,0,0,0,0,0,1457,0,82,1539,2658
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4067,3,3,0,0,0,148,33,129,334,0,0,0,0,0,0,0,0,0,0,0,0,28,8,16,5,177,0,0,0,0,0,0,0,0,0,878,0,98,976,2168
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4080,7,7,0,0,0,502,74,296,736,0,0,0,0,0,0,0,0,0,0,0,0,48,14,57,5,319,0,0,0,0,0,0,0,0,0,2051,0,141,2192,4445
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4081,2,2,0,0,0,177,23,144,123,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,2,308,0,0,0,0,0,0,0,0,0,799,0,48,847,1438
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4082,3,3,0,0,0,205,33,122,281,0,0,0,0,0,0,0,0,0,0,0,0,11,1,10,1,334,0,0,0,0,0,0,0,0,0,998,0,66,1064,2187
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4083,2,2,0,0,0,71,16,164,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,502,0,29,531,995
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4084,2,2,0,0,0,132,20,73,289,0,0,0,0,0,0,0,0,0,0,0,0,13,1,13,2,195,0,0,0,0,0,0,0,0,0,738,0,42,780,1188
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4085,4,4,0,0,0,182,61,122,458,0,0,0,0,0,0,0,0,0,0,0,0,9,4,7,0,384,0,0,0,0,0,0,0,0,0,1227,0,87,1314,2135
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4091,5,5,0,0,0,348,57,240,587,0,0,0,0,0,0,0,0,0,0,0,0,53,6,18,5,489,0,0,0,0,0,0,0,0,0,1803,4,70,1877,3193
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4092,3,3,0,0,0,139,30,87,258,0,0,0,0,0,0,0,0,0,0,0,0,14,9,9,2,329,0,0,0,0,0,0,0,0,0,877,1,43,921,1927
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4093,2,2,0,0,0,133,26,59,173,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,1,188,0,0,0,0,0,0,0,0,0,599,0,25,624,986
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4094,3,3,0,0,0,178,19,215,248,0,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,470,0,0,0,0,0,0,0,0,0,1150,0,74,1224,1963
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4095,3,3,0,0,0,187,33,103,322,0,0,0,0,0,0,0,0,0,0,0,0,16,0,9,3,391,0,0,0,0,0,0,0,0,0,1064,0,51,1115,2026
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4096,4,4,0,0,0,142,29,100,308,0,0,0,0,0,0,0,0,0,0,0,0,14,3,6,1,447,0,0,0,0,0,0,0,0,0,1050,7,56,1113,2438
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4098,2,2,0,0,0,147,16,185,133,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,1,200,0,0,0,0,0,0,0,0,0,698,0,23,721,1193
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4099,1,1,0,0,0,36,12,50,36,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,96,0,0,0,0,0,0,0,0,0,236,1,15,252,427
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4101,1,1,0,0,0,24,5,23,25,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,167,0,0,0,0,0,0,0,0,0,247,0,22,269,403
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4102,3,3,0,0,0,165,22,258,235,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,2,218,0,0,0,0,0,0,0,0,0,917,1,50,968,1562
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4104,2,2,0,0,0,130,28,68,256,0,0,0,0,0,0,0,0,0,0,0,0,21,5,4,0,151,0,0,0,0,0,0,0,0,0,663,0,23,686,1353
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,4105,1,1,0,0,0,32,13,14,113,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,72,0,0,0,0,0,0,0,0,0,250,0,11,261,423
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,5932,3,3,0,0,0,96,23,172,252,0,0,0,0,0,0,0,0,0,0,0,0,7,2,5,2,220,0,0,0,0,0,0,0,0,0,779,0,59,838,1520
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,5933,1,1,0,0,0,59,18,82,99,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,1,79,0,0,0,0,0,0,0,0,0,345,0,18,363,631
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,5934,1,1,0,0,0,19,5,45,47,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,46,0,0,0,0,0,0,0,0,0,164,0,7,171,288
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,5935,1,1,0,0,0,36,11,16,126,0,0,0,0,0,0,0,0,0,0,0,0,6,7,2,1,69,0,0,0,0,0,0,0,0,0,274,0,15,289,473
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,5936,1,1,0,0,0,19,9,11,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,148,0,40,188,287
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,5937,1,1,0,0,0,42,16,66,112,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,89,0,0,0,0,0,0,0,0,0,333,0,19,352,581
5,15,MEXICO,13,ATLACOMULCO DE FABELA,124,SAN JOSE DEL RINCON,6643,2,2,0,0,0,82,17,129,129,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,145,0,0,0,0,0,0,0,0,0,507,1,20,528,899
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,1,3,3,453,426,0,26,10,74,262,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,2,0,0,0,0,0,0,0,0,0,0,1264,13,60,1337,1883
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,2,3,3,390,458,0,23,8,77,251,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,2,0,0,0,0,0,0,0,0,0,0,1220,18,71,1309,1837
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,3,4,4,519,593,0,51,17,111,343,0,0,0,0,0,0,0,0,0,0,0,0,15,0,6,2,0,0,0,0,0,0,0,0,0,0,1657,46,68,1771,2587
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,4,4,4,205,347,0,67,41,49,509,0,0,0,0,0,0,0,0,0,0,0,0,10,2,6,1,0,0,0,0,0,0,0,0,0,0,1237,0,66,1303,2399
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,5,2,2,36,301,0,26,5,6,104,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,487,0,22,509,800
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,6,2,2,56,161,0,20,6,13,178,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,3,0,0,0,0,0,0,0,0,0,0,453,14,6,473,850
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,7,2,2,47,146,0,27,12,14,253,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,513,0,12,525,759
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,8,1,1,26,132,0,21,15,7,161,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,1,0,0,0,0,0,0,0,0,0,0,374,0,13,387,652
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,9,2,2,46,126,0,33,16,12,215,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,5,0,0,0,0,0,0,0,0,0,0,466,0,31,497,854
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,10,3,3,53,228,0,79,17,24,446,0,0,0,0,0,0,0,0,0,0,0,0,13,10,23,0,0,0,0,0,0,0,0,0,0,0,893,1,43,937,1641
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,11,3,3,66,236,0,152,9,20,247,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,2,0,0,0,0,0,0,0,0,0,0,749,4,33,786,1240
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,12,3,3,72,238,0,51,9,28,262,0,0,0,0,0,0,0,0,0,0,0,0,5,2,8,1,0,0,0,0,0,0,0,0,0,0,676,0,42,718,1138
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,13,4,4,298,185,0,46,21,54,390,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,7,0,0,0,0,0,0,0,0,0,0,1017,8,52,1077,1710
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,14,5,5,447,342,0,53,23,48,483,0,0,0,0,0,0,0,0,0,0,0,0,12,2,6,5,0,0,0,0,0,0,0,0,0,0,1421,2,47,1470,1999
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,15,3,3,279,204,0,45,10,21,218,0,0,0,0,0,0,0,0,0,0,0,0,3,1,8,0,0,0,0,0,0,0,0,0,0,0,789,3,25,817,1252
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,16,3,3,427,178,0,47,26,50,489,0,0,0,0,0,0,0,0,0,0,0,0,14,2,12,9,0,0,0,0,0,0,0,0,0,0,1254,3,60,1317,2089
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,17,4,4,242,283,0,40,17,49,438,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,3,0,0,0,0,0,0,0,0,0,0,1084,4,76,1164,1838
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,18,2,2,162,161,0,38,8,42,183,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,600,7,33,640,941
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,19,4,4,208,178,0,39,30,93,588,0,0,0,0,0,0,0,0,0,0,0,0,68,3,6,3,0,0,0,0,0,0,0,0,0,0,1216,0,67,1283,2434
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,20,4,4,342,247,0,74,44,80,698,0,0,0,0,0,0,0,0,0,0,0,0,23,6,15,6,0,0,0,0,0,0,0,0,0,0,1535,6,59,1600,2540
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,21,3,3,247,253,0,33,8,45,464,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6,11,0,0,0,0,0,0,0,0,0,0,1077,3,61,1141,1766
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,22,3,3,261,255,0,72,15,56,506,0,0,0,0,0,0,0,0,0,0,0,0,9,5,10,8,0,0,0,0,0,0,0,0,0,0,1197,3,43,1243,1925
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,23,2,2,207,198,0,35,10,22,132,0,0,0,0,0,0,0,0,0,0,0,0,4,2,7,2,0,0,0,0,0,0,0,0,0,0,619,2,18,639,989
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,24,3,3,361,248,0,54,21,38,393,0,0,0,0,0,0,0,0,0,0,0,0,12,4,6,3,0,0,0,0,0,0,0,0,0,0,1140,14,61,1215,1850
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,25,2,2,204,195,0,23,6,41,200,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,672,5,36,713,1016
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,26,4,4,499,315,0,48,10,40,330,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,1,0,0,0,0,0,0,0,0,0,0,1256,9,53,1318,1869
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,27,2,2,216,154,0,41,9,22,419,0,0,0,0,0,0,0,0,0,0,0,0,20,2,3,4,0,0,0,0,0,0,0,0,0,0,890,0,46,936,1383
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,28,4,4,337,223,0,72,38,72,657,0,0,0,0,0,0,0,0,0,0,0,0,37,8,4,5,0,0,0,0,0,0,0,0,0,0,1453,7,72,1532,2307
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,29,2,2,351,137,0,16,10,22,175,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,719,1,34,754,1073
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,30,3,3,259,180,0,45,28,65,366,0,0,0,0,0,0,0,0,0,0,0,0,11,4,6,2,0,0,0,0,0,0,0,0,0,0,966,6,39,1011,1473
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,31,3,3,763,175,0,30,10,41,301,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,1,0,0,0,0,0,0,0,0,0,0,1329,8,59,1396,2087
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,1,ACAMBAY DE RUIZ CASTANEDA,32,2,2,449,218,0,22,10,20,207,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,2,0,0,0,0,0,0,0,0,0,0,941,0,30,971,1419
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,59,2,2,85,431,3,55,5,43,369,1,1,11,0,0,0,4,0,0,0,0,0,7,0,2,1,0,0,0,0,0,0,0,0,0,0,1018,6,27,1051,1413
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,60,3,3,30,235,17,58,21,42,632,3,0,0,0,0,0,1,0,0,0,0,0,8,3,8,1,0,0,0,0,0,0,0,0,0,0,1059,1,46,1106,1636
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,61,2,2,26,298,8,45,17,26,309,3,0,1,0,0,0,1,0,0,0,0,0,6,0,4,3,0,0,0,0,0,0,0,0,0,0,747,0,20,767,1210
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,62,3,3,92,333,16,65,37,67,647,8,0,5,0,0,0,5,1,0,1,1,0,19,2,3,2,0,0,0,0,0,0,0,0,0,0,1304,0,43,1347,2181
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,63,3,3,80,309,7,42,17,56,547,4,0,6,0,0,0,7,0,0,0,0,0,11,1,7,1,0,0,0,0,0,0,0,0,0,0,1095,3,41,1139,1768
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,64,2,2,10,246,8,29,15,27,413,4,0,0,0,0,0,4,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,764,0,26,790,1122
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,65,3,3,25,202,11,55,12,20,530,3,1,10,0,0,0,2,0,0,0,0,0,31,10,10,2,0,0,0,0,0,0,0,0,0,0,924,1,31,956,1383
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,66,2,2,17,287,3,41,11,27,539,6,0,0,0,0,0,1,0,0,0,3,0,15,1,3,4,0,0,0,0,0,0,0,0,0,0,958,0,26,984,1484
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,67,4,4,52,446,26,76,23,59,874,7,1,11,1,1,0,3,2,0,0,0,0,24,4,14,5,0,0,0,0,0,0,0,0,0,0,1629,3,48,1680,2531
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,68,3,3,25,230,13,81,30,37,664,2,0,5,0,0,0,0,0,0,0,0,0,17,4,11,3,0,0,0,0,0,0,0,0,0,0,1122,0,37,1159,1534
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,69,5,5,71,460,14,167,24,61,1158,7,4,8,0,0,0,6,0,0,1,0,0,39,10,17,4,0,0,0,0,0,0,0,0,0,0,2051,4,52,2107,3031
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,70,4,4,32,557,5,74,27,39,1040,7,0,6,0,0,0,6,1,0,1,0,0,30,5,19,1,0,0,0,0,0,0,0,0,0,0,1850,0,49,1899,2448
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,71,2,2,6,179,3,23,10,18,335,2,0,1,0,0,1,0,0,0,0,1,0,9,4,2,0,0,0,0,0,0,0,0,0,0,0,594,0,12,606,849
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,73,4,4,35,424,8,42,9,39,603,7,3,3,0,0,0,5,0,0,1,0,0,22,5,9,5,0,0,0,0,0,0,0,0,0,0,1220,5,50,1275,1858
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,74,3,3,37,216,6,57,18,28,460,6,0,2,0,0,0,0,0,0,0,0,0,29,3,11,6,0,0,0,0,0,0,0,0,0,0,879,0,21,900,1424
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,75,4,4,22,297,5,125,23,29,806,4,0,1,0,0,0,1,0,1,0,0,0,9,0,1,3,0,0,0,0,0,0,0,0,0,0,1327,0,44,1371,1966
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,76,3,3,24,221,13,58,33,47,714,8,0,5,0,0,0,3,2,1,0,0,0,15,2,18,4,0,0,0,0,0,0,0,0,0,0,1168,0,37,1205,1707
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,77,3,3,38,310,7,93,13,34,663,4,1,5,0,1,0,2,0,0,0,0,0,27,3,15,6,0,0,0,0,0,0,0,0,0,0,1222,1,35,1258,1798
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,78,1,1,3,120,2,9,5,11,193,1,0,3,0,0,0,1,0,0,1,0,0,6,3,7,3,0,0,0,0,0,0,0,0,0,0,368,0,8,376,553
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,79,1,1,2,44,0,4,3,4,63,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,123,3,0,126,182
5,15,MEXICO,14,JILOTEPEC DE ANDRES MOLINA ENRIQUEZ,3,ACULCO,80,2,2,9,257,4,33,16,22,216,2,1,2,0,0,0,1,1,0,0,0,0,4,2,7,5,0,0,0,0,0,0,0,0,0,0,582,0,25,607,817
