CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,HAGAMOS,FUTURO,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_HAGAMOS_FUTURO,PVEM_PT_MORENA_HAGAMOS,PVEM_PT_MORENA_FUTURO,PVEM_PT_MORENA,PVEM_PT_HAGAMOS_FUTURO,PVEM_PT_HAGAMOS,PVEM_PT_FUTURO,PVEM_PT,PVEM_MORENA_HAGAMOS_FUTURO,PVEM_MORENA_HAGAMOS,PVEM_MORENA_FUTURO,PVEM_MORENA,PVEM_HAGAMOS_FUTURO,PVEM_HAGAMOS,PVEM_FUTURO,PT_MORENA_HAGAMOS_FUTURO,PT_MORENA_HAGAMOS,PT_MORENA_FUTURO,PT_MORENA,PT_HAGAMOS_FUTURO,PT_HAGAMOS,PT_FUTURO,MORENA_HAGAMOS_FUTURO,MORENA_HAGAMOS,MORENA_FUTURO,HAGAMOS_FUTURO,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,14,JALISCO,3,TEPATITLAN DE MORELOS,1,ACATIC,12,2,2,135,48,2,17,4,142,76,18,4,3,3,1,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,16,475,882
1,14,JALISCO,17,JOCOTEPEC,2,ACATLAN DE JUAREZ,13,4,4,110,49,8,127,305,302,536,13,6,4,1,0,0,0,0,0,8,0,0,0,1,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,1,0,0,1483,2,45,1530,2559
1,14,JALISCO,17,JOCOTEPEC,2,ACATLAN DE JUAREZ,14,2,2,111,55,1,89,23,234,154,10,7,4,0,0,0,0,0,0,5,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,6,17,720,1127
1,14,JALISCO,17,JOCOTEPEC,2,ACATLAN DE JUAREZ,15,3,3,58,41,8,154,89,349,322,27,10,1,1,0,0,2,0,0,6,0,0,0,1,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1080,6,30,1116,1837
1,14,JALISCO,17,JOCOTEPEC,2,ACATLAN DE JUAREZ,16,3,3,68,32,5,74,53,395,276,13,15,42,15,3,1,31,49,156,2,0,0,0,0,1,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,6,0,1247,0,36,1283,2112
1,14,JALISCO,17,JOCOTEPEC,2,ACATLAN DE JUAREZ,17,3,3,127,71,10,114,71,388,256,17,8,5,1,0,0,2,1,0,7,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1082,3,25,1110,1709
1,14,JALISCO,17,JOCOTEPEC,2,ACATLAN DE JUAREZ,18,5,5,134,33,11,165,200,553,609,13,8,9,0,0,0,1,0,0,17,1,0,0,0,0,0,0,8,0,0,1,0,1,0,2,0,0,0,0,0,1,0,1767,2,44,1813,3189
1,14,JALISCO,17,JOCOTEPEC,2,ACATLAN DE JUAREZ,19,2,2,57,19,6,59,56,248,298,3,12,2,1,0,0,1,0,0,3,0,0,1,1,0,0,1,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,775,0,23,798,1311
1,14,JALISCO,17,JOCOTEPEC,2,ACATLAN DE JUAREZ,20,2,2,41,14,5,49,36,201,281,10,8,3,0,0,0,0,0,1,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,660,0,13,673,1050
1,14,JALISCO,17,JOCOTEPEC,2,ACATLAN DE JUAREZ,21,2,2,49,20,3,57,38,164,239,5,6,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,587,2,10,599,945
1,14,JALISCO,17,JOCOTEPEC,2,ACATLAN DE JUAREZ,22,4,4,85,55,3,212,127,372,367,13,3,3,3,0,0,2,1,1,13,0,0,0,1,0,0,0,7,0,0,0,0,0,0,2,0,0,1,0,1,0,0,1272,1,37,1310,2326
1,14,JALISCO,17,JOCOTEPEC,2,ACATLAN DE JUAREZ,23,2,2,65,10,2,77,13,115,193,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,18,498,798
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,24,4,4,94,355,14,41,44,617,462,26,16,20,8,0,0,5,5,1,5,0,0,0,1,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1719,0,19,1738,2381
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,25,2,2,53,190,6,14,22,232,182,10,4,8,2,0,0,0,0,0,1,0,0,1,0,1,0,1,2,0,0,0,3,1,1,2,0,1,0,0,3,1,0,741,0,21,762,996
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,26,2,2,40,123,3,6,16,241,155,10,3,7,1,0,0,0,0,2,4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,617,0,10,627,856
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,27,3,3,57,258,7,35,22,511,368,21,11,15,1,0,2,4,0,1,11,0,0,0,6,1,2,0,1,0,0,0,0,3,1,4,0,0,0,0,0,1,0,1343,0,31,1374,1900
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,28,3,3,28,221,8,18,29,445,320,13,5,6,3,0,0,4,2,0,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1116,0,33,1149,1540
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,29,3,3,101,263,5,26,31,607,386,31,7,14,4,0,0,1,0,1,13,0,1,0,1,0,0,0,4,0,0,0,2,0,0,5,0,0,0,2,0,0,0,1505,0,33,1538,2091
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,30,2,2,77,148,3,10,13,243,143,14,8,3,2,1,0,0,2,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,677,0,12,689,907
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,31,5,5,85,459,18,47,53,760,588,27,8,23,3,0,1,3,0,1,7,1,0,0,1,0,1,1,2,0,0,0,1,1,1,2,0,0,0,1,3,0,0,2098,0,55,2153,3037
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,32,1,1,1,53,1,5,9,53,77,2,3,5,1,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,217,0,9,226,288
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,33,2,2,29,178,8,34,27,270,376,20,9,7,0,0,0,0,2,1,4,0,0,0,2,0,1,1,2,0,0,0,1,2,0,2,0,0,0,0,0,2,0,978,1,45,1024,1473
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,34,3,3,64,448,12,31,36,433,389,12,5,25,6,0,0,2,2,0,2,0,1,1,2,0,1,0,3,0,0,0,1,0,1,3,0,0,0,0,0,0,0,1480,0,57,1537,2187
1,14,JALISCO,1,TEQUILA,3,AHUALULCO DE MERCADO,35,2,2,24,232,11,23,11,473,262,10,4,6,4,0,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,6,0,1,0,1,0,0,0,1074,0,41,1115,1473
1,14,JALISCO,18,AUTLAN DE NAVARRO,4,AMACUECA,36,2,2,15,71,6,13,5,298,126,4,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0,22,567,954
1,14,JALISCO,18,AUTLAN DE NAVARRO,4,AMACUECA,37,3,3,18,163,11,21,6,555,231,18,8,10,5,0,6,2,0,0,5,0,0,0,2,1,0,0,2,0,0,0,0,0,0,3,0,0,0,1,1,0,0,1069,0,24,1093,1792
1,14,JALISCO,18,AUTLAN DE NAVARRO,4,AMACUECA,38,1,1,6,28,0,9,6,85,57,3,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,200,0,2,202,367
1,14,JALISCO,18,AUTLAN DE NAVARRO,4,AMACUECA,39,3,3,38,131,7,24,16,521,312,12,9,11,1,0,1,1,1,1,7,0,0,0,1,1,1,0,3,0,1,0,1,0,1,1,0,0,0,1,3,0,0,1107,0,37,1144,1841
1,14,JALISCO,1,TEQUILA,5,AMATITAN,40,5,5,135,134,13,62,158,680,753,34,13,8,1,0,1,0,0,0,4,0,0,0,1,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,2,2,0,2008,0,45,2053,3115
1,14,JALISCO,1,TEQUILA,5,AMATITAN,41,3,3,115,65,11,26,10,378,510,15,3,16,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1157,0,23,1180,1697
1,14,JALISCO,1,TEQUILA,5,AMATITAN,42,4,4,108,101,12,68,14,622,818,27,6,8,3,0,0,2,2,1,5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1802,0,29,1831,2690
1,14,JALISCO,1,TEQUILA,5,AMATITAN,43,4,4,171,92,14,65,25,659,891,24,9,8,2,0,0,0,0,2,6,0,0,0,1,0,0,1,2,0,0,0,0,0,0,3,0,0,0,0,1,1,0,1977,0,44,2021,2888
1,14,JALISCO,1,TEQUILA,5,AMATITAN,44,1,1,13,5,3,18,5,162,134,6,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,12,364,534
1,14,JALISCO,1,TEQUILA,5,AMATITAN,45,1,1,5,5,1,6,1,116,124,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,8,273,382
1,14,JALISCO,1,TEQUILA,5,AMATITAN,46,1,1,8,8,0,9,3,225,122,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,1,8,388,509
1,14,JALISCO,1,TEQUILA,5,AMATITAN,47,2,2,37,38,4,52,8,376,328,9,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,863,0,15,878,1177
1,14,JALISCO,1,TEQUILA,6,AMECA,48,4,4,89,120,17,38,22,503,633,43,13,17,1,0,0,15,0,2,10,1,0,0,2,1,0,0,9,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1540,5,38,1583,2874
1,14,JALISCO,1,TEQUILA,6,AMECA,50,3,3,59,64,8,22,29,456,470,29,13,6,2,0,0,6,0,0,15,0,1,0,1,0,1,1,2,0,0,0,0,0,0,3,0,0,0,0,3,1,0,1192,0,25,1217,2192
1,14,JALISCO,1,TEQUILA,6,AMECA,51,2,2,55,61,5,16,9,252,275,14,9,4,0,0,0,4,0,3,7,0,0,1,1,0,0,0,8,0,1,1,0,0,0,4,0,0,0,1,0,3,0,734,0,25,759,1268
1,14,JALISCO,1,TEQUILA,6,AMECA,52,5,5,106,121,10,37,21,733,669,39,16,14,2,0,1,10,1,1,13,0,0,0,4,1,1,1,6,0,0,1,0,2,0,7,0,1,0,1,4,0,0,1823,2,44,1869,3207
1,14,JALISCO,1,TEQUILA,6,AMECA,53,2,2,34,41,4,9,11,204,200,19,4,7,0,0,0,1,0,0,4,0,0,1,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0,1,0,0,0,546,0,13,559,947
1,14,JALISCO,1,TEQUILA,6,AMECA,54,2,2,30,44,2,12,6,179,206,7,3,3,0,0,0,4,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,504,0,28,532,1002
1,14,JALISCO,1,TEQUILA,6,AMECA,55,2,2,33,56,3,11,3,195,199,13,5,10,2,1,0,2,3,0,2,0,0,1,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,545,1,17,563,996
1,14,JALISCO,1,TEQUILA,6,AMECA,56,4,4,66,90,16,38,26,452,545,51,18,11,2,0,1,3,0,0,22,1,0,0,1,0,0,0,7,0,0,0,1,0,3,3,0,0,0,0,3,1,0,1361,2,43,1406,2603
1,14,JALISCO,1,TEQUILA,6,AMECA,57,2,2,73,96,8,15,11,240,279,13,6,4,1,0,0,1,1,0,3,0,0,0,2,0,1,0,4,1,0,0,0,0,0,0,0,0,0,1,1,0,0,761,1,25,787,1333
1,14,JALISCO,1,TEQUILA,6,AMECA,58,2,2,55,44,4,8,2,158,146,13,2,5,2,0,0,2,0,0,4,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,451,1,15,467,771
1,14,JALISCO,1,TEQUILA,6,AMECA,59,3,3,153,129,9,17,11,392,312,30,11,10,6,0,0,4,1,0,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1100,0,29,1129,837
1,14,JALISCO,1,TEQUILA,6,AMECA,60,1,1,44,23,2,3,6,146,111,7,3,2,0,0,0,0,1,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,2,0,0,360,1,8,369,659
1,14,JALISCO,1,TEQUILA,6,AMECA,61,2,2,75,64,5,11,6,252,177,18,4,2,0,0,0,1,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,626,1,17,644,1049
1,14,JALISCO,1,TEQUILA,6,AMECA,62,3,3,28,40,9,19,16,402,342,49,6,2,0,0,0,2,1,0,5,0,0,0,1,2,0,0,5,1,2,0,0,0,0,2,0,0,0,1,0,2,0,937,1,32,970,1664
1,14,JALISCO,1,TEQUILA,6,AMECA,63,3,3,34,56,7,27,12,387,406,23,18,4,3,0,0,6,0,2,10,0,0,0,1,0,0,1,7,0,0,0,1,0,0,7,0,0,0,0,2,0,0,1014,0,22,1036,1894
1,14,JALISCO,1,TEQUILA,6,AMECA,64,3,3,22,37,5,15,14,338,336,21,8,3,0,0,0,1,0,1,9,0,0,0,1,0,0,2,4,0,0,1,0,0,0,2,0,0,0,1,0,2,0,823,0,22,845,1554
1,14,JALISCO,1,TEQUILA,6,AMECA,65,2,2,55,73,10,15,10,228,264,18,4,11,2,0,1,3,1,2,7,0,0,0,0,2,1,2,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,715,0,11,726,1279
1,14,JALISCO,1,TEQUILA,6,AMECA,66,2,2,52,57,13,23,16,231,276,18,9,6,2,1,0,0,1,2,12,0,1,0,2,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,727,1,16,744,1334
1,14,JALISCO,1,TEQUILA,6,AMECA,69,3,3,60,44,10,25,14,342,455,21,14,8,0,0,0,4,1,0,7,0,0,0,1,0,0,0,2,0,0,0,1,0,1,3,0,0,0,0,1,2,0,1016,0,40,1056,1933
1,14,JALISCO,1,TEQUILA,6,AMECA,70,2,2,10,9,6,25,13,301,254,3,3,1,0,0,0,0,0,2,8,0,0,0,3,1,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0,645,0,20,665,1123
1,14,JALISCO,1,TEQUILA,6,AMECA,71,2,2,19,13,1,16,7,310,299,4,4,2,1,0,0,1,1,0,12,0,0,0,2,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,698,0,6,704,1224
1,14,JALISCO,1,TEQUILA,6,AMECA,72,4,4,47,44,8,43,21,564,565,52,15,3,1,0,0,4,2,0,5,2,1,0,4,1,0,1,6,0,0,1,1,0,1,1,1,0,0,0,0,0,2,1396,0,31,1427,2434
1,14,JALISCO,1,TEQUILA,6,AMECA,73,1,1,2,13,4,5,5,120,114,4,5,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,281,0,14,295,498
1,14,JALISCO,1,TEQUILA,6,AMECA,74,1,1,1,2,2,8,4,66,85,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,5,177,327
1,14,JALISCO,1,TEQUILA,6,AMECA,75,2,2,15,14,4,23,11,159,192,6,3,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,435,0,19,454,781
1,14,JALISCO,1,TEQUILA,6,AMECA,76,2,2,18,16,3,14,16,167,315,9,3,1,0,0,0,1,0,1,3,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,571,0,16,587,1105
1,14,JALISCO,1,TEQUILA,6,AMECA,77,2,2,13,20,3,7,10,402,165,10,2,5,0,0,0,0,0,1,6,0,0,0,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,650,0,19,669,1034
1,14,JALISCO,1,TEQUILA,6,AMECA,78,2,2,9,7,2,10,6,171,156,4,1,0,0,0,1,2,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,1,1,0,381,0,18,399,844
1,14,JALISCO,1,TEQUILA,6,AMECA,79,2,2,33,44,4,20,16,195,300,12,7,0,2,0,0,2,0,1,4,0,0,0,1,0,1,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,647,0,17,664,1163
1,14,JALISCO,1,TEQUILA,6,AMECA,80,3,3,28,29,4,21,18,256,408,18,8,3,1,0,1,2,0,0,6,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,0,0,812,0,27,839,1655
1,14,JALISCO,1,TEQUILA,6,AMECA,81,2,2,14,12,6,28,14,147,253,30,12,2,1,0,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,527,0,24,551,1119
1,14,JALISCO,1,TEQUILA,6,AMECA,82,1,1,5,6,1,6,5,61,87,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,182,0,4,186,258
1,14,JALISCO,1,TEQUILA,6,AMECA,84,2,2,14,12,3,17,10,117,202,15,3,0,0,0,0,1,1,0,6,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,2,2,0,410,0,13,423,853
1,14,JALISCO,1,TEQUILA,6,AMECA,85,2,2,18,19,5,10,10,109,159,8,6,2,0,0,0,3,0,0,7,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,364,0,9,373,908
1,14,JALISCO,1,TEQUILA,6,AMECA,86,1,1,3,6,1,6,3,107,51,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,1,184,290
1,14,JALISCO,1,TEQUILA,6,AMECA,87,2,2,6,7,1,6,3,569,112,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,713,0,17,730,1083
1,14,JALISCO,1,TEQUILA,6,AMECA,88,2,2,11,10,2,13,8,144,204,7,2,0,0,0,0,0,0,1,6,0,0,0,2,0,0,1,9,0,0,0,0,0,0,3,0,0,0,0,1,1,0,425,1,14,440,753
1,14,JALISCO,1,TEQUILA,6,AMECA,89,1,1,16,18,3,16,11,94,140,5,1,0,0,0,0,1,0,0,5,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,316,1,22,339,683
1,14,JALISCO,1,TEQUILA,6,AMECA,90,1,1,5,4,5,4,4,54,111,3,3,0,0,0,0,0,0,0,4,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,206,0,7,213,463
1,14,JALISCO,1,TEQUILA,6,AMECA,91,2,2,14,8,2,19,12,176,229,10,5,3,0,0,0,1,0,0,6,0,0,0,1,0,1,1,7,0,0,0,0,1,1,1,0,0,0,2,1,0,0,501,0,13,514,1121
1,14,JALISCO,1,TEQUILA,6,AMECA,92,1,1,5,1,1,3,1,16,35,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,1,71,143
1,14,JALISCO,1,TEQUILA,6,AMECA,93,1,1,5,5,1,12,8,48,95,1,1,1,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,184,1,6,191,418
1,14,JALISCO,1,TEQUILA,6,AMECA,3738,3,3,46,67,8,27,19,345,409,21,9,3,3,0,0,6,0,1,8,0,0,0,2,0,0,0,3,0,0,0,0,0,0,7,0,1,0,1,3,1,2,992,0,22,1014,1902
1,14,JALISCO,1,TEQUILA,6,AMECA,3739,3,3,40,76,9,32,22,400,468,18,15,8,1,0,0,2,0,0,9,0,0,0,1,1,0,0,5,0,0,0,0,0,1,2,0,0,1,2,2,0,0,1115,0,23,1138,1929
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,94,3,3,117,80,10,11,263,230,315,8,7,3,2,0,0,8,1,2,13,0,0,0,2,0,0,1,4,0,0,0,1,1,3,15,0,0,1,0,0,0,0,1098,0,24,1122,1853
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,95,3,3,79,62,7,13,325,175,259,5,5,11,0,0,0,5,0,0,18,0,0,0,0,0,0,1,0,0,0,0,1,0,2,13,1,1,0,0,1,0,0,984,1,26,1011,1600
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,96,2,2,63,105,3,11,140,163,194,7,3,7,3,0,0,4,0,1,12,0,0,0,1,0,0,0,2,0,0,0,0,1,0,7,0,0,0,0,3,0,0,730,0,24,754,1241
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,97,2,2,69,71,2,9,75,73,145,3,1,6,2,0,0,1,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,468,0,9,477,806
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,98,1,1,54,64,4,8,72,82,131,3,2,1,1,0,0,4,0,1,1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,1,0,437,1,8,446,711
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,99,1,1,17,19,1,6,38,68,49,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,205,0,2,207,277
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,100,1,1,24,33,5,9,76,112,100,3,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,371,0,12,383,568
1,14,JALISCO,1,TEQUILA,7,SAN JUANITO DE ESCOBEDO,101,2,2,63,22,2,8,66,134,170,7,6,3,0,0,0,3,1,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,497,0,20,517,901
1,14,JALISCO,15,LA BARCA,8,ARANDAS,102,4,4,269,170,11,50,25,628,181,313,17,9,11,0,0,2,2,0,3,0,1,1,1,2,0,0,2,1,1,0,0,0,0,1,1,2,1,3,8,2,1,1719,0,67,1786,2968
