ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,PSI,MORENA,NAP,FXM,PAN_PRI_PRD_PSI,PAN_PRI_PRD,PAN_PRI_PSI,PAN_PRD_PSI,PRI_PRD_PSI,PAN_PRI,PAN_PRD,PAN_PSI,PRI_PRD,PRI_PSI,PRD_PSI,PT_PVEM_MORENA_NAP_FXM,PT_PVEM_MORENA_NAP,PT_PVEM_MORENA_FXM,PT_PVEM_NAP_FXM,PT_MORENA_NAP_FXM,PVEM_MORENA_NAP_FXM,PT_PVEM_MORENA,PT_PVEM_NAP,PT_PVEM_FXM,PT_MORENA_NAP,PT_MORENA_FXM,PT_NAP_FXM,PVEM_MORENA_NAP,PVEM_MORENA_FXM,PVEM_NAP_FXM,MORENA_NAP_FXM,PT_PVEM,PT_MORENA,PT_NAP,PT_FXM,PVEM_MORENA,PVEM_NAP,PVEM_FXM,MORENA_NAP,MORENA_FXM,NAP_FXM,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
21,PUEBLA,11,HEROICA PUEBLA DE ZARAGOZA,59,284,285,18093,3932,759,4566,2940,7388,480,49389,881,684,864,1025,109,31,16,495,143,7,11,27,22,2074,401,124,81,128,77,1818,107,29,78,47,3,61,36,23,80,237,444,11,11,700,22,13,50,99,17,98633,45,3578,102256,190723,
21,PUEBLA,12,AMOZOC DE MOTA,67,262,263,12779,3551,1021,6901,10353,12636,1862,43759,2208,1145,506,506,71,25,9,352,68,28,17,22,18,704,179,90,51,42,67,644,58,40,35,31,12,53,22,9,29,318,347,24,26,347,35,43,63,64,32,101202,52,5270,106524,171493,
21,PUEBLA,13,TEPEACA,76,275,275,13363,5297,1839,11134,3833,5800,3042,49646,1759,1490,0,0,0,0,0,709,0,0,0,0,0,1349,218,76,62,53,70,734,89,16,31,37,8,61,42,9,45,220,381,23,24,494,38,86,65,103,19,102265,30,5417,107712,170246,
21,PUEBLA,14,CIUDAD SERDAN,110,302,304,12379,5301,2608,6647,10511,16050,2744,41642,2963,3467,719,480,53,34,29,228,156,28,51,12,21,814,102,70,40,55,52,506,42,16,24,14,3,31,23,9,31,406,243,18,51,410,45,25,70,76,24,109323,18,7069,116410,174363,
21,PUEBLA,15,TECAMACHALCO,82,285,286,8498,4517,1051,9318,7360,8265,15836,47431,1355,1407,443,219,223,40,27,238,48,77,21,68,45,657,143,86,62,96,63,615,44,22,37,61,15,45,22,7,74,241,416,18,29,373,33,24,64,106,20,109860,16,6144,116020,177796,
21,PUEBLA,16,HEROICA PUEBLA DE ZARAGOZA,143,364,365,39994,6775,1083,5489,3792,9299,690,53924,1338,931,1185,1687,90,51,16,776,98,21,25,16,24,1319,345,144,61,111,126,2034,73,23,70,52,9,82,35,13,70,270,564,23,20,781,26,16,87,100,16,133774,86,4026,137886,215792,
21,PUEBLA,17,HEROICA PUEBLA DE ZARAGOZA,235,465,466,60873,7998,1393,6334,3880,10708,624,58278,1393,887,1529,2225,97,41,5,956,157,19,18,6,18,1534,417,164,59,87,98,2281,64,24,100,65,7,79,47,16,69,261,714,17,14,817,33,8,73,127,14,164628,134,3664,168426,249735,
21,PUEBLA,18,CHOLULA DE RIVADAVIA,90,355,357,46063,5068,1722,6881,3819,18327,1017,46283,2472,1132,903,1774,78,29,22,556,124,18,26,6,30,1251,272,112,43,130,119,1207,93,22,84,68,12,83,49,16,82,214,452,32,27,497,59,23,92,114,25,141528,219,6293,148040,226185,
21,PUEBLA,19,HEROICA PUEBLA DE ZARAGOZA,101,311,312,30134,5700,2647,4382,3140,6049,1005,47669,973,618,1292,1420,83,63,24,686,144,22,47,16,25,1183,319,143,45,74,117,1842,67,20,54,50,9,84,61,8,57,251,513,11,19,697,27,11,54,101,12,111968,63,4313,116344,194267,
21,PUEBLA,20,HEROICA PUEBLA DE ZARAGOZA,90,300,301,25392,6259,1114,3440,3068,7725,635,43249,868,530,1058,1203,97,46,77,705,92,223,23,14,19,1057,332,139,96,115,108,1637,70,14,75,38,29,58,31,8,60,279,455,7,38,552,20,9,39,62,10,101175,55,3520,104750,188359,
21,PUEBLA,21,ATLIXCO,102,304,304,21384,7203,799,6868,4561,11051,1424,47233,1414,1893,437,714,26,23,15,410,92,17,9,10,5,591,175,87,37,63,63,1017,27,23,32,74,10,48,40,9,47,221,475,27,25,439,25,16,49,134,18,109360,57,4431,113848,187102,
21,PUEBLA,22,IZUCAR DE MATAMOROS,126,326,326,6890,14019,808,17505,4646,5426,4145,43027,4082,3318,403,297,57,18,11,295,30,53,51,31,19,465,143,48,36,125,51,754,58,35,43,49,7,45,20,24,40,286,338,20,37,526,55,38,52,93,28,108547,43,6167,114757,181301,
21,PUEBLA,23,ACATLAN DE OSORIO,182,388,388,9476,21817,1947,9486,9507,2633,2623,54626,3400,1591,335,365,31,23,18,287,142,19,44,31,15,372,130,42,23,42,26,641,49,14,62,22,9,41,9,10,26,253,475,23,30,395,51,19,79,65,30,121354,13,5195,126562,193316,
21,PUEBLA,24,TEHUACAN,109,310,312,13696,5690,1071,8628,7364,8464,2668,54876,2744,2799,221,335,44,26,8,263,74,24,27,72,22,528,132,120,30,40,57,763,54,28,64,40,10,65,27,12,51,277,409,24,41,549,55,39,156,254,59,113000,68,6184,119252,184809,
21,PUEBLA,25,TEHUACAN,76,281,282,24287,5654,2035,10962,5738,9335,2074,38328,830,676,608,593,85,67,29,301,92,32,21,16,26,359,146,54,33,32,29,904,99,10,25,30,5,32,15,4,29,303,375,17,31,586,34,21,26,49,4,105041,39,4970,110050,179742,
21,PUEBLA,26,AJALPAN,112,318,322,20733,11380,4498,11027,13291,7994,3307,41230,7325,1281,197,184,31,24,10,246,98,47,50,33,7,223,55,30,13,19,17,320,25,7,26,27,4,23,9,3,14,143,530,36,34,192,57,8,102,63,25,124998,13,8182,133193,181526,
