CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,HAGAMOS,FUTURO,CAND_IND1,CAND_IND2,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_HAGAMOS_FUTURO,PVEM_PT_MORENA_HAGAMOS,PVEM_PT_MORENA_FUTURO,PVEM_PT_MORENA,PVEM_PT_HAGAMOS_FUTURO,PVEM_PT_HAGAMOS,PVEM_PT_FUTURO,PVEM_PT,PVEM_MORENA_HAGAMOS_FUTURO,PVEM_MORENA_HAGAMOS,PVEM_MORENA_FUTURO,PVEM_MORENA,PVEM_HAGAMOS_FUTURO,PVEM_HAGAMOS,PVEM_FUTURO,PT_MORENA_HAGAMOS_FUTURO,PT_MORENA_HAGAMOS,PT_MORENA_FUTURO,PT_MORENA,PT_HAGAMOS_FUTURO,PT_HAGAMOS,PT_FUTURO,MORENA_HAGAMOS_FUTURO,MORENA_HAGAMOS,MORENA_FUTURO,HAGAMOS_FUTURO,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
1,14,JALISCO,15,LA BARCA,34,DEGOLLADO,489,3,3,80,416,10,19,3,208,55,7,0,,,47,8,0,1,1,0,0,10,0,0,0,2,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,872,1,37,910,1636
1,14,JALISCO,15,LA BARCA,34,DEGOLLADO,490,2,2,23,185,1,3,1,260,47,20,2,,,7,7,0,1,1,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,565,0,24,589,974
1,14,JALISCO,15,LA BARCA,34,DEGOLLADO,491,2,2,24,157,2,12,2,136,27,10,0,,,10,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,391,0,13,404,736
1,14,JALISCO,15,LA BARCA,34,DEGOLLADO,492,1,1,1,38,0,0,0,22,0,1,0,,,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,2,75,149
1,14,JALISCO,15,LA BARCA,34,DEGOLLADO,493,2,2,20,95,2,8,5,156,28,9,1,,,8,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,337,0,20,357,829
1,14,JALISCO,15,LA BARCA,34,DEGOLLADO,494,1,1,13,60,1,1,0,86,13,3,0,,,6,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,3,192,281
1,14,JALISCO,15,LA BARCA,34,DEGOLLADO,495,2,2,1,108,4,5,3,303,8,3,0,,,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0,15,456,987
1,14,JALISCO,15,LA BARCA,34,DEGOLLADO,496,2,2,14,199,2,6,7,359,14,6,0,,,14,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,627,0,27,654,1092
1,14,JALISCO,15,LA BARCA,34,DEGOLLADO,497,2,2,27,121,2,5,1,187,22,7,0,,,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,14,396,807
1,14,JALISCO,15,LA BARCA,34,DEGOLLADO,498,2,2,8,119,0,5,4,282,16,4,0,,,20,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,0,26,488,789
1,14,JALISCO,15,LA BARCA,48,JALOSTOTITLAN,1613,4,4,216,371,5,18,5,751,123,9,0,,,37,10,0,1,1,0,3,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,1,2,0,0,1564,1,37,1602,2882
1,14,JALISCO,15,LA BARCA,48,JALOSTOTITLAN,1614,2,2,105,139,3,5,3,339,49,2,1,,,11,7,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,672,0,14,686,1381
1,14,JALISCO,15,LA BARCA,48,JALOSTOTITLAN,1615,4,4,246,303,6,11,2,739,99,15,3,,,12,11,0,2,0,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1458,2,36,1496,2736
1,14,JALISCO,15,LA BARCA,48,JALOSTOTITLAN,1616,2,2,124,184,3,11,2,377,48,3,2,,,11,9,0,1,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,782,0,16,798,1493
1,14,JALISCO,15,LA BARCA,48,JALOSTOTITLAN,1617,2,2,73,164,1,4,0,175,19,3,0,,,13,7,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,3,6,472,934
1,14,JALISCO,15,LA BARCA,48,JALOSTOTITLAN,1618,2,2,65,168,0,2,0,194,13,1,0,,,7,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,6,461,822
1,14,JALISCO,15,LA BARCA,48,JALOSTOTITLAN,1619,3,3,91,199,5,6,0,365,62,3,2,,,12,10,0,0,0,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,2,0,0,765,1,22,788,1547
1,14,JALISCO,15,LA BARCA,48,JALOSTOTITLAN,1620,5,5,243,344,12,17,15,741,134,19,1,,,23,20,0,1,0,0,0,11,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1587,1,56,1644,3539
1,14,JALISCO,15,LA BARCA,48,JALOSTOTITLAN,1621,2,2,70,150,3,4,2,231,34,2,0,,,12,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,0,13,529,1091
1,14,JALISCO,15,LA BARCA,48,JALOSTOTITLAN,1622,5,5,211,434,3,12,14,795,91,11,1,,,31,15,0,0,0,1,0,4,0,1,0,1,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,1630,1,38,1669,3050
1,14,JALISCO,15,LA BARCA,48,JALOSTOTITLAN,1623,3,3,156,174,3,5,2,464,33,4,1,,,17,13,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,879,0,15,894,1583
1,14,JALISCO,15,LA BARCA,48,JALOSTOTITLAN,1624,3,3,182,226,3,14,5,546,65,7,3,,,14,17,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1088,0,31,1119,2121
1,14,JALISCO,15,LA BARCA,48,JALOSTOTITLAN,1625,1,1,24,25,3,3,0,36,61,2,0,,,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,3,160,328
1,14,JALISCO,15,LA BARCA,48,JALOSTOTITLAN,1626,2,2,103,122,11,12,13,130,123,4,3,,,8,6,0,0,0,0,0,4,0,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,544,0,12,556,1124
1,14,JALISCO,15,LA BARCA,48,JALOSTOTITLAN,1627,1,1,19,8,0,4,1,13,5,1,0,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,1,54,104
1,14,JALISCO,15,LA BARCA,48,JALOSTOTITLAN,1628,2,2,98,104,2,1,4,259,29,4,1,,,7,5,0,0,2,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,522,0,5,527,779
1,14,JALISCO,15,LA BARCA,48,JALOSTOTITLAN,1629,1,1,47,44,1,1,1,56,8,0,0,,,7,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,3,175,364
1,14,JALISCO,15,LA BARCA,48,JALOSTOTITLAN,1630,1,1,15,19,1,6,1,33,13,0,0,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,2,93,169
1,14,JALISCO,15,LA BARCA,48,JALOSTOTITLAN,1631,1,1,95,67,1,4,2,113,15,0,1,,,7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,0,13,325,548
1,14,JALISCO,15,LA BARCA,48,JALOSTOTITLAN,1632,1,1,34,16,0,1,0,28,1,1,0,,,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,1,87,154
1,14,JALISCO,15,LA BARCA,48,JALOSTOTITLAN,1633,3,3,232,131,4,6,2,286,58,4,0,,,11,11,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749,0,28,777,1521
1,14,JALISCO,15,LA BARCA,48,JALOSTOTITLAN,1634,1,1,40,14,0,1,0,29,1,0,0,,,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,2,96,167
1,14,JALISCO,15,LA BARCA,49,JAMAY,0,0,1,1,2,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,5
1,14,JALISCO,15,LA BARCA,49,JAMAY,1635,5,5,536,114,16,9,15,1102,185,0,4,,,114,18,1,1,1,0,0,5,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,1,0,0,0,2,0,2131,3,52,2186,3389
1,14,JALISCO,15,LA BARCA,49,JAMAY,1636,4,4,563,142,16,7,5,688,149,2,2,,,108,12,1,1,0,0,1,4,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1706,2,34,1742,2948
1,14,JALISCO,15,LA BARCA,49,JAMAY,1637,3,3,400,55,25,3,3,358,89,2,2,,,81,30,3,0,0,2,0,2,0,0,0,1,0,1,1,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1064,0,28,1092,1731
1,14,JALISCO,15,LA BARCA,49,JAMAY,1638,4,4,655,73,16,4,12,582,105,3,0,,,153,17,6,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1633,0,23,1656,2415
1,14,JALISCO,15,LA BARCA,49,JAMAY,1639,3,3,362,98,8,1,9,377,57,2,0,,,51,3,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,972,0,19,991,1555
1,14,JALISCO,15,LA BARCA,49,JAMAY,1640,1,1,122,46,6,0,1,189,25,0,0,,,39,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0,13,447,640
1,14,JALISCO,15,LA BARCA,49,JAMAY,1641,3,3,326,79,12,11,7,386,68,4,0,,,50,13,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,0,21,983,1598
1,14,JALISCO,15,LA BARCA,49,JAMAY,1642,2,2,280,84,11,7,1,277,67,6,0,,,70,6,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,819,0,16,835,1235
1,14,JALISCO,15,LA BARCA,49,JAMAY,1643,4,4,521,140,29,15,13,545,166,3,1,,,87,13,1,0,1,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1543,0,70,1613,2551
1,14,JALISCO,15,LA BARCA,49,JAMAY,1644,3,3,301,58,12,9,11,472,208,3,3,,,34,8,2,0,1,1,1,8,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,1,0,1139,6,36,1181,2027
1,14,JALISCO,15,LA BARCA,49,JAMAY,1645,1,1,6,7,0,0,0,12,4,0,0,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,31,108
1,14,JALISCO,15,LA BARCA,49,JAMAY,1646,1,1,153,25,2,3,0,164,12,0,1,,,43,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,10,418,509
1,14,JALISCO,15,LA BARCA,50,JESUS MARIA,1647,2,2,369,46,2,191,4,61,17,11,1,,,17,19,2,0,0,1,0,6,0,0,0,0,0,2,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,758,3,30,791,1413
1,14,JALISCO,15,LA BARCA,50,JESUS MARIA,1648,3,3,436,72,1,283,1,55,58,11,1,,,37,6,0,0,11,3,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,982,1,16,999,1664
1,14,JALISCO,15,LA BARCA,50,JESUS MARIA,1649,4,4,535,62,6,378,5,77,52,11,2,,,32,30,0,1,6,6,2,12,0,0,0,3,3,3,0,8,0,5,0,0,0,0,2,0,0,0,0,0,0,0,1241,1,35,1277,2476
1,14,JALISCO,15,LA BARCA,50,JESUS MARIA,1650,3,3,350,42,6,251,5,92,35,17,2,,,36,15,3,0,5,2,0,5,0,0,0,1,0,2,1,4,1,4,0,0,0,0,0,0,0,1,0,0,0,0,880,0,33,913,1838
1,14,JALISCO,15,LA BARCA,50,JESUS MARIA,1651,3,3,452,51,7,395,9,71,40,30,2,,,27,21,0,0,4,2,0,5,0,1,0,2,0,2,0,9,0,3,0,0,0,0,2,0,1,0,0,0,0,0,1136,2,52,1190,2226
1,14,JALISCO,15,LA BARCA,50,JESUS MARIA,1652,1,1,95,13,0,25,0,10,1,0,4,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,7,161,250
1,14,JALISCO,15,LA BARCA,50,JESUS MARIA,1653,2,2,235,37,2,82,1,44,15,15,0,,,7,7,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,451,0,22,473,823
1,14,JALISCO,15,LA BARCA,50,JESUS MARIA,1654,1,1,218,23,3,56,6,23,33,6,2,,,13,7,0,0,2,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,20,420,736
1,14,JALISCO,15,LA BARCA,50,JESUS MARIA,1655,3,3,450,59,8,227,17,54,74,9,1,,,28,20,1,0,7,3,1,8,0,0,0,2,1,5,0,6,2,4,0,0,0,0,0,2,0,0,0,0,0,0,989,2,49,1040,1947
1,14,JALISCO,15,LA BARCA,50,JESUS MARIA,1656,1,1,88,20,5,26,4,35,28,0,0,,,5,5,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,224,0,0,224,489
1,14,JALISCO,15,LA BARCA,50,JESUS MARIA,1657,1,1,207,9,0,27,0,6,10,1,0,,,10,13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,287,1,11,299,526
1,14,JALISCO,15,LA BARCA,50,JESUS MARIA,1658,2,2,379,40,1,109,0,29,16,4,0,,,11,14,0,0,1,1,0,0,1,1,0,0,0,1,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,614,0,20,634,1196
1,14,JALISCO,15,LA BARCA,50,JESUS MARIA,1659,2,2,142,8,2,39,3,24,35,2,0,,,11,2,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,9,286,814
1,14,JALISCO,15,LA BARCA,50,JESUS MARIA,1660,2,2,219,28,7,89,8,43,52,0,1,,,7,2,0,0,2,0,0,8,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,475,0,23,498,1215
1,14,JALISCO,15,LA BARCA,74,SAN DIEGO DE ALEJANDRIA,2056,2,2,326,49,3,407,1,52,13,0,1,,,19,7,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,0,13,910,1461
1,14,JALISCO,15,LA BARCA,74,SAN DIEGO DE ALEJANDRIA,2057,1,1,107,5,1,112,2,16,15,1,1,,,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,8,287,477
1,14,JALISCO,15,LA BARCA,74,SAN DIEGO DE ALEJANDRIA,2058,1,1,62,13,0,39,2,23,5,1,0,,,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,2,154,238
1,14,JALISCO,15,LA BARCA,74,SAN DIEGO DE ALEJANDRIA,2060,1,1,49,10,1,29,2,15,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,4,111,134
1,14,JALISCO,15,LA BARCA,74,SAN DIEGO DE ALEJANDRIA,2061,1,1,33,6,0,41,0,9,5,0,0,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,4,102,146
1,14,JALISCO,15,LA BARCA,74,SAN DIEGO DE ALEJANDRIA,2062,1,1,47,8,0,32,0,16,4,1,0,,,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,3,116,160
1,14,JALISCO,15,LA BARCA,74,SAN DIEGO DE ALEJANDRIA,3882,4,4,723,101,3,790,7,105,27,3,1,,,37,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1826,0,43,1869,2998
1,14,JALISCO,15,LA BARCA,74,SAN DIEGO DE ALEJANDRIA,3883,1,1,52,5,2,94,1,24,2,1,0,,,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,5,194,268
1,14,JALISCO,15,LA BARCA,76,SAN JULIAN,2097,1,1,132,20,3,1,2,113,9,153,0,,,14,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,454,0,10,464,677
1,14,JALISCO,15,LA BARCA,76,SAN JULIAN,2098,5,5,576,78,5,12,12,513,42,563,1,,,36,16,1,0,3,1,0,1,0,1,0,0,0,1,0,1,0,4,0,0,1,0,0,0,0,0,0,5,0,3,1876,0,54,1930,3111
1,14,JALISCO,15,LA BARCA,76,SAN JULIAN,2099,4,4,454,60,5,15,6,269,23,543,1,,,21,8,1,0,6,0,0,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,0,4,1430,0,44,1474,2396
1,14,JALISCO,15,LA BARCA,76,SAN JULIAN,2100,3,3,207,41,0,12,6,276,16,332,0,,,14,7,0,0,2,2,0,1,0,1,0,1,0,2,0,1,0,3,0,1,1,0,0,0,0,0,0,5,0,2,933,0,36,969,1503
1,14,JALISCO,15,LA BARCA,76,SAN JULIAN,2101,4,4,368,67,3,11,8,363,29,540,7,,,29,7,2,1,4,2,0,2,2,0,0,0,0,3,0,0,0,4,0,1,2,0,0,0,1,0,2,4,0,0,1462,0,36,1498,2334
1,14,JALISCO,15,LA BARCA,76,SAN JULIAN,2102,3,3,255,64,0,9,4,213,10,304,0,,,12,8,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,1,0,0,8,0,1,897,0,26,923,1503
1,14,JALISCO,15,LA BARCA,76,SAN JULIAN,2103,3,3,271,59,6,6,4,314,36,412,3,,,21,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,10,0,0,1157,0,29,1186,1808
1,14,JALISCO,15,LA BARCA,76,SAN JULIAN,2104,1,1,25,1,1,0,1,23,3,36,1,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,3,96,151
1,14,JALISCO,15,LA BARCA,76,SAN JULIAN,2105,1,1,93,30,2,4,2,101,2,57,1,,,2,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,304,0,12,316,482
1,14,JALISCO,15,LA BARCA,80,SAN MIGUEL EL ALTO,0,0,1,0,0,1,0,0,1,0,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,2,2
1,14,JALISCO,15,LA BARCA,80,SAN MIGUEL EL ALTO,2132,3,3,386,80,2,44,17,263,128,59,,,,20,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,0,33,1043,1999
1,14,JALISCO,15,LA BARCA,80,SAN MIGUEL EL ALTO,2133,6,6,671,147,10,95,51,709,197,146,,,,40,14,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2086,1,87,2174,3946
1,14,JALISCO,15,LA BARCA,80,SAN MIGUEL EL ALTO,2134,3,3,314,77,6,32,10,302,91,64,,,,21,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,920,1,23,944,1670
1,14,JALISCO,15,LA BARCA,80,SAN MIGUEL EL ALTO,2135,3,3,374,98,5,52,13,293,100,70,,,,24,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1037,0,33,1070,1785
1,14,JALISCO,15,LA BARCA,80,SAN MIGUEL EL ALTO,2136,3,3,415,84,10,36,19,358,82,78,,,,25,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1117,0,34,1151,1904
1,14,JALISCO,15,LA BARCA,80,SAN MIGUEL EL ALTO,2137,3,3,370,72,6,40,18,311,52,79,,,,16,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,974,2,26,1002,1606
1,14,JALISCO,15,LA BARCA,80,SAN MIGUEL EL ALTO,2138,4,4,549,99,7,63,16,552,180,117,,,,21,16,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,0,53,1676,2973
1,14,JALISCO,15,LA BARCA,80,SAN MIGUEL EL ALTO,2139,3,3,464,70,3,51,19,429,105,85,,,,23,10,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1262,0,41,1303,2210
1,14,JALISCO,15,LA BARCA,80,SAN MIGUEL EL ALTO,2141,1,1,30,8,0,3,1,23,4,3,,,,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,76,0,3,79,165
1,14,JALISCO,15,LA BARCA,80,SAN MIGUEL EL ALTO,2142,2,2,274,39,11,17,45,123,42,25,,,,11,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,594,1,21,616,1249
1,14,JALISCO,15,LA BARCA,80,SAN MIGUEL EL ALTO,2144,1,1,101,13,0,11,10,120,45,16,,,,4,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,323,0,15,338,591
1,14,JALISCO,15,LA BARCA,80,SAN MIGUEL EL ALTO,2145,1,1,55,10,2,3,1,137,9,4,,,,2,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,224,1,10,235,374
1,14,JALISCO,15,LA BARCA,80,SAN MIGUEL EL ALTO,2146,1,1,59,7,0,6,0,32,4,4,,,,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,114,0,1,115,180
1,14,JALISCO,15,LA BARCA,80,SAN MIGUEL EL ALTO,2147,2,2,234,51,5,8,2,130,22,10,,,,11,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,480,0,16,496,790
1,14,JALISCO,15,LA BARCA,80,SAN MIGUEL EL ALTO,2148,1,1,66,20,0,4,2,46,10,1,,,,2,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,154,0,0,154,347
1,14,JALISCO,15,LA BARCA,80,SAN MIGUEL EL ALTO,2149,2,2,223,50,10,14,14,234,70,24,,,,8,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,655,0,41,696,1207
1,14,JALISCO,15,LA BARCA,80,SAN MIGUEL EL ALTO,3764,3,3,395,59,7,49,26,301,146,85,,,,14,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1088,0,24,1112,1896
1,14,JALISCO,15,LA BARCA,80,SAN MIGUEL EL ALTO,3765,3,3,383,75,4,58,27,363,108,79,,,,14,12,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1124,0,41,1165,1897
1,14,JALISCO,16,SAN PEDRO TLAQUEPAQUE,99,SAN PEDRO TLAQUEPAQUE,0,0,1,1,1,0,0,0,1,3,1,0,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10
1,14,JALISCO,16,SAN PEDRO TLAQUEPAQUE,99,SAN PEDRO TLAQUEPAQUE,2473,3,3,102,60,1,21,8,503,202,11,9,,,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,1,0,933,1,17,951,2030
1,14,JALISCO,16,SAN PEDRO TLAQUEPAQUE,99,SAN PEDRO TLAQUEPAQUE,2474,3,3,82,40,0,10,8,344,158,12,14,,,9,1,0,0,2,1,2,5,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,0,1,1,0,1,0,697,0,11,708,915
1,14,JALISCO,16,SAN PEDRO TLAQUEPAQUE,99,SAN PEDRO TLAQUEPAQUE,2475,2,2,44,35,1,11,4,275,193,8,10,,,3,2,0,0,1,0,0,4,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,597,0,15,612,976
1,14,JALISCO,16,SAN PEDRO TLAQUEPAQUE,99,SAN PEDRO TLAQUEPAQUE,2476,2,2,33,34,1,9,8,237,218,2,4,,,2,1,0,0,5,0,1,7,0,0,0,0,0,0,1,8,0,1,0,1,0,0,2,0,0,0,0,0,0,0,575,0,20,595,992
1,14,JALISCO,16,SAN PEDRO TLAQUEPAQUE,99,SAN PEDRO TLAQUEPAQUE,2477,2,2,61,50,4,18,4,377,333,15,15,,,5,1,0,0,4,0,1,9,0,0,0,2,0,1,0,6,0,0,1,0,0,0,2,0,0,0,0,0,0,1,910,2,27,939,1445
1,14,JALISCO,16,SAN PEDRO TLAQUEPAQUE,99,SAN PEDRO TLAQUEPAQUE,2478,2,2,65,56,4,24,7,268,198,11,12,,,4,2,0,0,3,0,2,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,667,3,16,686,1156
1,14,JALISCO,16,SAN PEDRO TLAQUEPAQUE,99,SAN PEDRO TLAQUEPAQUE,2479,2,2,61,52,2,14,5,252,146,6,7,,,2,2,0,0,0,1,0,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,559,0,15,574,882
1,14,JALISCO,16,SAN PEDRO TLAQUEPAQUE,99,SAN PEDRO TLAQUEPAQUE,2480,2,2,73,38,1,22,6,257,155,13,11,,,1,2,1,0,3,0,0,9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,596,0,16,612,890
