CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,HAGAMOS,FUTURO,CAND_IND1,CAND_IND2,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_HAGAMOS_FUTURO,PVEM_PT_MORENA_HAGAMOS,PVEM_PT_MORENA_FUTURO,PVEM_PT_MORENA,PVEM_PT_HAGAMOS_FUTURO,PVEM_PT_HAGAMOS,PVEM_PT_FUTURO,PVEM_PT,PVEM_MORENA_HAGAMOS_FUTURO,PVEM_MORENA_HAGAMOS,PVEM_MORENA_FUTURO,PVEM_MORENA,PVEM_HAGAMOS_FUTURO,PVEM_HAGAMOS,PVEM_FUTURO,PT_MORENA_HAGAMOS_FUTURO,PT_MORENA_HAGAMOS,PT_MORENA_FUTURO,PT_MORENA,PT_HAGAMOS_FUTURO,PT_HAGAMOS,PT_FUTURO,MORENA_HAGAMOS_FUTURO,MORENA_HAGAMOS,MORENA_FUTURO,HAGAMOS_FUTURO,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,14,ATOYAC,189,C,2,0,C02,0,16,138,1,0,4,106,19,19,1,,,4,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,6,319,540,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,14,ATOYAC,192,B,1,0,B,0,6,121,2,1,4,95,40,19,0,,,7,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,304,0,8,312,467,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,121,ZAPOTILTIC,3238,B,1,0,B,0,76,10,2,4,7,103,155,12,1,,,5,1,0,0,3,2,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,394,1,10,405,749,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,121,ZAPOTILTIC,3239,C,1,0,C01,0,88,9,2,3,4,82,159,18,2,,,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,7,0,1,382,0,7,389,745,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,121,ZAPOTILTIC,3244,B,1,0,B,0,119,14,1,4,6,51,84,13,1,,,3,1,0,0,5,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,306,1,9,316,507,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,121,ZAPOTILTIC,3244,C,1,0,C01,0,83,8,1,4,5,60,106,15,2,,,9,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,301,0,3,304,507,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,121,ZAPOTILTIC,3245,B,1,0,B,0,109,19,0,6,6,69,112,11,1,,,2,2,0,0,2,0,0,3,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,349,1,1,351,645,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,121,ZAPOTILTIC,3245,C,2,0,C02,0,69,4,0,0,4,106,143,13,2,,,6,1,0,0,2,0,1,4,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,361,0,8,369,644,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,121,ZAPOTILTIC,3248,C,1,0,C01,0,112,5,0,5,4,118,139,7,2,,,3,1,0,0,2,2,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,1,0,409,0,12,421,620,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,121,ZAPOTILTIC,3248,C,2,0,C02,0,97,9,1,2,2,98,109,15,0,,,10,0,0,0,1,1,0,2,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,353,0,6,359,619,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,121,ZAPOTILTIC,3251,B,1,0,B,0,82,9,3,9,6,89,144,15,1,,,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,1,0,370,0,8,378,667,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,121,ZAPOTILTIC,3252,C,1,0,C01,0,94,11,2,6,3,65,138,16,2,,,2,0,0,0,4,0,0,4,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,354,1,13,368,675,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,121,ZAPOTILTIC,3252,C,2,0,C02,0,82,2,3,4,9,67,135,18,0,,,1,0,0,0,8,1,0,3,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,340,0,8,348,674,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,121,ZAPOTILTIC,3255,C,1,0,C01,0,38,3,1,1,9,66,81,8,1,,,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,3,218,392,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,121,ZAPOTILTIC,3256,B,1,0,B,0,89,2,1,4,2,60,61,8,1,,,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,236,0,4,240,411,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,121,ZAPOTILTIC,3256,E,1,0,E01,0,61,8,0,4,7,84,93,13,4,,,1,1,0,0,2,0,0,4,0,0,0,1,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,289,0,14,303,550,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,121,ZAPOTILTIC,3256,E,2,0,E02,0,37,1,1,23,5,35,62,4,1,,,1,0,1,0,0,2,0,4,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,183,0,9,192,321,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,3857,C,2,0,C02,0,26,18,3,12,12,128,92,2,1,,,0,1,0,0,1,1,0,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,309,0,3,312,657,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,3859,B,1,0,B,0,58,27,5,13,21,141,123,5,5,,,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,407,1,9,417,680,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,3859,C,3,0,C03,0,37,22,4,14,15,140,149,2,6,,,10,0,0,0,2,1,0,2,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,408,1,6,415,679,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,3860,C,1,0,C01,0,24,23,2,8,10,154,99,1,2,,,6,0,0,0,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,336,0,10,346,633,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,38,GOMEZ FARIAS,541,C,2,0,C02,0,8,21,1,7,7,112,104,97,14,,,4,0,0,0,4,1,0,1,1,0,0,1,5,0,0,3,0,1,0,1,0,0,0,0,0,0,5,4,0,3,405,0,7,412,643,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,38,GOMEZ FARIAS,542,C,2,0,C02,0,10,18,3,8,2,104,110,92,5,,,4,0,0,0,5,3,0,1,4,0,0,0,0,2,0,2,0,2,0,1,0,0,0,0,1,0,2,6,2,1,388,0,11,399,654,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,38,GOMEZ FARIAS,543,B,1,0,B,0,14,19,0,11,5,106,111,145,6,,,1,0,0,0,10,2,0,1,0,0,0,0,1,0,0,3,0,1,0,2,0,0,0,0,0,0,2,8,1,2,451,0,11,462,703,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,38,GOMEZ FARIAS,545,C,2,0,C02,0,7,15,1,13,1,170,94,39,5,,,2,0,0,0,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,5,1,0,365,0,9,374,637,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,38,GOMEZ FARIAS,545,C,3,0,C03,0,8,9,4,6,4,190,90,39,10,,,1,0,0,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,369,0,10,379,637,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,38,GOMEZ FARIAS,545,C,4,0,C04,0,8,17,1,9,5,186,81,47,8,,,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2,374,0,9,383,637,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,38,GOMEZ FARIAS,547,B,1,0,B,0,4,23,1,9,3,49,24,35,0,,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,154,2,1,157,265,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,97,TIZAPAN EL ALTO,2424,C,1,0,C01,0,9,153,1,7,14,118,62,2,1,,,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,376,0,14,390,703,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,97,TIZAPAN EL ALTO,2425,B,1,0,B,0,8,99,0,7,18,57,64,1,0,,,4,2,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,267,0,8,275,517,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,97,TIZAPAN EL ALTO,2425,C,1,0,C01,0,2,92,0,6,20,69,76,4,0,,,7,2,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,286,0,9,295,517,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,97,TIZAPAN EL ALTO,2432,C,2,0,C02,0,0,121,0,0,0,102,100,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,8,331,597,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,97,TIZAPAN EL ALTO,2434,C,1,0,C01,0,3,94,0,3,15,177,26,0,0,,,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,323,0,6,329,434,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,27,CONCEPCION DE BUENOS AIRES,428,B,1,0,B,0,32,44,5,132,2,174,28,2,2,,,15,4,0,1,1,1,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,9,457,741,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,27,CONCEPCION DE BUENOS AIRES,428,C,1,0,C01,0,44,56,2,147,2,165,19,2,0,,,20,2,0,0,0,0,1,4,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,469,0,8,477,740,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,27,CONCEPCION DE BUENOS AIRES,429,C,1,0,C01,0,28,52,2,157,1,183,25,2,2,,,18,4,0,0,4,0,1,6,0,0,0,1,0,1,0,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,498,0,15,513,707,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,27,CONCEPCION DE BUENOS AIRES,429,C,2,0,C02,0,28,51,5,182,1,153,17,3,0,,,20,1,0,0,3,2,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,0,16,488,707,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,93,TEOCUITATLAN DE CORONA,2339,C,2,0,C02,0,3,15,2,65,,73,56,84,,,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,300,0,10,310,517,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,38,GOMEZ FARIAS,541,B,1,0,B,0,7,23,3,6,7,122,106,106,6,,,1,1,0,0,3,3,2,3,0,0,0,0,1,0,0,1,1,0,0,3,0,0,0,0,0,0,3,0,0,0,408,0,1,409,643,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,38,GOMEZ FARIAS,541,C,1,0,C01,0,11,20,2,5,6,103,124,100,3,,,3,0,0,0,9,0,0,1,1,0,1,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,2,1,1,0,399,11,0,410,643,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,38,GOMEZ FARIAS,545,C,1,0,C01,0,11,0,0,21,5,203,91,46,7,,,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,391,0,13,404,638,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,38,GOMEZ FARIAS,546,B,1,0,B,0,2,17,1,7,3,87,114,30,5,,,0,1,0,0,7,0,1,1,2,0,0,0,2,1,0,1,2,1,0,1,0,0,0,0,0,0,1,0,0,0,287,0,9,296,402,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,38,GOMEZ FARIAS,546,C,1,0,C01,0,2,20,0,17,6,90,100,34,6,,,3,1,0,0,4,0,0,1,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,1,1,0,0,0,1,1,293,0,14,307,401,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,38,GOMEZ FARIAS,548,B,1,0,B,0,1,6,2,4,1,96,44,12,0,,,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,172,0,9,181,255,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,27,CONCEPCION DE BUENOS AIRES,427,C,1,0,C01,0,38,50,2,98,1,194,23,2,2,,,14,1,0,0,3,0,0,0,0,0,0,0,1,0,0,5,0,1,2,0,0,0,0,0,0,0,0,0,0,0,437,0,13,450,626,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,38,GOMEZ FARIAS,541,C,4,0,C04,0,11,18,4,6,6,106,107,108,7,,,5,0,0,0,6,0,0,1,1,0,0,0,1,1,0,2,0,1,0,5,0,0,0,0,2,0,1,0,1,0,400,10,2,412,643,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,38,GOMEZ FARIAS,542,B,1,0,B,0,9,12,4,8,3,131,134,86,5,,,1,2,0,0,13,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,2,0,0,3,6,0,0,425,0,7,432,654,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,38,GOMEZ FARIAS,542,C,1,0,C01,0,22,16,2,12,5,132,137,50,7,,,0,2,0,0,2,0,0,2,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0,1,0,2,2,0,0,400,0,14,414,654,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,38,GOMEZ FARIAS,542,C,3,0,C03,0,5,16,4,5,5,110,90,129,3,,,2,0,0,0,22,2,0,2,1,1,0,0,0,1,0,3,1,0,0,4,0,0,0,0,1,0,3,6,0,1,417,1,9,427,653,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,38,GOMEZ FARIAS,543,C,1,0,C01,0,6,13,0,7,4,127,135,112,4,,,0,0,0,0,4,1,1,1,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0,425,0,5,430,702,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,38,GOMEZ FARIAS,544,C,1,0,C01,0,9,14,0,12,5,201,109,42,3,,,1,0,0,0,4,1,0,1,0,0,0,0,1,0,0,2,1,0,1,1,0,0,0,0,0,0,1,3,0,0,412,0,14,426,644,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,38,GOMEZ FARIAS,544,C,2,0,C02,0,7,10,0,5,6,198,80,46,4,,,2,1,0,0,1,3,0,1,0,1,0,2,0,0,0,0,0,2,0,1,1,0,1,0,1,0,5,1,0,0,379,1,15,395,644,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,23,ZAPOTLAN EL GRANDE,0,A,47,0,VA47,0,1,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,13,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,14,ATOYAC,188,C,2,0,C02,0,24,108,1,5,5,146,41,21,0,,,15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,1,11,380,586,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,14,ATOYAC,188,C,3,0,C03,0,28,109,3,1,1,145,40,18,0,,,9,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,360,0,0,360,586,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,14,ATOYAC,190,B,1,0,B,0,28,109,1,1,3,145,26,37,1,,,10,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,373,0,3,376,565,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,14,ATOYAC,191,E,1,0,E01,0,4,63,0,1,4,37,10,6,0,,,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,2,132,204,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,14,ATOYAC,192,C,1,0,C01,0,5,121,0,0,1,121,25,17,1,,,13,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,7,317,467,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,14,ATOYAC,188,B,1,0,B,0,17,118,5,2,2,111,46,19,0,,,6,4,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,334,0,10,344,587,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,14,ATOYAC,190,C,1,0,C01,0,32,91,3,1,1,134,35,24,1,,,17,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,349,0,9,358,565,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,14,ATOYAC,193,C,1,0,C01,0,19,78,0,7,3,87,50,40,1,,,10,3,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,307,0,11,318,509,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,86,TAMAZULA DE GORDIANO,0,A,49,0,VA49,0,0,0,0,0,1,0,0,2,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,3,5,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,93,TEOCUITATLAN DE CORONA,0,A,50,0,VA50,0,0,1,0,0,,0,0,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,71,QUITUPAN,2012,B,1,0,B,0,1,10,2,11,4,227,45,3,0,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,306,0,8,314,455,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,71,QUITUPAN,2012,C,1,0,C01,0,1,8,2,7,2,231,54,4,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,0,4,318,454,Acta casilla,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,71,QUITUPAN,2013,C,1,0,C01,0,2,6,3,15,0,217,63,7,0,,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,4,320,533,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,71,QUITUPAN,2015,B,1,0,B,0,1,22,1,18,2,161,67,2,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,277,0,4,281,484,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,71,QUITUPAN,2016,B,1,0,B,0,3,41,1,28,1,163,57,1,0,,,3,1,0,0,1,0,0,2,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,14,321,643,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,71,QUITUPAN,2018,C,1,0,C01,0,6,55,3,11,2,148,32,0,4,,,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,269,0,6,275,548,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,71,QUITUPAN,2018,C,2,0,C02,0,3,37,2,20,3,173,27,0,0,,,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,0,5,274,548,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,71,QUITUPAN,2019,C,1,0,C01,0,4,56,1,12,3,83,32,1,1,,,7,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,9,213,392,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,71,QUITUPAN,2020,B,1,0,B,0,2,16,0,8,1,76,9,0,0,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,1,116,192,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,51,JILOTLAN DE LOS DOLORES,1664,B,1,0,B,0,116,,,1,0,109,8,2,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,13,249,363,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,67,PIHUAMO,1902,B,1,0,B,0,0,0,0,,,0,0,0,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,529,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,67,PIHUAMO,1905,B,1,0,B,0,6,93,0,,,91,21,5,5,,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,223,0,20,243,427,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,51,JILOTLAN DE LOS DOLORES,1667,B,1,0,B,0,107,,,0,0,87,0,21,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,9,224,337,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,51,JILOTLAN DE LOS DOLORES,1668,E,1,0,E01,0,52,,,2,1,72,8,1,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,138,0,6,144,269,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,58,SANTA MARIA DEL ORO,1796,B,1,0,B,0,5,136,2,,,38,,,,,,1,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,186,0,2,188,247,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,59,LA MANZANILLA DE LA PAZ,1800,B,1,0,B,0,,,,161,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386,0,3,389,556,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,59,LA MANZANILLA DE LA PAZ,1801,E,1,0,E01,0,,,,130,,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226,0,2,228,279,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,61,MAZAMITLA,1816,B,1,0,B,0,86,92,11,0,0,110,0,0,0,,,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,78,395,666,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,61,MAZAMITLA,1816,C,1,0,C01,0,70,94,8,0,0,128,0,0,0,,,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,81,391,666,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,61,MAZAMITLA,1816,C,3,0,C03,0,57,62,8,0,0,124,0,0,0,,,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,88,349,665,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,61,MAZAMITLA,1818,C,1,0,C01,0,82,82,9,0,0,115,0,0,0,,,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,83,382,599,Grupo de recuento,,,
1,14,JALISCO,19,ZAPOTLAN EL GRANDE,61,MAZAMITLA,1821,B,1,0,B,0,43,47,6,0,0,45,0,0,0,,,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,65,213,376,Grupo de recuento,,,
