CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,650,B,1,0,B,0,205,19,4,9,6,36,100,10,6,1,0,396,1,10,407,583,Grupo de recuento,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,650,C,1,0,C01,0,220,20,6,11,3,29,92,7,2,0,1,391,0,9,400,583,Grupo de recuento,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,650,C,2,0,C02,0,205,15,10,14,4,38,94,7,1,0,0,388,0,12,400,582,Grupo de recuento,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,650,C,3,0,C03,0,202,14,2,13,3,38,91,8,0,1,0,372,0,19,391,582,Grupo de recuento,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,651,B,1,0,B,0,270,34,8,16,4,36,72,10,1,0,0,451,0,10,461,628,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,651,C,1,0,C01,0,278,23,9,9,6,32,70,6,2,0,0,435,0,4,439,628,Grupo de recuento,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,0,A,20,0,VA20,0,1,0,1,0,0,0,1,0,0,0,0,3,0,0,3,3,Acta casilla,,,
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,0,A,21,0,VA21,0,1,2,0,1,0,0,1,0,0,0,0,5,0,0,5,7,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,117,B,1,0,B,0,137,25,2,8,3,25,90,3,2,0,0,295,3,1,299,518,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,117,C,1,0,C01,0,103,10,9,11,2,31,126,2,2,0,0,296,0,21,317,518,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,117,C,2,0,C02,0,112,10,3,10,12,23,100,6,6,0,0,282,1,8,291,517,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,118,B,1,0,B,0,157,12,2,19,8,43,127,6,5,0,0,379,0,16,395,664,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,118,C,1,0,C01,0,171,17,4,12,7,28,123,8,2,0,0,372,0,14,386,664,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,118,C,2,0,C02,0,140,13,5,8,7,44,149,10,2,0,0,378,1,19,398,664,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,118,C,3,0,C03,0,162,28,7,8,5,38,128,10,5,0,0,391,0,16,407,664,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,118,C,4,0,C04,0,178,16,5,20,11,28,134,2,1,0,0,395,0,16,411,664,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,118,C,5,0,C05,0,184,15,7,17,6,40,132,2,3,0,0,406,1,17,424,663,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,118,E,1,0,E01,0,178,14,7,9,9,25,125,10,3,0,0,380,1,13,394,657,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,118,E,1,1,E01C01,0,131,15,8,9,6,36,131,6,2,2,0,346,1,16,363,657,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,118,E,1,2,E01C02,0,152,18,4,14,3,25,136,3,3,0,0,358,0,14,372,657,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,118,E,1,3,E01C03,0,134,14,6,20,6,21,145,7,4,1,0,358,0,14,372,656,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,126,B,1,0,B,0,211,21,17,15,7,24,118,9,2,0,0,424,0,22,446,693,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,126,C,1,0,C01,0,190,37,15,8,9,28,103,12,3,0,1,406,1,11,418,693,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,126,C,2,0,C02,0,216,39,18,19,3,30,96,5,2,1,0,429,1,20,450,692,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,126,SMR,1,0,SMR01,0,62,7,2,4,4,16,46,3,1,0,0,145,0,6,151,0,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,126,SRP,1,0,SRP01,0,64,8,3,4,4,16,46,0,0,0,0,145,0,6,151,0,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,127,B,1,0,B,0,173,29,1,7,10,26,156,8,5,0,1,416,0,19,435,643,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,127,C,1,0,C01,0,168,24,1,10,8,21,163,9,3,1,0,408,0,16,424,643,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,128,B,1,0,B,0,68,21,3,8,7,13,127,2,1,0,0,250,0,17,267,414,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,128,C,1,0,C01,0,104,21,4,10,12,10,99,7,1,0,0,268,1,21,290,414,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,129,B,1,0,B,0,126,21,7,11,11,16,126,7,1,0,0,326,0,14,340,466,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,129,C,1,0,C01,0,127,17,7,7,5,26,117,7,1,0,0,314,0,12,326,465,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,130,B,1,0,B,0,160,17,4,10,12,25,160,5,5,0,0,398,0,23,421,692,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,130,C,1,0,C01,0,162,23,7,19,6,31,194,5,4,0,0,451,3,27,481,691,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,131,B,1,0,B,0,124,10,8,11,3,13,113,3,3,0,0,288,0,15,303,464,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,131,C,1,0,C01,0,121,23,1,10,7,18,104,7,0,0,0,291,0,13,304,464,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,132,B,1,0,B,0,107,21,11,7,3,20,116,5,0,0,0,290,0,23,313,465,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,132,C,1,0,C01,0,128,19,3,7,8,22,104,6,0,0,0,297,0,11,308,464,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,133,B,1,0,B,0,164,18,6,14,7,29,129,5,1,1,0,374,0,11,385,555,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,133,C,1,0,C01,0,175,17,5,7,5,28,127,11,0,0,0,375,0,17,392,554,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,134,B,1,0,B,0,118,13,4,6,4,14,88,5,1,0,0,253,0,12,265,391,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,134,C,1,0,C01,0,109,12,3,10,7,13,102,3,0,0,0,259,2,13,274,391,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,135,B,1,0,B,0,175,24,11,8,3,25,120,6,2,0,0,374,0,12,386,609,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,135,C,1,0,C01,0,196,18,6,16,3,25,117,3,3,1,0,388,0,17,405,608,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,136,B,1,0,B,0,140,27,4,9,8,34,112,5,3,0,0,342,0,10,352,580,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,136,C,1,0,C01,0,134,25,8,5,7,26,115,6,1,1,0,328,1,17,346,580,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,136,C,2,0,C02,0,140,21,9,5,7,18,116,9,1,0,0,326,0,22,348,580,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,137,B,1,0,B,0,108,13,13,9,4,22,106,5,2,0,0,282,0,10,292,508,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,150,B,1,0,B,0,108,12,5,7,5,25,117,6,0,0,0,285,0,23,308,445,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,150,C,1,0,C01,0,141,23,4,8,6,25,88,4,2,0,0,301,0,21,322,444,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,151,B,1,0,B,0,88,15,9,8,2,24,60,3,1,0,0,210,0,8,218,391,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,151,C,1,0,C01,0,94,11,8,5,2,17,79,1,0,0,0,217,0,7,224,391,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,152,B,1,0,B,0,156,14,10,9,8,38,141,5,2,0,1,384,0,29,413,746,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,152,C,1,0,C01,0,151,17,14,14,13,33,151,6,4,0,0,403,0,21,424,745,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,152,C,2,0,C02,0,183,17,22,15,12,33,122,3,4,1,0,412,0,17,429,745,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,152,C,3,0,C03,0,137,19,22,20,11,25,153,7,4,0,0,398,0,22,420,745,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,153,B,1,0,B,0,128,21,4,12,6,33,103,1,2,0,1,311,2,14,327,494,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,153,C,1,0,C01,0,153,29,5,8,8,31,117,5,0,0,0,356,0,12,368,494,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,154,B,1,0,B,0,67,15,9,14,5,24,110,5,0,0,0,249,1,18,268,544,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,154,C,1,0,C01,0,97,12,13,11,10,11,100,2,3,0,0,259,0,12,271,544,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,154,C,2,0,C02,0,74,12,7,14,4,23,103,1,4,0,0,242,1,14,257,543,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,B,1,0,B,0,143,15,4,13,3,32,149,6,2,0,0,367,0,14,381,713,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,C,1,0,C01,0,154,21,11,16,8,27,134,8,2,0,0,381,0,3,384,713,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,C,2,0,C02,0,161,20,13,8,9,28,165,2,4,0,0,410,0,16,426,712,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,C,3,0,C03,0,166,24,6,7,6,40,131,8,4,0,0,392,0,14,406,712,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,C,4,0,C04,0,153,21,5,15,8,40,172,2,3,1,0,420,0,10,430,712,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,C,5,0,C05,0,142,15,8,11,6,32,140,9,3,0,0,366,0,18,384,712,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,C,6,0,C06,0,159,18,9,12,7,37,137,5,3,0,0,387,1,22,410,712,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,E,1,0,E01,0,122,13,11,7,8,22,130,2,3,0,0,318,0,17,335,678,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,E,1,1,E01C01,0,111,17,12,11,8,25,120,2,3,0,0,309,0,19,328,677,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,E,1,2,E01C02,0,157,15,8,9,5,15,116,5,3,0,0,333,0,18,351,677,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,E,1,3,E01C03,0,115,20,14,10,7,22,99,0,0,0,0,287,0,12,299,677,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,E,1,4,E01C04,0,137,17,5,10,13,20,118,5,1,0,0,326,0,13,339,677,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,E,1,5,E01C05,0,111,16,13,14,12,21,131,5,0,0,0,323,2,20,345,677,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,E,1,6,E01C06,0,120,4,14,6,3,25,118,6,1,0,0,297,0,17,314,677,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,E,1,7,E01C07,0,120,24,18,11,6,21,106,4,2,0,0,312,1,21,334,677,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,E,1,8,E01C08,0,129,13,14,10,7,35,124,5,2,1,0,340,0,12,352,677,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,155,E,1,9,E01C09,0,127,12,16,5,12,22,121,5,4,2,0,326,0,13,339,677,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,523,B,1,0,B,0,68,9,24,4,5,13,78,2,0,1,0,204,0,23,227,436,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,523,C,1,0,C01,0,95,5,9,10,3,16,82,1,0,0,0,221,0,16,237,436,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,524,B,1,0,B,0,82,18,17,11,4,15,91,1,1,0,0,240,0,13,253,502,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,524,C,1,0,C01,0,66,8,20,10,5,23,98,4,1,1,1,237,1,17,255,501,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,530,B,1,0,B,0,112,9,17,7,4,25,113,6,2,0,0,295,0,12,307,595,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,530,C,1,0,C01,0,151,7,13,4,9,17,104,3,2,0,0,310,0,16,326,595,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,530,C,2,0,C02,0,148,8,9,5,5,19,119,5,1,0,0,319,0,12,331,594,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,530,C,3,0,C03,0,126,7,13,11,6,18,103,4,1,0,0,289,0,14,303,594,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,548,B,1,0,B,0,75,10,17,7,2,16,82,2,0,0,0,211,0,7,218,461,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,548,C,1,0,C01,0,70,9,11,7,3,22,94,4,2,0,0,222,2,11,235,461,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,550,B,1,0,B,0,119,15,5,9,8,26,88,7,0,0,0,277,0,8,285,411,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,550,C,1,0,C01,0,124,12,2,12,3,32,89,0,1,0,0,275,1,8,284,411,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,551,B,1,0,B,0,99,7,3,15,6,39,95,3,1,0,0,268,1,7,276,461,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,551,C,1,0,C01,0,118,11,3,13,5,34,107,5,1,1,0,298,0,2,300,460,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,552,B,1,0,B,0,105,9,3,5,3,29,89,2,0,0,0,245,0,7,252,393,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,552,C,1,0,C01,0,121,11,4,5,3,26,79,2,2,0,0,253,0,11,264,392,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,553,B,1,0,B,0,118,11,6,8,2,24,87,6,2,0,0,264,0,9,273,450,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,553,C,1,0,C01,0,117,13,9,7,4,20,84,4,3,0,0,261,0,3,264,449,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,554,B,1,0,B,0,138,18,4,14,4,25,75,2,0,1,0,281,2,10,293,467,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,554,C,1,0,C01,0,131,14,4,9,7,26,111,0,4,0,0,306,0,10,316,466,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,556,B,1,0,B,0,118,11,10,14,0,25,107,1,0,0,0,286,0,7,293,458,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,556,C,1,0,C01,0,118,5,9,4,7,31,92,1,1,0,0,268,0,12,280,458,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,557,B,1,0,B,0,132,11,4,10,2,21,100,0,1,0,0,281,0,12,293,451,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,557,C,1,0,C01,0,115,14,8,10,5,28,105,0,2,0,0,287,0,9,296,451,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,558,B,1,0,B,0,140,7,5,11,4,32,91,5,0,0,0,295,0,9,304,445,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,558,C,1,0,C01,0,148,14,3,8,2,27,88,3,0,0,0,293,0,9,302,444,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,559,B,1,0,B,0,114,15,6,9,2,29,104,3,2,0,0,284,0,8,292,419,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,559,C,1,0,C01,0,145,9,6,11,2,17,87,3,1,0,0,281,1,6,288,418,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,560,B,1,0,B,0,144,14,12,7,6,43,118,4,0,0,0,348,1,10,359,580,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,560,C,1,0,C01,0,108,11,16,10,5,30,149,3,3,0,0,335,1,7,343,580,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,561,B,1,0,B,0,124,13,6,16,1,24,70,5,1,0,0,260,0,10,270,409,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,562,B,1,0,B,0,28,10,17,7,2,16,83,2,0,0,0,165,0,7,172,443,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,562,C,1,0,C01,0,90,11,36,5,5,17,76,7,0,0,0,247,0,16,263,443,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,563,B,1,0,B,0,91,10,26,8,5,20,91,5,1,2,0,259,2,16,277,456,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,563,C,1,0,C01,0,75,5,32,2,3,14,93,3,2,0,0,229,0,25,254,455,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,564,B,1,0,B,0,84,11,7,7,3,9,79,6,2,0,0,208,0,15,223,434,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,564,C,1,0,C01,0,101,6,23,7,8,9,80,1,1,0,0,236,0,12,248,433,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,565,B,1,0,B,0,122,17,45,7,8,38,143,8,1,2,0,391,0,18,409,708,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,566,B,1,0,B,0,90,7,14,6,2,18,77,3,1,0,0,218,0,15,233,397,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,566,C,1,0,C01,0,78,12,25,8,4,11,72,5,2,0,0,217,0,10,227,397,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,567,B,1,0,B,0,93,12,19,7,4,29,90,3,0,0,0,257,0,21,278,438,Acta casilla,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,567,C,1,0,C01,0,69,10,11,3,7,18,80,4,0,0,0,202,0,17,219,438,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,568,B,1,0,B,0,135,15,49,6,11,32,103,6,5,0,0,362,0,15,377,717,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,569,B,1,0,B,0,72,20,23,7,5,16,74,2,1,0,0,220,0,1,221,383,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,569,C,1,0,C01,0,105,11,13,8,3,16,63,2,6,0,1,228,0,7,235,382,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,570,B,1,0,B,0,141,20,5,9,6,21,142,7,1,1,0,353,0,11,364,681,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,571,B,1,0,B,0,96,14,40,6,6,14,135,1,2,0,0,314,0,21,335,638,Grupo de recuento,,,
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,0,A,22,0,VA22,0,1,0,0,0,0,0,3,0,0,0,0,4,0,0,4,5,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,549,B,1,0,B,0,136,18,19,32,4,32,178,6,1,2,0,428,0,20,448,738,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,549,C,1,0,C01,0,173,29,24,23,17,43,153,9,1,0,0,472,0,17,489,738,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,549,C,2,0,C02,0,180,15,17,25,7,36,154,6,2,3,0,445,2,12,459,737,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,549,C,3,0,C03,0,156,14,12,26,11,31,167,4,2,0,0,423,2,19,444,737,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,555,B,1,0,B,0,145,19,11,18,10,34,130,3,1,1,0,372,0,8,380,650,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,555,C,1,0,C01,0,140,16,15,27,8,20,125,9,1,0,0,361,1,10,372,649,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,555,C,2,0,C02,0,148,31,7,15,7,27,131,11,0,0,0,377,0,10,387,649,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,555,C,3,0,C03,0,155,14,11,20,7,32,126,4,2,0,0,371,1,7,379,649,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,555,C,4,0,C04,0,136,17,6,21,22,22,133,8,2,0,0,367,0,16,383,649,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,555,C,5,0,C05,0,140,23,10,8,5,35,139,8,1,0,0,369,1,18,388,649,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,555,E,1,0,E01,0,137,16,9,13,6,42,142,3,0,0,0,368,1,11,380,749,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,555,E,1,1,E01C01,0,123,5,9,23,10,39,140,4,0,0,0,353,1,12,366,749,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,555,E,1,2,E01C02,0,131,11,14,11,7,35,159,5,0,0,0,373,5,15,393,749,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,555,E,1,3,E01C03,0,169,20,13,16,6,31,125,7,0,0,0,387,0,16,403,748,Acta casilla,,,
