CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,681,1,1,223,43,1,12,3,20,36,3,9,0,0,350,1,19,370,651
2,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,682,5,5,1032,111,33,52,28,217,500,44,9,0,0,2026,3,50,2079,3160
2,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,683,3,3,404,67,8,28,21,65,246,12,5,0,0,856,2,49,907,1897
2,1,AGUASCALIENTES,1,RINCON DE ROMOS,7,RINCON DE ROMOS,0,0,1,0,0,0,,0,0,3,0,0,0,0,3,0,0,3,4
2,1,AGUASCALIENTES,3,PABELLON DE ARTEAGA,6,PABELLON DE ARTEAGA,0,0,1,2,3,0,0,1,,1,0,0,0,0,7,0,0,7,7
2,1,AGUASCALIENTES,4,SAN FRANCISCO DE LOS ROMO,10,SAN FRANCISCO DE LOS ROMO,0,0,1,2,3,0,0,0,0,4,0,0,0,0,9,0,0,9,11
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,0,0,1,2,1,0,1,0,0,1,0,0,0,0,5,0,0,5,5
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,0,0,1,15,2,0,0,0,1,3,0,0,0,0,21,0,0,21,24
2,1,AGUASCALIENTES,7,JESUS MARIA,5,JESUS MARIA,0,0,1,5,1,0,1,0,0,1,0,0,0,0,8,0,1,9,10
2,1,AGUASCALIENTES,8,CALVILLO,3,CALVILLO,0,0,1,9,2,1,1,0,0,7,0,0,0,0,20,0,3,23,25
2,1,AGUASCALIENTES,9,AGUASCALIENTES,1,AGUASCALIENTES,0,0,1,2,1,0,0,1,0,1,0,0,0,0,5,0,0,5,11
2,1,AGUASCALIENTES,10,AGUASCALIENTES,1,AGUASCALIENTES,0,0,1,5,1,0,0,0,0,1,0,0,0,0,7,0,0,7,9
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,0,0,2,2,2,0,1,1,1,3,0,1,0,0,11,0,0,11,40
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,0,0,1,2,0,0,0,0,1,2,1,0,0,0,6,0,1,7,7
2,1,AGUASCALIENTES,14,AGUASCALIENTES,1,AGUASCALIENTES,0,0,2,2,2,1,1,0,0,2,0,0,0,0,8,0,0,8,10
2,1,AGUASCALIENTES,15,AGUASCALIENTES,1,AGUASCALIENTES,0,0,1,1,0,0,0,0,0,3,0,0,0,0,4,0,0,4,5
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2,1,AGUASCALIENTES,17,AGUASCALIENTES,1,AGUASCALIENTES,0,0,1,14,3,1,0,0,0,3,0,0,0,0,21,0,1,22,29
2,1,AGUASCALIENTES,18,AGUASCALIENTES,1,AGUASCALIENTES,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,2,4,5
