CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,VIDA_NL,ESO,LIBERAL,PESNL,JUSTICIALISTA,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,19,NUEVO LEON,21,CIENEGA DE FLORES,12,CIENEGA DE FLORES,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
2,19,NUEVO LEON,21,CIENEGA DE FLORES,45,SABINAS HIDALGO,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2
2,19,NUEVO LEON,23,JUAREZ,32,JUAREZ,0,0,1,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,6,0,1,7,7
2,19,NUEVO LEON,24,LINARES,24,GRAL. ZARAGOZA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
2,19,NUEVO LEON,24,LINARES,34,LINARES,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2,19,NUEVO LEON,24,LINARES,49,SANTIAGO,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,2
2,19,NUEVO LEON,25,GRAL. ESCOBEDO,21,GRAL. ESCOBEDO,0,0,2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,4,ALLENDE,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,39,MONTEMORELOS,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
2,19,NUEVO LEON,4,SALINAS VICTORIA,1,ABASOLO,1,2,2,100,11,2,40,44,431,183,14,0,24,2,0,5,2,0,0,0,858,0,23,881,1111
2,19,NUEVO LEON,4,SALINAS VICTORIA,1,ABASOLO,2,2,2,100,27,5,63,106,520,260,12,0,17,3,4,1,0,0,0,2,1120,0,43,1163,1485
2,19,NUEVO LEON,21,CIENEGA DE FLORES,2,AGUALEGUAS,3,2,2,286,8,0,6,2,342,33,0,0,1,0,0,2,2,0,1,0,683,0,39,722,935
2,19,NUEVO LEON,21,CIENEGA DE FLORES,2,AGUALEGUAS,4,1,1,172,4,1,4,1,168,12,0,0,0,1,0,3,0,1,0,0,367,0,11,378,528
2,19,NUEVO LEON,21,CIENEGA DE FLORES,2,AGUALEGUAS,5,1,1,209,8,2,5,2,243,22,1,1,0,0,0,4,5,0,0,0,502,0,21,523,689
2,19,NUEVO LEON,21,CIENEGA DE FLORES,2,AGUALEGUAS,6,1,1,181,8,0,2,0,226,8,1,0,0,0,0,5,2,0,0,0,433,0,11,444,649
2,19,NUEVO LEON,21,CIENEGA DE FLORES,2,AGUALEGUAS,7,1,1,50,0,1,1,0,99,10,0,0,0,0,0,0,1,0,0,0,162,0,6,168,286
2,19,NUEVO LEON,21,CIENEGA DE FLORES,2,AGUALEGUAS,8,1,1,124,4,0,3,1,130,6,1,0,0,0,0,0,1,0,0,0,270,0,13,283,430
2,19,NUEVO LEON,21,CIENEGA DE FLORES,2,AGUALEGUAS,9,1,1,136,0,0,1,0,128,8,0,0,0,0,0,0,0,0,0,0,273,0,7,280,427
2,19,NUEVO LEON,21,CIENEGA DE FLORES,2,AGUALEGUAS,10,1,1,149,3,1,7,4,123,12,0,0,0,0,0,2,6,0,0,0,307,0,11,318,418
2,19,NUEVO LEON,21,CIENEGA DE FLORES,2,AGUALEGUAS,11,1,1,66,2,0,1,1,89,3,0,0,0,0,0,0,2,0,0,0,164,0,5,169,221
2,19,NUEVO LEON,11,PESQUERIA,3,LOS ALDAMAS,12,1,1,66,31,1,4,0,137,25,0,0,0,0,0,3,8,1,0,2,278,0,4,282,423
2,19,NUEVO LEON,11,PESQUERIA,3,LOS ALDAMAS,13,1,1,71,63,0,7,2,164,22,0,0,0,0,0,2,12,0,0,1,344,1,19,364,540
2,19,NUEVO LEON,11,PESQUERIA,3,LOS ALDAMAS,15,1,1,157,9,0,6,0,25,19,0,0,0,0,0,8,6,0,0,1,231,0,12,243,365
2,19,NUEVO LEON,11,PESQUERIA,3,LOS ALDAMAS,16,1,1,82,17,2,1,3,118,18,0,0,0,0,0,4,8,1,0,0,254,0,16,270,482
2,19,NUEVO LEON,11,PESQUERIA,3,LOS ALDAMAS,17,1,1,56,15,1,5,2,105,13,5,0,0,0,0,4,6,0,0,0,212,0,17,229,385
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,4,ALLENDE,20,9,9,1550,127,9,81,48,726,451,8,11,39,4,1,20,4,3,0,11,3093,0,133,3226,6205
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,4,ALLENDE,21,4,4,622,97,4,35,27,338,232,8,3,28,2,1,18,4,1,0,4,1424,0,42,1466,2869
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,4,ALLENDE,22,3,3,363,76,6,18,13,179,122,1,4,7,4,0,5,6,0,0,7,811,0,44,855,1632
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,4,ALLENDE,23,2,2,290,65,2,15,11,181,100,2,4,11,1,1,6,2,0,0,2,693,0,29,722,1401
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,4,ALLENDE,24,1,1,187,56,4,7,4,91,48,0,1,5,0,0,3,2,0,0,1,409,0,10,419,736
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,4,ALLENDE,25,3,3,434,133,8,11,5,310,85,1,1,22,2,1,19,9,0,0,4,1045,0,14,1059,1677
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,4,ALLENDE,26,3,3,486,172,6,15,9,267,113,1,1,19,0,1,14,7,0,0,3,1114,0,17,1131,1698
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,4,ALLENDE,27,2,2,232,72,1,12,3,143,53,3,1,11,0,0,9,3,0,0,0,543,0,10,553,903
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,4,ALLENDE,28,4,4,583,107,6,33,22,346,179,5,1,24,2,2,18,8,1,0,7,1344,0,57,1401,2609
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,4,ALLENDE,29,4,4,517,69,3,30,26,255,196,2,3,27,7,1,14,6,0,0,4,1160,11,30,1201,2446
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,4,ALLENDE,30,3,3,417,61,4,24,21,190,162,0,0,12,2,0,13,7,0,1,4,918,0,52,970,1919
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,4,ALLENDE,31,1,1,184,41,1,8,5,81,43,1,0,4,0,1,1,1,1,0,2,374,0,15,389,695
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,4,ALLENDE,32,3,3,397,70,3,29,15,196,141,0,1,12,0,1,4,2,1,0,4,876,0,27,903,1948
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,4,ALLENDE,33,2,2,317,41,4,29,28,127,92,2,1,10,1,1,4,0,0,0,3,660,0,33,693,1420
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,4,ALLENDE,34,2,2,211,17,1,10,23,96,71,0,2,1,0,0,1,2,0,0,0,435,0,18,453,848
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,4,ALLENDE,35,1,1,82,9,1,5,4,26,32,0,0,2,1,0,1,3,0,0,1,167,0,7,174,335
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,4,ALLENDE,36,1,1,86,17,3,8,4,36,29,0,0,1,0,2,0,0,0,0,0,186,0,8,194,388
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,4,ALLENDE,37,1,1,160,17,1,12,5,68,63,2,1,2,0,2,1,1,0,0,4,339,0,16,355,718
2,19,NUEVO LEON,26,CADEREYTA JIMENEZ,4,ALLENDE,38,2,2,217,43,2,4,6,77,55,0,0,3,2,0,4,3,0,0,3,419,0,34,453,764
2,19,NUEVO LEON,21,CIENEGA DE FLORES,5,ANAHUAC,39,2,2,227,184,5,12,7,197,81,2,0,0,0,0,22,18,1,2,1,759,0,48,807,1182
2,19,NUEVO LEON,21,CIENEGA DE FLORES,5,ANAHUAC,40,2,2,234,215,5,9,7,257,93,0,1,0,0,0,11,19,3,0,1,855,0,34,889,1347
2,19,NUEVO LEON,21,CIENEGA DE FLORES,5,ANAHUAC,41,2,2,158,122,3,11,5,168,39,0,0,2,0,1,11,8,0,2,0,530,0,23,553,784
2,19,NUEVO LEON,21,CIENEGA DE FLORES,5,ANAHUAC,42,4,4,452,366,12,19,5,532,129,2,2,1,0,0,35,38,2,0,2,1597,0,52,1649,2461
2,19,NUEVO LEON,21,CIENEGA DE FLORES,5,ANAHUAC,43,2,2,297,205,4,4,3,228,81,2,0,0,1,0,18,20,0,0,0,863,0,27,890,1365
2,19,NUEVO LEON,21,CIENEGA DE FLORES,5,ANAHUAC,44,2,2,167,146,0,4,2,161,43,2,0,0,0,0,9,19,0,0,1,554,0,8,562,830
2,19,NUEVO LEON,21,CIENEGA DE FLORES,5,ANAHUAC,45,1,1,154,139,7,6,6,115,35,1,0,0,1,0,26,9,0,1,0,500,0,22,522,745
2,19,NUEVO LEON,21,CIENEGA DE FLORES,5,ANAHUAC,46,2,2,147,126,2,9,6,130,52,0,0,0,1,0,26,11,2,0,2,514,0,10,524,776
2,19,NUEVO LEON,21,CIENEGA DE FLORES,5,ANAHUAC,47,3,4,201,157,2,7,14,161,53,0,0,0,0,1,15,19,0,0,0,630,0,23,653,787
2,19,NUEVO LEON,21,CIENEGA DE FLORES,5,ANAHUAC,48,3,3,298,262,10,15,12,318,118,0,0,0,2,0,25,28,1,2,1,1092,0,48,1140,1770
2,19,NUEVO LEON,21,CIENEGA DE FLORES,5,ANAHUAC,49,3,3,268,330,6,11,8,252,88,0,1,0,0,1,25,25,0,1,1,1017,0,50,1067,1520
2,19,NUEVO LEON,21,CIENEGA DE FLORES,5,ANAHUAC,52,1,1,42,59,3,4,3,157,55,1,1,0,0,0,5,5,0,0,1,336,0,8,344,482
2,19,NUEVO LEON,21,CIENEGA DE FLORES,5,ANAHUAC,55,1,1,35,32,2,1,0,74,12,1,0,0,0,0,0,0,0,1,1,159,0,13,172,229
2,19,NUEVO LEON,21,CIENEGA DE FLORES,5,ANAHUAC,61,1,1,55,77,0,2,0,105,10,1,0,0,0,0,3,10,0,0,0,263,0,16,279,412
2,19,NUEVO LEON,5,APODACA,6,APODACA,63,6,7,197,234,8,57,38,405,397,20,10,12,1,8,16,6,1,1,0,1411,1,71,1483,3454
2,19,NUEVO LEON,16,APODACA,6,APODACA,66,11,11,451,1053,28,110,157,1026,974,59,11,12,9,9,63,14,2,1,0,3979,1,131,4111,7604
2,19,NUEVO LEON,16,APODACA,6,APODACA,69,7,7,253,671,16,155,85,599,571,29,13,18,8,3,48,8,2,1,0,2480,0,78,2558,4518
2,19,NUEVO LEON,16,APODACA,6,APODACA,70,11,11,629,1030,32,92,141,1067,819,67,23,22,16,13,88,15,1,2,0,4057,2,115,4174,7725
2,19,NUEVO LEON,16,APODACA,6,APODACA,71,2,2,76,182,6,22,15,135,177,6,6,7,0,4,10,2,0,0,0,648,0,35,683,1152
2,19,NUEVO LEON,16,APODACA,6,APODACA,72,2,2,43,130,2,8,10,110,117,7,5,2,2,1,6,0,0,0,0,443,0,17,460,859
2,19,NUEVO LEON,16,APODACA,6,APODACA,73,4,4,204,419,13,47,38,365,389,27,4,17,5,4,32,6,1,1,0,1572,0,47,1619,2972
2,19,NUEVO LEON,16,APODACA,6,APODACA,74,2,2,25,189,1,13,21,116,163,7,2,7,2,1,8,1,0,1,0,557,0,24,581,1324
2,19,NUEVO LEON,16,APODACA,6,APODACA,75,2,2,20,176,4,23,19,92,129,8,1,2,1,0,4,1,0,0,0,480,0,11,491,1034
2,19,NUEVO LEON,16,APODACA,6,APODACA,76,2,2,29,207,0,39,22,92,171,9,1,0,1,0,10,2,0,1,0,584,0,25,609,1346
2,19,NUEVO LEON,16,APODACA,6,APODACA,78,3,3,32,189,6,27,23,122,255,7,1,3,1,1,14,1,1,1,0,684,0,62,746,1638
2,19,NUEVO LEON,16,APODACA,6,APODACA,79,3,3,57,250,5,34,48,197,313,15,1,5,5,3,11,1,0,0,0,945,0,53,998,2035
2,19,NUEVO LEON,16,APODACA,6,APODACA,80,2,2,18,164,3,27,18,115,151,12,1,5,3,2,2,5,0,1,0,527,0,27,554,1163
2,19,NUEVO LEON,16,APODACA,6,APODACA,81,7,7,526,736,19,62,45,739,544,40,24,12,12,4,57,10,0,3,0,2833,1,65,2899,4701
2,19,NUEVO LEON,16,APODACA,6,APODACA,82,2,2,79,181,5,12,24,149,146,12,3,0,1,1,12,1,0,0,0,626,2,19,647,1042
2,19,NUEVO LEON,16,APODACA,6,APODACA,83,2,2,43,106,8,11,10,116,114,4,5,3,0,1,1,1,0,0,0,423,0,19,442,783
2,19,NUEVO LEON,16,APODACA,6,APODACA,84,14,14,707,1445,51,147,153,1436,1474,57,23,33,16,14,98,16,2,1,0,5673,1,167,5841,10112
2,19,NUEVO LEON,16,APODACA,6,APODACA,85,3,3,68,226,3,45,32,161,246,12,1,3,3,1,10,4,0,0,0,815,0,77,892,2005
2,19,NUEVO LEON,16,APODACA,6,APODACA,86,4,4,108,408,9,35,35,264,339,16,5,4,3,1,18,5,0,0,0,1250,1,81,1332,2604
2,19,NUEVO LEON,16,APODACA,6,APODACA,87,5,5,230,455,15,34,36,467,468,34,4,6,1,11,38,6,0,0,0,1805,1,66,1872,3220
2,19,NUEVO LEON,16,APODACA,6,APODACA,88,6,6,256,566,10,68,47,664,601,39,10,18,5,9,60,3,0,0,0,2356,0,93,2449,4162
2,19,NUEVO LEON,16,APODACA,6,APODACA,89,3,3,84,299,4,25,31,273,292,9,2,1,1,2,15,4,0,0,0,1042,0,51,1093,1886
2,19,NUEVO LEON,16,APODACA,6,APODACA,90,2,2,60,218,3,25,23,198,226,14,4,3,3,3,5,3,0,0,0,788,0,52,840,1438
2,19,NUEVO LEON,16,APODACA,6,APODACA,91,2,2,45,162,4,19,18,147,203,9,4,3,0,4,5,3,1,0,0,627,0,29,656,1125
2,19,NUEVO LEON,16,APODACA,6,APODACA,92,3,3,74,237,5,37,32,159,214,8,9,3,2,0,16,1,0,0,0,797,0,37,834,1541
2,19,NUEVO LEON,16,APODACA,6,APODACA,93,2,2,65,211,3,21,29,164,208,9,3,1,2,4,10,2,0,0,0,732,0,34,766,1364
2,19,NUEVO LEON,16,APODACA,6,APODACA,94,3,3,42,223,9,32,25,172,235,9,2,3,2,1,4,4,0,0,0,763,0,61,824,1599
2,19,NUEVO LEON,16,APODACA,6,APODACA,95,4,4,349,508,17,29,50,371,324,24,10,4,5,7,45,13,3,3,0,1762,0,39,1801,2896
2,19,NUEVO LEON,16,APODACA,6,APODACA,96,3,3,42,201,5,30,33,124,232,7,5,6,0,2,8,6,0,1,0,702,0,50,752,1550
2,19,NUEVO LEON,16,APODACA,6,APODACA,97,2,2,70,127,1,20,32,181,242,10,2,0,3,0,4,2,0,0,0,694,0,45,739,1310
2,19,NUEVO LEON,16,APODACA,6,APODACA,98,2,2,57,185,3,22,31,131,213,3,2,3,4,1,10,4,0,1,0,670,0,46,716,1352
2,19,NUEVO LEON,16,APODACA,6,APODACA,99,3,3,106,212,8,24,34,213,203,22,4,1,2,1,13,8,0,0,0,851,1,37,889,1528
2,19,NUEVO LEON,16,APODACA,6,APODACA,100,4,4,122,331,9,32,34,279,383,32,8,6,6,4,11,3,0,0,0,1260,0,75,1335,2339
2,19,NUEVO LEON,16,APODACA,6,APODACA,102,18,18,1490,1979,38,154,139,2188,1562,119,43,35,19,29,173,36,1,1,0,8006,3,193,8202,13090
2,19,NUEVO LEON,16,APODACA,6,APODACA,103,2,2,59,183,2,25,23,180,263,15,7,7,4,0,1,4,1,0,0,774,0,22,796,1444
2,19,NUEVO LEON,16,APODACA,6,APODACA,104,3,3,84,272,4,27,23,285,227,19,5,3,1,0,16,7,0,0,0,973,0,32,1005,1652
2,19,NUEVO LEON,5,APODACA,6,APODACA,105,3,3,104,196,2,24,25,253,204,10,6,3,2,4,21,4,0,0,0,858,0,30,888,1512
2,19,NUEVO LEON,5,APODACA,6,APODACA,106,2,2,86,141,2,22,7,142,183,10,3,1,1,1,13,2,2,1,0,617,0,27,644,1051
2,19,NUEVO LEON,5,APODACA,6,APODACA,107,5,5,615,528,14,65,41,503,350,27,9,12,3,11,42,10,0,1,0,2231,0,55,2286,3542
2,19,NUEVO LEON,5,APODACA,6,APODACA,109,4,4,129,608,6,28,20,267,316,12,3,3,2,5,38,8,0,1,0,1446,0,43,1489,2601
2,19,NUEVO LEON,5,APODACA,6,APODACA,110,5,5,518,972,13,25,17,418,209,11,6,5,2,4,82,17,1,1,0,2301,2,28,2331,3302
2,19,NUEVO LEON,5,APODACA,6,APODACA,111,3,3,98,346,9,29,26,187,230,10,5,4,4,4,14,5,1,1,0,973,0,44,1017,1802
2,19,NUEVO LEON,5,APODACA,6,APODACA,112,2,2,62,269,1,17,13,127,188,6,4,2,1,1,16,3,0,0,0,710,0,42,752,1385
2,19,NUEVO LEON,5,APODACA,6,APODACA,113,1,1,48,177,3,11,6,51,84,0,0,1,0,0,6,1,0,0,0,388,0,16,404,680
2,19,NUEVO LEON,5,APODACA,6,APODACA,115,3,3,80,332,6,20,22,175,243,2,3,5,1,5,14,3,0,0,0,911,0,34,945,1619
2,19,NUEVO LEON,5,APODACA,6,APODACA,116,3,3,30,266,6,38,26,115,241,3,1,1,1,2,9,2,0,0,0,741,0,63,804,2088
2,19,NUEVO LEON,7,APODACA,6,APODACA,117,3,3,20,283,4,40,21,119,230,8,2,4,3,1,5,2,0,2,0,744,0,57,801,1907
2,19,NUEVO LEON,7,APODACA,6,APODACA,118,3,3,19,202,2,24,30,102,207,6,7,1,1,0,10,0,0,1,0,612,0,53,665,1547
2,19,NUEVO LEON,7,APODACA,6,APODACA,119,3,3,18,204,1,26,27,92,204,4,1,2,5,0,7,2,0,0,0,593,0,41,634,1664
2,19,NUEVO LEON,7,APODACA,6,APODACA,120,3,3,37,297,6,29,35,133,285,12,4,4,1,0,9,6,0,1,0,859,0,69,928,2211
2,19,NUEVO LEON,7,APODACA,6,APODACA,121,4,4,32,347,12,54,21,106,276,5,4,4,2,3,7,3,0,0,0,876,0,52,928,2349
2,19,NUEVO LEON,5,APODACA,6,APODACA,122,5,5,101,424,10,46,30,265,443,15,2,7,5,1,7,3,0,0,0,1359,0,90,1449,3077
2,19,NUEVO LEON,7,APODACA,6,APODACA,123,4,4,46,420,6,41,32,193,359,9,4,7,2,0,18,5,0,0,0,1142,0,40,1182,2762
2,19,NUEVO LEON,7,APODACA,6,APODACA,125,3,3,23,321,2,35,42,109,231,8,1,7,2,1,9,2,0,1,0,794,0,49,843,2241
2,19,NUEVO LEON,7,APODACA,6,APODACA,126,2,2,14,157,3,22,20,74,186,1,2,4,2,1,7,1,1,0,0,495,1,29,525,1298
2,19,NUEVO LEON,7,APODACA,6,APODACA,127,2,2,20,197,7,20,14,77,167,3,2,6,1,0,6,1,0,0,0,521,1,35,557,1365
2,19,NUEVO LEON,7,APODACA,6,APODACA,128,2,2,19,218,2,22,14,90,167,4,4,4,0,2,4,4,0,0,0,554,0,32,586,1242
2,19,NUEVO LEON,5,APODACA,6,APODACA,131,9,9,332,949,21,99,55,835,833,58,17,13,8,17,54,12,2,1,0,3306,0,98,3404,6199
2,19,NUEVO LEON,5,APODACA,6,APODACA,132,5,5,401,498,9,34,19,531,357,24,5,5,7,7,57,8,2,2,0,1966,1,35,2002,3142
2,19,NUEVO LEON,5,APODACA,6,APODACA,133,3,3,209,344,8,30,13,254,242,15,6,5,3,2,19,2,1,0,0,1153,0,39,1192,1905
2,19,NUEVO LEON,5,APODACA,6,APODACA,134,2,2,54,224,4,19,15,174,195,11,6,3,3,0,7,3,0,0,0,718,0,37,755,1310
2,19,NUEVO LEON,5,APODACA,6,APODACA,135,3,3,84,245,10,44,29,225,278,14,11,3,5,1,22,4,0,3,0,978,0,43,1021,1817
2,19,NUEVO LEON,7,APODACA,6,APODACA,136,2,2,29,211,2,31,12,95,194,7,1,6,5,0,5,3,0,0,0,601,2,54,657,1365
2,19,NUEVO LEON,7,APODACA,6,APODACA,137,2,2,17,183,0,27,23,69,189,6,3,5,1,1,15,3,0,1,0,543,0,55,598,1324
2,19,NUEVO LEON,7,APODACA,6,APODACA,138,2,2,29,199,3,23,10,97,206,5,5,2,0,3,3,0,0,2,0,587,0,52,639,1284
2,19,NUEVO LEON,7,APODACA,6,APODACA,139,2,2,73,276,3,20,22,180,208,11,4,9,2,4,13,2,0,0,0,827,0,44,871,1463
2,19,NUEVO LEON,7,APODACA,6,APODACA,140,2,2,51,233,3,14,21,95,136,5,0,6,1,4,9,6,0,0,0,584,0,29,613,1055
2,19,NUEVO LEON,7,APODACA,6,APODACA,141,11,11,383,1533,26,100,92,809,998,71,38,35,6,7,71,15,1,1,0,4186,1,138,4325,8071
2,19,NUEVO LEON,7,APODACA,6,APODACA,143,2,2,25,239,5,25,16,91,169,8,2,3,1,0,15,2,0,0,0,601,0,48,649,1420
2,19,NUEVO LEON,7,APODACA,6,APODACA,144,11,11,402,1278,30,86,99,720,947,60,22,27,3,7,263,14,1,2,0,3961,2,134,4097,7778
2,19,NUEVO LEON,7,APODACA,6,APODACA,145,6,6,266,685,17,79,43,388,538,23,15,12,2,4,43,9,0,0,0,2124,2,69,2195,4010
2,19,NUEVO LEON,7,APODACA,6,APODACA,146,4,4,81,433,15,41,30,189,315,10,4,5,2,2,13,8,0,0,0,1148,0,60,1208,2274
2,19,NUEVO LEON,7,APODACA,6,APODACA,147,2,2,26,179,1,18,18,79,160,3,4,3,3,4,10,7,0,0,0,515,0,30,545,958
2,19,NUEVO LEON,7,APODACA,6,APODACA,148,9,9,432,965,24,89,73,756,734,49,25,39,11,8,73,14,0,2,0,3294,2,112,3408,6021
2,19,NUEVO LEON,5,APODACA,6,APODACA,150,20,26,790,1353,46,155,85,1174,1436,57,22,26,10,7,96,14,0,3,0,5274,3,158,5435,9784
2,19,NUEVO LEON,24,LINARES,7,ARAMBERRI,151,3,3,21,617,6,6,7,608,81,5,7,38,2,1,5,3,1,0,2,1410,0,72,1482,1839
2,19,NUEVO LEON,24,LINARES,7,ARAMBERRI,152,3,3,21,470,2,12,5,674,88,2,5,25,0,0,3,3,0,0,0,1310,0,64,1374,1700
2,19,NUEVO LEON,24,LINARES,7,ARAMBERRI,153,1,1,3,122,2,0,2,156,17,1,0,0,3,0,0,1,0,0,0,307,0,26,333,415
2,19,NUEVO LEON,24,LINARES,7,ARAMBERRI,154,2,2,1,117,0,1,2,118,4,0,0,0,0,0,0,1,0,0,1,245,0,9,254,281
