CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,MORENA,PESC,CL,EDC,MLC,PRI_PRD,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,38,1,1,50,49,5,4,4,215,127,1,8,3,2,0,12,0,1,0,481,0,14,495,740
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,118,2,2,21,49,2,23,19,137,297,7,94,2,1,1,5,3,7,1,669,0,31,700,986
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,119,1,1,8,9,0,14,11,96,151,2,27,5,1,0,5,5,1,2,337,0,16,353,450
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,120,2,2,14,38,5,25,15,216,270,3,54,3,0,1,7,3,3,3,660,0,22,682,923
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,121,2,2,24,50,4,28,27,130,291,2,85,1,0,0,9,6,5,4,666,0,22,688,1013
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,122,3,4,128,119,7,24,26,539,295,5,17,7,4,2,13,6,4,1,1197,0,32,1229,1339
3,4,CAMPECHE,7,TENABO,8,TENABO,440,3,3,170,311,3,16,34,306,396,3,2,5,59,3,17,3,6,0,1334,0,28,1362,1682
3,4,CAMPECHE,7,TENABO,8,TENABO,441,3,3,133,364,6,11,42,414,389,0,1,21,44,3,16,0,5,4,1453,0,37,1490,1817
3,4,CAMPECHE,7,TENABO,8,TENABO,442,3,3,155,429,4,17,32,352,360,5,0,3,21,3,8,5,2,4,1400,0,33,1433,1784
3,4,CAMPECHE,7,TENABO,8,TENABO,443,3,3,133,360,0,16,42,360,363,0,6,10,50,5,12,2,3,3,1365,0,39,1404,1798
3,4,CAMPECHE,7,TENABO,8,TENABO,444,1,1,9,75,0,0,1,31,64,0,0,0,1,1,2,0,0,2,186,0,2,188,198
3,4,CAMPECHE,7,TENABO,8,TENABO,445,2,2,175,241,1,17,19,97,269,0,7,1,5,1,7,4,1,0,845,0,19,864,1021
3,4,CAMPECHE,7,TENABO,8,TENABO,446,1,1,11,10,0,2,4,21,28,0,1,0,2,1,1,1,0,0,82,0,5,87,116
3,4,CAMPECHE,7,TENABO,8,TENABO,447,1,1,36,68,1,6,8,62,231,0,0,0,2,0,7,0,1,1,423,0,7,430,471
3,4,CAMPECHE,7,TENABO,1,CAMPECHE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,204,1,1,37,17,1,10,4,81,228,10,12,0,4,5,18,0,3,3,433,2,28,463,667
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,205,7,7,88,53,24,54,60,802,1436,21,48,10,11,4,69,8,25,11,2724,1,74,2799,5164
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,208,3,3,84,40,13,21,12,212,484,14,34,5,3,1,30,1,6,6,966,1,16,983,1502
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,219,1,1,37,18,1,13,1,73,155,4,6,0,0,0,9,0,1,1,319,0,6,325,460
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,220,1,1,23,22,0,7,8,119,245,5,10,7,1,0,12,1,0,2,462,0,9,471,702
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,227,2,2,29,30,8,23,20,207,459,7,15,0,3,1,18,0,3,0,823,1,17,841,1401
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,228,2,2,22,15,3,15,9,127,284,6,10,3,0,0,25,2,2,3,526,0,14,540,961
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,232,3,3,45,31,7,23,24,261,567,18,27,10,8,1,35,1,4,0,1062,1,30,1093,1951
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,233,3,3,44,38,3,14,27,308,563,23,29,16,10,0,16,5,3,6,1105,4,67,1176,1938
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,234,3,3,29,28,4,24,21,275,629,8,22,5,3,0,42,4,9,6,1109,0,28,1137,1954
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,235,2,2,22,8,5,9,11,156,434,10,17,12,5,0,8,1,3,2,703,0,31,734,1340
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,240,3,3,18,20,13,24,14,162,489,10,18,5,6,2,44,3,5,8,841,0,26,867,1636
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,241,3,3,13,15,5,23,17,189,434,8,19,11,2,2,42,1,9,3,793,0,19,812,1586
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,242,2,2,21,17,1,14,15,198,429,4,11,23,2,0,24,6,8,1,774,0,28,802,1500
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,243,4,4,17,35,10,34,15,348,686,12,30,21,7,0,56,3,5,3,1282,0,32,1314,2468
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,245,3,3,17,12,6,34,14,209,508,3,32,23,3,0,36,2,8,1,908,1,20,929,1597
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,246,2,2,12,15,3,17,6,175,418,4,30,5,4,20,17,5,5,10,746,2,11,759,1439
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,247,2,2,9,14,5,20,20,160,433,6,19,12,3,0,19,8,7,1,736,0,20,756,1445
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,248,2,2,12,20,1,32,16,173,361,2,24,11,2,0,6,1,1,1,663,0,26,689,1294
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,249,5,5,19,29,22,44,36,468,800,23,45,38,5,1,43,10,4,2,1589,0,66,1655,3566
3,4,CAMPECHE,8,CIUDAD DEL CARMEN,3,CARMEN,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,3
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,186,2,2,38,29,9,20,20,177,456,15,2,3,2,1,30,2,9,10,823,1,24,848,1461
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,187,3,3,99,18,20,21,16,149,438,47,7,9,3,3,41,1,8,6,886,1,18,905,1650
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,188,3,3,263,135,33,12,26,244,409,63,7,5,0,2,26,1,0,5,1231,6,26,1263,2024
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,189,2,2,63,25,8,20,11,148,400,88,12,5,6,0,33,2,4,3,828,1,33,862,1459
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,190,2,2,72,35,16,15,16,150,427,33,6,4,7,0,23,1,0,3,808,0,26,834,1450
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,191,3,3,54,23,16,27,18,277,595,19,18,4,2,1,35,2,10,6,1107,2,28,1137,2236
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,192,3,3,41,20,17,20,13,168,441,21,4,4,1,0,21,1,4,1,777,0,30,807,1567
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,194,2,2,61,22,16,16,16,135,429,27,5,4,2,0,34,2,2,3,774,0,16,790,1379
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,195,2,2,49,26,3,21,13,141,377,36,5,1,4,0,27,4,3,4,714,0,17,731,1271
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,196,2,2,45,18,10,11,14,167,421,44,5,2,2,1,37,2,2,0,781,0,27,808,1399
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,197,2,2,106,43,13,15,13,134,326,31,5,3,1,26,13,0,4,0,733,2,16,751,1207
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,201,2,2,87,22,14,11,8,92,216,25,4,4,1,0,10,0,3,4,501,0,13,514,911
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,202,3,3,152,27,17,18,15,207,476,30,7,3,2,1,37,1,3,1,997,1,22,1020,1688
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,203,2,2,84,25,21,23,13,176,368,36,42,6,3,2,22,2,3,5,831,0,11,842,1469
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,207,3,3,78,35,21,27,14,203,471,14,7,2,2,1,27,4,3,4,913,2,23,938,1704
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,209,2,2,113,49,11,21,20,212,432,27,3,3,3,4,19,3,5,3,928,7,27,962,1485
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,210,3,3,109,35,9,18,18,199,431,33,8,6,6,1,21,3,1,3,901,2,22,925,1593
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,211,2,2,84,30,13,25,12,199,432,41,7,2,4,0,28,0,11,2,890,2,25,917,1466
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,212,2,2,53,26,11,11,10,97,254,27,4,1,4,0,5,1,2,3,509,0,19,528,793
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,213,2,2,77,23,10,6,7,96,266,29,6,5,3,0,20,0,2,0,550,0,16,566,927
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,214,2,2,99,24,7,17,9,164,301,42,5,0,0,1,11,1,8,6,695,1,35,731,1199
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,217,2,2,72,19,13,13,12,150,361,29,9,2,3,1,17,4,7,11,723,0,14,737,1223
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,218,3,4,115,24,9,13,6,128,208,12,9,2,2,23,205,2,2,4,764,0,20,784,1130
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,226,2,2,50,16,8,16,10,130,318,14,7,3,1,1,20,0,3,3,600,0,21,621,1117
3,4,CAMPECHE,9,CIUDAD DEL CARMEN,3,CARMEN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,185,5,5,33,50,8,40,31,517,866,13,8,6,10,0,54,6,11,6,1659,0,42,1701,3130
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,193,1,1,9,9,1,12,7,76,216,1,5,0,2,0,13,4,3,1,359,0,12,371,624
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,206,5,5,103,109,12,43,39,531,967,19,18,10,8,3,70,3,7,5,1947,1,51,1999,3161
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,493,2,2,62,36,1,14,18,146,293,8,8,1,5,0,21,0,4,1,618,1,13,632,924
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,494,2,2,97,29,4,6,5,114,221,5,14,0,2,0,6,1,0,0,504,0,10,514,775
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,495,1,1,15,6,2,3,5,137,184,0,5,2,1,0,13,0,2,1,376,0,5,381,571
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,496,1,1,0,6,2,6,3,108,154,3,0,0,1,0,15,2,0,1,301,0,5,306,590
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,497,1,1,24,16,1,8,10,87,166,2,4,2,2,1,5,0,1,0,329,0,7,336,500
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,498,2,2,15,11,1,14,9,140,260,3,2,2,2,0,16,1,6,2,484,0,17,501,773
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,499,1,1,58,21,3,8,9,91,184,0,0,1,1,0,11,0,2,0,389,0,9,398,557
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,500,1,1,88,24,1,5,10,90,145,5,4,1,3,4,7,2,2,0,391,0,5,396,577
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,502,2,2,37,49,2,16,15,212,338,5,3,5,3,3,22,0,2,0,712,1,25,738,1169
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,503,2,2,101,34,7,16,5,126,217,6,7,1,4,1,6,1,2,1,535,0,15,550,800
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,504,3,3,161,60,6,22,25,295,611,5,15,7,7,0,19,1,1,3,1238,0,37,1275,2014
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,505,1,1,12,13,1,17,2,82,160,1,7,1,3,0,9,1,0,0,309,0,13,322,512
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,506,1,1,56,26,1,13,4,121,232,4,1,1,2,1,16,0,0,0,478,2,13,493,743
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,507,1,1,21,18,2,7,9,69,183,3,1,1,0,0,0,0,0,0,314,1,8,323,474
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,542,3,3,171,74,3,12,19,242,403,12,12,6,3,1,27,1,4,5,995,1,24,1020,1771
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,543,3,3,11,21,3,37,20,291,577,3,4,0,3,0,33,4,11,8,1026,0,38,1064,2167
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,544,3,3,59,48,5,43,17,315,471,6,2,2,0,1,25,1,8,6,1009,0,43,1052,2153
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,545,2,2,7,16,4,11,10,184,338,3,5,2,2,1,30,5,2,2,622,0,20,642,1283
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,546,5,6,174,100,9,43,26,502,730,20,24,8,10,2,35,2,7,4,1696,2,54,1752,2788
3,4,CAMPECHE,10,CIUDAD DEL CARMEN,3,CARMEN,547,2,2,66,47,3,6,16,162,319,6,6,0,3,0,33,1,2,2,672,0,23,695,1067
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,230,10,10,91,95,12,83,44,946,1762,27,27,30,14,17,290,21,12,11,3482,1,100,3583,6777
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,231,4,4,31,22,1,40,28,298,700,6,13,3,12,1,36,4,5,8,1208,1,39,1248,2320
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,501,1,1,17,14,1,5,3,67,163,7,3,0,0,0,7,1,0,0,288,0,9,297,443
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,508,1,1,14,15,1,5,7,85,162,5,4,0,1,0,0,0,0,0,299,0,2,301,443
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,509,4,4,59,21,8,21,25,264,705,9,9,10,4,0,42,0,7,3,1187,3,34,1224,2363
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,510,1,1,9,13,5,8,11,81,179,3,5,3,1,0,13,0,0,1,332,0,13,345,565
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,511,2,2,16,10,1,7,15,98,368,4,7,5,1,0,16,0,2,2,552,0,12,564,1050
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,512,1,1,12,8,2,4,2,75,159,5,2,0,1,1,12,0,1,1,285,0,5,290,467
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,513,1,1,7,12,0,3,3,53,180,0,0,1,5,0,10,3,1,1,279,1,4,284,539
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,514,1,1,3,6,0,6,6,62,170,5,5,3,2,0,18,0,5,1,292,0,5,297,501
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,515,2,2,10,6,2,13,9,101,292,3,3,4,0,0,9,1,2,4,459,1,10,470,840
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,516,1,1,5,6,1,5,4,65,171,2,2,4,3,1,16,4,5,3,297,0,8,305,531
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,517,2,2,15,14,2,12,15,160,359,3,3,2,0,0,16,0,2,2,605,0,13,618,1148
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,518,1,1,3,6,1,11,6,73,173,6,0,1,1,0,8,0,3,0,292,0,7,299,505
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,519,1,1,6,9,2,9,6,69,156,2,5,1,1,0,7,1,3,3,280,0,12,292,518
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,520,1,1,10,9,2,7,8,96,243,4,8,2,3,0,4,0,2,0,398,1,3,402,713
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,521,1,1,19,21,1,12,7,92,207,3,6,3,0,0,3,0,4,0,378,0,9,387,580
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,522,1,1,4,7,1,4,4,79,164,0,4,1,1,0,5,1,2,0,277,0,9,286,545
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,523,1,1,6,4,5,9,4,61,155,3,1,0,0,0,9,0,3,1,261,0,8,269,483
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,524,1,1,4,11,1,6,0,37,136,1,2,1,0,7,1,2,1,1,211,0,7,218,405
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,525,1,1,3,1,1,4,3,52,148,1,0,2,1,0,9,1,2,0,228,0,4,232,407
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,526,1,1,3,10,1,1,4,49,127,0,1,1,1,0,4,0,3,0,205,0,5,210,392
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,527,1,1,0,2,1,6,3,42,139,1,2,1,2,0,2,0,1,5,207,0,5,212,366
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,554,2,2,8,24,2,23,16,137,398,1,8,6,3,0,37,2,6,4,675,0,16,691,1381
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,555,3,3,9,22,7,26,14,242,574,7,5,9,5,1,32,4,6,6,969,0,26,995,1921
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,556,4,4,26,13,1,42,17,263,738,5,5,7,30,1,31,3,13,3,1198,1,40,1239,2660
3,4,CAMPECHE,11,CIUDAD DEL CARMEN,3,CARMEN,557,4,4,24,37,4,26,27,297,791,8,5,7,4,0,27,3,9,2,1271,0,35,1306,2792
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,250,3,3,7,15,1,21,15,432,648,9,3,2,4,0,28,2,7,0,1194,0,41,1235,2168
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,251,2,2,6,30,2,29,6,191,336,0,2,1,4,0,9,2,6,4,628,0,27,655,1061
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,252,2,2,9,18,0,22,10,238,349,0,1,2,0,0,16,0,2,1,668,0,22,690,1046
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,253,3,3,12,37,4,31,12,324,576,3,3,2,6,1,20,5,4,0,1040,0,37,1077,1782
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,254,1,1,2,5,1,14,13,115,245,2,0,0,2,0,8,2,4,1,414,0,27,441,726
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,255,1,1,3,8,3,14,13,191,134,1,0,1,0,0,8,3,2,1,382,0,13,395,609
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,256,4,4,91,9,6,23,21,379,672,7,2,4,9,0,34,10,6,5,1278,0,49,1327,2482
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,257,5,5,103,11,5,36,29,401,717,9,0,6,8,1,29,2,5,7,1369,0,45,1414,3393
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,258,3,3,5,7,16,39,131,388,277,5,2,5,1,0,20,4,6,2,908,0,29,937,1515
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,259,2,2,7,14,3,35,16,270,395,6,0,2,2,0,25,6,7,1,789,0,21,810,1402
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,260,2,2,1,7,1,17,7,130,241,5,0,0,2,0,12,6,3,1,433,0,9,442,777
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,261,2,2,6,21,1,23,30,355,279,5,2,7,0,0,12,4,2,6,753,0,47,800,1342
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,262,3,3,13,27,7,36,37,346,438,8,0,1,8,0,39,5,4,3,972,0,48,1020,1641
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,270,1,1,2,3,1,3,3,22,129,0,5,0,0,0,5,1,0,1,175,0,7,182,281
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,472,2,2,7,9,3,16,10,215,272,3,6,1,0,0,17,3,2,1,565,0,22,587,1041
3,4,CAMPECHE,12,SABANCUY,3,CARMEN,473,2,2,3,11,0,20,12,163,372,1,30,0,0,0,4,1,3,0,620,0,24,644,983
