CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,CP,MC,MORENA,NASLP,ML,PES,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,936,C,1,0,C01,0,199,67,2,50,8,7,40,91,7,2,1,27,3,0,0,7,0,1,0,512,0,15,527,740,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,936,C,2,0,C02,0,170,57,19,48,7,4,55,84,8,1,1,33,4,1,0,5,1,2,0,500,1,16,517,740,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,936,C,3,0,C03,0,198,61,4,60,6,4,36,105,10,8,3,20,2,0,0,11,0,1,2,531,1,16,548,740,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,936,C,4,0,C04,0,191,57,9,65,4,7,48,92,13,2,4,25,0,0,0,10,0,0,0,527,0,18,545,740,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,937,B,1,0,B,0,86,25,5,111,2,6,39,86,13,1,17,11,0,0,0,6,1,3,0,412,0,11,423,602,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,937,C,1,0,C01,0,44,22,3,39,4,10,20,79,7,1,12,0,0,0,1,2,0,1,1,246,0,3,249,602,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,938,B,1,0,B,0,58,33,4,73,2,4,22,73,11,0,19,8,1,1,0,7,2,2,0,320,0,12,332,522,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,938,C,1,0,C01,0,71,30,2,73,5,4,34,63,14,4,16,18,0,0,0,5,1,2,0,342,0,12,354,522,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,939,B,1,0,B,0,81,37,5,66,1,3,40,65,5,2,15,10,0,0,0,5,2,3,0,340,0,16,356,509,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,939,C,1,0,C01,0,67,30,4,73,3,4,30,70,5,5,10,15,2,0,0,9,0,8,1,336,1,13,350,509,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,939,C,2,0,C02,0,70,30,2,72,5,1,27,73,8,3,17,4,1,0,0,5,0,1,0,319,0,22,341,508,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,940,B,1,0,B,0,128,36,5,107,9,4,35,98,7,2,12,10,2,1,0,11,0,7,1,475,1,16,492,698,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,940,C,1,0,C01,0,111,40,10,95,9,8,39,98,9,4,16,10,0,0,0,8,0,2,1,460,1,12,473,697,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,941,B,1,0,B,0,59,20,1,88,12,4,24,95,7,1,5,11,2,0,0,14,2,4,1,350,0,24,374,690,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,941,C,1,0,C01,0,49,44,6,89,10,3,24,95,8,0,15,7,0,0,0,4,0,3,3,360,0,24,384,690,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,941,C,2,0,C02,0,73,20,3,106,9,5,30,73,3,0,17,3,1,0,1,4,0,1,0,349,0,1,350,689,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,942,B,1,0,B,0,39,23,4,113,9,4,24,76,6,2,15,2,0,0,0,7,1,2,0,327,0,12,339,597,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,942,C,1,0,C01,0,38,13,6,110,5,6,20,77,12,1,12,6,0,0,0,14,2,3,1,326,0,13,339,596,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,942,C,2,0,C02,0,27,20,5,96,5,5,20,78,14,1,14,4,1,0,0,5,3,4,0,302,0,20,322,596,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,944,B,1,0,B,0,54,23,3,126,2,4,30,83,9,4,21,6,1,0,0,13,4,6,0,389,2,12,403,685,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,944,C,1,0,C01,0,41,23,5,119,5,11,30,86,7,3,18,5,1,1,0,9,2,2,2,370,0,16,386,685,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,944,C,2,0,C02,0,43,18,0,123,11,10,28,71,7,2,28,4,1,0,0,13,3,7,2,371,1,16,388,684,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,944,C,3,0,C03,0,36,17,5,136,6,3,36,87,7,4,20,5,2,1,0,16,3,5,1,390,3,13,406,684,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,944,C,4,0,C04,0,40,25,4,142,8,8,45,94,7,1,14,9,1,1,0,11,3,4,1,418,0,13,431,684,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,945,B,1,0,B,0,32,21,3,107,8,5,28,106,4,0,17,3,0,0,0,26,2,11,1,374,0,5,379,569,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,945,C,1,0,C01,0,40,20,5,119,7,1,18,83,5,3,10,4,2,0,0,9,3,6,0,335,1,22,358,568,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,946,B,1,0,B,0,56,22,8,90,9,1,38,60,6,0,13,9,2,0,0,4,1,1,2,322,0,11,333,547,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,946,C,1,0,C01,0,53,19,3,79,3,4,33,71,7,4,18,14,0,0,0,4,1,1,0,314,2,16,332,546,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,947,B,1,0,B,0,136,33,13,93,7,7,37,86,14,4,19,9,1,2,0,9,0,6,0,476,1,18,495,704,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,947,C,1,0,C01,0,112,38,8,115,5,8,44,68,6,5,32,6,1,0,0,12,1,2,0,463,1,18,482,704,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,947,C,2,0,C02,0,97,32,15,114,9,7,44,70,7,8,21,21,4,0,0,7,1,4,0,461,0,19,480,704,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,947,C,3,0,C03,0,124,45,5,47,9,5,15,83,4,5,14,13,1,0,1,13,2,5,1,392,0,15,407,704,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,947,C,4,0,C04,0,107,36,4,110,8,4,53,87,12,6,20,11,6,0,0,6,1,5,0,476,1,15,492,703,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,947,C,5,0,C05,0,128,16,4,110,11,5,33,90,9,2,19,16,7,0,0,8,0,3,0,461,0,19,480,703,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,947,SMR,1,0,SMR01,0,3,1,1,2,0,0,2,4,1,2,0,0,0,0,0,0,0,0,0,16,0,0,16,0,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,947,SMR,2,0,SMR02,0,49,22,4,44,6,0,29,84,8,0,12,1,0,0,0,0,0,1,0,260,1,25,286,0,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,947,SRP,2,0,SRP02,0,3,1,1,2,0,0,2,4,1,0,1,0,0,0,0,0,0,0,0,15,0,0,15,0,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,947,SRP,1,0,SRP01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,948,B,1,0,B,0,68,35,4,78,6,3,36,77,16,2,21,8,2,0,0,10,1,1,2,370,2,20,392,568,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,948,C,1,0,C01,0,67,45,7,83,8,3,40,93,10,3,16,8,3,1,0,6,0,2,0,395,0,11,406,567,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,949,B,1,0,B,0,52,18,3,84,2,10,25,57,8,1,10,4,3,1,0,5,0,2,0,285,0,12,297,444,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,949,C,1,0,C01,0,50,25,1,69,3,3,29,66,9,1,12,8,2,0,1,5,1,1,1,287,1,10,298,443,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,950,B,1,0,B,0,89,41,3,67,4,0,21,73,2,3,4,13,1,0,0,8,0,0,0,329,0,20,349,521,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,950,C,1,0,C01,0,85,44,0,65,4,8,33,58,8,2,2,10,1,0,0,1,0,2,0,323,0,16,339,520,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,950,C,2,0,C02,0,76,29,7,91,6,6,30,75,7,4,3,8,4,1,0,9,0,1,1,358,2,10,370,520,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,951,B,1,0,B,0,105,26,6,33,2,4,24,60,15,2,4,7,3,1,0,3,1,2,0,298,0,11,309,428,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,5,SAN LUIS POTOSI,28,SAN LUIS POTOSI,951,C,1,0,C01,0,83,46,3,36,1,3,18,61,12,6,9,10,0,0,0,3,0,0,0,291,1,10,302,428,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,952,B,1,0,B,0,88,46,9,85,5,8,43,86,8,5,4,16,1,1,0,7,0,3,1,416,0,6,422,634,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,952,C,1,0,C01,0,114,42,11,68,3,6,36,78,8,4,5,10,2,0,0,9,0,4,1,401,0,9,410,634,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,953,B,1,0,B,0,107,34,3,86,6,1,36,67,8,3,13,18,3,0,1,13,1,5,2,407,1,15,423,641,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,953,C,1,0,C01,0,113,44,5,79,4,1,26,69,16,3,20,13,3,0,0,2,2,7,1,408,1,9,418,640,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,953,C,2,0,C02,0,107,35,6,77,6,3,35,74,8,6,16,9,4,0,0,13,0,2,2,403,0,9,412,640,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,953,C,3,0,C03,0,97,38,6,79,9,6,32,72,16,4,21,11,0,0,0,10,3,2,0,406,0,11,417,640,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,954,B,1,0,B,0,19,13,3,33,4,2,23,52,2,0,18,3,0,2,0,7,2,4,5,192,1,11,204,533,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,954,C,1,0,C01,0,23,5,1,140,3,0,19,52,5,0,12,0,1,0,0,5,2,7,0,275,1,11,287,533,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,955,B,1,0,B,0,39,9,5,139,7,3,43,71,3,6,18,2,0,1,0,3,2,3,1,355,0,17,372,703,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,955,C,1,0,C01,0,37,20,9,86,11,5,31,96,3,2,17,6,1,0,0,12,1,8,0,345,1,17,363,703,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,955,C,2,0,C02,0,23,20,3,133,6,0,32,80,5,1,23,3,0,0,0,11,0,3,1,344,2,13,359,703,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,955,C,3,0,C03,0,35,28,6,148,9,2,33,86,5,1,15,0,0,0,0,0,0,0,0,368,0,13,381,703,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,955,C,4,0,C04,0,35,12,7,137,8,3,36,76,7,2,15,5,0,0,0,13,1,4,1,362,0,11,373,703,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,955,C,5,0,C05,0,25,18,3,108,1,7,24,85,4,2,36,3,0,0,0,16,3,5,0,340,0,11,351,703,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,955,C,6,0,C06,0,25,15,8,113,7,1,30,16,4,1,23,2,1,0,0,10,1,7,2,266,0,19,285,703,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,955,C,7,0,C07,0,21,15,4,106,6,2,31,112,5,3,23,5,1,0,0,10,0,7,2,353,0,12,365,702,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,955,C,8,0,C08,0,39,13,4,134,7,5,30,76,4,2,25,4,0,0,0,13,0,4,0,360,1,10,371,702,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,955,C,9,0,C09,0,37,12,7,124,4,3,33,84,1,3,25,7,0,0,0,14,0,1,0,355,0,16,371,702,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,955,C,10,0,C10,0,27,18,8,123,8,2,35,75,3,2,21,6,0,0,0,16,3,3,1,351,0,13,364,702,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,956,B,1,0,B,0,33,9,3,129,2,2,25,53,6,2,16,3,0,0,0,8,2,5,1,299,0,10,309,545,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,956,C,1,0,C01,0,21,13,0,123,4,1,18,60,2,0,13,2,0,0,0,14,1,2,1,275,0,11,286,545,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,957,B,1,0,B,0,23,15,5,124,6,3,18,97,4,2,15,4,3,0,0,8,0,0,2,329,0,9,338,603,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,957,C,1,0,C01,0,33,12,2,120,8,5,22,85,3,1,20,7,1,0,0,7,3,3,0,332,0,15,347,603,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,958,B,1,0,B,0,27,20,6,153,6,1,25,67,8,0,24,6,1,0,0,9,2,5,0,360,0,16,376,672,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,958,C,1,0,C01,0,43,19,1,177,2,5,28,69,3,0,16,3,0,0,0,8,2,6,1,383,0,15,398,672,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,959,B,1,0,B,0,107,43,10,82,7,3,38,77,7,3,4,14,1,0,0,8,1,3,0,408,2,18,428,601,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,959,C,1,0,C01,0,108,35,6,65,6,2,48,79,7,3,4,7,0,0,0,6,1,3,2,382,0,18,400,601,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,959,C,2,0,C02,0,116,45,6,70,6,6,48,78,4,4,4,16,2,2,1,5,0,4,1,418,1,8,427,600,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,959,C,3,0,C03,0,132,50,7,77,12,1,29,60,5,7,6,20,2,0,0,6,2,3,0,419,2,14,435,600,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,960,B,1,0,B,0,57,34,2,70,6,2,28,67,4,0,1,2,0,0,0,14,0,0,0,287,0,21,308,489,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,960,C,1,0,C01,0,70,25,4,66,9,4,31,73,3,4,5,7,2,0,0,4,0,1,0,308,0,18,326,489,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,961,B,1,0,B,0,151,42,11,78,25,0,50,83,17,5,5,20,2,0,0,5,1,3,2,500,0,29,529,744,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,961,C,1,0,C01,0,163,65,11,76,1,7,56,92,10,9,3,13,4,0,0,10,0,0,1,521,1,15,537,744,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,961,C,2,0,C02,0,137,44,14,85,3,4,46,120,11,6,6,13,2,1,0,2,3,2,1,500,1,20,521,744,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,961,C,3,0,C03,0,144,32,13,85,10,6,53,97,10,2,3,15,2,0,0,10,0,1,0,483,0,15,498,744,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,961,C,4,0,C04,0,138,47,10,82,4,10,48,108,12,2,4,12,0,0,0,12,1,3,1,494,0,16,510,744,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,961,C,5,0,C05,0,130,40,3,94,11,7,47,101,11,1,5,20,3,0,0,6,2,3,0,484,0,22,506,744,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,962,B,1,0,B,0,38,15,12,132,6,3,22,86,5,2,25,2,2,0,0,8,1,2,0,361,0,12,373,576,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,962,C,1,0,C01,0,30,14,4,120,7,2,15,78,5,0,16,5,1,0,0,7,2,1,1,308,0,9,317,575,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,963,B,1,0,B,0,25,18,4,117,2,7,24,78,4,2,17,5,0,0,0,3,12,0,0,318,0,0,318,578,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,963,C,1,0,C01,0,24,7,2,132,8,1,14,61,1,4,9,2,1,0,0,13,0,8,0,287,0,16,303,577,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,964,B,1,0,B,0,17,11,1,127,2,2,18,56,2,0,12,1,0,0,0,6,2,3,0,260,0,9,269,502,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,964,C,1,0,C01,0,18,8,2,135,9,0,13,61,2,0,8,5,1,0,0,9,2,3,0,276,0,8,284,502,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,965,B,1,0,B,0,21,22,9,132,8,11,21,86,5,3,21,4,0,0,0,19,3,3,0,368,0,2,370,737,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,965,C,1,0,C01,0,35,27,3,136,12,3,38,67,7,0,20,7,3,0,0,11,0,8,0,377,1,15,393,737,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,965,C,2,0,C02,0,17,16,5,127,7,2,29,87,2,1,18,7,2,0,0,17,3,1,3,344,0,15,359,737,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,965,C,3,0,C03,0,34,10,5,118,11,4,31,79,5,3,26,8,0,0,0,7,1,1,0,343,0,15,358,737,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,965,C,4,0,C04,0,30,15,2,124,6,4,33,94,2,3,16,4,2,0,0,14,1,3,2,355,0,9,364,737,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,965,C,5,0,C05,0,28,15,7,155,8,3,32,23,7,2,18,9,0,0,0,17,1,8,1,334,0,13,347,736,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,965,C,6,0,C06,0,37,16,3,138,8,7,24,79,5,4,21,3,0,2,0,15,2,2,0,366,1,16,383,736,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,965,C,7,0,C07,0,26,16,5,118,4,1,29,85,3,1,24,2,0,0,0,9,0,1,0,324,1,12,337,736,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,965,C,8,0,C08,0,25,13,9,117,3,3,27,90,2,5,15,5,1,1,0,5,1,8,1,331,1,21,353,736,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,965,C,9,0,C09,0,27,8,6,143,6,4,24,86,3,1,15,4,0,0,0,9,0,5,0,341,0,7,348,736,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,965,C,10,0,C10,0,20,17,3,131,8,6,29,81,8,5,19,3,1,0,0,12,1,5,1,350,1,14,365,736,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,965,C,11,0,C11,0,21,17,9,128,7,3,21,100,5,2,13,4,0,1,0,11,1,10,1,354,0,7,361,736,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,965,C,12,0,C12,0,39,8,3,109,4,4,34,82,8,2,16,4,0,0,0,11,1,6,1,332,0,13,345,736,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,965,C,13,0,C13,0,36,18,6,143,6,4,25,74,7,1,18,14,0,0,0,8,0,1,0,361,0,11,372,736,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,966,B,1,0,B,0,27,19,10,128,6,2,19,99,2,5,13,4,1,0,0,18,3,5,0,361,0,4,365,669,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,966,C,1,0,C01,0,39,14,9,126,8,6,24,84,8,1,24,5,1,0,0,14,2,2,1,368,2,10,380,668,ACTA CASILLA,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,968,B,1,0,B,0,72,24,2,85,6,4,22,95,2,1,19,10,3,0,0,12,2,1,0,360,0,11,371,527,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,6,SAN LUIS POTOSI,28,SAN LUIS POTOSI,968,C,1,0,C01,0,53,17,1,79,11,2,25,86,7,3,11,6,3,0,0,8,0,5,0,317,0,10,327,526,GRUPO DE RECUENTO,,,
2,24,SAN LUIS POTOSI,7,SAN LUIS POTOSI,28,SAN LUIS POTOSI,969,B,1,0,B,0,98,47,7,81,8,7,30,84,10,10,2,14,3,0,0,14,0,1,1,417,0,29,446,633,GRUPO DE RECUENTO,,,
