CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,CP,MC,MORENA,NASLP,ML,PES,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,393,1,1,9,10,1,15,3,1,2,10,4,0,5,0,0,0,0,0,0,0,0,60,0,4,64,144
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,394,1,1,22,44,2,186,6,0,10,17,8,1,65,2,2,0,0,8,5,8,0,386,0,36,422,677
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,395,1,1,26,13,1,69,2,1,1,6,3,1,17,3,1,0,0,3,0,4,0,151,0,12,163,214
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,396,3,3,58,104,5,377,30,10,38,44,14,4,58,5,3,2,0,13,14,7,1,787,0,45,832,1285
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,397,1,1,19,27,2,94,7,0,18,6,4,0,13,3,1,2,0,2,4,0,0,202,0,23,225,343
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,398,1,1,28,26,3,47,2,3,10,17,9,0,50,0,3,0,0,0,1,0,0,199,0,13,212,309
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,399,1,1,30,11,1,39,3,0,1,5,4,0,7,1,1,1,0,3,3,0,0,110,0,10,120,157
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,400,1,1,5,20,1,37,0,1,8,5,10,0,1,2,0,0,0,1,1,0,0,92,0,1,93,132
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,401,2,2,26,45,2,97,4,3,12,30,23,1,35,1,3,0,0,4,6,4,0,296,0,17,313,521
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,402,2,2,44,91,5,183,5,3,10,35,26,3,60,10,4,0,0,7,1,7,2,496,0,54,550,896
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,403,1,1,22,37,1,246,10,2,7,37,11,3,42,1,2,0,0,9,3,4,1,438,0,25,463,695
2,24,SAN LUIS POTOSI,1,MATEHUALA,15,CHARCAS,404,1,1,20,44,3,50,8,2,11,27,26,0,15,3,2,1,0,2,1,2,0,217,0,29,246,473
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,405,2,2,135,3,30,68,7,274,3,54,7,2,5,0,0,2,0,4,0,1,0,595,0,37,632,978
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,406,2,2,89,6,42,129,13,51,9,130,17,0,11,7,1,0,0,13,1,12,0,531,0,33,564,960
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,407,3,3,129,9,113,197,14,65,12,147,21,2,22,5,0,3,7,3,3,6,1,759,0,34,793,1894
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,408,2,2,64,3,67,146,6,49,11,128,26,2,4,2,0,0,0,5,2,11,0,526,0,29,555,859
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,409,3,3,164,14,143,180,15,57,21,211,44,7,27,9,0,2,0,15,3,7,1,920,0,37,957,1504
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,410,3,3,278,28,114,346,27,74,25,338,33,6,21,11,0,0,0,24,2,11,3,1341,0,41,1382,2136
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,411,2,2,113,12,77,124,10,97,13,77,25,4,31,1,0,0,1,4,2,3,0,594,0,0,594,884
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,412,2,2,115,7,94,119,20,52,10,140,32,4,31,5,0,1,0,10,4,5,1,650,0,28,678,981
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,413,1,1,101,9,26,103,9,26,7,121,23,1,33,0,0,0,0,0,0,0,0,459,0,14,473,659
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,414,1,1,135,18,79,89,17,10,10,89,26,4,14,3,1,0,0,3,1,2,0,501,0,12,513,691
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,415,2,2,82,15,78,142,6,48,14,174,21,4,33,11,1,2,0,7,3,8,1,650,0,18,668,935
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,416,1,1,89,5,51,103,7,16,13,128,16,7,31,4,2,0,0,9,2,5,0,488,0,18,506,743
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,417,2,2,98,11,71,88,11,21,6,118,6,2,25,2,0,0,0,15,0,3,3,480,0,23,503,798
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,418,2,2,150,11,68,202,16,52,22,190,17,5,43,7,0,1,0,21,2,20,0,827,0,36,863,1305
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,419,2,2,116,7,44,185,14,64,12,137,29,0,13,1,0,1,0,5,2,2,1,633,0,22,655,944
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,420,1,1,27,0,15,26,4,10,4,29,11,0,2,4,0,0,0,1,0,2,0,135,0,4,139,172
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,421,1,1,87,17,73,98,6,27,5,131,15,3,27,4,0,3,0,3,1,6,0,506,0,20,526,742
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,422,1,1,73,2,35,135,5,14,4,108,10,0,18,1,0,0,0,6,0,11,1,423,0,15,438,664
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,423,2,2,117,10,77,169,19,16,13,131,12,5,33,7,1,1,0,11,0,1,0,623,0,31,654,923
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,424,3,3,276,19,59,145,33,2,23,139,36,18,129,2,5,2,0,5,2,5,1,901,0,93,994,1660
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,425,3,3,259,10,132,81,28,2,27,233,35,21,53,1,1,2,1,12,2,3,2,905,0,77,982,1693
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,426,2,2,193,14,100,89,29,4,25,179,80,21,68,3,2,1,0,4,3,1,2,818,0,65,883,1379
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,427,3,3,178,12,47,94,77,4,77,127,34,13,31,6,0,0,0,9,7,2,0,718,0,42,760,1507
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,428,1,1,63,4,28,41,1,8,20,27,3,1,31,0,0,1,0,1,0,0,0,229,0,13,242,381
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,429,1,1,81,1,19,22,3,2,4,32,5,28,2,1,0,4,0,3,1,2,0,210,0,30,240,415
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,430,3,3,141,11,142,111,27,2,19,184,14,8,154,5,2,1,0,4,1,5,3,834,1,68,903,1624
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,431,2,2,60,6,124,87,6,4,4,115,16,2,80,0,0,1,0,5,0,5,0,515,0,44,559,1051
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,432,1,1,17,2,11,11,2,0,1,46,0,1,11,0,0,0,0,1,0,1,0,104,0,4,108,170
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,433,2,2,49,11,53,161,24,4,12,226,4,5,27,3,2,2,0,11,4,9,1,608,0,51,659,1256
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,434,1,1,58,11,23,49,11,0,3,68,2,2,60,1,0,0,0,6,1,2,2,299,0,24,323,627
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,435,1,1,68,5,24,37,10,0,1,35,3,0,54,1,0,2,0,5,3,2,0,250,0,25,275,428
2,24,SAN LUIS POTOSI,14,TAMUIN,16,EBANO,436,1,1,24,5,35,20,6,1,3,16,4,26,6,0,1,0,0,3,1,0,1,152,0,23,175,260
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,437,1,1,23,63,2,155,4,0,7,38,7,2,2,2,2,0,0,4,1,4,0,316,0,38,354,552
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,438,1,1,6,18,1,69,1,2,7,15,2,2,2,3,0,0,0,2,0,2,1,133,0,12,145,219
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,439,2,2,25,76,3,104,0,6,8,38,19,1,0,7,2,0,0,6,1,0,0,296,0,30,326,521
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,440,1,1,3,62,1,172,6,2,0,18,2,0,0,0,4,0,0,5,2,2,0,279,0,22,301,474
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,441,2,2,24,181,6,408,8,2,1,22,4,0,0,18,6,1,1,9,5,12,1,709,0,44,753,1223
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,442,1,1,6,52,1,90,0,0,1,2,0,0,0,6,3,0,0,3,2,1,0,167,0,5,172,248
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,443,2,2,12,140,3,337,3,2,8,45,2,0,1,17,2,1,0,8,2,2,0,585,0,27,612,947
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,444,1,1,1,35,0,64,0,1,0,4,4,0,1,1,3,2,0,1,0,1,0,118,0,6,124,155
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,445,1,1,50,50,50,212,212,3,2,0,0,0,1,0,0,0,0,212,212,212,0,1216,0,212,1428,482
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,446,2,2,37,87,6,265,1,2,3,46,4,0,0,8,1,0,0,8,7,3,2,480,0,31,511,878
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,447,3,3,34,167,10,195,91,15,13,59,43,11,0,10,10,1,2,15,6,8,0,690,0,95,785,2061
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,448,1,1,22,134,3,252,5,3,4,30,4,0,0,18,2,0,1,22,7,4,0,511,0,44,555,717
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,449,1,1,19,71,0,310,1,1,2,14,0,1,0,8,2,1,1,8,4,4,0,447,0,30,477,714
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,450,2,2,14,114,3,300,0,3,4,48,0,0,0,13,3,2,1,2,3,6,0,516,1,24,541,772
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,451,4,4,84,231,15,620,6,9,9,155,14,3,0,27,10,1,1,20,2,16,1,1224,0,106,1330,2249
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,452,1,1,4,28,2,112,1,1,3,14,4,0,0,7,0,0,2,3,4,3,0,188,0,20,208,348
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,453,1,1,2,2,1,70,0,0,0,9,0,0,0,7,0,0,0,0,1,1,0,93,0,12,105,158
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,454,2,2,3,29,1,500,1,1,1,10,0,0,0,0,0,0,1,9,5,1,0,562,0,27,589,805
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,455,1,1,7,13,0,41,1,0,1,5,0,0,0,0,0,0,0,1,1,1,0,71,0,4,75,113
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,457,1,1,23,43,2,9,7,0,3,25,5,1,1,13,1,0,0,4,0,2,0,139,0,13,152,482
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,458,2,2,43,42,1,339,2,2,3,35,8,1,3,6,0,0,0,11,0,0,0,496,0,20,516,785
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,459,1,1,2,23,0,43,3,0,2,5,0,1,0,3,1,0,0,1,1,0,0,85,0,5,90,133
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,461,1,1,5,29,1,109,1,1,0,5,0,0,0,1,0,0,0,0,3,1,0,156,0,22,178,293
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,462,1,1,16,78,3,239,1,4,3,36,3,1,0,6,0,0,0,18,0,0,0,408,0,34,442,719
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,463,1,1,28,128,5,231,2,4,2,9,1,0,29,0,0,0,0,7,0,0,0,446,0,44,490,687
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,464,1,1,22,52,6,185,7,1,4,60,14,0,0,9,0,0,0,20,0,0,0,380,0,15,395,604
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,465,2,2,10,61,3,208,6,3,3,54,5,0,0,1,1,0,0,3,3,6,1,368,0,41,409,782
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,466,2,2,18,177,1,314,6,4,3,31,8,1,0,21,4,0,2,11,5,2,0,608,0,33,641,1054
2,24,SAN LUIS POTOSI,3,SANTA MARIA DEL RIO,17,GUADALCAZAR,467,1,1,2,21,0,54,0,0,1,21,0,0,0,3,0,0,0,1,0,0,0,103,0,14,117,212
2,24,SAN LUIS POTOSI,12,CARDENAS,18,HUEHUETLAN,468,1,1,11,31,4,40,3,7,11,109,5,70,3,0,2,0,0,2,0,4,1,303,0,45,348,462
2,24,SAN LUIS POTOSI,12,CARDENAS,18,HUEHUETLAN,469,1,1,15,43,7,50,8,10,10,207,5,22,6,4,0,1,1,2,1,2,4,398,0,62,460,635
2,24,SAN LUIS POTOSI,12,CARDENAS,18,HUEHUETLAN,470,2,2,35,151,15,26,13,12,5,197,6,23,5,23,8,0,1,3,1,0,1,525,0,64,589,865
2,24,SAN LUIS POTOSI,12,CARDENAS,18,HUEHUETLAN,471,1,1,8,51,8,60,13,12,5,156,4,81,10,2,4,1,3,1,0,5,0,424,0,74,498,651
2,24,SAN LUIS POTOSI,12,CARDENAS,18,HUEHUETLAN,472,2,2,30,81,14,177,32,22,23,356,15,105,8,2,1,0,0,5,3,2,1,877,1,118,996,1246
2,24,SAN LUIS POTOSI,12,CARDENAS,18,HUEHUETLAN,473,2,2,17,77,10,99,25,20,12,260,9,90,9,3,1,0,0,2,4,8,2,648,2,76,726,924
2,24,SAN LUIS POTOSI,12,CARDENAS,18,HUEHUETLAN,474,3,3,29,135,13,212,31,14,20,529,14,234,11,3,1,2,1,9,5,6,5,1274,1,138,1413,1794
2,24,SAN LUIS POTOSI,12,CARDENAS,18,HUEHUETLAN,475,3,3,83,158,14,150,64,19,34,516,12,164,13,9,7,0,0,8,4,3,6,1264,1,136,1401,1901
2,24,SAN LUIS POTOSI,12,CARDENAS,18,HUEHUETLAN,476,2,2,23,103,17,114,22,13,25,328,15,55,6,4,1,2,0,11,1,5,2,747,0,117,864,1283
2,24,SAN LUIS POTOSI,12,CARDENAS,18,HUEHUETLAN,477,4,5,61,162,19,169,30,26,49,590,54,112,31,11,2,0,0,7,0,8,3,1334,2,132,1468,2078
2,24,SAN LUIS POTOSI,11,RIOVERDE,19,LAGUNILLAS,478,1,1,17,5,2,11,5,3,22,22,1,7,1,1,0,0,0,1,0,0,0,98,0,14,112,181
2,24,SAN LUIS POTOSI,11,RIOVERDE,19,LAGUNILLAS,479,1,1,5,4,2,49,8,2,30,51,3,0,0,0,0,0,0,2,1,1,2,160,0,37,197,272
2,24,SAN LUIS POTOSI,11,RIOVERDE,19,LAGUNILLAS,480,1,1,10,2,0,11,3,2,22,22,0,9,0,0,1,1,0,3,2,0,2,90,0,9,99,125
2,24,SAN LUIS POTOSI,11,RIOVERDE,19,LAGUNILLAS,481,1,1,14,12,3,82,6,2,97,85,2,16,1,3,0,0,0,0,0,3,6,332,0,41,373,614
2,24,SAN LUIS POTOSI,11,RIOVERDE,19,LAGUNILLAS,482,2,2,23,14,5,81,10,7,234,116,12,41,1,1,0,0,0,4,3,1,1,554,0,100,654,1020
2,24,SAN LUIS POTOSI,11,RIOVERDE,19,LAGUNILLAS,483,1,1,4,3,1,49,7,6,43,77,2,6,3,0,0,0,0,1,1,2,2,207,0,14,221,359
2,24,SAN LUIS POTOSI,11,RIOVERDE,19,LAGUNILLAS,485,2,2,34,22,3,121,19,5,161,220,9,53,3,3,0,0,0,2,4,3,1,663,0,98,761,1011
2,24,SAN LUIS POTOSI,11,RIOVERDE,19,LAGUNILLAS,486,1,1,11,5,0,72,19,3,52,79,5,14,4,0,0,0,0,6,2,6,1,279,0,46,325,474
2,24,SAN LUIS POTOSI,11,RIOVERDE,19,LAGUNILLAS,487,1,1,2,6,1,72,6,1,8,41,5,16,1,0,0,0,0,0,5,0,0,164,0,26,190,290
2,24,SAN LUIS POTOSI,11,RIOVERDE,19,LAGUNILLAS,488,1,1,5,8,0,40,3,3,47,54,0,4,0,0,0,0,0,1,1,1,0,167,0,26,193,308
2,24,SAN LUIS POTOSI,11,RIOVERDE,19,LAGUNILLAS,489,1,1,4,4,0,28,3,0,30,36,1,9,1,0,0,0,0,1,0,2,2,121,0,11,132,203
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,490,2,2,223,73,13,145,27,8,58,103,96,4,23,27,4,2,1,18,9,5,7,846,1,33,880,1489
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,491,2,2,67,35,9,75,13,30,19,37,37,4,14,4,3,0,0,5,1,1,1,355,0,31,386,850
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,492,1,1,96,20,8,20,2,2,4,7,14,1,0,8,1,0,0,1,0,0,0,184,0,6,190,268
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,493,2,2,234,53,11,141,28,15,53,104,114,12,23,26,6,0,0,15,3,1,1,840,4,38,882,1434
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,494,2,2,212,52,12,107,23,3,37,74,147,9,13,10,2,2,1,7,2,3,1,717,1,40,758,1189
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,495,2,2,197,65,9,52,12,4,44,71,98,5,22,21,6,1,0,10,1,2,1,621,2,34,657,1023
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,496,5,5,385,117,31,250,47,20,133,170,352,15,53,33,7,3,0,18,6,9,6,1655,0,82,1737,3103
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,497,3,3,151,45,6,148,25,11,53,91,96,6,26,13,4,1,0,23,5,5,1,710,2,27,739,1564
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,498,2,2,167,58,19,110,20,13,36,102,80,11,17,10,6,2,0,14,3,3,3,674,0,24,698,1379
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,499,1,1,81,23,10,52,9,4,23,37,77,4,9,16,13,1,0,5,5,4,1,374,1,20,395,687
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,500,4,4,234,58,23,226,39,13,63,132,209,16,26,21,5,3,0,21,10,9,5,1113,0,50,1163,2314
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,501,3,3,226,56,27,140,20,11,49,102,136,15,27,35,5,3,0,24,5,5,2,888,0,41,929,1655
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,502,5,5,407,87,29,347,51,21,149,248,238,23,54,38,10,1,10,33,9,10,5,1770,2,115,1887,3661
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,503,4,4,263,81,23,262,52,17,69,146,186,20,28,32,7,3,2,35,13,10,5,1254,2,73,1329,2524
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,504,3,3,218,50,14,94,26,14,52,106,123,13,27,21,3,1,1,27,3,7,4,804,0,43,847,1503
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,505,2,2,184,77,15,81,21,6,55,91,95,8,14,22,6,0,0,14,1,4,3,697,0,33,730,1214
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,506,2,2,189,49,10,49,12,8,25,57,91,10,9,18,1,1,4,11,1,4,1,550,0,22,572,964
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,507,2,2,215,85,9,59,18,7,29,53,68,5,8,29,6,0,0,15,3,4,2,615,0,24,639,1130
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,508,2,2,116,54,7,115,27,7,39,80,108,8,15,15,3,0,0,19,2,10,0,625,0,45,670,1386
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,509,3,3,211,59,20,194,58,8,41,120,143,3,21,18,11,0,0,42,19,12,4,984,0,60,1044,2160
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,510,3,3,171,36,13,159,27,19,49,71,98,11,18,15,5,3,0,26,3,6,3,733,0,52,785,1594
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,511,2,2,187,76,14,62,19,6,39,56,113,8,16,19,9,0,0,7,0,3,1,635,0,30,665,1148
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,512,2,2,134,44,9,74,12,5,36,72,70,6,15,21,2,0,0,17,3,4,2,526,0,23,549,945
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,513,3,3,263,86,28,181,39,21,75,139,181,12,27,43,15,4,0,37,2,9,6,1168,1,51,1220,2108
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,514,3,3,189,56,13,182,14,19,51,80,101,11,22,16,10,3,0,16,8,6,4,801,1,48,850,1633
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,515,4,4,350,106,30,184,38,24,105,149,278,16,36,31,8,1,2,31,6,8,2,1405,0,67,1472,2545
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,516,2,2,125,52,11,57,5,10,33,35,66,3,14,21,6,2,0,11,1,0,2,454,1,14,469,795
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,517,2,2,182,92,20,83,13,10,26,59,92,7,16,17,7,1,1,9,3,1,0,639,0,19,658,1130
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,518,5,5,397,158,40,323,33,23,79,201,391,25,40,44,6,0,2,45,13,11,6,1837,0,118,1955,3623
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,519,2,2,129,52,7,57,14,4,22,36,75,1,6,11,6,0,1,8,3,4,0,436,0,24,460,808
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,520,3,4,257,95,21,102,34,21,53,134,138,18,31,38,8,2,0,20,1,5,6,984,0,45,1029,903
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,521,4,4,345,98,24,244,42,60,101,105,232,14,33,40,15,2,0,28,7,10,4,1404,2,82,1488,2716
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,522,2,2,122,29,6,115,11,6,28,52,50,1,11,18,0,2,0,10,2,3,2,468,0,27,495,984
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,523,2,2,134,43,8,74,13,3,28,57,69,5,9,14,2,1,0,8,5,4,4,481,1,13,495,966
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,524,2,2,129,67,9,67,11,4,71,70,43,9,15,18,2,2,0,12,9,3,1,542,0,21,563,1101
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,525,4,5,287,112,17,136,33,8,49,108,170,8,28,27,8,3,0,13,6,6,2,1021,0,62,1083,1584
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,526,3,3,228,62,65,97,25,27,58,99,74,24,19,16,9,6,3,65,9,10,4,900,0,59,959,2002
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,527,5,5,382,121,33,336,44,16,97,177,221,14,28,39,8,5,0,50,15,12,3,1601,0,106,1707,3433
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,528,1,1,33,8,4,33,8,1,5,21,8,0,6,2,0,0,0,2,2,8,0,141,0,13,154,329
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,529,1,1,52,13,5,67,4,1,4,25,4,3,5,5,1,0,0,2,2,1,0,194,0,7,201,427
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,530,1,1,37,22,2,29,10,2,5,22,12,3,3,2,3,0,0,8,1,1,0,162,0,8,170,277
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,531,2,2,143,41,11,129,22,2,29,72,77,1,13,10,5,1,1,17,4,5,3,586,0,33,619,1351
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,532,2,2,64,37,7,198,12,2,13,51,38,2,11,12,5,0,0,14,9,8,3,486,0,22,508,1005
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,533,2,2,230,52,7,101,27,7,36,80,91,7,27,18,8,0,1,14,2,6,2,716,2,36,754,1358
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,534,1,1,42,14,2,56,5,2,16,19,2,0,3,5,3,0,0,1,0,1,0,171,0,14,185,308
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,536,3,3,170,70,9,198,32,11,35,109,110,5,25,18,7,3,0,32,5,15,4,858,0,76,934,2071
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,537,1,1,72,13,5,32,11,5,20,41,38,4,7,10,2,0,0,8,1,1,1,271,0,14,285,117
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,538,1,1,27,18,3,21,6,1,5,8,6,1,3,2,0,0,0,1,0,0,0,102,0,3,105,179
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,539,3,3,150,43,12,160,28,11,25,91,67,6,13,6,4,0,0,26,5,4,4,655,0,38,693,1329
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,540,1,1,72,31,5,93,16,9,12,25,29,1,9,17,3,0,1,5,1,2,1,332,1,23,356,595
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,541,2,2,106,31,6,123,10,8,16,48,60,4,9,19,6,3,0,10,4,1,0,464,0,40,504,1000
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,542,1,1,23,14,2,23,4,1,5,23,5,1,2,1,3,1,0,2,0,3,1,114,0,8,122,223
2,24,SAN LUIS POTOSI,1,MATEHUALA,20,MATEHUALA,543,1,1,24,18,0,18,3,0,1,7,3,0,1,3,1,0,0,1,1,1,1,83,0,6,89,175
