CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PT,PVEM,MC,MORENA,CAND_IND1,PAN_PRI,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,588,B,1,0,B,0,50,8,3,12,9,35,131,0,1,3,0,0,7,259,0,9,268,500,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,588,C,1,0,C01,0,48,12,3,5,5,30,126,0,1,8,0,2,2,242,1,6,249,499,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,589,B,1,0,B,0,34,15,3,11,9,43,168,0,2,6,4,1,0,296,1,7,304,635,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,589,C,1,0,C01,0,51,14,3,2,10,39,187,0,6,10,0,1,2,325,3,9,337,635,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,590,B,1,0,B,0,34,8,2,4,8,57,186,0,2,4,0,1,0,306,0,4,310,581,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,590,C,1,0,C01,0,28,13,0,4,12,32,172,0,3,5,0,0,2,271,1,6,278,581,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,590,C,2,0,C02,0,28,7,5,6,12,46,196,0,2,2,0,2,0,306,1,2,309,581,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,590,C,3,0,C03,0,47,15,3,2,22,36,178,0,0,7,0,3,1,314,1,13,328,580,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,591,B,1,0,B,0,63,22,1,8,9,36,129,0,2,3,0,3,0,276,0,7,283,561,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,591,C,1,0,C01,0,54,14,1,6,8,44,146,0,2,1,1,1,1,279,0,5,284,560,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,591,SMR,1,0,SMR01,0,5,1,0,1,2,3,22,0,0,0,0,0,0,34,0,1,35,0,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,591,SRP,1,0,SRP01,0,90,26,3,11,19,43,219,0,0,0,0,0,0,411,1,13,425,0,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,592,B,1,0,B,0,65,13,1,7,17,61,169,0,1,7,0,1,0,342,0,14,356,643,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,592,C,1,0,C01,0,56,22,5,9,11,41,188,0,0,8,1,3,0,344,1,10,355,642,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,593,B,1,0,B,0,17,5,0,4,8,25,124,0,0,5,0,2,0,190,1,5,196,382,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,593,C,1,0,C01,0,25,7,3,11,5,18,112,0,2,6,0,0,0,189,0,8,197,382,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,594,B,1,0,B,0,26,10,2,10,10,34,185,0,1,6,1,0,1,286,1,9,296,628,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,594,C,1,0,C01,0,35,8,0,2,7,34,192,0,3,7,0,0,2,290,3,15,308,628,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,595,B,1,0,B,0,33,10,0,3,7,24,103,0,0,0,0,0,0,180,0,15,195,385,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,596,B,1,0,B,0,105,19,2,6,14,47,124,0,5,13,0,2,1,338,1,8,347,609,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,596,C,1,0,C01,0,93,20,1,7,11,50,136,0,4,7,0,1,0,330,0,12,342,609,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,597,B,1,0,B,0,71,22,3,5,13,47,172,0,4,5,1,2,1,346,0,12,358,642,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,598,B,1,0,B,0,79,27,2,10,8,38,114,0,1,6,0,1,2,288,1,11,300,586,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,599,B,1,0,B,0,91,20,0,1,4,39,113,0,4,5,0,0,2,279,0,8,287,539,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,602,B,1,0,B,0,78,19,2,4,12,37,100,0,2,6,0,0,1,261,0,6,267,504,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,602,C,1,0,C01,0,75,20,1,7,12,23,101,0,3,4,1,1,0,248,0,5,253,503,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,603,B,1,0,B,0,88,15,3,5,11,38,162,0,2,5,0,3,4,336,1,1,338,712,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,604,B,1,0,B,0,35,4,2,8,8,31,130,0,3,3,0,2,4,230,2,9,241,505,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,604,C,1,0,C01,0,41,13,0,2,8,43,135,0,1,4,0,0,3,250,3,11,264,505,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,605,B,1,0,B,0,36,12,1,2,8,36,165,0,0,4,1,2,1,268,1,14,283,546,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,605,C,1,0,C01,0,51,6,0,12,10,35,153,0,0,5,1,1,5,279,0,5,284,546,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,606,B,1,0,B,0,24,10,2,2,8,18,145,0,3,3,0,1,1,217,0,10,227,444,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,606,C,1,0,C01,0,36,8,0,6,7,39,122,0,2,4,0,1,1,226,0,4,230,444,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,607,B,1,0,B,0,28,3,2,5,7,21,131,0,2,5,0,0,2,206,0,3,209,484,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,607,C,1,0,C01,0,26,10,1,4,13,24,137,0,0,6,1,1,1,224,2,7,233,483,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,608,B,1,0,B,0,50,17,4,4,7,30,168,0,0,4,1,0,3,288,0,6,294,579,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,608,C,1,0,C01,0,30,13,1,7,10,32,167,0,4,5,0,0,0,269,2,9,280,578,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,609,B,1,0,B,0,42,11,3,6,6,39,196,0,0,3,0,0,3,309,1,0,310,652,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,609,C,1,0,C01,0,57,5,1,3,14,25,197,0,1,10,0,0,0,313,3,6,322,652,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,609,C,2,0,C02,0,44,10,3,9,3,43,204,0,1,5,0,0,1,323,1,3,327,652,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,609,C,3,0,C03,0,34,12,1,14,7,28,182,0,0,6,0,1,4,289,5,14,308,652,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,609,C,4,0,C04,0,41,6,1,10,6,39,184,0,2,4,0,0,2,295,5,5,305,651,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,609,C,5,0,C05,0,45,9,0,5,8,31,167,0,0,3,0,0,2,270,6,8,284,651,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,610,B,1,0,B,0,39,18,1,8,5,56,187,0,3,6,0,1,0,324,2,13,339,664,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,610,C,1,0,C01,0,38,9,2,12,17,64,191,0,0,4,0,0,3,340,0,10,350,664,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,610,C,2,0,C02,0,41,9,3,14,12,53,203,0,0,3,1,1,3,343,1,17,361,664,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,610,C,3,0,C03,0,34,11,1,9,9,47,182,0,3,8,1,0,4,309,3,13,325,663,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,610,C,4,0,C04,0,40,15,0,10,12,47,210,0,2,9,1,0,0,346,2,14,362,663,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,611,B,1,0,B,0,29,3,0,6,3,31,153,0,3,0,2,0,4,234,1,9,244,507,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,611,C,1,0,C01,0,26,4,1,7,5,27,195,0,1,3,0,0,1,270,0,11,281,506,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,612,B,1,0,B,0,59,3,1,5,8,38,93,0,1,4,1,1,0,214,0,14,228,388,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,612,C,1,0,C01,0,51,7,2,6,4,12,115,0,2,3,0,0,0,202,1,3,206,388,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,621,B,1,0,B,0,35,13,2,6,15,40,165,0,3,6,1,0,1,287,0,7,294,548,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,621,C,1,0,C01,0,36,6,2,7,5,32,168,0,2,4,0,0,4,266,0,7,273,548,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,622,B,1,0,B,0,21,8,1,9,9,25,121,0,3,5,0,1,2,205,1,8,214,420,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,622,C,1,0,C01,0,20,6,1,7,6,21,126,0,2,8,0,1,1,199,0,9,208,420,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,623,B,1,0,B,0,59,20,3,9,12,34,171,0,3,9,0,1,4,325,1,8,334,642,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,623,C,1,0,C01,0,50,11,2,7,9,45,178,0,2,2,0,0,4,310,0,12,322,642,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,624,B,1,0,B,0,27,8,1,0,21,37,162,0,2,7,2,4,0,271,0,12,283,623,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,624,C,1,0,C01,0,27,13,0,6,18,34,174,0,3,9,3,1,3,291,1,10,302,622,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,631,B,1,0,B,0,27,6,2,9,15,34,161,0,2,8,1,1,2,268,2,9,279,541,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,631,C,1,0,C01,0,24,6,1,3,7,41,158,0,0,4,2,1,3,250,0,10,260,541,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,632,B,1,0,B,0,25,3,1,4,12,16,154,0,1,5,1,1,3,226,0,9,235,489,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,632,C,1,0,C01,0,21,9,2,7,6,25,150,0,1,6,3,0,1,231,1,6,238,489,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,633,B,1,0,B,0,28,8,0,10,16,24,175,0,1,8,1,0,3,274,0,13,287,560,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,633,C,1,0,C01,0,26,8,1,8,14,41,167,0,0,6,0,0,8,279,0,15,294,560,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,634,B,1,0,B,0,28,4,1,9,14,39,243,0,1,3,0,1,2,345,3,12,360,667,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,634,C,1,0,C01,0,49,4,1,6,10,32,212,0,1,5,0,0,2,322,0,13,335,666,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,634,C,2,0,C02,0,30,5,0,3,7,51,211,0,1,4,0,0,0,312,0,14,326,666,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,634,C,3,0,C03,0,23,7,0,6,21,38,200,0,0,5,2,2,0,304,0,8,312,666,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,634,C,4,0,C04,0,27,15,0,8,11,34,208,0,0,0,0,0,5,308,0,8,316,666,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,634,C,5,0,C05,0,27,8,1,13,14,48,195,0,1,6,2,1,3,319,1,9,329,666,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,634,C,6,0,C06,0,35,1,1,13,10,43,227,0,0,4,0,1,0,335,5,9,349,666,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,635,B,1,0,B,0,24,15,0,13,9,34,225,0,1,3,1,1,1,327,1,7,335,647,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,635,C,1,0,C01,0,23,8,2,10,6,31,237,0,3,7,0,1,1,329,3,6,338,647,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,635,C,2,0,C02,0,31,10,1,11,15,25,229,0,0,0,0,0,0,322,1,17,340,646,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,636,B,1,0,B,0,29,6,0,9,11,22,147,0,0,11,2,1,4,242,0,7,249,507,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,636,C,1,0,C01,0,25,14,0,5,16,34,147,0,3,5,0,0,1,250,1,9,260,506,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,648,B,1,0,B,0,21,4,1,8,13,33,220,0,3,0,14,1,6,324,0,16,340,674,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,649,B,1,0,B,0,31,4,0,6,10,26,216,0,0,3,2,2,6,306,0,9,315,685,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,649,C,1,0,C01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,650,B,1,0,B,0,36,9,0,7,11,37,209,0,1,6,2,2,5,325,0,13,338,678,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,650,C,1,0,C01,0,29,14,3,8,16,38,215,0,1,11,0,3,2,340,1,6,347,678,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,651,B,1,0,B,0,31,8,1,9,5,42,284,0,6,8,0,5,3,402,0,9,411,728,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,651,C,1,0,C01,0,38,12,2,6,11,48,218,0,0,4,1,0,3,343,0,10,353,728,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,651,C,2,0,C02,0,39,9,2,6,13,49,222,0,2,6,1,0,1,350,0,8,358,728,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,651,C,3,0,C03,0,37,11,0,4,10,42,232,0,1,4,1,1,1,344,2,10,356,728,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,651,C,4,0,C04,0,42,3,6,10,5,43,236,0,3,4,0,0,0,352,3,6,361,728,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,651,C,5,0,C05,0,43,14,0,7,10,39,218,0,6,9,0,0,1,347,0,8,355,728,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,651,C,6,0,C06,0,32,12,1,8,13,47,222,0,0,0,0,0,7,342,0,9,351,728,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,651,C,7,0,C07,0,37,10,1,5,10,58,205,0,1,6,0,0,4,337,0,12,349,728,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,651,C,8,0,C08,0,34,7,1,6,6,52,190,0,3,14,1,1,4,319,1,7,327,728,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,651,C,9,0,C09,0,46,7,1,5,11,47,223,0,0,0,0,0,0,340,0,15,355,727,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,651,C,10,0,C10,0,33,15,1,8,14,51,224,0,1,8,0,1,0,356,0,6,362,727,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,651,C,11,0,C11,0,34,6,0,4,8,50,220,0,3,3,0,1,0,329,0,10,339,727,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,651,C,12,0,C12,0,52,6,2,6,12,39,195,0,3,6,0,2,3,326,0,11,337,727,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,651,C,13,0,C13,0,43,6,0,5,5,46,220,0,0,6,0,1,2,334,0,12,346,727,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,651,C,14,0,C14,0,28,9,0,4,14,44,194,0,1,6,1,0,2,303,1,10,314,727,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,652,B,1,0,B,0,27,7,3,8,6,27,175,0,2,9,0,2,4,270,1,9,280,558,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,652,C,1,0,C01,0,22,7,1,3,22,40,163,0,0,0,0,0,0,258,0,18,276,557,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,653,B,1,0,B,0,16,3,1,9,12,38,227,0,0,0,0,0,2,308,2,8,318,705,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,653,C,1,0,C01,0,22,8,2,9,18,35,203,0,1,10,1,1,1,311,0,11,322,705,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,653,C,2,0,C02,0,29,12,2,10,10,32,208,0,1,12,3,1,2,322,2,11,335,705,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,653,C,3,0,C03,0,26,11,0,7,9,32,205,0,2,5,1,1,2,301,1,7,309,705,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,653,C,4,0,C04,0,24,5,3,13,8,45,196,0,0,6,3,0,1,304,0,13,317,705,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,653,C,5,0,C05,0,22,5,1,8,5,41,210,0,2,4,2,2,6,308,0,13,321,705,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,653,C,6,0,C06,0,24,4,2,7,11,34,196,0,1,6,0,1,1,287,0,6,293,704,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,653,C,7,0,C07,0,21,1,1,10,11,41,202,0,0,3,2,2,2,296,0,8,304,704,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,653,C,8,0,C08,0,20,4,1,13,14,45,195,0,3,6,0,2,2,305,0,5,310,704,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,653,C,9,0,C09,0,27,6,0,2,6,33,215,0,1,7,1,0,2,300,0,10,310,704,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,663,B,1,0,B,0,38,5,1,10,9,42,222,0,1,6,0,1,4,339,2,8,349,668,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,663,C,1,0,C01,0,17,9,4,6,11,37,179,0,1,7,7,1,4,283,3,10,296,668,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,663,C,2,0,C02,0,48,11,0,4,10,41,203,0,0,9,0,0,5,331,0,17,348,667,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,664,B,1,0,B,0,39,9,0,11,13,28,178,0,3,10,0,0,8,299,5,12,316,632,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,664,C,1,0,C01,0,39,5,2,8,7,35,175,0,1,14,0,1,1,288,1,10,299,631,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,665,B,1,0,B,0,31,7,2,9,13,30,216,0,0,4,1,0,1,314,3,3,320,646,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,665,C,1,0,C01,0,28,9,1,9,11,31,188,0,1,9,0,1,0,288,0,8,296,646,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,665,C,2,0,C02,0,31,0,0,0,9,29,195,0,0,0,0,0,0,264,0,9,273,646,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,665,C,3,0,C03,0,33,4,2,7,9,38,193,0,1,8,0,1,0,296,3,7,306,645,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,665,C,4,0,C04,0,27,2,2,6,16,40,190,0,0,3,0,1,3,290,4,6,300,645,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,665,C,5,0,C05,0,17,4,3,6,10,28,182,0,0,9,0,1,5,265,1,8,274,645,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,665,C,6,0,C06,0,24,4,3,8,10,4,188,0,2,8,0,1,2,254,0,10,264,645,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,2049,B,1,0,B,0,85,26,1,6,10,73,161,0,5,7,0,0,4,378,0,8,386,695,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,2049,C,1,0,C01,0,88,27,2,8,12,69,176,0,6,6,0,0,0,394,0,4,398,694,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,2049,C,2,0,C02,0,96,18,1,9,13,68,156,0,0,6,1,1,1,370,0,6,376,694,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,2050,B,1,0,B,0,72,9,3,11,18,52,214,0,0,5,4,0,2,390,4,8,402,702,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,2050,C,1,0,C01,0,48,13,3,12,13,47,267,0,4,3,1,2,3,416,2,8,426,702,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,2050,C,2,0,C02,0,47,7,1,7,9,55,229,0,2,11,2,3,0,373,4,3,380,702,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,2056,B,1,0,B,0,78,24,4,10,11,50,171,0,5,7,0,1,0,361,1,3,365,698,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,2056,C,1,0,C01,0,85,17,4,8,11,47,142,0,2,2,1,1,1,321,1,9,331,697,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,2056,C,2,0,C02,0,90,22,2,8,7,48,161,0,1,1,1,0,2,343,0,18,361,697,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,2056,C,3,0,C03,0,76,27,1,9,11,57,154,0,2,3,0,3,0,343,0,7,350,697,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,2057,B,1,0,B,0,37,8,4,10,20,55,221,0,0,8,0,2,3,368,2,6,376,691,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,2057,C,1,0,C01,0,26,9,3,9,17,31,233,0,2,6,2,1,1,340,1,1,342,691,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,2057,C,2,0,C02,0,38,11,0,8,19,45,197,0,4,6,0,0,3,331,4,8,343,691,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,2057,C,3,0,C03,0,40,6,2,9,16,54,217,0,1,2,1,3,0,351,1,3,355,690,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,2058,B,1,0,B,0,31,9,1,13,15,46,205,0,0,3,1,3,1,328,2,12,342,641,COTEJO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,2058,C,1,0,C01,0,37,6,3,7,11,48,214,0,3,5,1,2,3,340,2,9,351,641,RECUENTO,,,
2,28,TAMAULIPAS,12,MATAMOROS,22,MATAMOROS,2058,C,2,0,C02,0,34,11,3,15,7,42,203,0,3,5,0,1,1,325,1,8,334,640,COTEJO,,,
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,1,B,1,0,B,0,20,97,4,16,20,2,152,0,6,7,3,1,2,330,0,7,337,467,COTEJO,,,
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,2,B,1,0,B,0,24,96,3,11,24,15,130,0,9,11,1,0,0,324,0,14,338,530,RECUENTO,,,
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,2,C,1,0,C01,0,17,113,1,14,26,15,127,0,8,13,1,2,2,339,0,9,348,529,COTEJO,,,
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,3,B,1,0,B,0,26,108,0,14,31,14,184,0,9,15,2,0,2,405,0,10,415,585,COTEJO,,,
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,4,B,1,0,B,0,14,82,1,14,23,6,141,0,5,12,0,2,3,303,0,17,320,473,COTEJO,,,
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,4,C,1,0,C01,0,18,116,2,11,18,10,121,0,2,9,1,1,5,314,0,11,325,473,COTEJO,,,
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,5,B,1,0,B,0,31,146,2,31,50,13,187,0,7,13,0,2,5,487,0,26,513,715,COTEJO,,,
2,28,TAMAULIPAS,13,SAN FERNANDO,1,ABASOLO,6,B,1,0,B,0,24,132,2,15,27,9,235,0,10,5,2,5,9,475,0,15,490,706,COTEJO,,,
