CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PT,PVEM,MC,MORENA,CAND_IND1,PAN_PRI,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,426,3,3,385,19,9,22,35,60,576,0,4,15,5,7,7,1144,0,37,1181,1943
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,427,3,3,319,20,7,19,18,35,398,0,3,9,4,1,6,839,0,29,868,1376
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,428,2,2,243,12,9,26,30,50,381,0,3,17,4,3,7,785,1,21,807,1393
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,429,5,5,765,21,32,49,64,119,1060,0,9,39,3,3,6,2170,0,38,2208,3556
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,430,2,2,211,12,10,15,17,40,417,0,4,9,2,1,3,741,0,25,766,1241
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,431,1,1,125,8,1,6,7,24,246,0,2,11,0,3,2,435,0,8,443,743
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,432,3,4,279,36,11,32,25,75,538,0,5,9,4,3,13,1030,0,36,1066,936
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,433,1,1,153,21,3,6,7,28,189,0,6,10,1,0,1,425,3,7,435,669
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,434,1,1,73,11,1,1,8,13,103,0,2,2,0,0,0,214,0,8,222,324
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,435,1,1,158,20,4,11,10,22,185,0,6,6,0,2,1,425,0,9,434,692
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,436,2,2,141,24,6,9,20,29,235,0,6,7,1,1,2,481,0,12,493,772
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,437,2,2,150,16,3,7,25,28,242,0,1,6,0,1,3,482,0,13,495,827
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,438,2,2,222,20,8,28,21,66,434,0,10,10,2,3,5,829,1,18,848,1304
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,439,2,2,129,11,5,12,22,37,292,0,4,14,0,2,2,530,0,12,542,835
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,440,2,2,274,20,11,29,14,44,337,0,5,7,1,2,5,749,0,18,767,1161
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,441,1,1,147,15,4,5,7,16,205,0,2,7,0,2,1,411,0,11,422,692
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,442,1,1,136,19,5,5,6,11,139,0,1,5,0,1,1,329,3,7,339,516
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,443,2,3,217,16,11,14,25,47,335,0,3,6,0,1,2,677,0,33,710,601
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,444,1,1,67,6,4,5,4,11,110,0,1,7,1,0,0,216,0,6,222,346
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,445,2,2,265,14,7,28,22,40,366,0,3,14,0,6,5,770,0,18,788,1179
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,446,1,1,158,8,1,10,16,19,236,0,1,0,0,0,0,449,0,13,462,712
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,447,2,2,149,4,4,12,23,30,275,0,4,11,0,1,2,515,0,9,524,788
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,448,3,3,499,20,10,27,47,75,562,0,10,26,0,5,7,1288,1,32,1321,2097
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,449,3,3,290,17,14,16,24,52,414,0,5,21,1,2,3,859,1,27,887,1574
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,450,2,2,180,12,7,30,21,49,359,0,4,15,0,6,4,687,0,19,706,1106
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,451,2,2,219,34,5,16,15,31,264,0,6,13,0,1,1,605,1,13,619,914
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,452,2,2,159,16,11,25,10,28,211,0,6,11,0,2,3,482,0,16,498,782
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,453,1,1,136,24,3,11,14,23,177,0,3,8,0,0,1,400,0,12,412,707
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,454,1,1,121,11,4,11,8,19,198,0,3,7,1,3,2,388,0,5,393,596
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,455,3,3,383,31,11,26,34,78,562,0,10,23,3,3,6,1170,0,33,1203,1799
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,456,2,2,161,17,5,16,13,46,293,0,3,15,1,2,1,573,0,12,585,889
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,457,2,2,165,19,7,11,17,41,233,0,3,7,0,1,0,504,0,8,512,820
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,458,3,3,333,11,17,28,30,79,621,0,2,15,2,2,3,1143,0,29,1172,1921
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,459,2,2,211,17,4,16,21,24,269,0,2,7,0,0,2,573,0,17,590,863
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,460,1,1,131,6,8,4,12,13,207,0,3,13,3,0,2,402,0,13,415,673
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,461,2,2,298,17,9,27,24,43,398,0,3,17,3,8,5,852,1,18,871,1381
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,462,4,4,491,20,11,23,54,83,670,0,9,21,1,6,8,1397,1,48,1446,2280
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,463,4,4,493,38,9,32,44,81,664,0,10,21,4,6,10,1412,7,28,1447,2286
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,464,3,3,324,20,9,34,38,74,514,0,6,10,0,2,8,1039,0,37,1076,1721
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,465,3,3,343,22,19,32,39,60,556,0,6,14,9,1,8,1109,0,24,1133,1992
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,466,3,3,267,16,4,20,32,54,516,0,1,24,6,3,4,947,0,36,983,1773
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,467,1,1,114,4,2,11,14,12,183,0,0,0,0,0,0,340,0,9,349,549
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,468,2,2,178,7,5,23,21,19,393,0,2,10,3,3,9,673,0,24,697,1126
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,469,2,2,267,22,17,27,12,19,304,0,3,11,1,2,4,689,0,17,706,1143
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,470,1,1,99,10,3,16,11,14,193,0,3,11,0,3,5,368,0,5,373,577
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,471,2,2,218,4,4,27,14,24,443,0,2,14,3,4,3,760,0,20,780,1249
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,472,1,1,144,5,0,14,12,8,252,0,4,4,1,4,5,453,0,9,462,643
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,473,1,1,38,5,5,8,8,17,204,0,0,5,0,2,0,292,0,6,298,475
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,474,1,1,72,1,4,7,12,8,164,0,2,5,1,1,0,277,0,9,286,461
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,475,1,1,53,5,2,12,10,9,188,0,1,9,1,2,2,294,1,9,304,537
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,476,2,2,199,6,3,26,14,20,238,0,7,3,0,2,5,523,0,12,535,815
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,477,1,1,125,4,3,9,11,16,127,0,2,10,0,1,1,309,0,5,314,479
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,478,2,2,255,9,2,14,14,20,311,0,1,6,4,2,7,645,1,15,661,1098
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,479,2,2,307,8,3,12,22,25,284,0,3,4,2,4,5,679,0,29,708,1136
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,480,2,2,152,6,4,13,21,8,229,0,4,3,2,2,3,447,0,15,462,877
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,481,1,1,42,0,0,2,9,1,61,0,0,3,0,0,0,118,0,10,128,195
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,482,1,1,173,3,3,4,12,11,201,0,4,9,0,0,0,420,0,10,430,697
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,483,2,2,116,3,2,9,11,5,134,0,0,3,1,4,2,290,0,15,305,1041
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,484,1,1,223,11,2,3,17,4,127,0,3,3,1,2,0,396,0,8,404,732
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,485,1,1,136,14,3,8,13,7,169,0,4,6,3,1,0,364,0,11,375,632
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,486,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,487,1,1,100,10,3,10,16,15,155,0,3,4,0,1,3,320,0,8,328,603
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,488,2,2,128,18,4,12,29,21,185,0,5,11,1,1,4,419,0,9,428,786
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,489,2,2,182,9,1,4,18,14,190,0,5,4,3,1,2,433,0,18,451,856
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,490,2,2,196,4,1,9,18,19,152,0,1,9,0,2,4,415,0,13,428,803
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,491,1,1,191,10,3,6,13,16,158,0,0,0,0,0,0,397,1,12,410,733
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,492,1,1,152,6,1,7,13,9,137,0,3,6,0,0,6,340,0,12,352,547
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,493,2,2,137,6,0,6,7,2,107,0,2,3,0,0,1,271,0,9,280,479
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,494,2,2,93,2,1,9,5,6,147,0,0,3,0,0,0,266,0,6,272,433
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,495,1,1,110,10,4,8,10,4,74,0,0,0,0,0,2,222,0,14,236,389
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,496,3,3,206,12,1,11,12,11,288,0,0,1,1,2,2,547,0,17,564,1021
2,28,TAMAULIPAS,17,EL MANTE,21,EL MANTE,497,1,1,86,7,3,2,6,3,100,0,0,6,0,0,0,213,0,3,216,398
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,34,7,7,415,76,50,64,91,150,1148,0,11,42,11,3,13,2074,1,61,2136,4524
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,35,3,3,116,12,33,46,30,50,501,0,2,23,1,5,5,824,2,33,859,1703
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,36,4,4,175,40,39,44,55,70,715,0,3,28,4,3,7,1183,2,48,1233,2403
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,37,2,2,66,15,14,17,17,31,341,0,2,13,3,5,8,532,0,16,548,908
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,38,8,8,257,74,48,71,92,147,1646,0,13,47,7,12,13,2427,3,59,2489,5954
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,39,3,3,106,34,34,35,56,46,563,0,4,14,3,1,10,906,0,22,928,1699
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,40,6,6,311,97,49,52,90,166,1283,0,14,53,2,9,14,2140,4,73,2217,3978
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,41,3,3,145,41,19,28,42,71,590,0,9,22,2,3,8,980,0,35,1015,1639
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,42,2,2,114,37,19,28,32,51,404,0,4,12,5,4,10,720,0,19,739,1180
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,43,2,2,137,45,32,30,22,69,514,0,5,36,0,5,4,899,1,29,929,1473
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,44,5,5,229,35,25,52,49,110,1107,0,5,50,6,10,9,1687,3,48,1738,3258
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,45,8,8,319,95,81,97,107,166,1490,0,16,49,9,11,16,2456,3,119,2578,5380
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,46,3,4,274,65,37,39,51,95,842,0,7,29,2,6,4,1451,2,43,1496,1318
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,47,1,1,35,5,10,3,5,8,127,0,1,3,0,1,0,198,0,10,208,341
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,48,16,16,823,161,180,188,186,485,3271,0,34,114,6,28,30,5506,2,139,5647,10902
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,49,2,2,91,22,17,15,21,44,473,0,2,9,0,0,3,697,0,19,716,1132
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,50,2,2,148,29,29,28,29,37,288,0,7,12,0,3,1,611,2,16,629,968
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,51,2,2,172,32,32,37,27,54,447,0,7,23,2,3,8,844,0,25,869,1445
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,52,2,2,169,29,15,44,34,55,545,0,3,18,12,7,9,940,1,18,959,1403
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,53,2,2,138,29,21,30,24,43,418,0,5,22,0,4,4,738,2,18,758,1132
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,54,5,5,320,61,46,68,73,188,1185,0,14,41,1,5,8,2010,1,52,2063,3615
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,55,2,2,129,23,3,22,16,24,250,0,2,7,5,2,7,490,0,20,510,858
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,56,2,2,111,17,5,16,25,20,299,0,4,9,2,2,5,515,0,10,525,816
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,57,3,3,242,23,45,20,31,40,500,0,5,14,2,1,7,930,1,36,967,1632
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,58,2,2,190,16,53,12,25,24,324,0,2,11,5,2,1,665,1,30,696,1310
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,59,2,2,147,9,17,16,19,14,267,0,3,19,1,3,2,517,1,18,536,948
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,60,2,2,146,10,24,22,24,25,295,0,3,6,2,4,4,565,0,19,584,1082
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,61,2,2,99,45,27,35,29,33,505,0,3,10,5,3,4,798,0,34,832,1459
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,62,3,3,254,24,58,43,50,53,512,0,3,17,3,5,8,1030,0,52,1082,1827
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,63,3,3,67,24,61,25,24,39,643,0,3,19,3,8,9,925,0,30,955,1608
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,64,3,3,224,29,77,38,47,64,618,0,4,20,1,1,2,1125,2,36,1163,2033
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,65,1,1,40,14,31,10,16,13,223,0,1,4,2,0,3,357,0,15,372,598
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,66,1,1,83,19,6,16,16,18,197,0,3,11,5,2,5,381,0,16,397,691
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,67,3,3,167,81,55,38,57,70,534,0,7,17,4,6,14,1050,0,42,1092,2162
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,68,2,2,185,49,22,24,18,32,417,0,7,19,2,7,7,789,0,26,815,1340
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,69,3,3,177,18,21,31,38,54,610,0,8,18,4,9,8,996,0,49,1045,1753
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,70,7,7,340,58,47,68,115,117,1211,0,12,55,9,17,26,2075,2,81,2158,4400
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,72,5,5,196,68,82,48,65,146,923,0,9,47,6,10,17,1617,1,50,1668,3064
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,74,5,5,185,27,63,61,99,133,999,0,9,62,4,6,12,1660,1,46,1707,3046
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,75,4,4,145,45,52,48,60,104,782,0,1,21,5,6,12,1281,0,34,1315,2387
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,100,1,1,121,31,5,8,14,13,122,0,8,0,0,1,1,324,0,19,343,618
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,2011,3,3,104,30,9,21,23,75,709,0,3,28,1,6,4,1013,1,26,1040,1965
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,2012,6,6,232,43,40,61,65,126,1205,0,6,31,6,6,14,1835,4,52,1891,4437
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,2015,2,2,111,14,17,18,28,75,459,0,4,12,0,1,2,741,0,35,776,1370
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,2016,2,2,71,15,22,17,16,51,392,0,4,23,0,1,1,613,0,13,626,1063
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,2017,2,2,88,14,14,17,16,44,347,0,0,4,0,2,4,550,0,18,568,1048
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,2018,3,3,88,22,14,43,29,58,614,0,6,28,1,3,4,910,1,21,932,1715
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,2021,3,3,88,36,17,31,27,102,605,0,5,19,1,6,5,942,0,19,961,1688
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,2025,2,2,127,31,20,16,30,56,464,0,4,13,1,4,4,770,0,18,788,1305
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,2027,3,3,204,39,21,23,38,100,559,0,5,19,0,2,2,1012,1,14,1027,1570
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,2067,3,3,111,23,44,31,52,78,687,0,8,37,3,3,12,1089,0,57,1146,2156
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,2068,2,2,99,16,34,22,22,79,449,0,5,22,1,2,5,756,0,15,771,1364
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,2151,5,5,148,35,47,43,54,89,840,0,6,38,2,5,4,1311,4,42,1357,3050
2,28,TAMAULIPAS,18,ALTAMIRA,3,ALTAMIRA,2152,4,4,180,22,81,62,69,113,915,0,4,49,2,10,13,1520,2,58,1580,2967
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,77,17,17,578,110,130,184,182,436,3299,0,25,147,21,34,27,5173,3,154,5330,11573
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,78,2,2,89,31,18,27,37,74,486,0,4,18,5,3,3,795,0,23,818,1452
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,79,3,3,146,23,23,26,32,76,521,0,2,19,3,1,4,876,0,26,902,1527
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,80,14,14,458,93,109,117,151,304,2566,0,11,128,21,24,45,4027,2,130,4159,9278
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,81,2,2,131,7,21,9,33,66,439,0,2,13,0,1,2,724,0,24,748,1304
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,82,3,3,132,16,21,31,40,119,473,0,5,20,2,4,9,872,0,37,909,1759
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,83,3,3,218,34,36,37,58,102,585,0,3,42,1,6,7,1129,0,43,1172,2206
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,84,2,2,129,16,34,20,28,66,429,0,2,18,3,1,7,753,1,22,776,1269
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,85,3,3,155,20,73,32,43,135,570,0,3,25,4,7,8,1075,0,47,1122,2201
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,86,2,2,113,14,77,28,31,73,443,0,4,26,2,3,7,821,0,27,848,1406
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,87,3,3,327,30,12,30,19,80,444,0,10,12,10,4,6,984,2,27,1013,1691
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,88,2,2,105,9,9,8,15,41,316,0,2,20,3,2,4,534,0,24,558,947
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,89,4,4,292,47,43,35,52,164,831,0,11,20,2,5,10,1512,0,41,1553,2981
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,90,2,2,133,16,31,27,32,65,486,0,0,24,2,3,2,821,0,28,849,1451
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,91,3,3,123,18,17,22,40,82,479,0,5,27,3,1,7,824,0,34,858,1558
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,92,4,4,173,33,68,47,49,148,884,0,6,40,9,9,11,1477,0,74,1551,2952
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,93,7,7,332,58,64,66,108,220,1620,0,19,56,9,4,29,2585,1,59,2645,4851
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,94,2,2,108,12,19,9,24,65,434,0,2,17,2,8,4,704,0,30,734,1411
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,95,3,3,159,24,4,24,20,89,626,0,7,35,2,6,13,1009,0,30,1039,1725
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,96,5,5,330,32,71,42,58,133,688,0,16,41,5,3,7,1426,1,25,1452,2417
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,97,3,3,179,23,7,21,29,65,508,0,6,25,2,3,5,873,2,32,907,1532
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,98,2,2,161,21,9,14,17,70,448,0,1,21,1,3,4,770,0,25,795,1359
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,99,2,2,140,16,20,28,25,67,405,0,3,19,0,6,5,734,0,31,765,1439
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,151,3,3,218,15,8,23,29,60,490,0,7,32,5,4,9,900,1,31,932,1844
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,152,3,3,243,26,8,28,51,73,598,0,1,33,4,5,10,1080,0,43,1123,2211
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,153,2,2,117,16,12,24,44,54,375,0,2,21,0,2,6,673,0,27,700,1275
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,154,4,4,291,29,11,40,70,80,675,0,3,19,0,3,12,1233,1,35,1269,2455
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,155,4,4,313,24,14,34,48,92,620,0,6,17,3,3,7,1181,0,38,1219,2349
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,156,3,3,248,21,10,32,35,82,525,0,14,26,2,5,11,1011,1,15,1027,1738
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,157,14,14,1147,140,45,123,240,327,2473,0,30,102,12,17,21,4677,7,124,4808,9064
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,163,2,2,114,22,6,19,26,33,293,0,3,13,4,1,1,535,0,8,543,1033
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,164,2,2,191,16,9,16,36,48,398,0,4,19,2,4,9,752,0,33,785,1479
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,2013,2,2,70,5,8,10,21,41,382,0,4,29,3,4,4,581,0,15,596,1353
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,2014,2,2,72,4,19,18,12,43,348,0,1,10,1,1,4,533,1,7,541,1054
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,2019,2,2,54,20,22,20,15,52,461,0,1,9,3,3,17,677,0,20,697,1404
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,2020,3,3,110,28,19,20,27,84,640,0,3,14,0,0,4,949,0,20,969,1924
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,2022,3,3,63,6,12,20,22,64,501,0,5,12,0,3,7,715,0,15,730,1630
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,2023,2,2,52,7,9,18,23,45,422,0,0,16,0,0,5,597,0,18,615,1283
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,2024,2,2,56,12,18,19,17,37,314,0,3,13,0,3,6,498,0,16,514,960
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,2026,2,2,64,15,10,19,20,48,382,0,1,14,0,3,2,578,3,15,596,1074
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,2028,3,3,306,38,29,25,31,106,513,0,5,33,2,1,7,1096,0,35,1131,1743
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,2122,3,3,316,41,22,26,32,116,742,0,6,16,0,17,0,1334,3,23,1360,2048
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,2123,1,1,21,1,1,3,1,6,38,0,1,3,1,0,0,76,1,1,78,141
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,2124,1,1,115,8,23,8,9,29,169,0,4,8,0,3,0,376,0,5,381,552
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,2125,4,4,365,32,7,34,33,129,697,0,6,31,0,4,6,1344,0,45,1389,2737
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,2126,4,4,335,28,17,30,55,103,787,0,5,20,4,6,10,1400,1,33,1434,2772
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,2127,4,4,374,26,16,31,31,90,720,0,11,29,5,3,8,1344,0,31,1375,2828
2,28,TAMAULIPAS,19,MIRAMAR,9,CIUDAD MADERO,2128,3,3,210,4,12,24,55,78,600,0,2,34,3,8,3,1033,0,33,1066,1994
2,28,TAMAULIPAS,19,MIRAMAR,3,ALTAMIRA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
2,28,TAMAULIPAS,20,CIUDAD MADERO,9,CIUDAD MADERO,158,4,4,432,37,13,32,60,140,687,0,11,36,0,3,6,1457,1,48,1506,2514
