CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,MAS,CAND_IND1,PAN_PRI,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,642,1,1,151,25,13,45,13,31,140,9,0,4,0,0,0,2,433,2,17,452,749
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,643,1,1,49,17,6,111,15,39,153,8,0,2,3,0,2,1,406,0,22,428,669
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,644,1,1,63,24,7,123,7,36,132,11,0,4,10,1,2,1,421,0,20,441,710
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,645,1,1,55,19,8,142,10,25,151,16,0,3,0,7,5,0,441,0,14,455,741
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,646,1,1,39,17,3,89,3,32,139,8,0,0,0,0,0,0,330,1,5,336,549
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,647,2,2,191,39,8,29,13,41,161,8,0,4,15,0,1,1,511,0,20,531,860
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,648,1,1,117,18,13,38,11,39,160,8,0,3,16,0,2,1,426,1,19,446,737
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,649,2,2,213,46,25,85,15,36,186,16,0,8,9,0,2,2,643,6,11,660,1045
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,650,2,2,206,26,15,41,4,41,177,14,0,9,13,0,1,1,548,3,12,563,846
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,651,1,1,140,30,14,28,7,27,113,4,0,5,7,0,0,1,376,0,10,386,615
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,652,2,2,179,53,9,38,10,60,209,8,0,8,16,2,0,4,596,4,12,612,1001
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,653,3,3,232,67,30,58,27,88,348,22,0,7,16,0,5,3,903,0,28,931,1526
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,654,2,2,73,23,14,62,11,41,235,8,0,5,11,0,6,2,491,1,17,509,768
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,655,2,2,89,25,13,64,12,45,249,13,0,5,29,0,2,3,549,4,16,569,852
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,656,1,1,54,20,5,55,3,31,145,13,0,2,5,0,2,2,337,4,10,351,526
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,657,1,1,118,29,12,43,5,35,134,8,0,1,3,0,3,2,393,0,11,404,616
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,658,2,2,252,59,23,52,14,81,242,20,0,6,16,1,1,3,770,0,24,794,1297
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,659,1,1,181,29,10,43,7,33,101,9,0,8,8,0,2,3,434,0,6,440,693
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,660,2,2,187,49,18,63,14,49,216,10,0,9,11,0,2,2,630,3,15,648,1098
3,23,QUINTANA ROO,8,CANCUN,1,BENITO JUAREZ,661,2,2,296,56,21,53,20,60,220,14,0,15,8,4,0,3,770,2,16,788,1206
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,1,4,5
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,876,7,7,490,171,7,527,83,36,1121,24,0,46,42,4,42,20,2613,0,58,2671,5124
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,877,2,2,178,57,2,115,24,14,278,2,0,19,16,0,12,3,720,0,26,746,1270
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,878,2,2,137,60,2,174,20,14,266,4,0,19,16,1,12,2,727,0,29,756,1270
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,879,2,2,133,27,3,162,21,10,268,5,0,9,16,3,15,5,677,0,16,693,1343
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,881,4,4,458,95,6,116,20,33,310,14,0,34,13,0,12,6,1117,1,31,1149,2491
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,883,3,3,227,63,4,175,34,33,385,4,0,19,15,0,6,10,975,1,29,1005,1672
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,888,6,6,788,144,17,146,37,90,491,12,0,54,23,2,11,10,1825,0,45,1870,3765
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,975,2,2,266,45,4,55,11,47,240,11,0,15,10,0,0,3,707,2,26,735,1481
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,977,3,3,134,44,3,157,15,5,322,7,0,9,23,0,17,6,742,0,15,757,1595
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,978,3,3,163,43,5,209,30,23,425,4,0,15,19,0,19,5,960,0,23,983,2215
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,979,3,3,182,37,2,202,36,17,433,9,0,19,24,0,27,10,998,2,12,1012,1896
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,980,9,9,443,169,9,654,94,55,1412,13,0,47,46,0,36,15,2993,0,90,3083,6554
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,981,4,4,210,62,5,257,40,11,456,8,0,17,16,1,20,6,1109,0,38,1147,2432
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,982,2,2,132,39,2,160,20,17,255,4,0,8,6,6,7,4,660,0,17,677,1373
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,983,4,4,206,47,7,248,39,16,532,2,0,24,14,1,23,7,1166,0,40,1206,2435
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,984,2,2,59,22,0,114,8,4,125,1,0,6,8,2,5,2,356,0,10,366,770
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,985,3,3,158,60,3,214,36,16,391,4,0,19,14,1,18,3,937,0,24,961,2141
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,986,3,3,144,39,1,210,24,9,345,5,0,14,19,0,5,3,818,1,9,828,1662
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,987,1,1,39,11,1,80,10,4,119,1,0,2,11,0,5,1,284,0,7,291,549
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,988,3,3,187,49,5,200,35,25,405,2,0,23,24,2,12,9,978,0,37,1015,1916
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,989,1,1,36,14,0,66,7,5,113,3,0,6,5,0,8,7,270,0,9,279,592
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,990,3,3,171,41,7,221,29,35,448,5,0,19,19,0,9,4,1008,0,20,1028,2150
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,991,3,3,138,40,2,202,30,20,346,5,0,10,16,1,19,7,836,0,23,859,1520
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,992,1,1,46,9,2,71,12,8,133,3,0,2,7,0,3,0,296,0,12,308,587
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,993,2,2,109,33,5,140,27,11,292,5,0,15,17,0,14,3,671,1,21,693,1396
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,994,5,5,278,89,3,280,46,25,583,14,0,20,35,0,32,9,1414,0,39,1453,3164
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,996,2,2,103,23,2,168,20,14,312,3,0,8,7,1,8,3,672,0,14,686,1359
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1096,2,2,91,20,5,71,16,4,169,5,0,6,25,5,5,3,425,1,23,449,909
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1097,3,3,217,40,3,223,27,13,365,3,0,19,20,3,14,3,950,0,43,993,1849
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1098,2,2,247,50,0,39,7,35,164,6,0,12,2,1,1,1,565,0,15,580,1092
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1099,3,3,487,90,7,61,15,51,265,9,0,32,13,1,2,6,1039,3,18,1060,1700
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1100,2,2,258,48,4,100,33,26,257,4,0,18,14,0,5,2,769,0,18,787,1493
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1101,2,2,149,50,2,91,18,19,197,3,0,20,11,1,9,3,573,1,11,585,943
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1102,3,3,348,68,8,101,17,37,309,12,0,34,10,1,10,2,957,0,38,995,2248
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1103,3,3,264,51,7,170,17,28,291,7,0,11,9,0,15,2,872,3,22,897,1557
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1104,2,2,266,46,7,41,8,40,201,8,0,19,6,0,4,1,647,0,19,666,1432
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1105,4,4,677,132,9,109,27,60,336,18,0,32,15,2,4,3,1424,2,30,1456,2730
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1106,3,3,425,65,8,75,17,42,333,8,0,40,9,1,4,2,1029,0,25,1054,2020
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1107,1,1,88,15,0,106,17,7,135,2,0,9,1,0,4,1,385,2,12,399,743
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1108,1,1,83,25,0,68,12,9,169,2,0,6,8,1,6,4,393,0,18,411,731
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1109,2,2,155,50,2,129,21,13,296,2,0,6,8,0,5,1,688,0,24,712,1280
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1110,1,1,131,25,0,21,8,27,88,5,0,9,3,0,3,0,320,0,1,321,680
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1111,3,3,283,45,7,103,30,32,380,8,0,18,13,0,3,4,926,0,24,950,1980
3,23,QUINTANA ROO,9,PLAYA DEL CARMEN,8,SOLIDARIDAD,1112,2,2,250,42,8,24,7,28,121,7,0,17,12,0,1,0,517,0,14,531,1180
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,206,14,14,1290,367,23,670,150,91,1466,30,0,117,80,9,58,12,4363,2,142,4507,10249
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,668,3,3,323,68,3,196,26,44,364,8,0,27,14,1,10,3,1087,1,29,1117,2064
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,669,2,2,144,24,4,213,19,8,307,7,0,19,11,0,11,2,769,0,20,789,1279
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,670,2,2,118,22,0,130,16,5,129,4,0,5,8,1,7,1,446,0,11,457,773
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,671,2,2,104,28,3,106,21,10,189,3,0,7,11,1,5,1,489,0,13,502,800
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,672,2,2,143,31,3,110,26,82,253,8,0,7,9,2,16,4,694,9,7,710,1326
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,673,3,3,450,81,6,41,12,38,211,9,0,27,10,0,3,2,890,0,23,913,1686
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,674,4,4,716,89,10,58,17,58,282,4,0,32,18,1,1,3,1289,0,26,1315,2412
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,675,5,5,667,122,12,202,23,53,487,12,0,25,18,0,8,5,1634,0,53,1687,3020
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,676,2,2,124,28,1,144,13,5,243,2,0,11,15,0,7,1,594,0,17,611,1006
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,677,1,1,56,13,0,93,13,11,142,1,0,8,8,2,0,6,353,1,4,358,691
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,678,2,2,129,25,7,168,17,8,270,7,0,7,7,1,12,1,659,0,26,685,1072
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,679,2,2,151,21,2,148,14,18,183,2,0,7,14,0,15,4,579,0,25,604,1014
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,680,7,7,664,139,10,391,51,51,799,12,0,66,49,5,33,10,2280,3,79,2362,4659
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,681,9,9,1306,254,20,375,67,95,1105,25,0,81,48,8,20,9,3413,6,93,3512,6547
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,682,2,2,184,45,0,116,33,14,299,6,0,24,13,2,12,3,751,2,30,783,1469
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,683,2,2,154,38,1,127,17,9,263,3,0,21,8,3,7,3,654,0,24,678,1400
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,684,1,1,69,19,0,77,7,2,116,7,0,17,10,2,6,0,332,0,12,344,641
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,685,2,2,140,25,0,99,25,15,283,4,0,14,16,1,6,9,637,2,28,667,1398
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,686,2,2,137,34,3,97,17,16,224,6,0,11,13,4,8,2,572,2,28,602,1232
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,687,2,2,96,22,3,125,7,10,228,6,0,11,12,0,5,3,528,2,28,558,1068
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,688,2,2,87,32,1,114,12,12,183,7,0,11,7,2,10,5,483,1,22,506,996
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,689,2,2,126,25,5,104,14,11,210,1,0,14,4,1,8,4,527,0,18,545,1075
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,690,1,1,128,19,3,16,6,15,59,5,0,6,8,0,0,0,265,0,9,274,599
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,691,2,2,80,24,0,86,12,6,141,4,0,5,7,3,8,1,377,0,10,387,809
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,692,2,2,81,23,3,90,11,3,174,2,0,7,5,1,8,0,408,3,15,426,1029
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,693,2,2,76,24,6,81,14,10,189,1,0,9,14,0,7,2,433,1,20,454,951
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,695,2,2,199,50,6,174,27,9,227,9,0,19,15,3,7,4,749,0,22,771,1305
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,696,2,2,171,47,5,109,29,8,200,4,0,16,10,1,8,0,608,0,29,637,1058
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,697,2,2,162,38,3,153,19,14,145,3,0,15,14,4,7,3,580,0,24,604,1006
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,698,2,2,175,47,2,172,38,11,281,1,0,22,12,0,15,4,780,0,19,799,1390
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,699,1,1,81,20,2,54,8,7,143,3,0,9,3,0,9,3,342,0,5,347,583
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,700,2,2,145,30,6,108,22,16,237,3,0,15,15,1,14,3,615,0,10,625,1081
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,701,2,2,234,52,4,111,19,22,229,2,0,18,6,2,12,0,711,1,18,730,1273
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,702,6,6,990,158,16,190,36,82,559,24,0,62,29,0,15,5,2166,4,52,2222,3962
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,703,2,2,249,52,2,97,17,14,209,4,0,22,15,0,4,2,687,1,35,723,1287
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,704,2,2,224,47,1,71,13,22,231,2,0,16,12,1,8,6,654,1,37,692,1299
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,705,2,2,193,46,1,76,10,22,186,3,0,19,6,0,1,1,564,0,13,577,1010
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,706,1,1,122,33,0,67,26,12,115,3,0,11,6,3,4,2,404,0,16,420,678
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,707,2,2,170,28,1,94,12,14,172,4,0,19,10,1,5,3,533,0,19,552,962
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,708,2,2,230,45,3,65,23,26,178,5,0,30,10,2,8,3,628,0,24,652,1119
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,709,4,4,604,123,10,135,32,49,401,7,0,37,20,2,12,2,1434,1,50,1485,2469
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,710,2,2,97,22,2,81,21,9,223,14,0,8,7,1,17,5,507,2,31,540,1049
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,711,2,2,101,10,4,173,13,6,192,5,0,10,10,0,9,2,535,1,24,560,1116
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,712,1,1,72,18,2,74,10,2,136,5,0,2,7,0,8,1,337,0,10,347,637
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,713,2,2,106,31,2,77,16,13,137,2,0,13,10,2,5,4,418,1,7,426,952
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,714,2,2,112,17,0,115,16,6,161,3,0,14,10,1,7,1,463,3,25,491,1036
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,715,2,2,148,41,2,92,23,8,159,3,0,21,16,2,9,6,530,7,10,547,1069
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,716,1,1,48,7,0,71,17,7,76,2,0,6,6,2,3,0,245,0,11,256,518
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,717,2,2,104,23,2,99,14,11,161,4,0,13,13,1,5,3,453,3,14,470,1073
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,718,2,2,127,19,0,111,31,10,267,6,0,7,12,3,6,4,603,1,24,628,1435
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,719,2,2,119,30,3,74,13,6,228,4,0,17,12,1,4,4,515,2,23,540,1075
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,720,2,2,158,36,3,139,31,14,165,3,0,19,5,1,15,3,592,2,23,617,1299
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,721,2,2,70,27,0,90,23,9,214,2,0,13,11,0,17,5,481,3,31,515,1192
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,722,2,2,113,29,3,104,15,10,223,3,0,6,12,0,19,2,539,2,18,559,1219
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,723,1,1,41,13,2,33,11,6,97,5,0,8,7,0,1,1,225,0,10,235,423
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,724,1,1,70,21,0,54,14,12,131,1,0,8,4,1,4,1,321,1,6,328,709
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,725,2,2,124,28,3,121,27,9,238,1,0,14,9,3,8,8,593,0,21,614,1381
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,726,2,2,132,20,1,81,21,19,204,3,0,8,11,1,7,3,511,2,21,534,1128
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,727,2,2,102,19,0,75,16,19,157,1,0,11,5,1,1,1,408,1,18,427,980
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,728,1,1,67,9,1,16,3,6,45,5,0,6,3,0,4,0,165,1,6,172,368
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,729,3,3,496,106,10,44,34,39,243,8,0,21,11,4,3,2,1021,1,25,1047,1779
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,730,1,1,103,18,3,52,8,15,126,1,0,4,2,2,5,5,344,0,9,353,597
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,731,2,2,140,23,3,100,12,12,144,4,0,8,8,0,3,7,464,0,13,477,790
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,732,2,2,197,43,2,88,19,12,229,4,0,24,11,0,8,3,640,0,21,661,1184
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,733,2,2,221,45,5,77,27,21,274,5,0,21,19,3,2,2,722,1,20,743,1211
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,734,2,2,297,48,8,51,10,25,108,1,0,13,4,1,1,1,568,0,15,583,1158
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,735,1,1,86,30,0,75,6,8,116,2,0,5,5,1,2,0,336,0,6,342,614
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,736,2,2,208,48,3,83,21,10,171,4,0,28,19,1,3,7,606,0,17,623,1216
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,737,2,2,89,33,5,50,14,8,121,4,0,12,7,1,12,1,357,1,17,375,842
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,738,2,2,151,40,4,21,9,10,133,3,0,9,6,0,1,0,387,1,13,401,848
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,739,1,1,93,12,0,53,9,4,92,1,0,16,4,1,7,0,292,0,6,298,647
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,740,2,2,161,49,2,88,20,13,150,5,0,11,17,1,5,1,523,1,18,542,1119
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,741,2,2,88,26,3,59,9,15,96,3,0,12,6,0,4,0,321,0,17,338,786
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,893,2,2,107,35,1,80,6,4,120,4,0,6,4,0,7,2,376,1,6,383,774
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,894,1,1,58,15,0,65,7,0,107,0,0,8,5,0,6,1,272,0,15,287,497
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,895,1,1,89,31,2,46,10,8,84,2,0,10,5,0,3,2,292,0,10,302,529
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,896,1,1,90,28,2,60,6,7,124,4,0,9,7,1,4,4,346,0,10,356,643
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,897,2,2,114,31,1,71,12,11,126,0,0,6,4,1,5,1,383,0,12,395,782
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,898,1,1,69,15,2,41,12,15,81,1,0,11,2,3,1,1,254,0,11,265,517
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,899,1,1,94,20,2,45,15,3,88,3,0,5,4,0,4,0,283,0,5,288,507
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,900,1,1,44,6,2,16,3,5,45,4,0,2,2,0,1,3,133,0,4,137,263
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,901,1,1,70,32,2,40,11,2,90,3,0,5,5,2,5,1,268,0,3,271,465
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,902,1,1,64,25,1,40,5,9,95,1,0,11,3,0,1,0,255,0,18,273,629
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,903,1,1,76,19,4,15,3,6,60,1,0,11,6,1,0,0,202,0,13,215,402
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,904,1,1,69,17,2,43,13,5,60,2,0,4,3,0,3,1,222,1,1,224,451
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,905,1,1,40,14,0,18,10,1,61,7,0,3,3,1,0,1,159,0,1,160,280
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,906,1,1,53,19,2,25,8,5,59,0,0,10,6,0,0,0,187,0,7,194,382
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,907,1,1,68,23,1,37,15,3,79,2,0,13,4,0,4,1,250,1,8,259,459
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,908,1,1,63,15,0,27,2,5,61,0,0,4,2,1,1,1,182,0,8,190,411
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,909,1,1,77,18,2,31,12,6,108,3,0,8,4,0,3,4,276,0,7,283,504
3,23,QUINTANA ROO,10,PLAYA DEL CARMEN,8,SOLIDARIDAD,910,1,1,104,22,1,8,5,10,35,2,0,7,2,1,0,0,197,0,7,204,393
