CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,CAND_IND1,CAND_IND2,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,56,B,1,0,B,0,198,19,2,5,0,27,61,0,0,7,3,0,0,322,0,5,327,467,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,56,C,1,0,C01,0,187,11,3,10,0,28,70,0,0,7,0,0,0,316,0,9,325,467,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,57,B,1,0,B,0,168,12,2,6,1,22,62,0,0,5,2,0,0,280,0,12,292,413,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,57,C,1,0,C01,0,155,16,5,2,3,21,76,0,0,5,1,0,0,284,0,10,294,413,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,58,B,1,0,B,0,208,23,4,12,7,26,100,0,0,2,1,0,0,383,0,9,392,610,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,59,B,1,0,B,0,277,15,7,10,8,36,76,0,0,14,5,0,0,448,2,10,460,708,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,60,B,1,0,B,0,160,12,5,9,3,23,77,0,0,8,4,0,0,301,0,11,312,505,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,60,C,1,0,C01,0,159,10,2,3,3,21,94,0,0,4,2,0,0,298,0,13,311,504,Acta casilla,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,61,B,1,0,B,0,199,22,4,6,5,36,132,0,0,13,3,0,0,420,1,17,438,725,Grupo de recuento,,,
2,1,AGUASCALIENTES,6,AGUASCALIENTES,1,AGUASCALIENTES,62,B,1,0,B,0,226,22,3,12,7,35,88,0,0,9,7,0,0,409,1,14,424,685,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,63,B,1,0,B,0,193,25,0,6,5,19,67,0,0,3,2,0,0,320,0,0,320,589,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,64,B,1,0,B,0,137,10,1,9,4,13,75,0,0,3,0,0,0,252,0,12,264,389,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,64,C,1,0,C01,0,156,8,1,4,3,24,69,0,0,5,2,0,0,272,0,0,272,388,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,65,B,1,0,B,0,215,16,6,15,1,41,77,0,0,7,2,0,0,380,0,15,395,589,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,66,B,1,0,B,0,187,18,0,5,1,14,47,0,0,3,4,0,0,279,0,5,284,405,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,66,C,1,0,C01,0,152,14,2,5,1,24,69,0,0,5,5,1,0,278,0,11,289,405,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,67,B,1,0,B,0,249,18,6,2,2,30,81,0,0,8,0,0,0,396,0,9,405,487,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,68,B,1,0,B,0,230,17,8,11,4,40,121,0,0,11,1,0,0,443,0,19,462,656,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,69,B,1,0,B,0,150,18,5,4,1,24,64,0,0,5,1,0,0,272,0,6,278,410,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,69,C,1,0,C01,0,164,13,10,7,1,22,57,0,0,6,1,0,0,281,0,3,284,409,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,70,B,1,0,B,0,230,10,1,6,2,33,99,0,0,4,0,0,1,386,0,8,394,576,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,71,B,1,0,B,0,207,17,5,8,2,34,58,0,0,10,1,1,0,343,0,10,353,500,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,71,C,1,0,C01,0,216,17,7,8,1,23,66,0,0,7,4,0,0,349,0,8,357,500,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,72,B,1,0,B,0,163,17,6,8,2,28,69,0,0,8,0,0,0,301,0,11,312,484,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,73,B,1,0,B,0,0,0,0,7,4,21,44,0,0,198,0,0,0,274,0,5,279,384,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,73,C,1,0,C01,0,181,16,1,2,4,21,51,0,0,1,3,0,0,280,1,7,288,384,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,74,B,1,0,B,0,223,12,5,4,4,26,45,0,0,5,0,0,0,324,0,4,328,488,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,75,B,1,0,B,0,255,18,2,3,8,25,73,0,0,8,0,0,0,392,0,10,402,591,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,76,B,1,0,B,0,186,25,4,6,1,16,68,0,0,0,0,0,0,306,0,4,310,461,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,77,B,1,0,B,0,186,27,7,6,8,21,78,0,0,9,0,0,0,342,1,10,353,516,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,78,B,1,0,B,0,138,9,4,2,7,21,53,0,0,3,0,0,0,237,0,14,251,376,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,78,C,1,0,C01,0,133,12,1,8,4,16,55,0,0,2,1,0,0,232,0,11,243,375,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,79,B,1,0,B,0,154,13,4,6,6,14,65,0,0,2,3,0,0,267,2,4,273,380,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,79,C,1,0,C01,0,165,11,0,4,2,19,46,0,0,1,0,0,0,248,0,6,254,379,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,80,B,1,0,B,0,209,14,5,8,8,30,119,0,0,8,4,0,0,405,0,19,424,712,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,80,C,1,0,C01,0,221,16,11,13,2,32,115,0,0,11,2,0,0,423,1,21,445,712,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,80,C,2,0,C02,0,207,20,5,17,5,32,122,0,0,8,3,0,0,419,1,17,437,712,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,80,C,3,0,C03,0,198,17,1,17,7,39,129,0,0,4,1,0,0,413,1,25,439,712,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,80,C,4,0,C04,0,217,10,4,12,10,30,112,0,0,9,3,0,0,407,0,12,419,711,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,80,C,5,0,C05,0,200,18,4,8,2,28,140,0,0,2,4,0,0,406,0,9,415,711,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,80,C,6,0,C06,0,224,19,3,11,6,42,107,0,0,7,2,0,0,421,0,17,438,711,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,80,E,1,0,E01,0,221,13,5,8,4,32,88,0,0,5,2,0,0,378,0,4,382,655,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,80,E,1,1,E01C01,0,200,20,6,9,5,27,90,0,0,8,1,2,0,368,0,18,386,655,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,80,E,1,2,E01C02,0,190,23,0,12,5,37,90,0,0,10,1,0,0,368,1,13,382,654,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,80,E,1,3,E01C03,0,210,25,3,5,5,25,121,0,0,8,2,0,0,404,2,11,417,654,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,80,E,1,4,E01C04,0,205,20,6,8,4,29,116,0,0,6,0,0,0,394,1,12,407,654,Acta casilla,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,84,B,1,0,B,0,128,25,7,16,8,25,113,0,0,0,7,0,0,329,0,23,352,704,Acta casilla,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,84,C,1,0,C01,0,126,18,6,13,11,25,144,0,0,5,3,0,0,351,1,18,370,704,Grupo de recuento,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,84,C,2,0,C02,0,146,18,11,7,8,19,137,0,0,4,0,0,0,350,0,31,381,704,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,85,B,1,0,B,0,128,20,10,11,6,23,119,0,0,9,6,0,0,332,1,15,348,736,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,85,C,1,0,C01,0,116,12,9,12,6,24,111,0,0,6,2,1,0,299,0,18,317,736,Grupo de recuento,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,85,C,2,0,C02,0,112,18,11,10,8,15,111,0,0,5,4,0,0,294,0,19,313,736,Grupo de recuento,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,85,C,3,0,C03,0,116,22,7,13,8,32,104,0,0,7,0,0,1,310,0,20,330,736,Grupo de recuento,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,85,C,4,0,C04,0,114,19,11,12,6,28,116,0,0,7,1,1,0,315,0,5,320,735,Grupo de recuento,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,85,C,5,0,C05,0,136,15,12,9,11,23,119,0,0,9,2,1,1,338,0,12,350,735,Grupo de recuento,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,86,B,1,0,B,0,144,18,10,12,10,24,103,0,0,10,3,1,1,336,0,23,359,688,Grupo de recuento,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,86,C,1,0,C01,0,159,15,8,14,8,41,97,0,0,0,2,0,0,344,0,12,356,688,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,86,C,2,0,C02,0,164,11,10,10,5,38,109,0,0,8,0,0,0,355,0,17,372,688,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,86,C,3,0,C03,0,119,11,6,9,7,30,87,0,0,8,6,0,0,283,0,14,297,688,Grupo de recuento,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,86,C,4,0,C04,0,138,9,10,11,11,27,83,0,0,8,5,0,0,302,0,22,324,688,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,86,C,5,0,C05,0,171,9,6,11,4,25,112,0,0,5,2,1,0,346,0,16,362,688,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,86,C,6,0,C06,0,143,16,13,8,12,36,103,0,0,6,2,1,0,340,0,15,355,688,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,86,C,7,0,C07,0,149,16,16,16,7,42,89,0,0,1,1,1,0,338,0,12,350,688,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,86,E,1,0,E01,0,141,12,9,10,8,27,132,0,0,3,1,1,0,344,0,13,357,685,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,86,E,1,1,E01C01,0,144,13,9,11,5,27,114,0,0,6,2,0,0,331,0,16,347,685,Grupo de recuento,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,86,E,1,2,E01C02,0,162,15,3,14,2,34,124,0,0,7,0,0,0,361,0,16,377,685,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,86,E,1,3,E01C03,0,150,21,9,8,7,38,107,0,0,3,0,0,0,343,0,23,366,685,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,86,E,1,4,E01C04,0,148,9,5,12,7,35,124,0,0,13,3,2,0,358,0,16,374,685,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,86,E,1,5,E01C05,0,140,17,0,13,6,32,121,0,0,6,2,0,0,337,0,23,360,685,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,86,E,1,6,E01C06,0,165,5,8,7,4,28,112,0,0,9,2,0,0,340,0,22,362,684,Grupo de recuento,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,86,E,1,7,E01C07,0,178,17,6,17,5,30,103,0,0,9,3,0,0,368,1,16,385,684,Grupo de recuento,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,86,E,1,8,E01C08,0,162,12,4,14,7,39,124,0,0,7,1,0,0,370,0,13,383,684,Grupo de recuento,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,86,E,1,9,E01C09,0,143,13,9,12,5,27,113,0,0,6,2,0,0,330,0,17,347,684,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,86,E,1,10,E01C10,0,152,15,17,15,5,23,123,0,0,7,0,0,0,357,0,15,372,684,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,87,B,1,0,B,0,231,18,8,13,10,49,134,0,0,7,1,1,0,472,0,14,486,737,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,87,C,1,0,C01,0,221,18,5,11,7,39,128,0,0,8,1,1,0,439,2,10,451,736,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,87,C,2,0,C02,0,215,31,9,11,12,41,150,0,0,7,0,0,0,476,0,20,496,736,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,88,B,1,0,B,0,178,18,5,6,5,22,113,0,0,0,0,0,0,347,0,16,363,649,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,88,C,1,0,C01,0,182,20,8,12,8,30,128,0,0,4,1,0,0,393,0,11,404,648,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,89,B,1,0,B,0,121,9,8,12,3,22,116,0,0,9,0,0,0,300,2,19,321,586,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,89,C,1,0,C01,0,134,16,16,11,8,24,97,0,0,3,1,0,0,310,0,19,329,586,Grupo de recuento,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,90,B,1,0,B,0,264,19,2,15,5,48,93,0,0,13,0,0,0,459,0,12,471,719,Grupo de recuento,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,90,C,1,0,C01,0,305,18,5,2,7,33,99,0,0,5,2,0,0,476,0,13,489,719,Grupo de recuento,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,90,C,2,0,C02,0,257,16,6,8,11,43,100,0,0,6,3,2,0,452,0,11,463,719,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,90,C,3,0,C03,0,303,17,8,4,8,44,82,0,0,8,3,0,1,478,0,11,489,718,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,90,C,4,0,C04,0,261,13,8,10,5,33,106,0,0,12,5,0,0,453,2,18,473,718,Grupo de recuento,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,91,B,1,0,B,0,200,9,3,7,4,26,64,0,0,3,5,0,1,322,0,8,330,481,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,91,C,1,0,C01,0,188,15,3,8,6,27,82,0,0,3,4,0,0,336,0,6,342,480,Grupo de recuento,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,92,B,1,0,B,0,150,8,5,7,1,22,78,0,0,6,3,0,0,280,0,12,292,439,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,92,C,1,0,C01,0,154,10,5,8,5,23,62,0,0,8,0,0,0,275,1,9,285,438,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,93,B,1,0,B,0,198,14,7,5,6,30,91,0,0,3,1,1,0,356,0,7,363,527,Grupo de recuento,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,93,C,1,0,C01,0,198,16,2,7,8,34,85,0,0,10,4,2,0,366,0,13,379,526,Grupo de recuento,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,94,B,1,0,B,0,148,5,3,8,6,27,111,0,0,7,2,5,0,322,1,23,346,605,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,95,B,1,0,B,0,129,13,5,9,6,19,90,0,0,4,3,0,1,279,0,11,290,467,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,95,C,1,0,C01,0,137,20,4,9,4,26,66,0,0,6,6,4,0,282,0,9,291,467,Grupo de recuento,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,96,B,1,0,B,0,229,23,3,16,6,46,109,0,0,9,3,0,0,444,0,16,460,688,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,96,C,1,0,C01,0,220,21,3,14,4,40,121,0,0,9,2,0,0,434,0,12,446,688,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,96,C,2,0,C02,0,226,18,1,9,2,42,110,0,0,5,3,1,0,417,1,16,434,688,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,96,C,3,0,C03,0,214,25,5,8,11,51,121,0,0,12,2,1,0,450,0,15,465,688,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,97,B,1,0,B,0,47,10,10,23,8,18,66,0,0,3,1,1,0,187,0,8,195,459,Grupo de recuento,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,97,C,1,0,C01,0,73,12,8,18,5,8,75,0,0,1,2,1,0,203,0,19,222,458,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,99,B,1,0,B,0,142,10,6,12,3,25,107,0,0,6,1,0,0,312,0,0,312,613,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,99,C,1,0,C01,0,123,16,9,13,6,18,92,0,0,9,3,1,0,290,0,7,297,612,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,99,C,2,0,C02,0,114,11,12,13,4,29,94,0,0,6,5,0,0,288,1,19,308,612,Grupo de recuento,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,100,B,1,0,B,0,103,12,3,10,6,16,84,0,0,3,3,0,0,240,0,6,246,517,Acta casilla,,,
2,1,AGUASCALIENTES,13,AGUASCALIENTES,1,AGUASCALIENTES,100,C,1,0,C01,0,99,16,7,12,2,23,112,0,0,3,3,0,0,277,0,20,297,517,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,101,B,1,0,B,0,188,10,2,5,7,33,89,0,0,5,2,0,0,341,0,8,349,598,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,101,C,1,0,C01,0,175,13,3,7,6,15,119,0,0,7,3,0,0,348,0,15,363,598,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,101,C,2,0,C02,0,172,11,6,7,3,29,114,0,0,6,1,0,0,349,0,14,363,597,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,102,B,1,0,B,0,108,12,8,12,3,19,101,0,0,5,2,0,0,270,0,9,279,479,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,102,C,1,0,C01,0,117,16,5,11,6,20,77,0,0,5,4,3,0,264,0,12,276,479,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,103,B,1,0,B,0,106,9,2,9,2,23,91,0,0,4,2,0,0,248,0,15,263,404,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,103,C,1,0,C01,0,111,13,2,3,5,14,83,0,0,5,2,0,0,238,1,11,250,404,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,104,B,1,0,B,0,124,18,6,3,10,22,126,0,0,4,1,1,0,315,0,18,333,530,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,105,B,1,0,B,0,139,20,6,6,6,18,120,0,0,6,4,1,0,326,0,0,326,599,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,106,B,1,0,B,0,179,10,3,13,14,21,105,0,0,9,0,1,0,355,0,16,371,586,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,106,C,1,0,C01,0,197,13,3,7,6,15,103,0,0,1,0,0,0,345,0,13,358,585,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,107,B,1,0,B,0,183,15,3,9,9,33,81,0,0,10,5,0,0,348,0,15,363,554,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,107,C,1,0,C01,0,186,14,6,4,2,32,79,0,0,3,2,1,0,329,0,11,340,553,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,108,B,1,0,B,0,156,9,3,7,3,21,72,0,0,5,2,0,0,278,1,12,291,470,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,108,C,1,0,C01,0,142,10,7,5,5,24,82,0,0,5,3,0,0,283,0,15,298,470,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,109,B,1,0,B,0,179,24,2,9,4,26,81,0,0,2,1,0,0,328,0,12,340,558,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,109,C,1,0,C01,0,159,11,1,9,4,28,108,0,0,6,5,0,0,331,0,11,342,558,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,110,B,1,0,B,0,159,20,0,4,5,24,66,0,0,10,1,0,0,289,0,10,299,455,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,110,S,1,0,S01,0,28,4,1,1,1,10,17,0,0,1,0,0,0,63,0,5,68,0,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,111,B,1,0,B,0,101,17,4,5,2,29,109,0,0,3,0,0,0,270,0,0,270,482,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,111,C,1,0,C01,0,115,16,8,7,3,25,107,0,0,8,1,0,0,290,1,20,311,481,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,112,B,1,0,B,0,226,20,2,9,2,31,121,0,0,8,3,0,0,422,0,11,433,604,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,112,C,1,0,C01,0,211,19,6,11,1,37,123,0,0,5,1,1,0,415,1,17,433,603,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,113,B,1,0,B,0,189,11,5,2,6,41,84,0,0,5,1,0,0,344,0,18,362,516,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,113,C,1,0,C01,0,185,10,0,7,6,33,104,0,0,9,2,0,0,356,0,11,367,515,Acta casilla,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,114,B,1,0,B,0,164,10,3,2,3,18,85,0,0,4,2,0,0,291,0,16,307,444,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,114,C,1,0,C01,0,166,14,3,5,4,28,82,0,0,6,1,0,0,309,0,12,321,444,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,115,B,1,0,B,0,201,23,9,10,3,24,84,0,0,8,4,0,0,366,0,18,384,567,Grupo de recuento,,,
2,1,AGUASCALIENTES,11,AGUASCALIENTES,1,AGUASCALIENTES,115,C,1,0,C01,0,172,17,3,7,5,27,95,0,0,5,5,0,0,336,0,11,347,566,Grupo de recuento,,,
