CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,CAND_IND1,CAND_IND2,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,574,C,1,0,C01,0,108,28,4,6,4,16,60,0,0,3,4,1,0,234,1,18,253,561,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,575,B,1,0,B,0,79,11,34,4,4,5,65,0,0,3,1,1,0,207,0,15,222,508,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,575,C,1,0,C01,0,83,8,34,4,10,13,59,0,0,1,0,0,0,212,1,18,231,508,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,575,C,2,0,C02,0,89,19,21,4,4,12,54,0,0,3,2,1,0,209,0,10,219,507,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,576,B,1,0,B,0,91,18,20,9,9,10,83,0,0,4,1,0,0,245,0,15,260,498,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,576,C,1,0,C01,0,96,20,20,9,4,4,56,0,0,2,4,2,0,217,0,16,233,498,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,577,B,1,0,B,0,80,13,37,14,8,7,116,0,0,5,2,1,0,283,1,15,299,652,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,577,C,1,0,C01,0,97,6,30,11,5,13,96,0,0,4,5,4,0,271,0,18,289,652,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,578,B,1,0,B,0,65,11,44,10,5,19,89,0,0,5,0,0,1,249,0,10,259,498,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,578,C,1,0,C01,0,65,11,44,10,5,19,88,0,0,5,1,0,1,249,0,11,260,498,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,579,B,1,0,B,0,67,5,21,3,2,9,68,0,0,3,0,1,0,179,0,12,191,396,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,579,C,1,0,C01,0,67,3,13,4,8,18,56,0,0,2,1,0,0,172,0,6,178,395,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,580,B,1,0,B,0,81,8,39,4,6,19,98,0,0,4,2,1,0,262,1,17,280,520,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,580,C,1,0,C01,0,70,13,24,7,4,21,80,0,0,6,1,2,0,228,0,13,241,520,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,581,B,1,0,B,0,79,9,24,6,8,24,88,0,0,2,0,8,0,248,0,7,255,498,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,581,C,1,0,C01,0,98,4,24,8,2,15,74,0,0,0,1,6,0,232,0,11,243,498,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,582,B,1,0,B,0,76,16,35,6,11,14,106,0,0,0,1,0,0,265,1,9,275,539,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,582,C,1,0,C01,0,82,19,30,14,6,26,99,0,0,0,0,0,0,276,0,13,289,539,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,583,B,1,0,B,0,101,7,33,7,4,25,117,0,0,5,2,1,0,302,0,11,313,557,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,583,C,1,0,C01,0,104,10,26,8,3,17,83,0,0,1,3,0,0,255,0,9,264,556,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,584,B,1,0,B,0,104,4,17,5,3,13,75,0,0,3,1,0,0,225,0,7,232,497,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,584,C,1,0,C01,0,104,6,19,4,4,22,82,0,0,1,0,0,0,242,0,7,249,496,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,585,B,1,0,B,0,90,8,20,12,1,16,89,0,0,3,1,0,0,240,0,6,246,515,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,585,C,1,0,C01,0,88,9,20,7,8,12,65,0,0,4,1,0,0,214,2,12,228,515,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,586,B,1,0,B,0,132,7,16,8,2,23,89,0,0,2,1,0,0,280,0,15,295,543,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,586,C,1,0,C01,0,116,10,22,7,2,22,100,0,0,5,1,1,0,286,0,13,299,543,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,587,B,1,0,B,0,118,5,9,8,6,23,114,0,0,4,3,1,0,291,0,16,307,609,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,587,C,1,0,C01,0,123,8,16,3,1,20,111,0,0,2,1,0,0,285,1,14,300,609,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,588,B,1,0,B,0,101,23,11,6,4,20,88,0,0,2,2,1,0,258,0,16,274,618,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,588,C,1,0,C01,0,106,17,16,7,13,15,117,0,0,6,1,0,0,298,0,11,309,618,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,589,B,1,0,B,0,128,7,25,3,3,30,88,0,0,1,1,0,1,287,1,15,303,698,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,589,C,1,0,C01,0,119,5,14,7,6,23,123,0,0,4,1,1,0,303,0,20,323,698,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,589,C,2,0,C02,0,143,2,24,8,3,21,87,0,0,5,3,0,0,296,0,10,306,698,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,589,C,3,0,C03,0,139,6,25,11,7,19,86,0,0,6,3,0,0,302,0,12,314,698,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,589,C,4,0,C04,0,125,11,18,13,10,21,96,0,0,7,3,2,0,306,2,9,317,698,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,589,C,5,0,C05,0,135,9,23,7,5,18,88,0,0,8,2,0,0,295,1,12,308,698,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,589,C,6,0,C06,0,136,6,19,13,2,21,106,0,0,6,2,2,0,313,0,10,323,698,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,589,C,7,0,C07,0,107,7,17,3,3,24,87,0,0,2,2,0,0,252,0,12,264,698,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,589,C,8,0,C08,0,115,9,22,11,5,14,109,0,0,3,1,2,0,291,0,18,309,697,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,589,C,9,0,C09,0,120,13,17,4,5,21,88,0,0,3,0,2,0,273,1,9,283,697,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,589,C,10,0,C10,0,124,7,16,8,4,24,95,0,0,0,3,0,0,281,1,7,289,697,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,589,C,11,0,C11,0,128,13,15,5,4,25,102,0,0,2,3,3,0,300,0,13,313,697,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,589,C,12,0,C12,0,126,5,13,8,4,23,131,0,0,1,1,2,0,314,1,16,331,697,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,589,C,13,0,C13,0,133,8,19,8,8,21,102,0,0,3,0,0,1,303,0,11,314,697,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,589,E,1,0,E01,0,127,12,17,10,3,24,103,0,0,5,2,0,0,303,1,11,315,617,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,589,E,1,1,E01C01,0,122,7,19,14,4,24,113,0,0,4,3,0,0,310,0,11,321,617,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,589,E,1,2,E01C02,0,99,10,25,6,3,19,107,0,0,4,1,0,0,274,0,16,290,616,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,589,E,1,3,E01C03,0,110,4,21,9,3,27,86,0,0,7,2,0,0,269,1,12,282,616,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,589,E,1,4,E01C04,0,101,12,13,5,5,28,140,0,0,7,0,0,0,311,1,10,322,616,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,590,B,1,0,B,0,143,7,6,9,2,33,87,0,0,1,0,0,0,288,0,8,296,519,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,590,C,1,0,C01,0,137,9,11,6,6,20,118,0,0,5,0,0,0,312,0,12,324,518,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,591,B,1,0,B,0,188,20,10,9,12,33,101,0,0,5,3,0,0,381,0,15,396,697,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,592,B,1,0,B,0,103,8,5,7,7,21,76,0,0,5,2,0,0,234,0,8,242,381,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,592,C,1,0,C01,0,111,13,8,1,6,22,74,0,0,6,1,0,0,242,0,13,255,381,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,593,B,1,0,B,0,97,12,28,15,8,15,96,0,0,8,5,0,0,284,0,18,302,596,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,594,B,1,0,B,0,83,8,11,1,5,28,80,0,0,5,1,0,0,222,0,14,236,646,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,594,C,1,0,C01,0,99,7,6,3,5,26,84,0,0,6,0,0,0,236,0,7,243,645,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,594,C,2,0,C02,0,92,14,2,6,9,20,77,0,0,8,1,0,0,229,0,9,238,645,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,594,C,3,0,C03,0,83,8,7,5,8,26,89,0,0,6,0,0,0,232,0,12,244,645,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,594,C,4,0,C04,0,85,11,5,7,4,17,73,0,0,0,0,0,0,202,0,15,217,645,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,594,C,5,0,C05,0,81,10,11,7,7,20,86,0,0,1,0,0,0,223,0,8,231,645,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,594,C,6,0,C06,0,103,10,10,5,3,24,75,0,0,3,0,1,0,234,0,10,244,645,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,594,E,1,0,E01,0,86,11,8,8,10,25,96,0,0,0,0,0,0,244,0,21,265,723,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,594,E,1,1,E01C01,0,91,12,7,7,11,21,0,0,0,1,3,1,0,154,9,7,170,723,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,594,E,1,2,E01C02,0,89,9,7,8,3,25,104,0,0,0,0,1,0,246,0,10,256,722,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,594,E,1,3,E01C03,0,85,7,9,9,7,21,111,0,0,4,0,2,1,256,0,11,267,722,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,594,E,1,4,E01C04,0,73,6,8,8,9,26,79,0,0,4,1,0,0,214,0,17,231,722,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,594,E,1,5,E01C05,0,101,10,7,4,10,19,121,0,0,2,1,0,0,275,0,9,284,722,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,595,B,1,0,B,0,255,16,4,3,8,46,98,0,0,12,1,1,0,444,0,5,449,660,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,595,C,1,0,C01,0,262,16,2,1,5,45,111,0,0,8,5,0,0,455,0,14,469,659,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,595,C,2,0,C02,0,271,17,5,5,7,48,78,0,0,19,0,0,0,450,0,0,450,659,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,596,B,1,0,B,0,223,14,0,17,7,41,86,0,0,3,0,0,0,391,0,6,397,639,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,596,C,1,0,C01,0,192,7,3,8,4,33,90,0,0,8,1,0,0,346,0,10,356,638,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,596,C,2,0,C02,0,194,10,3,4,7,33,83,0,0,7,3,0,0,344,0,13,357,638,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,596,C,3,0,C03,0,217,4,1,9,8,34,93,0,0,7,1,0,0,374,0,9,383,638,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,597,B,1,0,B,0,83,5,3,8,5,28,108,0,0,11,0,0,0,251,0,10,261,532,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,597,C,1,0,C01,0,80,5,5,8,4,30,90,0,0,4,2,0,0,228,0,6,234,532,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,597,C,2,0,C02,0,91,9,6,4,3,22,101,0,0,4,1,0,0,241,0,8,249,532,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,598,B,1,0,B,0,99,19,3,17,10,17,91,0,0,2,0,0,0,258,0,11,269,504,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,598,C,1,0,C01,0,122,12,1,10,10,17,110,0,0,7,1,0,0,290,1,15,306,504,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,598,C,2,0,C02,0,118,16,3,14,8,25,102,0,0,4,1,0,0,291,0,13,304,503,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,599,B,1,0,B,0,187,18,3,9,7,20,80,0,0,20,1,0,0,345,0,11,356,521,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,599,C,1,0,C01,0,182,12,9,11,7,32,92,0,0,4,1,2,0,352,0,8,360,520,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,600,B,1,0,B,0,143,11,4,9,5,32,66,0,0,7,2,0,0,279,0,12,291,482,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,600,C,1,0,C01,0,158,14,2,9,6,31,88,0,0,5,1,0,0,314,0,4,318,482,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,601,B,1,0,B,0,92,9,2,9,5,24,107,0,0,2,1,0,0,251,0,19,270,574,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,601,C,1,0,C01,0,108,17,7,6,4,22,94,0,0,1,1,0,0,260,0,13,273,573,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,601,C,2,0,C02,0,93,6,4,8,3,19,91,0,0,5,2,1,0,232,0,12,244,573,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,601,C,3,0,C03,0,106,18,7,6,3,19,117,0,0,7,0,0,0,283,0,6,289,573,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,602,B,1,0,B,0,118,12,11,11,10,33,128,0,0,4,0,0,0,327,0,11,338,667,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,602,C,1,0,C01,0,130,11,14,15,12,30,121,0,0,4,0,1,0,338,0,4,342,667,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,602,C,2,0,C02,0,129,10,12,6,5,31,114,0,0,2,2,0,0,311,0,8,319,666,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,603,B,1,0,B,0,88,3,10,5,5,15,108,0,0,4,2,0,0,240,0,10,250,557,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,603,C,1,0,C01,0,91,8,8,7,12,29,94,0,0,4,2,0,0,255,0,13,268,556,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,603,C,2,0,C02,0,93,8,20,9,9,22,86,0,0,2,1,2,0,252,0,10,262,556,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,604,B,1,0,B,0,134,11,6,5,1,25,115,0,0,5,1,0,0,303,0,15,318,598,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,604,C,1,0,C01,0,114,17,6,8,4,30,101,0,0,5,1,0,0,286,0,8,294,597,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,605,B,1,0,B,0,164,15,3,7,4,30,72,0,0,7,2,0,0,304,1,6,311,427,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,605,C,1,0,C01,0,151,12,2,3,7,37,68,0,0,6,3,0,0,289,0,8,297,427,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,606,B,1,0,B,0,173,13,2,10,7,27,101,0,0,8,1,0,0,342,0,9,351,583,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,606,C,1,0,C01,0,181,11,2,9,7,33,98,0,0,3,4,1,0,349,0,14,363,582,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,607,B,1,0,B,0,134,12,5,6,5,26,79,0,0,8,1,0,0,276,0,7,283,410,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,607,C,1,0,C01,0,126,14,1,4,5,27,81,0,0,2,3,0,0,263,0,7,270,410,Acta casilla,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,608,B,1,0,B,0,126,24,12,2,5,7,67,0,0,2,5,0,0,250,0,11,261,491,Grupo de recuento,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,608,C,1,0,C01,0,122,17,24,7,4,15,68,0,0,7,1,0,0,265,0,18,283,490,Grupo de recuento,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,608,E,1,0,E01,0,136,27,22,3,4,12,63,0,0,2,2,2,0,273,0,10,283,612,Grupo de recuento,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,609,B,1,0,B,0,95,8,10,13,2,17,82,0,0,2,0,0,0,229,0,15,244,645,Grupo de recuento,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,609,C,1,0,C01,0,119,10,8,3,6,8,80,0,0,3,0,1,0,238,0,12,250,645,Acta casilla,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,609,C,2,0,C02,0,90,5,9,14,8,10,85,0,0,2,2,0,0,225,0,7,232,644,Acta casilla,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,609,C,3,0,C03,0,109,8,14,8,5,19,80,0,0,5,1,1,0,250,0,10,260,644,Grupo de recuento,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,610,B,1,0,B,0,96,6,6,10,5,28,89,0,0,5,0,0,0,245,0,10,255,603,Acta casilla,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,610,C,1,0,C01,0,73,12,8,3,3,18,90,0,0,2,0,1,0,210,0,14,224,602,Grupo de recuento,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,610,C,2,0,C02,0,85,11,6,6,5,27,98,0,0,8,3,0,0,249,0,11,260,602,Grupo de recuento,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,611,B,1,0,B,0,124,14,7,7,4,32,123,0,0,3,1,0,0,315,0,6,321,693,Acta casilla,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,611,C,1,0,C01,0,123,23,6,12,7,20,117,0,0,6,1,4,0,319,0,13,332,693,Grupo de recuento,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,611,C,2,0,C02,0,121,18,6,10,5,25,113,0,0,5,1,0,0,304,0,8,312,692,Grupo de recuento,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,612,B,1,0,B,0,93,16,4,6,7,24,112,0,0,6,3,1,0,272,0,5,277,612,Grupo de recuento,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,612,C,1,0,C01,0,93,4,1,9,3,25,94,0,0,5,2,0,0,236,0,7,243,611,Grupo de recuento,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,612,C,2,0,C02,0,99,9,11,7,6,19,91,0,0,0,1,0,1,244,0,16,260,611,Grupo de recuento,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,612,C,3,0,C03,0,98,13,10,12,6,19,91,0,0,5,0,0,0,254,0,13,267,611,Acta casilla,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,612,C,4,0,C04,0,99,3,6,2,6,15,94,0,0,6,1,0,0,232,0,13,245,611,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,613,B,1,0,B,0,141,12,14,8,8,30,103,0,0,3,1,0,0,320,0,18,338,745,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,613,C,1,0,C01,0,123,13,9,0,6,20,110,0,0,3,0,0,0,284,0,13,297,745,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,613,C,2,0,C02,0,142,9,8,13,0,23,107,0,0,6,2,0,0,310,0,15,325,745,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,613,C,3,0,C03,0,128,10,7,8,7,37,114,0,0,3,2,1,0,317,1,14,332,744,Grupo de recuento,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,614,B,1,0,B,0,134,9,7,8,4,30,114,0,0,3,3,0,0,312,0,17,329,699,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,614,C,1,0,C01,0,123,10,5,12,6,44,100,0,0,2,3,0,0,305,0,8,313,699,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,614,C,2,0,C02,0,135,7,3,12,6,29,99,0,0,4,1,0,0,296,0,13,309,699,Acta casilla,,,
2,1,AGUASCALIENTES,5,AGUASCALIENTES,1,AGUASCALIENTES,614,C,3,0,C03,0,121,9,6,10,6,34,97,0,0,3,3,2,0,291,0,15,306,699,Acta casilla,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,615,B,1,0,B,0,110,14,13,8,5,20,82,0,0,2,2,0,0,256,0,13,269,686,Grupo de recuento,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,615,C,1,0,C01,0,105,11,11,8,5,22,93,0,0,4,2,0,0,261,0,16,277,686,Grupo de recuento,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,616,B,1,0,B,0,107,18,5,11,1,8,45,0,0,1,1,0,0,197,0,7,204,385,Acta casilla,,,
2,1,AGUASCALIENTES,16,AGUASCALIENTES,1,AGUASCALIENTES,616,C,1,0,C01,0,86,11,3,6,2,11,56,0,0,1,0,0,0,176,0,8,184,385,Acta casilla,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,617,B,1,0,B,0,143,12,4,7,3,37,124,0,0,3,3,0,0,336,0,17,353,627,Acta casilla,,,
2,1,AGUASCALIENTES,12,AGUASCALIENTES,1,AGUASCALIENTES,617,C,1,0,C01,0,128,8,4,5,5,31,115,0,0,3,2,0,0,301,0,14,315,627,Acta casilla,,,
