CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,FXMV,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3333,2,2,59,24,7,15,15,215,281,7,13,0,0,0,16,1,1,3,657,0,26,683,1286
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3334,2,2,40,19,4,28,15,177,299,8,10,0,1,0,26,0,3,4,634,0,20,654,1294
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3335,3,3,57,35,9,21,22,230,361,9,5,0,0,0,21,2,4,7,783,0,22,805,1510
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3336,2,2,60,39,5,12,13,170,232,13,14,2,1,0,21,1,2,4,589,0,17,606,1012
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3337,1,1,41,24,8,8,7,148,119,6,10,0,0,0,13,0,2,2,388,0,6,394,630
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3338,2,2,63,23,5,19,16,196,229,4,16,2,0,0,13,1,2,2,591,0,26,617,989
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3339,3,3,80,28,7,35,30,191,363,16,8,2,1,0,24,2,8,4,799,0,23,822,1575
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3340,3,3,59,22,11,39,21,192,387,15,6,2,0,0,21,5,6,12,798,0,26,824,1697
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3341,2,2,29,14,6,29,15,148,227,4,3,0,0,0,22,2,2,5,506,0,7,513,879
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3342,1,1,47,19,4,7,5,134,134,5,7,1,0,0,6,0,1,1,371,0,8,379,676
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3343,4,5,178,98,12,55,38,322,619,24,14,5,0,0,24,1,5,3,1398,0,72,1470,1684
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3344,4,4,115,47,9,33,23,390,629,22,17,2,0,1,34,4,8,2,1336,0,50,1386,2547
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3345,2,2,92,37,8,11,16,214,261,12,4,1,0,0,19,2,5,4,686,0,15,701,1141
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3346,2,2,58,27,3,11,18,164,214,14,8,2,0,0,13,0,0,3,535,0,15,550,897
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3347,2,2,112,37,6,13,7,154,217,12,18,0,0,0,9,3,0,1,589,0,9,598,932
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3348,2,2,54,22,4,16,18,120,186,5,8,0,1,0,13,0,2,2,451,0,21,472,856
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3349,2,2,91,24,8,17,13,209,391,10,8,0,1,0,27,2,0,5,806,0,20,826,1404
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3350,5,5,152,48,16,49,47,363,769,22,12,3,0,0,55,1,13,14,1564,2,56,1622,3260
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3351,2,2,75,24,16,26,23,198,307,12,16,5,0,0,25,1,7,5,740,0,21,761,1473
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3352,2,2,38,25,8,19,23,156,361,8,8,1,1,0,27,0,2,2,679,1,14,694,1347
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3353,2,2,55,27,4,23,18,140,284,7,13,0,0,0,23,0,4,1,599,0,15,614,1119
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3354,2,2,44,32,5,24,13,200,308,15,5,1,1,0,29,2,4,4,687,0,20,707,1299
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3355,3,3,95,38,10,21,30,343,493,24,15,2,0,0,41,3,7,9,1131,0,48,1179,2073
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3356,4,4,69,43,13,49,42,223,585,18,11,3,0,0,37,3,15,3,1114,0,39,1153,2438
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3357,2,2,101,43,9,27,23,180,394,14,6,0,0,0,10,2,5,5,819,0,26,845,1391
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3358,2,2,34,7,4,14,24,23,336,7,3,0,1,1,22,5,4,2,487,0,19,506,809
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3359,2,2,61,26,5,23,27,28,340,9,4,2,0,0,19,4,5,3,556,1,28,585,1072
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3360,2,2,83,26,9,39,21,88,340,10,4,1,0,0,17,0,4,5,647,0,30,677,1119
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3361,2,2,40,11,6,17,12,26,299,4,1,1,0,0,9,1,5,1,433,0,16,449,721
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3362,3,3,37,47,9,24,24,55,556,12,5,2,0,0,28,3,4,3,809,3,38,850,1640
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3363,1,1,49,22,6,16,14,76,143,5,2,3,0,2,1,0,4,0,343,0,18,361,628
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3364,1,1,22,8,1,11,13,31,128,5,0,1,1,1,9,5,0,1,237,0,19,256,444
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3366,3,3,99,54,13,19,35,51,284,27,10,4,2,2,10,1,6,3,620,0,89,709,1700
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3367,3,3,135,99,11,33,27,43,246,9,15,5,0,0,20,0,0,5,648,0,38,686,2030
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3368,4,4,49,56,17,52,36,218,564,9,12,0,0,0,51,6,11,8,1089,1,64,1154,2548
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3369,2,2,46,51,11,28,18,36,198,8,10,2,1,0,11,1,6,4,431,2,26,459,1079
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3370,2,2,42,13,15,23,17,103,231,11,4,1,1,0,18,3,0,4,486,0,33,519,1114
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3371,3,3,84,53,11,34,32,161,473,11,17,1,0,1,44,1,9,5,937,0,48,985,2045
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3372,2,2,60,54,13,35,20,113,417,3,12,1,0,0,29,2,10,7,776,0,27,803,1422
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3373,3,3,81,49,11,31,23,111,492,20,10,4,0,0,44,2,10,6,894,0,17,911,2003
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3374,3,3,94,62,15,35,21,117,460,17,9,2,0,0,30,3,11,3,879,0,30,909,1769
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3375,4,4,239,98,28,41,49,74,441,14,18,10,1,1,47,5,5,7,1078,1,50,1129,2456
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3376,5,5,171,163,18,33,25,96,403,21,42,9,2,1,18,1,6,4,1013,0,32,1045,3286
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3377,2,2,59,54,8,19,12,32,177,4,14,3,1,0,8,0,3,2,396,0,19,415,1106
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3378,5,5,100,59,20,56,59,426,940,24,20,1,0,0,58,1,10,9,1783,3,75,1861,3614
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3379,5,5,126,63,19,52,23,304,622,24,9,5,1,0,27,3,9,5,1292,0,60,1352,3130
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3380,3,3,34,204,9,18,14,31,191,12,11,0,0,1,10,0,8,1,544,0,20,564,1513
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3381,3,3,62,56,5,60,19,105,342,7,8,3,0,0,28,2,3,1,701,0,29,730,1624
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3382,2,2,39,14,20,34,11,50,233,8,10,1,1,0,8,1,3,2,435,0,27,462,1010
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3383,2,2,75,33,9,30,5,69,281,6,17,3,0,0,20,5,9,2,564,0,33,597,1303
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3384,2,2,53,23,4,22,12,70,390,3,7,0,0,0,31,3,6,9,633,0,28,661,1245
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3385,2,2,53,58,13,30,19,36,267,9,4,5,0,0,6,6,2,2,510,0,30,540,1192
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3386,2,2,101,23,10,14,14,51,196,6,2,3,1,1,13,3,3,3,444,0,27,471,1054
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3387,2,2,32,40,3,16,11,43,222,1,7,1,0,0,14,5,3,0,398,0,14,412,1086
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3388,2,2,45,76,5,7,11,12,190,5,13,3,0,0,7,0,1,4,379,0,15,394,889
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3389,4,4,66,22,5,45,39,35,413,14,8,0,1,0,16,5,6,4,679,0,45,724,2260
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3390,4,4,100,68,6,32,27,40,227,7,13,7,2,1,16,3,3,3,555,0,35,590,1613
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3391,1,1,34,27,8,17,17,36,114,6,6,2,0,0,16,1,3,0,287,0,16,303,749
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3392,2,2,47,41,8,27,24,28,224,7,0,1,2,0,28,4,3,3,447,0,31,478,1341
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3393,1,1,9,6,8,2,5,18,131,1,2,0,0,0,14,0,0,0,196,0,13,209,376
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3394,3,3,77,50,11,31,24,26,219,11,14,4,2,1,21,6,5,1,503,1,53,557,1592
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3395,1,1,25,27,3,10,17,18,106,1,4,2,0,0,12,6,0,3,234,0,16,250,732
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3396,2,2,51,34,9,21,17,32,183,3,8,0,0,0,16,0,4,0,378,0,19,397,1460
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3397,3,3,195,50,12,35,29,88,464,13,14,4,0,1,21,5,6,6,943,0,29,972,1754
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3398,3,3,62,18,10,53,121,63,346,12,9,5,2,0,30,2,3,3,739,0,45,784,1670
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3399,3,3,58,66,15,65,32,36,257,7,16,5,1,0,24,4,6,4,596,0,42,638,1666
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3400,2,2,11,47,2,3,3,14,22,5,0,0,0,0,5,0,0,0,112,0,2,114,802
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3401,2,2,20,46,4,7,6,19,211,13,4,0,0,0,6,0,3,3,342,1,12,355,923
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3402,3,3,82,73,13,32,35,67,333,13,17,4,0,0,14,4,1,7,695,0,47,742,2027
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3403,4,4,41,94,6,47,36,22,273,20,12,4,0,0,23,3,5,4,590,0,41,631,2473
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3404,4,4,87,67,7,36,31,59,465,13,5,6,0,1,19,6,16,8,826,0,40,866,2350
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3405,1,1,21,12,5,9,8,48,163,3,2,0,0,0,8,2,7,3,291,0,21,312,540
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3406,2,2,58,22,10,41,21,81,446,2,5,5,0,0,31,5,4,0,731,0,34,765,1326
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3407,2,2,37,24,10,19,19,50,296,12,3,1,0,1,27,2,2,4,507,0,44,551,1026
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,3408,1,1,14,11,4,20,6,9,214,2,1,0,0,0,5,2,5,2,295,0,18,313,485
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,4907,3,3,54,47,10,32,39,34,467,10,10,1,0,0,36,4,2,1,747,0,53,800,2250
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,4908,2,2,31,19,9,31,14,56,221,4,9,3,0,0,19,4,2,5,427,0,42,469,1087
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,4926,2,2,42,32,2,14,6,9,181,0,13,2,1,0,23,2,2,0,329,0,17,346,826
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,4927,2,2,30,62,8,30,24,20,188,8,7,0,1,0,12,1,7,2,400,0,28,428,1151
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,4928,2,2,64,74,3,20,14,29,108,12,5,12,1,0,5,1,2,0,350,0,14,364,848
3,30,VERACRUZ,25,SAN ANDRES TUXTLA,142,SAN ANDRES TUXTLA,4929,2,2,54,53,4,12,10,38,151,3,8,3,0,0,9,4,3,3,355,0,17,372,868
3,30,VERACRUZ,26,COSOLEACAQUE,0,VOTO ANTICIPADO,0,0,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,1,9,9
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1184,2,2,23,138,8,13,21,18,406,4,7,4,0,0,10,2,4,2,660,0,17,677,1094
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1185,2,2,14,87,1,14,13,18,334,6,2,0,0,0,14,5,4,2,514,0,10,524,801
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1186,2,2,25,101,7,13,12,29,528,14,10,1,0,0,19,0,6,4,769,0,25,794,1228
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1187,2,2,19,61,3,18,12,17,393,3,2,1,0,0,11,3,0,1,544,0,18,562,871
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1188,3,3,36,138,7,23,17,41,593,16,6,5,0,5,16,0,3,4,910,0,30,940,1603
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1189,3,3,39,170,12,21,23,40,650,16,9,5,0,0,23,4,9,5,1026,0,31,1057,1634
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1190,2,2,22,86,5,13,8,24,356,12,3,1,0,0,16,0,2,2,550,0,15,565,838
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1191,2,2,28,125,8,19,14,27,355,12,8,0,0,10,8,2,4,1,621,0,17,638,1051
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1192,3,3,31,196,11,21,17,38,567,25,6,1,0,14,24,1,4,5,961,0,26,987,1511
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1193,3,3,29,177,9,18,18,22,643,17,9,1,0,7,10,2,5,3,970,5,15,990,1534
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1194,2,2,21,129,6,11,17,29,365,10,8,0,0,0,15,0,7,2,620,1,14,635,950
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1195,3,4,52,199,9,23,16,51,545,26,8,1,0,0,11,2,4,5,952,1,24,977,794
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1196,2,2,11,125,9,13,10,22,318,10,7,0,0,1,21,3,4,4,558,0,14,572,853
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1197,2,2,25,133,6,12,14,39,410,11,5,0,0,1,13,1,1,2,673,0,18,691,1052
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1198,2,2,36,120,10,21,23,32,576,19,7,1,1,0,14,4,1,1,866,0,24,890,1435
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1199,5,5,76,213,8,48,29,63,1061,26,12,2,0,0,45,3,10,7,1603,0,33,1636,3242
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1200,3,3,66,126,12,20,31,64,735,15,13,3,0,0,46,5,6,4,1146,1,38,1185,2239
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1201,2,2,12,46,1,21,12,23,349,9,0,3,1,0,15,3,5,2,502,0,12,514,816
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1202,2,2,28,57,2,15,7,25,335,5,4,1,0,0,23,0,9,6,517,0,16,533,919
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1203,2,2,20,78,4,21,18,14,370,3,8,2,0,0,16,2,2,3,561,1,10,572,981
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1204,2,2,20,50,4,8,9,21,360,1,2,1,0,0,35,1,6,6,524,0,19,543,913
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1205,2,2,25,137,5,21,14,25,312,7,3,0,0,0,25,0,7,4,585,1,18,604,1019
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1206,3,3,38,88,7,41,30,55,611,10,5,3,0,0,49,0,9,9,955,0,23,978,1795
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1208,5,5,148,368,21,22,23,69,825,17,21,4,0,2,58,3,7,11,1599,2,49,1650,2730
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1209,2,2,23,42,4,9,6,27,330,6,5,0,0,12,15,6,4,4,493,1,6,500,751
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1210,1,1,10,34,5,9,2,17,237,4,1,1,0,0,16,0,1,1,338,1,4,343,507
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1211,1,1,13,24,1,5,0,13,132,0,2,0,0,0,6,0,1,2,199,0,3,202,275
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1212,2,2,49,94,5,12,7,34,365,15,14,0,0,13,6,2,0,0,616,8,6,630,985
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1213,4,4,114,282,9,28,24,81,944,27,29,4,0,0,67,0,11,8,1628,0,36,1664,2677
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1214,2,2,28,68,3,10,12,19,352,7,9,0,0,0,26,0,4,2,540,2,11,553,848
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1215,1,1,26,64,0,8,5,19,261,4,5,1,0,0,10,0,2,3,408,0,7,415,608
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1216,2,2,26,129,5,10,10,21,291,28,5,2,0,1,8,1,3,0,540,0,20,560,880
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1217,2,2,56,80,5,17,13,37,348,9,11,0,0,0,16,1,3,2,598,2,10,610,881
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1218,2,2,41,104,5,14,9,25,323,7,7,1,0,0,26,0,2,0,564,1,12,577,855
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1219,3,3,52,347,23,29,16,15,518,7,11,3,2,3,38,3,9,5,1081,0,34,1115,1983
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1220,2,2,36,166,8,11,7,20,302,0,11,1,0,0,31,1,2,2,598,0,24,622,1070
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1221,4,4,90,374,21,17,16,22,571,5,33,4,2,3,36,6,5,11,1216,0,57,1273,2445
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1222,3,3,47,144,10,19,17,48,654,12,13,1,0,0,22,4,4,8,1003,0,14,1017,1737
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1223,1,1,15,41,4,5,10,29,285,12,5,1,0,0,21,0,9,3,440,0,14,454,717
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1224,3,3,40,109,15,25,17,32,836,16,3,1,1,0,49,4,15,5,1168,0,43,1211,1810
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1225,2,2,30,76,5,16,10,26,388,2,0,3,0,0,22,1,4,2,585,0,18,603,912
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1226,2,2,31,56,0,9,10,24,352,13,4,0,0,0,12,0,1,3,515,0,9,524,858
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1227,1,1,13,27,3,10,7,13,177,4,1,0,0,0,8,0,2,2,267,0,1,268,432
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1228,3,3,61,269,12,28,20,36,731,10,12,1,0,3,43,5,12,2,1245,0,45,1290,2234
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1229,1,1,14,42,6,8,4,7,128,3,2,0,0,1,14,0,1,0,230,1,0,231,387
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1230,1,1,24,46,3,8,7,19,237,3,5,0,0,22,0,1,2,0,377,9,0,386,588
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1231,2,2,15,72,10,14,10,28,280,6,7,0,0,1,30,0,4,1,478,0,8,486,828
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1232,2,2,46,110,4,19,10,31,522,8,7,1,0,1,31,4,4,7,805,0,29,834,1327
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1233,1,1,17,49,3,9,6,27,251,1,2,0,0,0,15,0,4,6,390,0,6,396,597
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1234,2,2,52,89,12,16,11,45,532,13,6,2,0,1,39,4,5,4,831,0,18,849,1376
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1235,2,2,37,123,10,11,15,34,411,6,8,2,0,1,21,0,9,4,692,0,20,712,1053
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1236,2,2,19,91,6,14,6,21,274,6,15,1,0,0,37,1,2,2,495,0,7,502,776
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1237,2,2,32,116,12,11,8,11,307,2,11,1,0,2,20,1,2,5,541,0,9,550,807
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1238,4,4,62,173,14,35,29,56,937,14,2,2,2,0,44,6,11,9,1396,0,54,1450,2507
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1239,3,3,38,136,9,25,25,39,708,8,10,1,0,0,45,2,7,4,1057,0,17,1074,1778
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1240,3,3,96,192,12,21,17,57,774,20,9,4,0,0,45,1,8,4,1260,0,25,1285,2153
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1241,1,1,21,89,2,7,6,14,182,2,5,0,0,0,15,1,0,2,346,0,6,352,613
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1242,5,5,57,257,19,57,36,58,1107,23,15,5,2,0,46,5,11,10,1708,0,50,1758,3178
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1243,6,6,75,309,20,62,43,88,1345,32,15,5,0,1,65,2,17,14,2093,1,74,2168,4475
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1244,1,1,8,78,0,5,3,2,125,1,5,0,0,0,3,1,0,0,231,0,8,239,353
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1245,2,2,50,136,5,23,16,51,404,27,7,1,0,0,5,1,2,1,729,0,22,751,1168
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1246,2,2,27,107,13,12,22,53,350,28,5,0,0,0,6,0,3,1,627,0,14,641,988
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1247,2,2,40,161,7,12,24,38,405,42,7,3,0,0,9,2,3,2,755,0,19,774,1200
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1248,2,2,31,117,10,24,13,42,299,21,5,0,0,2,7,1,2,2,576,0,23,599,1078
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1249,2,2,25,90,7,23,11,78,284,21,8,1,0,0,9,1,5,2,565,0,13,578,900
3,30,VERACRUZ,26,COSOLEACAQUE,50,COSOLEACAQUE,1250,2,2,17,70,6,14,11,34,269,9,6,1,0,0,6,1,1,0,445,0,15,460,766
