CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PT,PVEM,MC,MORENA,NAZ,PES,FMZ,RPZ,MAZ,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT_NAZ_PES,PT_NAZ,PT_PES,NAZ_PES,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
2,32,ZACATECAS,12,VILLA DE COS,51,VILLA DE COS,1646,B,1,0,B,0,0,20,3,31,0,0,19,30,5,0,1,0,1,0,0,0,9,1,0,2,0,122,0,6,128,196,ACTA DE CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,51,VILLA DE COS,1647,B,1,0,B,0,2,17,1,32,1,0,6,19,1,0,2,0,1,0,0,0,4,3,1,0,0,90,0,6,96,150,ACTA DE CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,51,VILLA DE COS,1648,B,1,0,B,0,0,50,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,1,70,113,ACTA DE CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,51,VILLA DE COS,1650,B,1,0,B,0,7,43,2,51,1,3,29,26,7,0,2,0,1,0,0,0,5,3,0,1,0,181,0,11,192,302,ACTA DE CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,51,VILLA DE COS,1652,B,1,0,B,0,7,66,2,47,2,3,26,59,7,4,1,0,12,2,0,1,12,3,2,0,0,256,0,17,273,431,ACTA DE CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,51,VILLA DE COS,1653,B,1,0,B,0,11,8,5,21,1,8,55,47,2,2,0,0,4,1,0,0,6,3,0,0,0,174,0,10,184,263,ACTA DE CASILLA,,,
2,32,ZACATECAS,12,VILLA DE COS,51,VILLA DE COS,1654,B,1,0,B,0,2,91,2,48,11,2,26,39,3,0,3,0,3,1,1,0,8,3,0,0,0,243,0,31,274,443,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,12,VILLA DE COS,51,VILLA DE COS,1655,B,1,0,B,0,40,115,1,36,2,4,20,24,3,0,5,0,10,3,0,0,7,2,1,0,0,273,0,5,278,354,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,12,VILLA DE COS,51,VILLA DE COS,1656,B,1,0,B,0,4,42,0,14,0,1,10,15,2,0,0,0,5,0,0,0,6,1,1,2,0,103,0,2,105,150,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1659,B,1,0,B,0,18,90,5,2,1,200,152,1,0,0,3,0,3,0,0,0,0,0,0,0,0,475,1,18,494,726,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1659,C,1,0,C01,0,11,101,2,1,3,214,167,5,0,0,1,0,6,3,0,0,0,0,0,0,0,514,0,21,535,726,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1660,B,1,0,B,0,7,93,5,0,2,171,120,1,0,0,2,0,12,1,0,0,0,0,0,0,0,414,0,17,431,584,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1660,C,1,0,C01,0,10,109,3,0,4,216,110,0,0,0,2,0,8,2,0,0,0,0,0,0,0,464,0,9,473,584,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1661,B,1,0,B,0,8,98,11,3,3,142,143,3,0,0,3,0,8,2,0,1,0,0,0,0,0,425,0,7,432,593,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1661,C,1,0,C01,0,9,98,2,2,4,132,176,2,0,0,1,0,7,2,0,1,0,0,0,0,0,436,0,17,453,592,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1662,B,1,0,B,0,6,87,4,5,3,174,100,1,0,0,0,0,4,0,0,0,0,0,0,0,0,384,0,11,395,515,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1662,C,1,0,C01,0,6,87,1,2,4,174,82,0,0,0,2,0,12,2,0,1,0,0,0,0,0,373,0,13,386,515,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1662,C,2,0,C02,0,8,87,4,0,0,166,105,3,0,0,1,0,18,0,0,0,0,0,0,0,0,392,0,19,411,514,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1663,B,1,0,B,0,2,105,1,0,2,146,62,3,0,0,3,0,8,0,0,0,0,0,0,0,0,332,0,14,346,469,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1664,B,1,0,B,0,4,92,3,7,7,109,144,2,0,0,8,0,3,1,0,0,0,0,0,0,0,380,0,27,407,669,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1665,B,1,0,B,0,0,75,3,1,3,120,135,0,0,0,5,0,7,0,0,0,0,0,0,0,0,349,0,15,364,537,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1665,C,1,0,C01,0,2,84,2,4,4,109,141,0,0,0,1,0,6,0,0,0,0,0,0,0,0,353,0,23,376,537,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1666,B,1,0,B,0,2,56,1,1,0,157,127,1,0,0,4,0,6,0,0,0,0,0,0,0,0,355,0,18,373,531,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1667,B,1,0,B,0,5,31,2,2,4,162,122,1,0,0,3,0,1,0,0,1,0,0,0,0,0,334,0,20,354,477,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1667,C,1,0,C01,0,3,23,1,3,4,199,109,1,0,0,1,0,1,0,0,0,0,0,0,0,0,345,0,13,358,476,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1668,B,1,0,B,0,4,29,0,3,1,161,72,1,0,0,4,0,6,0,0,0,0,0,0,0,0,281,0,14,295,453,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1668,C,1,0,C01,0,2,39,2,0,3,147,84,0,0,0,0,0,6,0,0,0,0,0,0,0,0,283,0,19,302,453,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1669,B,1,0,B,0,0,23,2,1,1,140,89,2,0,0,2,0,2,0,0,0,0,0,0,0,0,262,0,9,271,368,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1670,B,1,0,B,0,2,53,3,5,4,106,45,2,0,0,0,0,8,1,0,0,0,0,0,0,0,229,0,8,237,356,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1671,B,1,0,B,0,3,89,5,3,4,102,174,2,0,0,2,0,15,1,0,0,0,0,0,0,0,400,1,16,417,584,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1671,C,1,0,C01,0,8,77,2,0,0,93,182,0,0,0,0,0,11,0,0,0,0,0,0,0,0,373,0,27,400,584,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1672,B,1,0,B,0,0,40,0,6,1,24,58,1,0,1,0,0,0,0,0,0,0,0,0,0,0,131,0,7,138,233,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1673,B,1,0,B,0,7,45,2,0,4,164,94,1,1,0,1,0,6,0,0,1,0,0,0,0,0,326,0,9,335,462,ACTA DE CASILLA,,,
2,32,ZACATECAS,13,LORETO,52,VILLA GARCIA,1673,C,1,0,C01,0,1,50,2,3,4,138,109,0,0,0,2,0,3,1,1,0,0,0,0,0,0,314,0,17,331,462,ACTA DE CASILLA,,,
2,32,ZACATECAS,11,OJOCALIENTE,53,VILLA GONZALEZ ORTEGA,1675,B,1,0,B,0,50,8,77,2,2,111,66,2,14,52,5,0,0,0,0,0,0,0,0,0,0,389,0,11,400,558,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,53,VILLA GONZALEZ ORTEGA,1675,C,1,0,C01,0,69,6,94,4,0,81,58,0,16,44,0,0,0,0,0,0,0,0,0,0,0,372,0,18,390,558,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,53,VILLA GONZALEZ ORTEGA,1675,S,1,0,S01,0,4,1,5,0,0,5,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,22,0,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,53,VILLA GONZALEZ ORTEGA,1676,B,1,0,B,0,34,13,69,3,0,84,75,1,22,41,1,0,0,0,0,0,0,0,0,0,0,343,0,18,361,561,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,53,VILLA GONZALEZ ORTEGA,1676,C,1,0,C01,0,58,10,71,2,7,77,89,2,22,27,0,0,0,0,0,0,0,0,0,0,0,365,0,15,380,560,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,53,VILLA GONZALEZ ORTEGA,1677,B,1,0,B,0,64,7,72,3,5,79,45,0,13,31,0,0,0,0,0,0,0,0,0,0,0,319,0,26,345,531,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,53,VILLA GONZALEZ ORTEGA,1677,C,1,0,C01,0,73,3,63,1,3,68,45,1,17,39,1,0,0,0,0,0,0,0,0,0,0,314,0,18,332,531,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,53,VILLA GONZALEZ ORTEGA,1678,B,1,0,B,0,56,6,112,2,1,103,59,0,20,34,3,0,0,0,0,0,0,0,0,0,0,396,0,14,410,610,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,53,VILLA GONZALEZ ORTEGA,1678,C,1,0,C01,0,65,13,122,3,1,75,76,0,25,40,1,0,0,0,0,0,0,0,0,0,0,421,0,16,437,609,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,53,VILLA GONZALEZ ORTEGA,1679,B,1,0,B,0,48,4,60,1,1,59,68,0,18,69,0,0,0,0,0,0,0,0,0,0,0,328,0,12,340,500,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,53,VILLA GONZALEZ ORTEGA,1679,C,1,0,C01,0,56,0,66,0,1,68,67,0,13,50,1,0,0,0,0,0,0,0,0,0,0,322,0,8,330,499,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,53,VILLA GONZALEZ ORTEGA,1680,B,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,PAQUETE NO ENTREGADO,,,
2,32,ZACATECAS,11,OJOCALIENTE,53,VILLA GONZALEZ ORTEGA,1680,C,1,0,C01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,PAQUETE NO ENTREGADO,,,
2,32,ZACATECAS,11,OJOCALIENTE,53,VILLA GONZALEZ ORTEGA,1681,B,1,0,B,0,46,2,17,2,3,52,40,2,12,19,0,0,0,0,0,0,0,0,0,0,0,195,0,4,199,295,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,53,VILLA GONZALEZ ORTEGA,1681,E,1,0,E01,0,54,4,25,21,3,47,137,5,4,37,2,0,0,0,0,0,0,0,0,0,0,339,0,31,370,585,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,53,VILLA GONZALEZ ORTEGA,1682,B,1,0,B,0,57,9,38,10,5,36,58,9,13,7,2,0,0,0,0,0,0,0,0,0,0,244,0,22,266,518,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,53,VILLA GONZALEZ ORTEGA,1683,B,1,0,B,0,57,12,81,7,5,64,77,11,7,30,1,0,0,0,0,0,0,0,0,0,0,352,0,31,383,676,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,53,VILLA GONZALEZ ORTEGA,1684,B,1,0,B,0,32,10,104,10,6,46,71,12,4,12,0,0,0,0,0,0,0,0,0,0,0,307,0,38,345,565,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,53,VILLA GONZALEZ ORTEGA,1685,B,1,0,B,0,27,3,37,7,3,35,69,6,15,19,1,0,0,0,0,0,0,0,0,0,0,222,0,26,248,420,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,11,OJOCALIENTE,53,VILLA GONZALEZ ORTEGA,1686,B,1,0,B,0,46,9,62,9,6,50,76,17,7,31,0,0,0,0,0,0,0,0,0,0,0,313,0,31,344,614,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1687,B,1,0,B,0,0,180,3,3,2,3,181,6,0,0,1,0,0,0,0,0,0,0,0,0,0,379,0,9,388,527,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1687,C,1,0,C01,0,0,196,0,2,1,0,172,7,0,0,1,0,0,0,0,0,0,0,0,0,0,379,0,5,384,526,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1688,B,1,0,B,0,0,213,2,6,1,2,164,8,0,0,1,0,0,0,0,0,0,0,0,0,0,397,0,13,410,585,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1688,C,1,0,C01,0,0,198,1,6,3,0,184,8,0,0,1,0,0,0,0,0,0,0,0,0,0,401,0,23,424,585,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1689,B,1,0,B,0,0,147,2,3,3,0,172,9,0,0,1,0,0,0,0,0,0,0,0,0,0,337,0,10,347,514,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1689,C,1,0,C01,0,0,198,3,6,3,2,140,3,0,0,0,0,0,0,0,0,0,0,0,0,0,355,0,15,370,514,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1689,C,2,0,C02,0,0,153,0,4,1,2,189,5,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,8,362,514,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1690,B,1,0,B,0,0,144,1,5,6,6,122,7,0,0,0,0,0,0,0,0,0,0,0,0,0,291,0,21,312,457,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1691,B,1,0,B,0,0,162,0,11,2,1,189,1,0,0,1,0,0,0,0,0,0,0,0,0,0,367,1,13,381,508,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1691,C,1,0,C01,0,0,155,1,5,3,0,182,2,0,0,0,0,0,0,0,0,0,0,0,0,0,348,0,13,361,507,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1692,B,1,0,B,0,0,91,3,7,3,3,105,2,0,0,5,0,0,0,0,0,0,0,0,0,0,219,0,20,239,340,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1693,B,1,0,B,0,0,95,1,6,4,5,125,1,0,0,1,0,0,0,0,0,0,0,0,0,0,238,0,11,249,416,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1694,B,1,0,B,0,0,138,2,25,3,4,205,2,0,0,3,0,0,0,0,0,0,0,0,0,0,382,0,11,393,585,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1695,B,1,0,B,0,0,130,2,11,4,1,165,3,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,24,340,500,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1696,B,1,0,B,0,0,175,1,12,1,5,208,1,0,0,5,0,0,0,0,0,0,0,0,0,0,408,1,18,427,576,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1697,B,1,0,B,0,0,179,1,15,7,2,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386,0,28,414,610,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1698,B,1,0,B,0,0,176,0,5,5,0,164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,9,360,506,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1699,B,1,0,B,0,0,185,1,10,2,4,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,16,319,500,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1699,C,1,0,C01,0,0,199,2,10,2,4,108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,326,0,15,341,499,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1700,B,1,0,B,0,0,231,1,19,3,2,258,2,0,0,2,0,0,0,0,0,0,0,0,0,0,518,0,13,531,677,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1700,C,1,0,C01,0,0,224,0,24,6,6,263,1,0,0,1,0,0,0,0,0,0,0,0,0,0,525,0,14,539,676,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1701,B,1,0,B,0,0,114,1,19,1,1,126,1,0,0,1,0,0,0,0,0,0,0,0,0,0,264,1,7,272,365,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1702,B,1,0,B,0,0,110,3,8,1,5,110,2,0,0,0,0,0,0,0,0,0,0,0,0,0,239,1,4,244,335,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1703,B,1,0,B,0,0,66,1,4,3,1,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,7,153,235,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1704,B,1,0,B,0,0,77,0,3,4,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,4,130,206,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1705,B,1,0,B,0,0,42,3,2,1,3,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,8,152,207,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1706,B,1,0,B,0,0,36,1,0,2,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,75,103,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1707,B,1,0,B,0,0,85,0,2,3,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,9,155,215,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1708,B,1,0,B,0,0,88,0,7,0,0,206,1,0,0,1,0,0,0,0,0,0,0,0,0,0,303,0,5,308,362,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1709,B,1,0,B,0,0,151,3,8,3,6,120,2,0,0,2,0,0,0,0,0,0,0,0,0,0,295,0,12,307,450,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,14,PINOS,54,VILLA HIDALGO,1710,B,1,0,B,0,0,143,2,20,6,4,160,0,0,0,3,0,0,0,0,0,0,0,0,0,0,338,1,21,360,581,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1711,B,1,0,B,0,13,5,132,2,11,0,174,1,2,4,1,0,0,0,0,0,0,0,0,0,7,352,0,17,369,583,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1711,C,1,0,C01,0,23,0,143,4,9,2,153,0,0,4,0,0,0,0,0,0,0,1,0,0,15,354,0,12,366,582,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1711,C,2,0,C02,0,16,1,139,0,16,0,142,3,3,3,0,0,0,0,0,0,1,0,0,0,15,339,0,18,357,582,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1712,B,1,0,B,0,19,4,134,4,28,3,193,1,1,5,0,0,0,0,0,0,0,1,0,0,19,412,0,15,427,742,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1713,B,1,0,B,0,3,2,76,3,20,0,116,0,2,0,0,0,0,0,0,0,0,0,0,0,8,230,0,13,243,401,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1713,C,1,0,C01,0,6,1,72,2,15,1,136,0,1,3,0,0,0,0,0,0,0,0,0,0,10,247,0,6,253,401,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1714,B,1,0,B,0,20,4,130,2,20,2,198,3,2,8,1,0,0,0,0,0,1,0,0,0,17,408,0,9,417,673,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1714,C,1,0,C01,0,18,3,157,2,12,2,171,2,3,4,0,0,0,0,0,0,0,0,1,0,19,394,0,15,409,673,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1715,B,1,0,B,0,14,2,113,5,27,0,164,0,1,10,0,0,0,0,0,0,1,0,0,0,23,360,0,10,370,574,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1716,B,1,0,B,0,8,3,142,2,8,1,156,0,0,4,0,0,0,0,0,0,0,0,0,0,20,344,0,13,357,597,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1716,C,1,0,C01,0,12,1,124,0,11,2,155,2,4,5,0,0,0,0,0,0,0,1,1,0,5,323,0,10,333,596,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1717,B,1,0,B,0,11,9,125,5,22,0,183,3,4,8,1,0,0,0,0,0,1,0,0,0,17,389,0,21,410,657,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1717,C,1,0,C01,0,8,6,118,5,16,0,205,0,2,6,0,0,0,0,0,0,4,0,0,0,14,384,0,11,395,657,ACTA DE CASILLA,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1718,B,1,0,B,0,30,10,133,8,20,1,199,4,8,3,1,0,0,0,0,0,3,0,0,0,18,438,0,14,452,736,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1719,B,1,0,B,0,31,9,157,3,19,4,137,2,0,7,1,0,0,0,0,0,0,0,1,0,10,381,0,18,399,649,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1720,B,1,0,B,0,16,1,155,1,18,2,171,4,1,2,0,0,0,0,0,0,0,0,0,0,14,385,0,13,398,674,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1720,C,1,0,C01,0,19,7,145,3,28,2,161,2,0,4,0,0,0,0,0,0,0,0,0,0,17,388,0,17,405,673,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1721,B,1,0,B,0,23,0,90,6,5,5,104,1,0,3,1,0,0,0,0,0,0,0,0,0,4,242,0,11,253,386,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1721,C,1,0,C01,0,9,4,82,3,8,1,123,1,0,1,1,0,0,0,0,0,1,0,0,0,5,239,0,8,247,385,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1722,B,1,0,B,0,16,6,96,2,18,0,136,1,2,1,1,0,0,0,0,0,0,0,0,0,15,294,0,14,308,450,ACTA DE CASILLA,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1727,B,1,0,B,0,23,1,103,3,6,0,92,1,4,9,0,0,0,0,0,0,1,0,0,0,5,248,0,11,259,445,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1727,C,1,0,C01,0,37,1,110,4,5,2,94,0,1,6,0,0,0,0,0,0,0,0,0,0,1,261,0,14,275,445,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1728,B,1,0,B,0,50,7,114,6,15,5,137,7,2,0,1,0,0,0,0,0,1,0,0,0,9,354,0,18,372,644,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1730,B,1,0,B,0,31,7,129,9,3,6,89,2,3,4,1,0,0,0,0,0,1,0,0,0,9,294,0,17,311,570,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1739,B,1,0,B,0,8,4,198,7,10,4,132,0,0,1,0,0,0,0,0,0,0,0,0,0,6,370,0,22,392,608,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1740,B,1,0,B,0,6,3,90,1,19,3,169,1,1,1,0,0,0,0,0,0,0,0,0,0,15,309,0,9,318,485,ACTA DE CASILLA,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1740,C,1,0,C01,0,12,2,105,3,10,2,168,2,2,1,1,0,0,0,0,0,0,0,0,0,25,333,0,9,342,485,ACTA DE CASILLA,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1742,B,1,0,B,0,1,2,35,0,8,0,83,0,0,1,0,0,0,0,0,0,0,0,0,0,2,132,0,0,132,237,ACTA DE CASILLA,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1743,B,1,0,B,0,9,1,44,1,11,1,50,0,2,0,0,0,0,0,0,0,0,0,0,0,0,119,0,2,121,233,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1744,B,1,0,B,0,4,1,175,2,12,3,123,0,0,2,0,0,0,0,0,0,0,0,0,0,6,328,0,17,345,541,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1745,B,1,0,B,0,2,1,162,1,11,1,142,0,1,0,0,0,0,0,0,0,0,0,0,0,11,332,0,16,348,453,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,5,GUADALUPE,55,VILLANUEVA,1746,B,1,0,B,0,5,5,52,2,9,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,4,131,0,13,144,263,GRUPO DE RECUENTO,,,
