CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAN_MLN,NAN,MLN,RSPN,FXMN,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_FXMN,PVEM_PT_MORENA,PVEM_PT_FXMN,PVEM_MORENA_FXMN,PT_MORENA_FXMN,PVEM_PT,PVEM_MORENA,PVEM_FXMN,PT_MORENA,PT_FXMN,MORENA_FXMN,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,18,NAYARIT,1,ACAPONETA,1,ACAPONETA,48,B,1,0,B,0,2,5,2,16,12,23,96,6,0,0,1,6,1,0,0,0,2,1,0,0,0,1,3,0,0,0,0,177,0,4,181,294,Recuento_Total,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,196,B,1,0,B,0,4,11,2,22,28,85,173,11,0,0,2,11,0,0,0,0,9,4,1,3,0,5,0,0,1,0,4,376,0,9,385,548,Cotejo,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,196,C,1,0,C01,0,3,22,0,33,17,104,145,12,0,0,2,13,0,0,0,0,9,5,1,0,1,2,1,0,6,1,0,377,0,12,389,548,Cotejo,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,196,C,2,0,C02,0,4,21,1,24,15,97,150,9,0,0,4,17,1,0,0,0,9,1,1,0,1,2,3,0,2,0,1,363,0,9,372,548,Cotejo,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,197,B,1,0,B,0,1,18,2,55,18,90,178,8,0,0,3,16,0,0,0,0,6,2,1,0,1,1,1,0,3,0,0,404,0,12,416,587,Cotejo,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,197,C,1,0,C01,0,1,37,4,48,18,98,164,9,0,0,0,13,0,1,0,0,8,2,1,4,4,0,3,0,1,0,0,416,0,15,431,586,Cotejo,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,198,B,1,0,B,0,2,3,0,7,7,64,98,0,0,0,2,2,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,191,0,6,197,281,Recuento_Total,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,199,B,1,0,B,0,0,18,2,9,4,58,36,2,0,0,1,8,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,141,0,5,146,270,Cotejo,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,200,B,1,0,B,0,0,7,0,12,9,21,92,6,0,0,1,11,0,0,0,1,5,1,2,0,3,0,0,0,1,1,0,173,0,4,177,248,Cotejo,,,
1,18,NAYARIT,1,ACAPONETA,6,HUAJICORI,201,B,1,0,B,0,2,8,1,23,19,66,67,2,0,0,0,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,196,0,0,196,289,Cotejo,,,
