CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,ID_DEMARCACION,DEMARCACION,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAN_MLN,NAN,MLN,RSPN,FXMN,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_FXMN,PVEM_PT_MORENA,PVEM_PT_FXMN,PVEM_MORENA_FXMN,PT_MORENA_FXMN,PVEM_PT,PVEM_MORENA,PVEM_FXMN,PT_MORENA,PT_FXMN,MORENA_FXMN,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
,18,NAYARIT,4,SANTIAGO IXCUINTLA,18,TUXPAN,4,TUXPAN 04,835,2,2,12,20,8,40,16,103,106,129,0,0,197,1,3,0,0,0,0,5,0,1,0,1,5,0,0,0,1,648,0,15,663,916
,18,NAYARIT,4,SANTIAGO IXCUINTLA,18,TUXPAN,6,TUXPAN 06,836,2,2,36,92,13,68,5,132,71,234,0,0,15,5,17,3,0,0,1,6,0,0,0,3,1,0,0,0,0,702,0,15,717,938
,18,NAYARIT,4,SANTIAGO IXCUINTLA,18,TUXPAN,6,TUXPAN 06,837,2,2,13,34,3,89,18,38,134,16,0,0,232,5,2,1,1,0,5,17,1,0,3,2,5,2,2,0,0,623,0,29,652,976
,18,NAYARIT,4,SANTIAGO IXCUINTLA,18,TUXPAN,6,TUXPAN 06,838,2,2,6,16,1,61,24,34,124,10,0,0,234,8,1,0,0,0,7,14,1,2,1,0,4,1,4,0,0,553,0,19,572,984
,18,NAYARIT,4,SANTIAGO IXCUINTLA,18,TUXPAN,7,TUXPAN 07,839,2,2,32,38,11,21,10,61,96,204,0,0,4,1,6,2,2,0,2,11,0,0,0,0,4,0,4,0,1,510,0,23,533,832
,18,NAYARIT,4,SANTIAGO IXCUINTLA,18,TUXPAN,7,TUXPAN 07,840,1,1,38,20,6,10,3,54,86,107,0,0,2,4,7,1,0,0,1,3,0,0,0,2,2,0,1,0,0,347,0,13,360,600
,18,NAYARIT,4,SANTIAGO IXCUINTLA,18,TUXPAN,7,TUXPAN 07,841,1,1,55,66,25,21,10,96,56,15,0,0,0,7,16,3,1,1,4,2,0,0,0,3,3,1,1,1,0,387,0,7,394,661
,18,NAYARIT,4,SANTIAGO IXCUINTLA,18,TUXPAN,7,TUXPAN 07,842,2,2,72,64,30,24,13,191,95,6,0,0,1,1,15,2,2,2,2,10,0,0,0,1,0,0,2,0,0,533,0,18,551,928
,18,NAYARIT,4,SANTIAGO IXCUINTLA,18,TUXPAN,7,TUXPAN 07,843,2,2,37,49,17,16,10,145,102,14,0,0,1,1,8,3,0,0,4,5,1,0,0,1,4,2,2,0,2,424,0,11,435,758
,18,NAYARIT,14,XALISCO,19,XALISCO,1,XALISCO 01,844,7,7,406,122,27,108,82,573,841,151,0,0,33,31,33,6,5,0,21,48,2,3,3,4,9,1,4,0,3,2516,2,54,2572,4955
