CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PVEM,PT,MC,PSI,MORENA,NAP,FXM,PAN_PRI_PRD_PSI,PAN_PRI_PRD,PAN_PRI_PSI,PAN_PRD_PSI,PRI_PRD_PSI,PAN_PRI,PAN_PRD,PAN_PSI,PRI_PRD,PRI_PSI,PRD_PSI,PT_PVEM_MORENA_NAP_FXM,PT_PVEM_MORENA_NAP,PT_PVEM_MORENA_FXM,PT_PVEM_NAP_FXM,PT_MORENA_NAP_FXM,PVEM_MORENA_NAP_FXM,PT_PVEM_MORENA,PT_PVEM_NAP,PT_PVEM_FXM,PT_MORENA_NAP,PT_MORENA_FXM,PT_NAP_FXM,PVEM_MORENA_NAP,PVEM_MORENA_FXM,PVEM_NAP_FXM,MORENA_NAP_FXM,PT_PVEM,PT_MORENA,PT_NAP,PT_FXM,PVEM_MORENA,PVEM_NAP,PVEM_FXM,MORENA_NAP,MORENA_FXM,NAP_FXM,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,535,C,1,0,C01,0,137,19,7,35,4,14,3,222,1,1,0,5,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,6,0,0,3,0,0,0,0,0,466,0,13,479,692,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,535,C,2,0,C02,0,159,20,5,48,5,10,5,169,3,4,2,15,0,0,1,6,1,0,0,0,0,1,1,0,0,1,0,7,2,0,1,1,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,472,0,18,490,692,Acta casilla,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,536,B,1,0,B,0,141,23,4,26,9,10,9,184,3,4,0,7,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,0,0,6,0,0,0,0,1,440,0,12,452,627,Acta casilla,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,536,C,1,0,C01,0,137,14,2,27,9,9,15,196,5,2,2,7,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,0,1,0,0,439,0,6,445,627,Acta casilla,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,536,C,2,0,C02,0,155,11,1,37,15,11,7,190,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,12,445,627,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,537,B,1,0,B,0,38,12,1,42,6,4,2,156,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,273,0,10,283,390,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,537,C,1,0,C01,0,38,12,1,41,6,5,2,154,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,274,0,9,283,389,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,537,E,1,0,E01,0,65,11,2,107,11,20,10,242,2,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,19,496,729,Acta casilla,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,538,B,1,0,B,0,86,23,4,88,13,6,11,198,4,4,0,9,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,1,0,0,0,3,0,0,8,0,0,0,1,0,0,475,0,33,508,692,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,538,E,1,0,E01,0,88,35,5,42,10,39,3,179,3,6,0,11,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,439,0,21,460,634,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,538,E,1,1,E01C01,0,80,25,3,40,16,38,4,215,2,3,0,9,0,0,0,3,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,448,0,15,463,634,Acta casilla,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,539,B,1,0,B,0,51,20,6,67,10,12,1,149,3,1,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,0,0,1,334,0,1,335,432,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,539,C,1,0,C01,0,68,13,0,68,7,14,2,125,2,6,1,3,0,0,0,3,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,320,0,11,331,431,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,540,B,1,0,B,0,53,10,1,4,7,5,0,116,2,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,208,0,4,212,268,Acta casilla,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,540,E,1,0,E01,0,88,15,1,34,14,29,15,208,3,6,1,10,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,2,2,0,1,3,0,0,0,0,0,441,0,8,449,610,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,541,B,1,0,B,0,48,14,4,98,3,12,4,175,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,371,0,10,381,532,Acta casilla,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,541,C,1,0,C01,0,53,17,2,74,7,10,2,172,2,6,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,360,0,17,377,532,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,541,C,2,0,C02,0,47,19,3,69,13,6,1,184,2,6,1,3,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,0,2,1,0,371,0,1,372,532,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,542,B,1,0,B,0,90,10,5,89,9,23,1,212,1,2,0,3,0,0,0,6,0,0,1,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,460,0,16,476,728,Acta casilla,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,542,C,1,0,C01,0,66,16,6,112,9,25,6,218,4,3,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,479,0,22,501,727,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,543,B,1,0,B,0,124,49,8,144,12,8,13,131,4,4,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,519,0,31,550,745,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,65,FRANCISCO Z. MENA,2711,B,1,0,B,0,33,7,23,10,8,12,2,121,0,2,0,5,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,233,0,7,240,293,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,764,B,1,0,B,0,16,3,1,9,8,4,1,58,2,59,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,169,0,16,185,296,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,764,E,1,0,E01,0,30,19,1,128,42,14,2,219,3,60,0,3,1,0,0,8,0,0,0,0,4,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,2,0,0,0,1,0,546,0,33,579,711,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,764,E,1,1,E01C01,0,40,19,3,12,32,18,3,226,1,36,2,0,0,0,0,10,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,2,0,406,711,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,765,B,1,0,B,0,44,12,4,19,21,4,2,137,2,33,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,286,0,13,299,463,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,765,C,1,0,C01,0,2,7,2,20,21,24,1,183,0,42,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,3,0,319,0,27,346,463,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,765,E,1,0,E01,0,25,23,3,23,35,37,2,206,2,45,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,409,0,33,442,642,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,765,E,1,1,E01C01,0,27,20,3,16,31,29,3,197,2,42,0,2,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,1,1,0,0,1,0,0,386,0,33,419,641,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,766,B,1,0,B,0,17,17,6,58,14,13,0,162,0,25,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,2,0,0,0,324,0,13,337,481,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,766,E,1,0,E01,0,8,6,2,9,4,13,0,195,2,6,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,253,0,18,271,335,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,767,B,1,0,B,0,32,20,18,36,16,11,0,197,0,34,1,2,0,0,0,3,0,0,0,0,0,2,1,0,0,0,2,2,0,0,0,2,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,384,0,15,399,614,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,767,C,1,0,C01,0,38,5,15,39,17,9,1,199,3,38,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,3,0,0,0,2,0,378,0,21,399,614,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,767,C,2,0,C02,0,14,11,7,48,25,14,0,232,3,23,1,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,2,4,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,1,0,1,1,399,0,11,410,613,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,768,B,1,0,B,0,46,14,7,14,32,26,3,264,5,7,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,0,422,583,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,768,C,1,0,C01,0,46,14,7,14,32,26,3,264,5,7,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,0,422,583,Acta casilla,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,768,C,2,0,C02,0,41,9,19,24,25,45,3,229,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,20,430,582,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,768,C,3,0,C03,0,33,17,11,12,22,39,2,251,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,16,411,582,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,88,JALPAN,769,B,1,0,B,0,37,18,4,27,22,39,4,240,3,24,0,3,0,0,0,9,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,440,0,23,463,624,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,91,JOPALA,779,B,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,91,JOPALA,779,C,1,0,C01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,91,JOPALA,779,C,2,0,C02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,91,JOPALA,780,B,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,91,JOPALA,780,C,1,0,C01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,91,JOPALA,780,C,2,0,C02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,91,JOPALA,781,B,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,91,JOPALA,781,C,1,0,C01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,91,JOPALA,782,B,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,91,JOPALA,782,C,1,0,C01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,91,JOPALA,782,E,1,0,E01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,91,JOPALA,783,B,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,91,JOPALA,783,C,1,0,C01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,91,JOPALA,783,E,1,0,E01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,91,JOPALA,784,B,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,91,JOPALA,785,B,1,0,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,91,JOPALA,785,C,1,0,C01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,642,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,830,B,1,0,B,0,22,163,3,15,7,21,5,260,3,6,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,512,0,26,538,658,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,830,C,1,0,C01,0,23,217,2,10,14,9,6,238,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,531,0,23,554,658,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,831,B,1,0,B,0,11,215,1,9,5,9,3,109,2,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,379,0,26,405,506,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,831,C,1,0,C01,0,5,112,0,5,8,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,14,243,506,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,831,C,2,0,C02,0,10,212,0,9,6,12,7,105,2,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,373,0,21,394,506,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,831,E,1,0,E01,0,4,110,1,5,7,1,0,95,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,233,0,15,248,296,Acta levantada en consejo,,,
4,21,PUEBLA,1,XICOTEPEC DE JUAREZ,101,NAUPAN,832,B,1,0,B,0,8,58,4,11,11,12,6,257,1,6,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,378,1,31,410,541,Acta levantada en consejo,,,
