ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,HAGAMOS,FUTURO,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_HAGAMOS_FUTURO,PVEM_PT_MORENA_HAGAMOS,PVEM_PT_MORENA_FUTURO,PVEM_PT_MORENA,PVEM_PT_HAGAMOS_FUTURO,PVEM_PT_HAGAMOS,PVEM_PT_FUTURO,PVEM_PT,PVEM_MORENA_HAGAMOS_FUTURO,PVEM_MORENA_HAGAMOS,PVEM_MORENA_FUTURO,PVEM_MORENA,PVEM_HAGAMOS_FUTURO,PVEM_HAGAMOS,PVEM_FUTURO,PT_MORENA_HAGAMOS_FUTURO,PT_MORENA_HAGAMOS,PT_MORENA_FUTURO,PT_MORENA,PT_HAGAMOS_FUTURO,PT_HAGAMOS,PT_FUTURO,MORENA_HAGAMOS_FUTURO,MORENA_HAGAMOS,MORENA_FUTURO,HAGAMOS_FUTURO,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
14,JALISCO,17,AYUTLA,12,21,21,1605,376,30,105,87,2091,1553,43,27,140,41,3,0,12,3,1,25,1,0,0,2,0,1,1,18,0,0,0,3,1,2,9,0,1,1,1,7,2,0,6192,0,218,6410,11221,
14,JALISCO,18,LA BARCA,36,100,101,1474,3869,172,739,481,11548,8173,249,570,394,106,5,6,282,16,42,220,7,3,12,24,9,8,23,88,3,4,5,18,5,8,48,5,1,5,16,34,48,3,28723,14,795,29532,60100,
14,JALISCO,19,BOLAÑOS,5,11,11,409,407,312,100,50,1503,1579,244,22,54,8,5,1,24,6,2,14,8,0,1,3,10,7,1,11,3,1,0,4,5,1,4,0,1,1,12,40,0,6,4859,11,123,4993,6630,
14,JALISCO,20,CABO CORRIENTES,6,19,19,57,88,14,2489,63,1623,1158,47,14,6,4,1,2,16,8,4,48,4,2,1,33,2,1,3,51,1,5,0,0,1,2,10,1,1,0,0,3,1,1,5765,1,123,5889,9570,
14,JALISCO,21,CASIMIRO CASTILLO,14,31,31,247,1262,63,226,117,1532,3272,130,53,39,13,0,2,22,4,6,78,3,1,2,10,9,4,2,25,2,2,3,2,3,3,17,1,0,0,8,18,8,2,7191,1,238,7430,16751,
14,JALISCO,22,CIHUATLAN,17,48,48,675,1035,98,381,189,3995,7069,2513,119,194,35,5,9,365,32,5,130,2,3,1,8,6,13,5,41,0,10,1,1,19,2,28,1,11,1,16,96,16,6,17136,5,451,17592,28630,
14,JALISCO,23,ZAPOTLAN EL GRANDE,55,155,156,3922,2649,418,1328,1568,22451,18367,855,519,357,118,17,3,233,48,63,523,20,10,11,55,31,19,27,138,6,6,7,39,19,40,169,12,4,9,38,50,35,13,54197,57,1211,55465,94290,
14,JALISCO,24,SAN GABRIEL,10,24,24,264,1689,222,172,144,3978,1811,81,29,132,36,2,8,8,3,3,30,0,0,2,10,1,1,1,11,1,0,0,1,4,0,9,1,0,0,4,3,1,3,8665,2,274,8941,13708,
14,JALISCO,25,COCULA,17,42,42,507,1668,69,1122,620,6178,3530,1226,142,59,21,3,0,6,6,2,42,1,7,2,11,3,9,2,31,1,3,1,4,4,1,20,3,2,0,4,29,7,2,15348,2,314,15664,25513,
14,JALISCO,26,COLOTLAN,15,29,29,1314,717,56,146,91,4132,2049,362,42,69,48,3,1,25,6,1,46,2,3,0,7,4,9,4,16,1,3,0,4,3,4,11,0,3,0,10,20,5,3,9220,1,285,9506,16275,
14,JALISCO,27,CONCEPCION DE BUENOS AIRES,5,9,9,146,261,15,867,24,1773,450,38,8,53,9,1,1,9,2,2,21,1,1,0,4,1,1,4,30,1,1,2,0,0,0,2,0,0,0,0,0,0,0,3728,0,86,3814,5609,
14,JALISCO,28,CUAUTITLAN DE GARCIA BARRAGAN,9,23,23,1327,1164,40,151,124,3753,2945,163,86,168,64,3,3,16,5,6,29,0,0,1,11,3,3,0,16,2,1,1,3,3,1,7,1,1,0,3,9,6,8,10127,18,398,10543,14207,
14,JALISCO,29,CUAUTLA,4,5,5,333,63,6,264,16,527,238,44,3,25,9,0,0,3,10,0,5,1,1,0,1,1,18,3,15,1,5,0,1,1,0,0,0,0,0,0,3,0,0,1597,13,19,1629,2458,
14,JALISCO,30,CUQUIO,12,27,27,171,3111,58,194,286,4147,1729,63,24,35,15,0,4,14,1,7,10,1,0,0,2,0,4,1,4,0,1,0,0,2,3,5,1,0,0,5,2,4,0,9904,15,275,10194,15306,
14,JALISCO,31,CHAPALA,19,67,67,4657,823,116,757,272,9079,8323,371,815,166,68,5,1,38,18,14,139,0,1,2,25,13,8,3,69,0,3,5,11,8,9,29,1,1,2,11,28,16,19,25926,32,524,26482,42863,
14,JALISCO,32,CHIMALTITAN,3,5,5,599,34,7,9,9,1027,293,7,4,23,12,0,0,7,1,0,7,0,1,0,0,0,0,0,4,0,0,0,1,0,0,19,0,0,0,0,0,0,0,2064,0,33,2097,2725,
14,JALISCO,33,CHIQUILISTLAN,4,9,9,121,238,164,50,39,1679,624,206,14,42,5,0,2,1,3,2,5,2,1,1,3,2,2,3,4,1,0,0,1,1,0,3,0,1,1,2,8,0,4,3235,0,102,3337,5047,
14,JALISCO,34,DEGOLLADO,16,38,38,626,2500,59,198,97,4459,1315,139,19,412,53,0,3,8,5,4,39,0,1,0,9,0,0,1,10,2,1,8,5,3,0,15,0,0,0,2,6,2,11,10012,3,340,10355,19686,
14,JALISCO,35,EJUTLA,2,4,4,76,46,36,27,15,727,265,22,2,13,1,0,0,2,0,0,11,1,0,0,2,1,2,0,2,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1256,0,35,1291,2225,
14,JALISCO,36,ENCARNACION DE DIAZ,31,70,70,5340,728,79,643,268,7427,5309,156,889,334,112,72,5,27,8,13,118,0,2,5,9,1,1,5,46,1,16,3,2,3,5,23,0,3,1,6,7,13,4,21684,8,604,22296,39573,
14,JALISCO,37,ETZATLAN,11,27,27,1840,272,31,621,142,3518,3075,591,66,37,12,3,0,14,3,3,34,0,0,2,4,2,1,0,17,0,0,0,2,4,4,9,0,1,0,3,15,3,2,10331,5,199,10535,16145,
14,JALISCO,38,GOMEZ FARIAS,8,23,23,165,372,34,240,141,3106,2522,943,115,27,11,0,3,80,19,8,33,12,3,1,17,16,8,5,25,2,4,3,10,7,3,7,2,7,0,23,39,4,12,8029,8,190,8227,13678,
14,JALISCO,39,EL GRULLO,12,34,34,654,715,85,243,146,4559,2982,164,63,82,14,3,1,39,8,8,86,0,3,1,11,4,3,3,16,0,1,2,5,1,6,21,0,2,0,8,10,5,1,9955,6,299,10260,21611,
14,JALISCO,40,GUACHINANGO,8,11,11,48,38,14,232,247,849,504,498,133,4,1,0,1,6,1,1,2,0,1,0,2,1,3,2,4,0,7,1,2,2,1,3,2,4,0,2,10,1,6,2633,0,68,2701,3932,
14,JALISCO,41,GUADALAJARA,985,2190,2193,54520,45038,5207,17612,11528,360288,209742,8687,10296,5231,1833,189,160,3299,572,1442,7180,250,105,192,661,390,305,601,2847,92,70,120,492,217,443,1500,62,46,77,509,493,768,178,753242,1752,15799,770793,1268140,
14,JALISCO,42,HOSTOTIPAQUILLO,11,16,16,200,139,33,461,94,2054,1332,92,13,10,2,5,1,16,8,4,24,5,1,2,8,3,5,1,19,0,3,3,4,1,0,4,0,0,0,2,4,3,0,4556,0,119,4675,7006,
14,JALISCO,43,HUEJUCAR,5,11,11,423,910,13,52,20,1195,537,28,3,98,48,1,1,1,1,2,17,3,1,0,3,1,1,0,4,2,0,0,0,1,0,5,0,0,0,1,2,1,0,3375,0,110,3485,5914,
14,JALISCO,44,HUEJUQUILLA EL ALTO,7,17,17,210,689,17,104,57,1506,1286,50,17,38,30,0,0,7,4,3,40,1,0,1,1,0,4,1,25,0,2,0,3,0,0,6,1,1,0,0,14,4,1,4123,5,145,4273,7615,
14,JALISCO,45,LA HUERTA,19,37,37,279,2512,54,226,180,3745,3673,78,60,96,28,3,1,22,7,6,103,4,1,3,20,1,2,7,37,3,0,4,5,2,5,23,1,1,0,5,16,9,5,11227,3,472,11702,19521,
14,JALISCO,46,IXTLAHUACAN DE LOS MEMBRILLOS,19,67,67,769,4978,175,815,540,4997,7796,194,177,519,56,2,7,235,13,34,238,2,0,3,40,10,8,3,67,2,5,1,14,7,5,64,0,2,0,8,12,15,20,21833,12,562,22407,43391,
14,JALISCO,47,IXTLAHUACAN DEL RIO,12,28,28,412,1032,49,1075,148,4108,3231,84,60,51,8,1,1,4,6,1,40,2,1,0,3,0,0,0,8,1,2,1,1,0,0,10,0,0,1,0,6,3,0,10350,3,286,10639,16988,
14,JALISCO,48,JALOSTOTITLAN,22,51,51,2556,2481,79,238,121,6571,1812,170,39,169,109,2,0,13,8,4,59,4,0,0,3,3,2,2,17,2,1,0,4,2,1,10,1,1,0,3,4,4,1,14496,10,345,14851,28437,
14,JALISCO,49,JAMAY,12,34,34,2292,536,81,178,242,5652,2961,64,47,319,169,23,4,15,5,6,57,4,2,1,5,3,2,5,20,0,0,1,8,3,4,26,1,1,1,7,7,6,0,12758,5,348,13111,20706,
14,JALISCO,50,JESUS MARIA,14,30,30,3168,472,58,1240,94,2135,714,112,17,159,161,7,0,24,10,4,53,0,2,0,6,2,12,2,41,1,10,0,1,0,0,3,0,0,1,4,7,3,0,8523,15,331,8869,17613,
14,JALISCO,51,JILOTLAN DE LOS DOLORES,7,10,10,757,25,8,53,34,1107,379,81,6,3,6,0,0,2,3,1,5,0,0,0,2,0,1,2,1,0,0,0,0,0,0,1,0,1,0,0,7,0,1,2486,2,87,2575,6348,
14,JALISCO,52,JOCOTEPEC,20,64,65,1242,676,112,1095,184,7874,4862,478,4662,102,37,4,4,222,20,76,78,23,8,33,18,62,19,87,49,23,1,102,23,6,20,16,4,3,14,46,25,200,68,22578,33,566,23177,38748,
14,JALISCO,53,JUANACATLAN,7,30,30,1867,332,51,199,556,3247,3637,78,63,59,20,1,0,39,3,5,83,1,4,2,11,1,3,2,29,0,0,1,4,3,5,48,0,2,0,5,2,4,1,10368,9,256,10633,19043,
14,JALISCO,54,JUCHITLAN,6,10,10,277,574,30,57,38,1093,716,404,16,31,13,1,1,6,3,2,8,0,2,3,4,5,3,2,4,2,1,1,4,1,0,1,0,2,0,9,53,1,2,3370,1,100,3471,5689,
14,JALISCO,55,LAGOS DE MORENO,82,227,228,11576,2651,315,1760,1081,31262,16989,1417,394,549,296,17,17,157,45,48,507,11,9,13,93,20,35,13,199,5,22,5,31,29,15,103,6,6,7,108,77,41,14,69943,81,2240,72264,130584,
14,JALISCO,56,EL LIMON,6,12,12,51,63,17,95,43,1698,1358,30,25,5,1,0,0,9,5,5,18,1,1,1,1,0,0,2,8,0,1,1,1,1,0,2,1,0,0,2,7,2,0,3455,1,77,3533,6223,
14,JALISCO,57,MAGDALENA,12,28,28,522,2332,48,172,132,3634,2129,75,54,152,36,2,4,18,2,4,54,1,1,1,7,0,3,6,18,1,1,0,7,1,6,17,0,1,0,0,10,7,2,9460,1,266,9727,16736,
14,JALISCO,58,SANTA MARIA DEL ORO,5,6,6,61,520,8,25,6,568,88,3,2,8,13,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1306,0,33,1339,2069,
14,JALISCO,59,LA MANZANILLA DE LA PAZ,5,8,8,52,26,6,719,24,1233,218,25,4,24,1,0,0,203,1,1,6,1,0,0,2,0,1,0,15,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2565,0,56,2621,3756,
14,JALISCO,60,MASCOTA,14,25,25,303,269,40,1107,73,3135,2342,42,40,14,11,0,0,6,2,1,27,0,1,0,5,1,0,4,17,0,0,2,0,1,2,7,0,0,0,1,0,7,0,7460,5,178,7643,12294,
14,JALISCO,61,MAZAMITLA,9,23,23,562,559,68,575,133,2881,1589,445,33,63,17,4,6,23,7,0,28,3,2,6,5,6,10,3,20,2,7,1,7,10,3,12,0,0,0,5,13,3,2,7113,67,194,7374,12507,
14,JALISCO,62,MEXTICACAN,7,11,11,236,415,13,42,44,959,934,13,8,18,14,0,0,10,2,2,12,1,0,0,3,0,1,1,6,0,1,0,0,0,0,8,1,0,0,0,4,2,0,2750,2,116,2868,5164,
14,JALISCO,63,MEZQUITIC,11,29,29,3788,168,21,281,346,2029,3571,64,79,90,42,10,1,39,3,7,67,4,0,1,18,3,2,3,14,0,2,1,6,1,1,12,1,1,2,5,8,6,3,10700,5,423,11128,16085,
14,JALISCO,64,MIXTLAN,4,7,7,30,637,4,360,16,741,318,5,7,14,4,0,1,1,1,1,10,0,0,0,2,1,0,8,7,0,0,0,0,0,1,1,0,1,0,0,1,2,0,2174,0,48,2222,3550,
14,JALISCO,65,OCOTLAN,46,135,135,2748,2019,283,1588,2010,17998,15851,694,236,226,63,3,7,67,27,18,440,3,2,6,47,5,13,10,144,6,9,1,15,12,14,145,3,3,2,9,24,23,5,44779,255,906,45940,82496,
14,JALISCO,66,OJUELOS DE JALISCO,15,39,39,1952,924,297,247,746,5545,4082,266,63,318,39,12,0,9,8,2,76,1,3,0,28,2,3,0,16,1,1,0,1,4,4,31,0,2,0,6,11,12,1,14713,8,646,15367,22622,
14,JALISCO,67,PIHUAMO,12,22,22,75,753,17,69,52,1393,1056,80,104,8,9,0,0,3,1,0,16,1,0,0,5,1,1,0,8,0,3,0,0,0,0,6,0,1,0,0,7,7,1,3677,12,164,3853,9855,
14,JALISCO,68,PONCITLAN,21,69,69,934,2903,167,615,484,7781,7308,2004,96,99,39,3,4,30,18,3,163,1,6,3,21,1,6,2,53,1,5,2,8,18,3,37,0,7,0,9,70,11,5,22920,8,577,23505,41568,
14,JALISCO,69,PUERTO VALLARTA,88,381,382,4966,2523,615,25778,1752,45740,39845,2014,2766,343,66,13,6,250,47,64,852,17,5,23,139,31,43,49,714,7,19,21,38,23,51,274,5,6,9,62,75,90,19,129360,117,2973,132450,246201,
14,JALISCO,70,VILLA PURIFICACION,10,19,19,351,1279,101,88,58,1456,1554,34,27,86,25,3,9,6,0,7,29,1,0,2,11,1,0,0,14,0,0,0,2,1,3,8,0,1,0,4,2,7,0,5170,2,241,5413,10256,
14,JALISCO,71,QUITUPAN,13,19,19,121,532,29,302,48,2787,858,38,10,20,9,1,2,6,1,0,22,1,0,1,4,1,3,2,21,0,1,0,0,0,0,2,0,0,0,1,1,0,0,4824,0,156,4980,8986,
14,JALISCO,72,EL SALTO,26,213,213,2291,4797,364,1585,1281,27909,29713,845,669,458,108,9,42,614,67,105,799,31,7,25,62,30,20,45,246,13,5,7,48,14,55,175,10,7,3,40,55,42,31,72627,46,1544,74217,143956,
14,JALISCO,73,SAN CRISTOBAL DE LA BARRANCA,5,7,7,685,53,11,32,264,564,202,4,13,3,8,1,0,4,0,2,5,0,0,1,3,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,1864,0,72,1936,3063,
14,JALISCO,74,SAN DIEGO DE ALEJANDRIA,8,12,12,1251,218,15,785,24,921,250,15,3,48,13,3,0,1,1,1,14,0,1,1,5,0,2,0,16,0,2,1,0,0,0,0,1,0,0,0,0,1,0,3593,1,96,3690,5882,
14,JALISCO,75,SAN JUAN DE LOS LAGOS,42,102,102,9094,892,169,2115,352,12135,6028,279,110,249,100,10,6,83,26,13,160,1,2,4,24,6,10,11,115,0,6,2,11,6,6,31,2,1,1,10,11,5,0,32086,54,783,32923,58892,
14,JALISCO,76,SAN JULIAN,9,25,25,2386,573,38,124,59,3317,565,1116,45,120,63,2,1,9,5,2,11,7,1,0,2,0,5,2,4,1,9,2,3,0,1,0,0,3,0,3,25,0,5,8509,7,282,8798,13965,
14,JALISCO,77,SAN MARCOS,2,6,6,302,46,10,161,24,849,813,50,11,13,4,1,1,14,2,1,8,1,0,0,1,4,2,1,9,1,0,0,1,0,1,3,1,2,0,0,1,2,0,2340,5,45,2390,3298,
14,JALISCO,78,SAN MARTIN DE BOLAÑOS,3,5,5,68,49,4,34,10,773,298,203,5,1,4,1,0,6,2,0,3,1,1,1,2,0,1,0,2,1,4,0,0,0,1,2,1,1,1,0,15,0,2,1497,0,55,1552,2341,
14,JALISCO,79,SAN MARTIN HIDALGO,17,46,46,423,351,69,795,352,6365,5569,473,81,38,9,2,4,78,35,10,79,10,6,8,13,22,13,3,59,2,5,2,11,5,5,20,1,1,1,9,20,10,2,14961,3,314,15278,26619,
14,JALISCO,80,SAN MIGUEL EL ALTO,18,45,45,4301,1044,94,381,461,5985,1667,439,37,190,103,9,1,7,8,2,40,1,1,1,7,0,4,1,17,1,1,0,1,3,1,12,0,4,0,0,8,1,1,14834,16,439,15289,26789,
14,JALISCO,81,SAN SEBASTIAN DEL OESTE,7,10,10,15,37,7,524,21,1952,562,26,4,2,1,1,0,6,7,0,7,2,2,0,2,1,4,0,13,2,1,2,2,1,1,3,0,0,0,0,3,0,0,3211,0,126,3337,4874,
14,JALISCO,82,SANTA MARIA DE LOS ANGELES,5,7,7,179,620,9,20,140,776,233,9,7,39,22,1,0,0,1,0,8,0,0,0,1,0,1,1,2,0,0,0,2,0,0,4,0,0,0,0,2,1,0,2078,0,69,2147,3632,
14,JALISCO,83,SAYULA,18,50,50,513,698,128,400,505,7127,5422,192,185,87,17,3,4,75,12,17,123,4,3,0,18,9,6,6,36,3,1,2,16,7,17,44,1,3,0,14,16,13,2,15729,5,366,16100,29862,
14,JALISCO,84,TALA,38,100,100,837,974,200,1382,627,14955,13238,317,304,65,21,3,5,149,20,47,318,10,7,8,35,6,17,21,137,3,3,6,27,5,9,63,3,2,3,19,28,24,6,33904,18,803,34725,63322,
14,JALISCO,85,TALPA DE ALLENDE,10,23,23,471,1100,25,1071,84,2661,2843,80,85,37,30,1,1,5,1,2,21,1,0,0,3,0,3,2,21,0,1,3,1,0,1,4,0,1,0,0,6,4,3,8572,0,245,8817,12107,
14,JALISCO,86,TAMAZULA DE GORDIANO,34,69,69,1222,681,150,1063,1572,5797,5541,1575,173,86,31,2,4,27,17,8,152,4,6,3,35,5,15,2,52,4,14,4,5,12,5,52,1,11,2,6,56,13,4,18412,114,464,18990,36740,
14,JALISCO,87,TAPALPA,11,28,28,387,244,71,182,170,4556,3587,1410,799,53,0,0,4,476,3,5,20,1,0,3,2,0,3,2,7,0,7,2,6,0,1,5,0,3,1,4,11,8,2,12035,1,248,12284,16564,
14,JALISCO,88,TECALITLAN,16,30,30,328,404,41,1035,142,3913,1977,201,34,32,12,0,0,43,17,8,40,4,1,2,11,9,2,7,43,4,6,1,6,6,2,16,1,1,0,3,8,3,1,8364,64,304,8732,14386,
14,JALISCO,89,TECOLOTLAN,13,28,28,411,790,51,232,136,3042,3629,705,63,27,9,2,2,41,15,9,33,11,3,1,9,15,14,6,18,4,4,0,5,5,1,9,0,3,1,8,37,9,4,9364,0,207,9571,15256,
14,JALISCO,90,TECHALUTA DE MONTENEGRO,3,6,6,43,61,9,31,670,1049,286,15,6,2,1,0,0,2,1,1,6,0,0,0,7,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,1,1,0,2202,0,74,2276,3438,
14,JALISCO,91,TENAMAXTLAN,6,13,13,171,1057,23,76,186,1114,1416,46,23,31,20,0,0,15,2,1,49,0,2,1,3,2,2,2,14,0,0,2,3,0,2,16,0,0,0,2,7,5,0,4293,0,119,4412,7248,
14,JALISCO,92,TEOCALTICHE,23,56,56,1856,2072,126,439,277,4390,5273,150,78,248,94,3,6,56,18,13,133,0,1,2,24,9,11,12,61,0,0,2,13,9,4,48,3,3,2,11,22,15,5,15489,3,725,16217,32747,
14,JALISCO,93,TEOCUITATLAN DE CORONA,10,20,20,198,462,19,1608,54,1658,1205,1144,21,22,7,0,2,8,2,0,17,0,0,1,4,0,2,0,30,0,2,0,3,7,1,4,1,6,0,1,16,2,4,6511,5,127,6643,10439,
14,JALISCO,94,TEPATITLAN DE MORELOS,64,212,213,24813,3246,367,1107,604,31610,7528,908,283,799,341,37,83,289,16,24,196,1,4,7,47,10,19,4,77,3,5,1,16,12,6,51,3,0,1,29,32,12,9,72600,48,1662,74310,133908,
14,JALISCO,95,TEQUILA,26,60,61,3047,748,150,407,288,6647,7835,174,129,173,60,6,1,69,18,17,161,5,2,5,14,10,5,12,50,0,2,3,10,8,7,48,1,0,0,16,19,19,0,20166,29,488,20683,34938,
14,JALISCO,96,TEUCHITLAN,6,13,13,581,76,25,158,108,2474,1792,27,28,15,6,1,0,9,2,7,33,0,1,0,9,1,0,1,12,1,2,0,4,1,3,6,0,0,0,1,1,2,1,5388,2,202,5592,8477,
14,JALISCO,97,TIZAPAN EL ALTO,14,35,35,214,1790,42,264,366,3585,2584,52,57,259,30,4,1,278,8,3,68,11,1,0,16,2,0,3,28,1,0,1,5,4,2,24,4,1,2,2,5,6,1,9724,0,307,10031,18712,
14,JALISCO,98,TLAJOMULCO DE ZUÑIGA,168,694,696,12141,7892,1671,5154,3361,103446,74918,2225,2596,1162,298,27,64,1143,182,376,2346,70,24,42,189,103,74,145,740,21,27,32,154,62,101,431,21,13,16,143,136,212,50,221808,444,3936,226188,451757,
14,JALISCO,99,SAN PEDRO TLAQUEPAQUE,225,809,811,18997,14756,1967,6424,4248,117634,94353,2905,3720,1787,599,78,62,1266,193,532,3002,84,29,81,257,138,103,209,1188,23,31,48,179,71,195,643,38,13,28,148,179,262,73,276543,241,6005,282789,521997,
14,JALISCO,100,TOLIMAN,7,16,16,55,1085,26,119,286,2422,1258,35,29,15,6,0,3,6,3,2,12,4,0,1,13,0,3,1,4,1,0,2,0,0,5,9,1,1,2,0,3,1,1,5414,0,225,5639,8551,
14,JALISCO,101,TOMATLAN,17,46,46,160,240,109,1172,1227,4673,5274,181,287,17,1,0,1,14,8,7,82,2,3,3,35,0,0,4,47,0,2,4,3,3,2,52,1,2,3,3,7,15,2,13646,2,320,13968,26962,
14,JALISCO,102,TONALA,113,584,586,11571,14485,1387,5232,2968,70434,70671,2903,2946,1738,456,57,32,1090,189,314,2009,60,20,51,175,84,62,124,745,28,25,37,100,59,116,428,22,32,47,118,138,149,50,191152,263,4173,195588,393284,
