CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,CAND_IND_1,CAND_IND_2,CAND_IND_3,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,11,GUANAJUATO,21,LEON,20,LEON,1436,2,2,295,18,3,32,4,68,279,0,0,0,0,0,0,0,699,0,60,759,1132
2,11,GUANAJUATO,21,LEON,20,LEON,1437,2,2,752,24,4,29,2,101,106,0,0,0,0,0,0,0,1018,0,23,1041,1346
2,11,GUANAJUATO,21,LEON,20,LEON,1438,3,3,557,15,5,41,14,84,304,0,0,0,0,0,0,0,1020,2,54,1076,1672
2,11,GUANAJUATO,7,LEON,20,LEON,1439,2,2,542,16,2,22,3,46,99,0,0,0,0,0,0,0,730,0,26,756,961
2,11,GUANAJUATO,7,LEON,20,LEON,1440,2,2,501,20,0,20,3,42,94,0,0,0,0,0,0,0,680,0,13,693,905
2,11,GUANAJUATO,7,LEON,20,LEON,1441,1,1,151,5,1,9,0,30,54,0,0,0,0,0,0,0,250,0,10,260,360
2,11,GUANAJUATO,7,LEON,20,LEON,1442,1,1,134,19,1,7,5,24,72,0,0,0,0,0,0,0,262,0,75,337,424
2,11,GUANAJUATO,7,LEON,20,LEON,1443,1,1,163,19,5,8,4,18,48,0,0,0,0,0,0,0,265,0,13,278,410
2,11,GUANAJUATO,7,LEON,20,LEON,1444,1,1,172,6,0,13,3,25,56,0,0,0,0,0,0,0,275,0,7,282,390
2,11,GUANAJUATO,7,LEON,20,LEON,1445,1,1,97,8,1,2,1,18,37,0,0,0,0,0,0,0,164,0,5,169,251
2,11,GUANAJUATO,7,LEON,20,LEON,1446,1,1,175,10,2,3,2,26,48,0,0,0,0,0,0,0,266,0,6,272,366
2,11,GUANAJUATO,7,LEON,20,LEON,1447,1,1,194,18,0,6,2,29,56,0,0,0,0,0,0,0,305,0,14,319,431
2,11,GUANAJUATO,7,LEON,20,LEON,1448,1,1,193,11,0,11,3,52,64,0,0,0,0,0,0,0,334,0,11,345,482
2,11,GUANAJUATO,7,LEON,20,LEON,1449,1,1,110,10,4,17,2,14,48,0,0,0,0,0,0,0,205,0,12,217,419
2,11,GUANAJUATO,21,LEON,20,LEON,1450,5,5,1353,66,8,60,17,241,464,0,0,0,0,0,0,0,2209,1,51,2261,3469
2,11,GUANAJUATO,21,LEON,20,LEON,1451,2,2,356,19,2,45,7,82,296,0,0,0,0,0,0,0,807,0,54,861,1308
2,11,GUANAJUATO,21,LEON,20,LEON,1452,2,2,299,18,5,26,9,57,312,0,0,0,0,0,0,0,726,1,34,761,1174
2,11,GUANAJUATO,21,LEON,20,LEON,1453,2,2,525,29,3,58,12,96,248,0,0,0,0,0,0,0,971,0,35,1006,1400
2,11,GUANAJUATO,7,LEON,20,LEON,1454,1,1,143,3,0,6,1,24,42,0,0,0,0,0,0,0,219,0,11,230,342
2,11,GUANAJUATO,7,LEON,20,LEON,1455,1,1,106,6,2,4,3,20,72,0,0,0,0,0,0,0,213,0,13,226,344
2,11,GUANAJUATO,7,LEON,20,LEON,1456,1,1,244,15,0,13,0,39,58,0,0,0,0,0,0,0,369,1,17,387,541
2,11,GUANAJUATO,7,LEON,20,LEON,1457,1,1,140,4,2,6,2,20,39,0,0,0,0,0,0,0,213,0,8,221,312
2,11,GUANAJUATO,7,LEON,20,LEON,1458,1,1,126,11,2,6,0,39,36,0,0,0,0,0,0,0,220,0,7,227,344
2,11,GUANAJUATO,7,LEON,20,LEON,1459,1,1,214,22,3,9,1,31,64,0,0,0,0,0,0,0,344,0,15,359,526
2,11,GUANAJUATO,7,LEON,20,LEON,1460,1,1,239,14,1,8,2,23,67,0,0,0,0,0,0,0,354,0,12,366,528
2,11,GUANAJUATO,7,LEON,20,LEON,1461,2,2,351,10,0,18,7,59,144,0,0,0,0,0,0,0,589,1,24,614,876
2,11,GUANAJUATO,7,LEON,20,LEON,1462,1,1,183,15,2,6,3,37,51,0,0,0,0,0,0,0,297,1,12,310,432
2,11,GUANAJUATO,7,LEON,20,LEON,1463,1,1,265,11,1,8,4,48,86,0,0,0,0,0,0,0,423,0,16,439,652
2,11,GUANAJUATO,6,LEON,20,LEON,1464,1,1,249,19,1,8,6,21,101,0,0,0,0,0,0,0,405,0,17,422,706
2,11,GUANAJUATO,6,LEON,20,LEON,1465,2,2,239,21,1,17,5,49,186,0,0,0,0,0,0,0,518,0,33,551,986
2,11,GUANAJUATO,6,LEON,20,LEON,1466,1,1,284,26,1,11,2,37,99,0,0,0,0,0,0,0,460,0,17,477,626
2,11,GUANAJUATO,6,LEON,20,LEON,1467,2,2,339,21,0,9,1,58,115,0,0,0,0,0,0,0,543,0,21,564,813
2,11,GUANAJUATO,6,LEON,20,LEON,1468,3,3,506,38,17,36,8,61,258,0,0,0,0,0,0,0,924,0,60,984,1941
2,11,GUANAJUATO,6,LEON,20,LEON,1469,2,2,222,19,3,11,3,32,116,0,0,0,0,0,0,0,406,0,26,432,864
2,11,GUANAJUATO,3,LEON,20,LEON,1470,1,1,92,6,0,3,4,2,16,0,0,0,0,0,0,0,123,0,6,129,199
2,11,GUANAJUATO,3,LEON,20,LEON,1471,1,1,74,5,0,4,1,4,15,0,0,0,0,0,0,0,103,0,8,111,143
2,11,GUANAJUATO,3,LEON,20,LEON,1472,2,2,236,6,1,7,0,11,18,0,0,0,0,0,0,0,279,0,9,288,464
2,11,GUANAJUATO,3,LEON,20,LEON,1473,5,5,1859,95,6,42,12,126,186,0,0,0,0,0,0,0,2326,0,59,2385,3284
2,11,GUANAJUATO,4,LEON,20,LEON,1474,2,2,225,22,3,22,8,14,80,0,0,0,0,0,0,0,374,0,18,392,813
2,11,GUANAJUATO,4,LEON,20,LEON,1475,1,1,177,25,3,12,2,13,22,0,0,0,0,0,0,0,254,0,9,263,468
2,11,GUANAJUATO,4,LEON,20,LEON,1476,1,1,152,9,0,5,3,2,17,0,0,0,0,0,0,0,188,0,7,195,369
2,11,GUANAJUATO,3,LEON,20,LEON,1478,2,2,529,26,6,16,3,39,76,0,0,0,0,0,0,0,695,0,31,726,999
2,11,GUANAJUATO,3,LEON,20,LEON,1479,4,4,763,70,9,44,11,87,271,0,0,0,0,0,0,0,1255,0,57,1312,2758
2,11,GUANAJUATO,3,LEON,20,LEON,1480,4,4,805,103,5,47,17,131,380,0,0,0,0,0,0,0,1488,0,44,1532,2661
2,11,GUANAJUATO,3,LEON,20,LEON,1481,8,8,2055,100,18,89,30,348,778,0,0,0,0,0,0,0,3418,3,102,3523,5099
2,11,GUANAJUATO,4,LEON,20,LEON,1482,2,2,324,52,5,12,2,14,71,0,0,0,0,0,0,0,480,0,20,500,863
2,11,GUANAJUATO,5,LEON,20,LEON,1483,10,10,1415,80,13,108,28,270,964,0,0,0,0,0,0,0,2878,0,152,3030,7268
2,11,GUANAJUATO,5,LEON,20,LEON,1484,16,16,1738,92,17,155,26,420,1566,0,0,0,0,0,0,0,4014,0,158,4172,10883
2,11,GUANAJUATO,4,LEON,20,LEON,1485,6,6,638,52,9,63,12,118,523,0,0,0,0,0,0,0,1415,0,69,1484,4198
2,11,GUANAJUATO,4,LEON,20,LEON,1486,2,2,252,12,2,11,5,25,77,0,0,0,0,0,0,0,384,0,27,411,798
2,11,GUANAJUATO,4,LEON,20,LEON,1487,9,9,2054,81,18,108,39,313,704,0,0,0,0,0,0,0,3317,1,138,3456,6041
2,11,GUANAJUATO,4,LEON,20,LEON,1488,3,3,191,16,1,17,14,49,190,0,0,0,0,0,0,0,478,0,18,496,1926
2,11,GUANAJUATO,4,LEON,20,LEON,1489,10,10,1204,83,11,107,53,255,1023,0,0,0,0,0,0,0,2736,1,181,2918,7335
2,11,GUANAJUATO,5,LEON,20,LEON,1491,7,7,710,46,11,59,11,149,486,0,0,0,0,0,0,0,1472,0,88,1560,5060
2,11,GUANAJUATO,5,LEON,20,LEON,1492,9,9,1136,87,22,123,32,251,1008,0,0,0,0,0,0,0,2659,1,133,2793,6474
2,11,GUANAJUATO,5,LEON,20,LEON,1493,11,11,1233,78,16,108,40,255,1138,0,0,0,0,0,0,0,2868,8,133,3009,7665
2,11,GUANAJUATO,4,LEON,20,LEON,1497,4,4,587,75,7,48,16,49,360,0,0,0,0,0,0,0,1142,0,64,1206,2650
2,11,GUANAJUATO,4,LEON,20,LEON,1498,2,2,143,7,1,7,1,10,90,0,0,0,0,0,0,0,259,0,15,274,1076
2,11,GUANAJUATO,4,LEON,20,LEON,1499,3,3,145,9,1,9,3,4,78,0,0,0,0,0,0,0,249,0,21,270,1575
2,11,GUANAJUATO,6,LEON,20,LEON,1501,6,6,509,44,9,72,24,111,552,0,0,0,0,0,0,0,1321,0,86,1407,4004
2,11,GUANAJUATO,6,LEON,20,LEON,1502,11,11,883,70,13,121,33,174,969,0,0,0,0,0,0,0,2263,0,121,2384,7073
2,11,GUANAJUATO,4,LEON,20,LEON,1503,1,1,265,27,4,9,4,13,48,0,0,0,0,0,0,0,370,0,11,381,724
2,11,GUANAJUATO,4,LEON,20,LEON,1504,5,5,153,19,4,1,5,11,102,0,0,0,0,0,0,0,295,0,0,295,3552
2,11,GUANAJUATO,4,LEON,20,LEON,1505,2,2,128,18,1,8,6,17,89,0,0,0,0,0,0,0,267,0,15,282,1204
2,11,GUANAJUATO,4,LEON,20,LEON,1506,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2145
2,11,GUANAJUATO,6,LEON,20,LEON,1507,3,3,412,21,4,21,9,43,171,0,0,0,0,0,0,0,681,0,27,708,1559
2,11,GUANAJUATO,4,LEON,20,LEON,1508,14,14,2231,184,26,149,41,585,1396,0,0,0,0,0,0,0,4612,0,148,4760,10119
2,11,GUANAJUATO,4,LEON,20,LEON,1510,13,13,2229,128,18,167,52,452,1176,0,0,0,0,0,0,0,4222,17,141,4380,9069
2,11,GUANAJUATO,6,LEON,20,LEON,1511,3,3,314,10,2,21,9,28,147,0,0,0,0,0,0,0,531,0,34,565,1589
2,11,GUANAJUATO,4,LEON,20,LEON,1512,3,3,497,37,1,22,9,22,158,0,0,0,0,0,0,0,746,0,55,801,1628
2,11,GUANAJUATO,4,LEON,20,LEON,1513,3,3,489,27,5,16,5,58,107,0,0,0,0,0,0,0,707,0,27,734,1718
2,11,GUANAJUATO,7,LEON,20,LEON,1514,1,1,239,11,0,6,1,50,36,0,0,0,0,0,0,0,343,0,7,350,467
2,11,GUANAJUATO,7,LEON,20,LEON,1515,1,1,321,22,1,9,2,37,49,0,0,0,0,0,0,0,441,0,5,446,597
2,11,GUANAJUATO,7,LEON,20,LEON,1516,2,2,481,19,1,9,2,75,87,0,0,0,0,0,0,0,674,0,8,682,878
2,11,GUANAJUATO,7,LEON,20,LEON,1517,2,2,510,26,0,20,0,94,65,0,0,0,0,0,0,0,715,0,6,721,856
2,11,GUANAJUATO,7,LEON,20,LEON,1518,3,3,547,27,4,27,12,79,241,0,0,0,0,0,0,0,937,1,44,982,1422
2,11,GUANAJUATO,7,LEON,20,LEON,1519,2,2,474,15,1,16,0,49,45,0,0,0,0,0,0,0,600,1,9,610,753
2,11,GUANAJUATO,7,LEON,20,LEON,1520,1,1,242,8,1,7,1,27,14,0,0,0,0,0,0,0,300,1,7,308,371
2,11,GUANAJUATO,7,LEON,20,LEON,1521,1,1,241,8,3,5,3,34,38,0,0,0,0,0,0,0,332,0,7,339,428
2,11,GUANAJUATO,6,LEON,20,LEON,1522,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,717
2,11,GUANAJUATO,6,LEON,20,LEON,1523,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627
2,11,GUANAJUATO,6,LEON,20,LEON,1524,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621
2,11,GUANAJUATO,7,LEON,20,LEON,1525,2,2,291,12,1,10,6,43,149,0,0,0,0,0,0,0,512,0,36,548,798
2,11,GUANAJUATO,7,LEON,20,LEON,1526,2,2,385,15,0,21,3,69,124,0,0,0,0,0,0,0,617,0,43,660,911
2,11,GUANAJUATO,7,LEON,20,LEON,1527,1,1,321,11,1,9,0,30,53,0,0,0,0,0,0,0,425,1,5,431,550
2,11,GUANAJUATO,7,LEON,20,LEON,1528,1,1,417,12,1,14,2,32,40,0,0,0,0,0,0,0,518,0,17,535,667
2,11,GUANAJUATO,7,LEON,20,LEON,1529,2,2,485,20,3,7,1,58,76,0,0,0,0,0,0,0,650,2,11,663,821
2,11,GUANAJUATO,7,LEON,20,LEON,1530,2,2,356,10,4,31,8,58,254,0,0,0,0,0,0,0,721,21,27,769,1172
2,11,GUANAJUATO,21,LEON,20,LEON,1531,2,2,219,10,3,8,3,37,98,0,0,0,0,0,0,0,378,0,14,392,1100
2,11,GUANAJUATO,21,LEON,20,LEON,1532,2,2,635,37,2,24,2,120,120,0,0,0,0,0,0,0,940,1,33,974,1345
2,11,GUANAJUATO,21,LEON,20,LEON,1533,2,2,431,9,4,26,6,64,165,0,0,0,0,0,0,0,705,0,30,735,1019
2,11,GUANAJUATO,6,LEON,20,LEON,1534,2,2,406,21,6,18,0,52,139,0,0,0,0,0,0,0,642,0,24,666,886
2,11,GUANAJUATO,6,LEON,20,LEON,1535,2,2,441,18,3,11,4,65,88,0,0,0,0,0,0,0,630,2,18,650,800
2,11,GUANAJUATO,6,LEON,20,LEON,1536,1,1,260,32,2,16,2,45,112,0,0,0,0,0,0,0,469,0,11,480,683
2,11,GUANAJUATO,6,LEON,20,LEON,1537,2,2,414,18,4,27,5,57,182,0,0,0,0,0,0,0,707,0,36,743,1086
2,11,GUANAJUATO,6,LEON,20,LEON,1538,2,2,394,25,3,32,3,68,212,0,0,0,0,0,0,0,737,2,27,766,1167
2,11,GUANAJUATO,6,LEON,20,LEON,1539,2,2,323,16,3,31,8,42,212,0,0,0,0,0,0,0,635,0,35,670,1059
2,11,GUANAJUATO,6,LEON,20,LEON,1540,1,1,219,15,4,15,4,39,141,0,0,0,0,0,0,0,437,0,11,448,711
2,11,GUANAJUATO,6,LEON,20,LEON,1541,1,1,188,9,0,4,3,37,71,0,0,0,0,0,0,0,312,1,22,335,496
2,11,GUANAJUATO,6,LEON,20,LEON,1542,1,1,170,12,2,13,2,21,69,0,0,0,0,0,0,0,289,0,17,306,450
2,11,GUANAJUATO,6,LEON,20,LEON,1543,1,1,288,34,2,15,6,40,97,0,0,0,0,0,0,0,482,0,14,496,731
2,11,GUANAJUATO,6,LEON,20,LEON,1544,1,1,260,6,4,8,0,29,45,0,0,0,0,0,0,0,352,0,10,362,517
2,11,GUANAJUATO,6,LEON,20,LEON,1545,2,2,393,18,4,21,1,47,81,0,0,0,0,0,0,0,565,0,19,584,804
2,11,GUANAJUATO,6,LEON,20,LEON,1546,2,2,299,17,3,30,7,52,168,0,0,0,0,0,0,0,576,0,28,604,988
2,11,GUANAJUATO,6,LEON,20,LEON,1547,2,2,507,21,3,42,3,73,192,0,0,0,0,0,0,0,841,0,17,858,1262
2,11,GUANAJUATO,6,LEON,20,LEON,1548,2,2,587,33,4,17,2,63,137,0,0,0,0,0,0,0,843,0,26,869,1101
2,11,GUANAJUATO,6,LEON,20,LEON,1549,1,1,218,24,1,16,3,48,119,0,0,0,0,0,0,0,429,0,20,449,664
2,11,GUANAJUATO,6,LEON,20,LEON,1550,1,1,212,16,2,13,5,28,128,0,0,0,0,0,0,0,404,0,5,409,655
2,11,GUANAJUATO,6,LEON,20,LEON,1551,1,1,145,9,2,6,7,30,82,0,0,0,0,0,0,0,281,0,15,296,462
2,11,GUANAJUATO,6,LEON,20,LEON,1552,2,2,338,30,3,28,7,50,200,0,0,0,0,0,0,0,656,0,41,697,1212
2,11,GUANAJUATO,6,LEON,20,LEON,1553,2,2,402,19,2,26,15,38,227,0,0,0,0,0,0,0,729,0,36,765,1087
2,11,GUANAJUATO,6,LEON,20,LEON,1554,2,2,164,8,3,13,4,26,133,0,0,0,0,0,0,0,351,0,4,355,1081
2,11,GUANAJUATO,6,LEON,20,LEON,1555,2,2,279,20,2,25,11,44,193,0,0,0,0,0,0,0,574,0,31,605,1033
2,11,GUANAJUATO,6,LEON,20,LEON,1556,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1078
2,11,GUANAJUATO,6,LEON,20,LEON,1557,2,2,157,8,2,13,1,22,124,0,0,0,0,0,0,0,327,0,23,350,1075
2,11,GUANAJUATO,21,LEON,20,LEON,1558,3,3,623,43,5,41,8,138,337,0,0,0,0,0,0,0,1195,1,52,1248,1907
2,11,GUANAJUATO,21,LEON,20,LEON,1559,2,2,235,18,1,10,1,45,120,0,0,0,0,0,0,0,430,0,12,442,1284
2,11,GUANAJUATO,21,LEON,20,LEON,1560,2,2,330,23,2,26,6,58,165,0,0,0,0,0,0,0,610,0,14,624,873
2,11,GUANAJUATO,21,LEON,20,LEON,1561,3,3,1017,40,5,41,9,187,260,0,0,0,0,0,0,0,1559,1,41,1601,2027
2,11,GUANAJUATO,21,LEON,20,LEON,1562,2,2,578,20,1,21,7,127,163,0,0,0,0,0,0,0,917,0,24,941,1284
2,11,GUANAJUATO,21,LEON,20,LEON,1563,2,2,417,21,2,27,3,63,130,0,0,0,0,0,0,0,663,0,9,672,890
2,11,GUANAJUATO,21,LEON,20,LEON,1564,2,2,491,29,2,18,8,73,108,0,0,0,0,0,0,0,729,0,22,751,996
2,11,GUANAJUATO,21,LEON,20,LEON,1565,2,2,420,28,2,16,1,75,121,0,0,0,0,0,0,0,663,1,25,689,889
2,11,GUANAJUATO,21,LEON,20,LEON,1566,2,2,244,24,4,13,1,40,110,0,0,0,0,0,0,0,436,0,16,452,1216
2,11,GUANAJUATO,21,LEON,20,LEON,1567,2,2,430,21,3,23,6,82,178,0,0,0,0,0,0,0,743,0,34,777,1100
2,11,GUANAJUATO,6,LEON,20,LEON,1568,2,2,313,18,2,25,5,42,167,0,0,0,0,0,0,0,572,0,21,593,841
2,11,GUANAJUATO,6,LEON,20,LEON,1569,2,2,282,16,1,27,10,46,191,0,0,0,0,0,0,0,573,0,36,609,987
2,11,GUANAJUATO,6,LEON,20,LEON,1570,2,2,338,12,5,9,0,33,47,0,0,0,0,0,0,0,444,0,15,459,1209
2,11,GUANAJUATO,6,LEON,20,LEON,1571,1,1,148,12,1,18,3,33,126,0,0,0,0,0,0,0,341,0,3,344,585
2,11,GUANAJUATO,6,LEON,20,LEON,1572,1,1,165,6,0,5,3,23,133,0,0,0,0,0,0,0,335,0,27,362,598
2,11,GUANAJUATO,6,LEON,20,LEON,1573,1,1,151,9,0,11,4,30,80,0,0,0,0,0,0,0,285,0,22,307,500
2,11,GUANAJUATO,6,LEON,20,LEON,1574,2,2,168,8,2,10,4,23,98,0,0,0,0,0,0,0,313,0,8,321,1072
2,11,GUANAJUATO,6,LEON,20,LEON,1575,2,2,321,17,1,21,4,55,139,0,0,0,0,0,0,0,558,1,38,597,917
2,11,GUANAJUATO,6,LEON,20,LEON,1576,1,1,320,17,0,19,1,37,77,0,0,0,0,0,0,0,471,1,19,491,690
2,11,GUANAJUATO,6,LEON,20,LEON,1577,2,2,263,9,14,16,9,52,195,0,0,0,0,0,0,0,558,0,38,596,968
2,11,GUANAJUATO,6,LEON,20,LEON,1578,1,1,233,13,5,11,1,43,113,0,0,0,0,0,0,0,419,0,18,437,679
2,11,GUANAJUATO,6,LEON,20,LEON,1579,1,1,150,9,2,19,1,19,97,0,0,0,0,0,0,0,297,0,28,325,575
2,11,GUANAJUATO,6,LEON,20,LEON,1580,1,1,159,13,0,15,3,22,89,0,0,0,0,0,0,0,301,0,29,330,524
2,11,GUANAJUATO,21,LEON,20,LEON,1581,2,2,569,19,7,21,7,84,225,0,0,0,0,0,0,0,932,1,42,975,1392
2,11,GUANAJUATO,21,LEON,20,LEON,1582,2,2,416,25,1,19,7,72,111,0,0,0,0,0,0,0,651,0,17,668,918
2,11,GUANAJUATO,21,LEON,20,LEON,1583,3,3,753,33,4,37,9,141,218,0,0,0,0,0,0,0,1195,1,44,1240,1673
2,11,GUANAJUATO,21,LEON,20,LEON,1584,2,2,178,9,3,9,2,29,74,0,0,0,0,0,0,0,304,0,13,317,912
2,11,GUANAJUATO,21,LEON,20,LEON,1585,9,9,1994,95,13,141,32,418,935,0,0,0,0,0,0,0,3628,1,112,3741,6466
2,11,GUANAJUATO,21,LEON,20,LEON,1586,2,2,393,22,4,28,7,66,185,0,0,0,0,0,0,0,705,0,34,739,1058
2,11,GUANAJUATO,21,LEON,20,LEON,1587,2,2,373,21,2,18,7,73,139,0,0,0,0,0,0,0,633,0,38,671,1008
2,11,GUANAJUATO,21,LEON,20,LEON,1588,3,3,677,37,4,27,12,133,246,0,0,0,0,0,0,0,1136,0,39,1175,1740
2,11,GUANAJUATO,21,LEON,20,LEON,1589,2,2,501,22,3,32,9,79,229,0,0,0,0,0,0,0,875,0,49,924,1460
2,11,GUANAJUATO,21,LEON,20,LEON,1590,3,3,519,36,7,36,14,98,213,0,0,0,0,0,0,0,923,0,55,978,1737
2,11,GUANAJUATO,6,LEON,20,LEON,1591,3,3,537,55,10,55,13,97,439,0,0,0,0,0,0,0,1206,0,52,1258,2249
2,11,GUANAJUATO,6,LEON,20,LEON,1592,2,2,329,27,4,30,10,55,279,0,0,0,0,0,0,0,734,0,37,771,1301
2,11,GUANAJUATO,6,LEON,20,LEON,1593,2,2,352,25,6,27,10,64,253,0,0,0,0,0,0,0,737,0,63,800,1418
2,11,GUANAJUATO,6,LEON,20,LEON,1594,2,2,207,11,1,13,1,20,120,0,0,0,0,0,0,0,373,0,28,401,1177
2,11,GUANAJUATO,6,LEON,20,LEON,1595,2,2,281,25,11,9,5,46,202,0,0,0,0,0,0,0,579,0,35,614,1017
2,11,GUANAJUATO,6,LEON,20,LEON,1596,2,2,320,25,2,30,10,58,211,0,0,0,0,0,0,0,656,1,36,693,1041
2,11,GUANAJUATO,6,LEON,20,LEON,1597,1,1,149,17,3,12,5,36,132,0,0,0,0,0,0,0,354,0,16,370,612
2,11,GUANAJUATO,6,LEON,20,LEON,1598,2,2,267,38,2,24,7,38,201,0,0,0,0,0,0,0,577,0,24,601,949
2,11,GUANAJUATO,6,LEON,20,LEON,1599,2,2,223,17,3,18,11,45,173,0,0,0,0,0,0,0,490,0,35,525,834
2,11,GUANAJUATO,6,LEON,20,LEON,1600,2,2,314,18,9,22,6,51,207,0,0,0,0,0,0,0,627,0,27,654,1098
2,11,GUANAJUATO,6,LEON,20,LEON,1601,2,2,315,21,6,30,4,46,169,0,0,0,0,0,0,0,591,1,21,613,1045
2,11,GUANAJUATO,6,LEON,20,LEON,1602,1,1,163,5,1,12,2,24,115,0,0,0,0,0,0,0,322,0,18,340,603
2,11,GUANAJUATO,6,LEON,20,LEON,1603,2,2,359,22,2,19,6,51,253,0,0,0,0,0,0,0,712,1,49,762,1273
2,11,GUANAJUATO,6,LEON,20,LEON,1604,5,5,1157,47,11,56,16,220,583,0,0,0,0,0,0,0,2090,2,95,2187,3229
2,11,GUANAJUATO,6,LEON,20,LEON,1605,2,2,412,24,2,29,3,187,270,0,0,0,0,0,0,0,927,0,35,962,1421
2,11,GUANAJUATO,6,LEON,20,LEON,1606,2,2,297,25,1,20,5,54,208,0,0,0,0,0,0,0,610,1,21,632,1025
2,11,GUANAJUATO,6,LEON,20,LEON,1607,1,1,205,14,1,12,3,43,117,0,0,0,0,0,0,0,395,0,30,425,648
2,11,GUANAJUATO,6,LEON,20,LEON,1608,2,2,274,22,3,32,4,49,182,0,0,0,0,0,0,0,566,0,28,594,1015
2,11,GUANAJUATO,6,LEON,20,LEON,1609,2,2,413,20,5,28,13,65,254,0,0,0,0,0,0,0,798,0,31,829,1386
2,11,GUANAJUATO,6,LEON,20,LEON,1610,2,2,269,27,3,39,13,57,234,0,0,0,0,0,0,0,642,2,22,666,1156
2,11,GUANAJUATO,6,LEON,20,LEON,1611,3,3,403,42,2,43,10,89,392,0,0,0,0,0,0,0,981,0,51,1032,1998
2,11,GUANAJUATO,6,LEON,20,LEON,1612,3,3,316,38,4,41,10,66,337,0,0,0,0,0,0,0,812,0,44,856,1571
2,11,GUANAJUATO,6,LEON,20,LEON,1613,10,10,2382,141,22,151,40,541,1119,0,0,0,0,0,0,0,4396,3,146,4545,7092
2,11,GUANAJUATO,21,LEON,20,LEON,1615,2,2,293,18,4,24,0,60,165,0,0,0,0,0,0,0,564,0,24,588,880
2,11,GUANAJUATO,21,LEON,20,LEON,1616,2,2,364,18,4,28,13,36,156,0,0,0,0,0,0,0,619,0,28,647,922
2,11,GUANAJUATO,21,LEON,20,LEON,1617,3,3,599,27,4,34,1,135,243,0,0,0,0,0,0,0,1043,0,34,1077,1524
2,11,GUANAJUATO,21,LEON,20,LEON,1618,2,2,405,17,0,10,12,64,137,0,0,0,0,0,0,0,645,1,21,667,945
2,11,GUANAJUATO,21,LEON,20,LEON,1619,2,2,419,20,3,14,8,84,180,0,0,0,0,0,0,0,728,0,15,743,1002
2,11,GUANAJUATO,21,LEON,20,LEON,1620,9,9,1272,76,12,116,35,270,989,0,0,0,0,0,0,0,2770,2,136,2908,6284
2,11,GUANAJUATO,21,LEON,20,LEON,1621,2,2,465,17,3,23,5,83,173,0,0,0,0,0,0,0,769,1,29,799,1093
2,11,GUANAJUATO,6,LEON,20,LEON,1622,1,1,215,14,1,16,3,37,172,0,0,0,0,0,0,0,458,0,13,471,747
2,11,GUANAJUATO,6,LEON,20,LEON,1623,2,2,300,22,7,33,16,46,318,0,0,0,0,0,0,0,742,0,41,783,1292
2,11,GUANAJUATO,6,LEON,20,LEON,1624,2,2,256,15,4,25,6,35,237,0,0,0,0,0,0,0,578,0,39,617,978
2,11,GUANAJUATO,6,LEON,20,LEON,1625,3,3,349,27,3,28,12,84,346,0,0,0,0,0,0,0,849,0,55,904,1829
2,11,GUANAJUATO,6,LEON,20,LEON,1626,3,3,775,43,6,36,12,144,365,0,0,0,0,0,0,0,1381,0,71,1452,2248
2,11,GUANAJUATO,6,LEON,20,LEON,1627,6,6,647,50,7,36,10,115,407,0,0,0,0,0,0,0,1272,2,83,1357,3038
2,11,GUANAJUATO,6,LEON,20,LEON,1628,2,2,208,11,3,30,12,28,252,0,0,0,0,0,0,0,544,0,39,583,1014
2,11,GUANAJUATO,6,LEON,20,LEON,1629,3,3,439,39,11,50,13,99,420,0,0,0,0,0,0,0,1071,0,75,1146,2077
2,11,GUANAJUATO,21,LEON,20,LEON,1630,2,2,377,15,4,18,8,65,139,0,0,0,0,0,0,0,626,1,23,650,899
2,11,GUANAJUATO,21,LEON,20,LEON,1631,6,6,1010,54,17,84,21,237,690,0,0,0,0,0,0,0,2113,3,113,2229,4309
2,11,GUANAJUATO,21,LEON,20,LEON,1633,12,12,2284,98,18,157,46,467,1155,0,0,0,0,0,0,0,4225,0,153,4378,8273
2,11,GUANAJUATO,21,LEON,20,LEON,1634,20,20,4672,273,38,287,90,998,2153,0,0,0,0,0,0,0,8511,3,231,8745,14329
2,11,GUANAJUATO,21,LEON,20,LEON,1635,5,5,1242,70,14,79,30,271,540,0,0,0,0,0,0,0,2246,0,87,2333,3365
2,11,GUANAJUATO,6,LEON,20,LEON,1636,2,2,225,11,2,41,8,58,235,0,0,0,0,0,0,0,580,0,16,596,1117
