CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,CAND_IND_1,CAND_IND_2,CAND_IND_3,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,879,4,4,745,54,19,80,179,152,443,27,3,2,0,0,0,0,1704,1,43,1748,2305
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,880,1,1,151,36,6,7,4,16,52,6,7,0,0,0,0,0,285,0,0,285,612
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,881,1,1,107,8,0,1,3,10,30,0,0,0,0,0,0,0,159,0,11,170,424
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,882,1,1,94,18,1,4,1,7,38,0,0,0,0,0,0,0,163,0,9,172,346
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,883,2,2,128,16,4,17,16,19,178,4,4,0,0,0,0,0,386,0,23,409,898
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,884,1,1,78,7,1,2,1,4,37,0,0,0,0,0,0,0,130,0,3,133,237
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,885,2,2,267,7,5,12,6,8,142,2,5,6,0,0,0,0,460,0,20,480,942
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,886,1,1,151,5,1,3,1,5,26,2,0,0,0,0,0,0,194,0,12,206,402
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,887,2,2,414,23,3,25,11,9,161,5,1,3,1,0,0,0,656,0,33,689,1378
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,888,3,3,297,6,4,29,28,37,335,5,3,0,0,0,0,0,744,0,33,777,1548
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,889,2,2,402,25,8,27,55,36,202,12,5,0,0,0,0,0,772,0,33,805,1345
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,890,3,3,385,30,10,21,47,37,339,5,5,0,0,0,0,0,879,0,39,918,1599
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,891,1,1,125,19,6,10,2,6,69,0,0,0,0,0,0,0,237,0,0,237,443
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,893,1,1,90,42,4,18,24,15,130,3,3,0,0,0,0,0,329,1,21,351,706
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,894,2,2,226,29,27,25,24,40,181,3,3,4,0,0,0,0,562,0,25,587,1121
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,895,3,3,352,30,60,49,41,41,376,13,1,1,0,0,0,0,964,0,35,999,1743
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,896,6,6,907,99,45,107,129,121,823,14,9,2,0,0,0,0,2256,0,54,2310,4055
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,897,3,3,486,53,12,45,63,76,556,18,1,1,0,0,0,0,1311,1,31,1343,2199
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,898,3,3,363,46,10,38,68,61,459,15,5,0,0,0,0,0,1065,0,43,1108,1847
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,900,6,6,1534,66,27,103,210,218,728,39,11,4,1,0,0,0,2941,0,73,3014,4438
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,901,4,4,510,61,11,50,77,67,392,9,9,2,0,0,0,0,1188,1,45,1234,2264
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,902,4,4,625,68,17,67,94,121,509,11,3,4,0,0,0,0,1519,0,73,1592,2817
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,903,3,3,438,29,13,41,40,41,286,19,11,3,0,0,0,0,921,1,36,958,1619
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,904,3,3,451,51,9,37,62,45,244,7,4,0,1,0,0,0,911,0,52,963,1890
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,905,4,4,394,52,11,27,32,38,239,6,7,3,0,0,0,0,809,0,24,833,1773
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,906,2,2,279,20,6,11,27,17,168,9,2,1,0,0,0,0,540,0,30,570,951
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,907,3,3,315,45,9,54,15,60,320,7,9,2,0,0,0,0,836,4,19,859,1676
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,908,5,5,807,164,25,48,31,96,245,27,15,0,0,0,0,0,1458,1,47,1506,3062
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,909,4,4,640,51,16,41,33,51,450,14,7,2,0,0,0,0,1305,3,60,1368,2726
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,910,3,3,514,33,11,32,17,42,262,15,1,0,0,0,0,0,927,0,25,952,1885
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,911,2,2,340,30,3,29,20,31,175,6,9,3,0,0,0,0,646,0,35,681,1353
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,912,5,5,690,20,7,27,23,60,456,14,10,76,3,0,0,0,1386,0,62,1448,2713
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,913,2,2,323,15,3,20,6,36,238,3,1,0,0,0,0,0,645,0,23,668,1283
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,914,3,3,494,28,8,16,17,56,297,10,0,0,0,0,0,0,926,0,45,971,2230
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,915,4,4,706,64,8,77,144,134,644,21,8,2,0,0,0,0,1808,1,60,1869,2908
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,3169,3,3,434,41,11,35,105,93,344,22,4,0,0,0,0,0,1089,1,35,1125,1768
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,3170,2,2,439,30,6,37,83,99,161,4,3,0,0,0,0,0,862,1,20,883,1203
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,3171,5,5,852,71,26,99,111,119,507,18,9,0,0,0,0,0,1812,0,58,1870,2869
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,3172,3,3,732,54,15,68,138,151,348,33,6,3,0,0,0,0,1548,0,37,1585,2105
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,3173,5,5,753,51,20,91,116,135,726,28,2,2,0,0,0,0,1924,2,50,1976,3006
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,3174,4,4,751,43,8,82,154,138,630,20,7,1,1,0,0,0,1835,0,58,1893,2886
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,3175,4,4,727,47,15,52,127,145,651,28,2,1,0,0,0,0,1795,2,40,1837,2807
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,3176,1,1,91,22,4,14,13,22,77,2,1,0,0,0,0,0,246,0,6,252,407
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,3177,4,4,784,48,20,69,156,144,564,25,4,1,0,0,0,0,1815,1,36,1852,2897
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,3178,2,2,416,24,4,37,76,65,284,11,0,0,0,0,0,0,917,1,22,940,1328
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,3268,4,4,481,44,15,46,85,64,768,12,8,0,0,0,0,0,1523,0,56,1579,2782
2,11,GUANAJUATO,8,GUANAJUATO,15,GUANAJUATO,3269,2,2,271,19,12,20,30,20,151,1,6,1,0,0,0,0,531,0,23,554,930
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2654,7,7,525,34,18,79,72,607,862,9,3,0,1,0,0,0,2210,0,97,2307,4919
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2655,6,6,499,25,9,67,54,477,698,14,7,1,0,0,0,0,1851,4,46,1901,3894
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2656,6,6,681,90,12,88,70,423,653,22,8,1,0,0,0,0,2048,1,41,2090,4335
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2657,5,5,424,48,9,67,74,394,594,13,1,1,0,0,0,0,1625,0,35,1660,2895
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2658,2,2,138,26,1,16,23,160,204,3,1,1,0,0,0,0,573,0,26,599,1099
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2659,5,5,530,42,24,104,59,512,669,13,3,0,0,0,0,0,1956,0,63,2019,3705
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2660,2,2,212,25,2,24,60,146,281,2,1,0,0,0,0,0,753,0,35,788,1320
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2661,2,2,109,11,2,23,12,121,161,5,1,0,0,0,0,0,445,1,14,460,828
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2662,2,2,104,15,4,12,18,90,131,3,0,0,0,0,0,0,377,0,12,389,1168
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2663,2,2,250,31,10,21,47,147,268,7,1,0,0,0,0,0,782,0,34,816,1261
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2664,7,7,741,58,17,81,81,615,974,25,7,0,0,0,0,0,2599,1,75,2675,5182
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2665,2,2,187,12,2,19,17,128,222,6,1,0,0,0,0,0,594,0,18,612,1128
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2666,2,2,192,25,4,25,18,162,190,5,2,0,0,0,0,0,623,1,16,640,971
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2667,2,2,212,31,6,33,22,87,144,6,2,0,0,0,0,0,543,0,15,558,776
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2668,2,2,223,37,3,28,21,140,190,9,1,1,0,0,0,0,653,0,23,676,1006
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2669,2,2,196,16,6,35,22,203,298,9,1,0,0,0,0,0,786,0,28,814,1354
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2670,2,2,155,23,2,33,32,207,223,2,3,0,0,0,0,0,680,0,24,704,1231
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2671,2,2,259,27,3,52,31,183,287,6,2,0,0,0,0,0,850,1,30,881,1336
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2672,2,2,131,6,3,20,20,196,250,3,2,0,0,0,0,0,631,2,20,653,1174
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2673,2,2,166,8,0,30,26,240,266,2,1,2,0,0,0,0,741,0,22,763,1353
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2674,1,1,124,16,3,12,23,95,118,5,2,0,0,0,0,0,398,0,11,409,583
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2675,2,2,186,23,3,22,17,132,204,9,0,0,0,0,0,0,596,0,20,616,943
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2676,3,3,406,41,5,55,34,226,478,12,3,0,0,0,0,0,1260,2,42,1304,2135
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2677,2,2,185,13,10,20,20,128,215,4,2,2,0,0,0,0,599,0,30,629,1198
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2678,5,5,513,17,4,56,44,374,663,12,6,1,0,0,0,0,1690,1,83,1774,3685
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2679,2,2,142,25,7,30,15,128,184,7,4,0,0,0,0,0,542,0,15,557,844
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2680,2,2,126,29,2,15,37,155,166,5,4,0,0,0,0,0,539,0,15,554,783
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2681,2,2,183,18,4,13,29,286,225,5,2,0,0,0,0,0,765,0,25,790,1308
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2682,3,3,250,19,5,25,16,330,306,5,0,1,0,0,0,0,957,1,31,989,1772
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2683,8,8,634,44,25,121,65,767,894,13,3,1,0,0,0,0,2567,3,97,2667,5443
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2684,2,2,211,10,5,32,16,155,232,1,0,0,0,0,0,0,662,0,34,696,1356
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2685,2,2,192,5,3,28,17,149,261,4,2,1,0,0,0,0,662,1,32,695,1263
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2686,4,4,299,45,14,64,33,381,446,8,4,2,0,0,0,0,1296,0,49,1345,2691
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2687,3,3,266,16,9,28,15,22,410,8,6,0,0,0,0,0,780,0,38,818,1781
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2688,3,3,142,20,2,19,10,21,257,2,8,0,0,0,0,0,481,0,19,500,1611
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2689,3,3,178,23,6,26,23,56,262,0,3,0,0,0,0,0,577,0,35,612,1414
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2690,4,4,399,56,9,53,20,44,625,14,1,0,0,0,0,0,1221,0,57,1278,2638
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2691,2,2,318,25,5,16,10,27,188,13,7,0,0,0,0,0,609,0,19,628,1258
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2692,4,4,332,25,10,47,17,87,420,4,9,0,0,0,0,0,951,0,46,997,2269
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2693,2,2,248,41,8,31,17,52,266,9,7,0,0,0,0,0,679,0,36,715,1456
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2694,5,5,450,43,9,54,43,56,699,6,4,0,1,0,0,0,1365,1,69,1435,3283
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2695,4,4,330,31,2,36,18,57,340,12,2,1,0,0,0,0,829,0,41,870,2458
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2696,3,3,284,36,3,30,14,50,239,7,6,0,0,0,0,0,669,0,37,706,1676
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2697,1,1,69,16,0,18,7,32,139,2,4,0,0,0,0,0,287,0,15,302,685
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2698,4,4,357,16,7,40,20,179,303,4,3,0,0,0,0,0,929,0,36,965,1834
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2699,4,4,259,21,11,35,36,127,372,11,2,0,0,0,0,0,874,0,42,916,2424
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2700,5,5,369,38,7,40,29,183,378,4,5,0,0,0,0,0,1053,0,52,1105,2808
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2701,2,2,251,35,4,10,8,28,224,7,3,1,0,0,0,0,571,0,22,593,1100
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2702,5,5,571,35,13,58,14,120,414,5,7,0,0,0,0,0,1237,0,35,1272,3063
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2703,3,3,470,8,3,42,14,187,420,15,4,1,0,0,0,0,1164,0,54,1218,2244
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2704,3,3,263,25,3,32,31,156,407,22,0,1,0,0,0,0,940,0,28,968,1921
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2705,4,4,314,34,8,49,21,136,600,7,4,1,0,0,0,0,1174,0,54,1228,2839
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2706,2,2,335,19,4,33,9,66,222,9,3,1,0,0,0,0,701,0,33,734,1449
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2707,2,2,289,13,4,34,6,91,132,4,2,0,0,0,0,0,575,0,15,590,1120
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2708,1,1,37,6,0,9,2,3,20,0,0,0,0,0,0,0,77,0,6,83,169
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2709,5,5,335,30,11,109,16,55,265,7,3,2,0,0,0,0,833,3,48,884,3159
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2710,10,10,751,47,26,96,70,623,1022,27,5,1,0,0,0,0,2668,0,105,2773,7296
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2711,2,2,138,8,4,28,8,113,210,4,1,0,0,0,0,0,514,0,23,537,1058
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2712,4,4,259,53,7,63,37,179,335,8,4,1,0,0,0,0,946,0,56,1002,2707
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2713,2,2,163,24,5,25,6,29,197,5,5,0,0,0,0,0,459,0,16,475,882
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2714,3,3,335,17,6,32,19,202,344,9,4,0,0,0,0,0,968,0,47,1015,2173
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2715,4,4,480,39,6,61,31,286,490,14,4,0,0,0,0,0,1411,0,41,1452,2648
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2716,2,2,186,14,3,16,6,53,190,4,1,0,0,0,0,0,473,0,23,496,1153
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2717,5,5,629,29,11,83,33,326,562,4,3,2,0,0,0,0,1682,0,65,1747,3537
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2718,2,2,206,11,3,27,12,56,189,8,4,0,0,0,0,0,516,1,28,545,980
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2719,4,4,465,29,6,46,20,125,414,9,4,1,0,0,0,0,1119,0,49,1168,2274
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2720,4,4,535,44,2,47,24,194,408,11,8,1,0,0,0,0,1274,0,49,1323,2608
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2721,4,4,396,34,7,28,17,130,372,14,4,1,0,0,0,0,1003,0,27,1030,1782
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2722,2,2,120,9,6,14,5,66,90,1,1,0,0,0,0,0,312,0,14,326,1177
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2723,2,2,207,16,2,23,9,41,160,3,0,1,0,0,0,0,462,0,23,485,919
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2724,3,3,475,19,6,15,18,85,214,6,6,0,0,0,0,0,844,0,38,882,1540
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2725,4,4,381,3,5,28,16,167,436,8,3,0,0,0,0,0,1047,0,48,1095,2957
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2726,4,4,493,9,4,38,7,55,476,4,1,0,0,0,0,0,1087,0,55,1142,1853
2,11,GUANAJUATO,8,GUANAJUATO,37,SILAO DE LA VICTORIA,2727,4,4,568,45,12,39,12,90,396,8,7,1,0,0,0,0,1178,0,34,1212,2615
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2728,2,2,236,26,7,25,4,71,226,5,6,1,0,0,0,0,607,0,34,641,1193
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2729,1,1,76,3,1,17,7,29,121,1,1,0,0,0,0,0,256,0,20,276,665
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2730,2,2,252,20,6,20,4,76,303,4,0,0,0,0,0,0,685,0,38,723,1467
2,11,GUANAJUATO,10,SAN FRANCISCO DEL RINCON,37,SILAO DE LA VICTORIA,2731,1,1,85,7,0,23,6,16,77,2,1,0,0,0,0,0,217,0,21,238,448
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,0,0,1,0,2,0,0,0,0,6,0,0,0,0,0,0,0,8,0,2,10,11
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,141,9,9,523,1160,41,56,21,76,1185,0,0,0,0,0,141,0,3203,0,106,3309,6236
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,142,2,2,116,282,10,19,7,12,270,0,0,0,0,0,38,0,754,0,31,785,1383
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,143,2,2,218,338,13,10,2,13,349,0,0,0,0,0,26,0,969,0,20,989,1393
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,144,2,2,203,283,5,7,3,12,324,0,0,0,0,0,30,0,867,0,12,879,1302
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,146,3,3,202,354,17,27,8,31,501,0,0,0,0,0,42,0,1182,0,53,1235,2150
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,147,2,2,125,253,7,7,6,13,246,0,0,0,0,0,25,0,682,1,26,709,1100
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,148,2,2,106,188,5,7,1,6,190,0,0,0,0,0,18,0,521,0,15,536,762
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,149,2,2,108,255,5,9,0,17,251,0,0,0,0,0,37,0,682,0,23,705,1086
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,150,2,2,132,197,5,4,6,5,175,0,0,0,0,0,8,0,532,1,5,538,754
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,151,1,1,70,144,3,3,8,3,164,0,0,0,0,0,18,0,413,0,10,423,609
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,152,1,1,139,160,3,3,1,6,137,0,0,0,0,0,17,0,466,0,13,479,707
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,153,2,2,87,183,6,6,5,11,276,0,0,0,0,0,18,0,592,0,18,610,995
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,154,2,2,157,208,18,3,10,24,253,0,0,0,0,0,46,0,719,1,13,733,1229
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,155,4,4,267,427,12,9,5,27,499,0,0,0,0,0,44,0,1290,0,50,1340,2362
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,156,6,6,292,472,18,20,13,30,526,0,0,0,0,0,79,0,1450,1,64,1515,4469
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,157,9,9,649,1191,38,29,20,69,1123,0,0,0,0,0,107,0,3226,0,88,3314,5263
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,158,3,3,179,372,6,19,14,28,407,0,0,0,0,0,41,0,1066,1,49,1116,1919
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,159,2,2,126,255,16,7,13,20,285,0,0,0,0,0,27,0,749,0,26,775,1270
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,160,2,2,111,205,3,8,3,14,193,0,0,0,0,0,11,0,548,0,12,560,862
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,161,1,1,66,114,2,3,0,1,87,0,0,0,0,0,5,0,278,0,7,285,431
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,162,1,1,81,87,0,3,1,3,59,0,0,0,0,0,8,0,242,0,4,246,347
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,163,1,1,87,153,1,4,3,12,136,0,0,0,0,0,12,0,408,1,22,431,642
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,164,7,7,463,955,30,27,11,85,846,0,0,0,0,0,96,0,2513,1,81,2595,4794
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,165,2,2,157,337,5,11,8,15,297,0,0,0,0,0,33,0,863,0,26,889,1500
2,11,GUANAJUATO,9,SAN MIGUEL DE ALLENDE,3,SAN MIGUEL DE ALLENDE,166,1,1,51,70,1,1,0,0,45,0,0,0,0,0,6,0,174,0,5,179,235
