ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,PSI,MORENA,NAP,FXM,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
21,PUEBLA,176,TLACOTEPEC DE BENITO JUAREZ,21,67,67,8194,1465,196,661,661,675,3530,5651,389,1196,0,0,0,0,0,0,22618,4,1690,24312,38322,
21,PUEBLA,177,SAN SEBASTIAN TLACOTEPEC,9,18,18,100,54,9,4242,2214,13,7,52,0,0,0,0,0,0,0,0,6691,0,183,6874,8953,
21,PUEBLA,178,TLACUILOTEPEC,11,26,26,92,271,20,4442,595,0,30,3237,0,113,0,0,0,0,0,0,8800,0,405,9205,12474,
21,PUEBLA,179,TLACHICHUCA,14,39,39,446,259,11,590,1061,10161,122,2440,28,185,0,0,0,0,0,0,15303,21,592,15916,22960,
21,PUEBLA,180,TLAHUAPAN,15,47,47,843,5520,1421,814,4206,373,320,6483,170,0,0,0,0,0,0,0,20150,8,1250,21408,31112,
21,PUEBLA,181,TLALTENANGO,3,9,9,37,30,686,141,140,0,1182,411,806,291,0,0,0,0,0,0,3724,0,234,3958,5406,
21,PUEBLA,182,TLANEPANTLA,2,6,6,15,31,13,20,31,1011,10,1342,0,7,0,0,0,0,0,0,2480,2,134,2616,3839,
21,PUEBLA,183,TLAOLA,9,27,27,5568,456,182,110,35,0,65,2825,46,1208,0,0,0,0,0,0,10495,3,824,11322,15958,
21,PUEBLA,184,TLAPACOYA,5,11,11,1553,15,4,259,0,0,15,2133,7,72,0,0,0,0,0,0,4058,0,98,4156,5345,
21,PUEBLA,185,TLAPANALA,5,13,13,139,1399,6,236,157,29,5,1179,294,54,0,0,0,0,0,0,3498,669,278,4445,7178,
21,PUEBLA,186,TLATLAUQUITEPEC,27,70,71,625,730,104,8182,1655,627,468,11982,1811,607,0,0,0,0,0,0,26791,0,1317,28108,41567,
21,PUEBLA,187,TLAXCO,4,8,8,7,5,11,1878,8,1318,0,17,0,0,0,0,0,0,0,0,3244,0,87,3331,3940,
21,PUEBLA,188,TOCHIMILCO,11,23,23,929,989,18,360,162,312,2017,1015,2150,870,0,0,0,0,0,0,8822,1,421,9244,13518,
21,PUEBLA,189,TOCHTEPEC,7,25,25,2649,790,151,2521,219,0,700,2938,228,0,0,0,0,0,0,0,10196,1,417,10614,15862,
21,PUEBLA,190,TOTOLTEPEC DE GUERRERO,2,3,3,2,4,253,28,0,1,0,144,320,0,0,0,0,0,0,0,752,0,35,787,974,
21,PUEBLA,191,TULCINGO,8,16,16,18,66,22,1288,715,550,0,1576,0,94,0,0,0,0,0,0,4329,0,184,4513,7567,
21,PUEBLA,192,TUZAMAPAN DE GALEANA,3,9,10,259,9,854,1699,22,5,170,99,449,0,0,0,0,0,0,0,3566,0,223,3789,4771,
21,PUEBLA,193,TZICATLACOYAN,4,10,10,17,33,6,0,1558,17,1299,1050,0,0,0,0,0,0,0,0,3980,1,115,4096,5364,
21,PUEBLA,194,VENUSTIANO CARRANZA,19,43,43,7202,0,0,119,370,63,58,5001,74,100,0,0,0,0,0,0,12987,0,488,13475,20886,
21,PUEBLA,195,VICENTE GUERRERO,11,32,32,6047,5130,30,70,221,0,29,1093,0,32,0,0,0,0,0,0,12652,0,993,13645,18559,
21,PUEBLA,196,XAYACATLAN DE BRAVO,2,3,3,5,5,1,324,6,4,0,192,342,240,0,0,0,0,0,0,1119,0,38,1157,1478,
21,PUEBLA,197,XICOTEPEC,31,103,104,2437,3575,530,2769,1609,3039,3091,14964,681,546,0,0,0,0,0,0,33241,22,1632,34895,59579,
21,PUEBLA,198,XICOTLAN,2,2,2,327,0,2,0,14,5,2,224,0,309,0,0,0,0,0,0,883,0,20,903,1086,
21,PUEBLA,199,XIUTETELCO,16,49,49,0,477,0,109,3213,7394,158,4623,1020,530,0,0,0,0,0,0,17524,3,882,18409,30387,
21,PUEBLA,200,XOCHIAPULCO,2,7,7,0,309,3,665,12,704,6,224,12,5,0,0,0,0,0,0,1940,206,91,2237,2910,
21,PUEBLA,201,XOCHILTEPEC,2,4,4,495,8,8,0,0,11,7,244,0,790,0,0,0,0,0,0,1563,3,64,1630,2541,
21,PUEBLA,202,XOCHITLAN DE VICENTE SUAREZ,4,16,16,2540,1661,93,0,117,368,35,924,41,0,0,0,0,0,0,0,5779,6,499,6284,9606,
21,PUEBLA,203,XOCHITLAN TODOS SANTOS,3,9,9,24,86,1,1169,1251,21,4,394,510,234,0,0,0,0,0,0,3694,0,209,3903,5232,
21,PUEBLA,204,YAONAHUAC,6,10,11,109,108,2159,47,250,9,10,224,1627,16,0,0,0,0,0,0,4559,0,205,4764,6074,
21,PUEBLA,205,YEHUALTEPEC,9,28,28,68,71,198,1394,283,3048,25,3430,30,46,0,0,0,0,1431,1997,12021,0,537,12558,18689,
21,PUEBLA,206,ZACAPALA,4,7,7,612,882,542,11,19,6,0,286,0,0,0,0,0,0,0,0,2358,0,137,2495,3380,
21,PUEBLA,207,ZACAPOAXTLA,31,73,73,864,5039,493,7029,594,5175,841,3937,252,2785,0,0,0,0,0,0,27009,6,1444,28459,42407,
21,PUEBLA,208,ZACATLAN,33,108,108,5713,4969,354,8375,1325,1417,1779,12685,738,430,0,0,0,0,0,0,37785,24,3043,40852,65740,
21,PUEBLA,209,ZAPOTITLAN,9,14,14,24,19,15,539,1201,1453,17,1769,5,21,0,0,0,0,0,0,5063,0,193,5256,7114,
21,PUEBLA,210,ZAPOTITLAN DE MENDEZ,3,8,8,844,10,4,125,1405,577,48,558,0,0,0,0,0,0,0,0,3571,1,82,3654,4522,
21,PUEBLA,211,ZARAGOZA,7,21,21,466,305,48,1006,2002,439,3269,572,635,70,0,0,0,0,0,0,8812,2,528,9342,12921,
21,PUEBLA,212,ZAUTLA,12,29,29,616,2000,1198,3041,164,140,126,4649,79,84,0,0,0,0,0,0,12097,12,310,12419,15477,
21,PUEBLA,213,ZIHUATEUTLA,8,21,21,820,159,16,422,105,79,2979,2739,0,28,0,0,0,0,0,0,7347,1,477,7825,10423,
21,PUEBLA,214,ZINACATEPEC,6,21,22,4511,148,65,61,713,53,34,3186,284,0,0,0,0,0,0,0,9055,1,292,9348,12799,
21,PUEBLA,215,ZONGOZOTLA,2,6,6,235,127,6,67,21,9,403,814,411,822,0,0,0,0,0,0,2915,0,107,3022,3773,
21,PUEBLA,216,ZOQUIAPAN,2,4,4,5,602,0,7,27,0,0,995,22,0,0,0,0,0,0,0,1658,0,61,1719,2143,
21,PUEBLA,217,ZOQUITLAN,11,24,24,240,758,3948,0,218,136,3631,347,0,0,0,0,0,0,0,0,9278,0,814,10092,14204,
