CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,MA,FXMG,PSG,PES,PAC,MLGRO,PBG,REGENERACION,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT_PVEM_MORENA,PT_PVEM,PT_MORENA,PVEM_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1230,2,2,58,109,32,43,15,144,264,1,5,17,10,5,3,7,8,9,3,0,0,5,6,3,4,751,2,36,789,1196
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1231,2,2,61,136,35,12,17,106,191,2,5,11,6,2,10,7,2,8,0,2,1,8,0,1,0,623,2,15,640,909
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1232,3,3,34,112,58,51,39,141,463,11,14,19,18,12,20,12,6,12,0,0,0,17,6,2,6,1053,1,56,1110,2120
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1233,2,2,12,39,18,24,20,56,165,2,2,2,5,3,8,11,1,5,0,0,0,4,1,2,6,386,1,28,415,844
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1234,3,3,20,81,27,52,28,160,362,3,9,10,12,6,17,13,4,5,1,0,1,16,7,9,10,853,1,31,885,1737
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1235,3,3,23,81,38,33,25,103,409,5,9,23,16,3,16,12,2,8,0,0,1,14,0,1,3,825,3,37,865,1574
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1236,2,2,27,82,25,25,6,96,270,1,1,10,14,1,7,0,3,6,3,0,0,11,4,0,4,596,3,37,636,1161
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1237,4,4,90,146,72,31,29,216,321,10,5,17,22,4,13,9,1,19,0,0,0,13,2,0,2,1022,3,41,1066,1701
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1238,3,3,95,113,40,30,26,156,307,4,5,24,26,7,11,8,8,14,4,0,0,19,3,2,1,903,2,54,959,1672
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1239,2,2,41,80,33,10,14,122,222,1,3,22,17,4,3,9,1,12,2,0,1,9,0,1,1,608,1,32,641,1059
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1250,2,2,23,113,36,25,18,117,302,5,4,12,14,8,1,4,4,11,0,0,0,21,0,3,1,722,1,34,757,1267
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1251,2,2,48,108,25,36,14,220,305,7,10,14,15,4,5,17,5,18,2,0,0,7,0,3,1,864,2,41,907,1493
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1252,4,4,27,110,61,70,31,171,414,2,8,21,19,23,21,10,3,7,2,3,3,26,6,2,8,1048,1,60,1109,2575
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1253,1,1,15,9,6,3,3,11,24,0,3,1,1,1,0,0,0,6,1,1,0,1,1,0,0,87,1,3,91,256
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1254,3,3,71,147,33,35,20,226,328,7,8,21,27,19,4,3,3,15,1,1,1,21,1,2,2,996,1,37,1034,1543
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1259,8,8,41,179,91,128,74,314,824,2,4,20,16,67,137,46,13,18,3,3,4,51,16,5,11,2067,3,121,2191,5401
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1260,3,3,33,87,32,40,41,125,428,3,4,11,21,7,8,12,15,16,1,0,1,14,1,1,3,904,3,29,936,1696
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1261,3,3,83,140,37,39,23,209,404,14,11,19,34,3,11,7,2,20,2,1,2,25,1,7,4,1098,2,61,1161,1830
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1264,4,4,31,111,64,69,35,157,475,3,7,23,23,24,23,9,12,9,1,0,3,27,5,6,7,1124,1,58,1183,2326
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1265,7,7,54,197,140,102,79,303,973,5,16,35,40,36,32,29,11,21,1,0,5,53,10,8,16,2166,2,163,2331,4971
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1266,5,5,60,147,83,92,52,204,734,7,9,30,51,17,25,28,8,26,0,0,2,45,3,8,12,1643,8,89,1740,3316
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1273,2,2,26,38,23,43,23,34,292,3,55,2,6,3,0,6,0,2,3,0,0,10,3,4,7,583,0,41,624,1225
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1274,1,1,2,18,56,10,16,20,93,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,218,0,2,220,449
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1275,1,1,91,1,4,5,3,2,52,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,160,0,9,169,298
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1276,2,2,18,154,32,37,12,20,313,2,0,0,1,6,1,4,1,13,2,0,4,20,2,0,4,646,0,40,686,1454
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1277,1,1,0,1,16,5,12,5,82,0,0,0,2,0,0,0,1,0,1,0,0,3,0,1,1,130,0,4,134,255
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1282,2,2,421,16,15,31,32,29,220,0,7,0,1,0,0,2,0,7,1,0,1,17,8,4,13,825,0,19,844,1017
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1283,2,2,5,35,20,21,15,18,225,1,3,4,0,1,0,2,3,2,0,0,0,24,4,2,7,392,0,28,420,907
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1284,2,2,1,21,172,4,3,3,23,0,2,0,0,0,0,1,0,9,0,4,1,1,1,1,0,247,0,19,266,391
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1292,2,2,7,59,284,15,6,5,21,0,2,0,1,0,0,0,0,4,1,1,4,0,0,1,0,411,0,18,429,848
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1293,1,1,0,25,11,12,2,2,157,0,0,0,0,0,1,1,1,0,2,0,0,10,4,0,4,232,0,8,240,458
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1294,2,2,6,52,35,26,16,10,236,0,1,0,1,0,1,0,5,0,0,0,0,3,1,1,2,396,0,30,426,879
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1298,1,1,0,54,0,0,0,3,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,3,172,262
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,2817,1,1,2,6,6,13,5,35,67,0,2,3,2,1,2,2,2,2,0,0,0,9,0,1,0,160,0,15,175,453
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,2818,4,4,55,124,55,73,49,210,533,6,11,17,34,28,16,24,10,21,2,1,0,31,2,2,8,1312,4,71,1387,2760
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,2819,3,3,44,108,48,34,23,234,449,4,4,15,26,6,14,17,6,13,0,0,1,14,2,3,2,1067,3,46,1116,1866
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,2820,3,3,26,74,50,51,24,110,366,1,6,9,20,10,30,24,5,6,1,0,0,21,2,3,4,843,1,57,901,1930
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,2821,3,3,24,55,46,40,25,149,342,6,4,13,19,18,14,5,4,5,1,0,1,11,1,3,13,799,2,61,862,1920
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,2822,3,3,17,72,29,36,26,107,368,1,6,6,16,18,14,6,3,7,1,0,4,13,4,4,7,765,0,56,821,1912
4,12,GUERRERO,1,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,2823,4,4,41,104,48,62,38,222,555,5,5,25,25,21,10,25,3,9,0,0,0,27,6,9,5,1245,5,61,1311,2756
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1207,5,5,29,152,95,101,56,272,544,3,18,7,27,42,20,20,8,17,0,0,3,28,10,4,10,1466,2,68,1536,3478
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1218,4,4,34,146,66,51,32,187,461,4,7,2,23,34,6,20,24,13,0,0,1,18,5,8,8,1150,1,61,1212,2513
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1228,3,3,28,130,51,59,15,194,379,6,2,8,14,17,18,16,6,13,1,0,1,18,0,4,11,991,3,56,1050,2078
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1229,3,3,32,166,67,55,33,167,368,2,4,5,18,24,12,11,3,14,1,0,1,24,6,2,5,1020,4,49,1073,1882
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1240,2,2,44,172,51,26,23,116,343,2,5,3,10,6,8,4,3,12,1,1,3,17,3,2,2,857,0,36,893,1410
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1241,2,2,26,154,58,33,13,72,262,2,4,3,29,3,9,10,2,10,0,0,0,13,4,3,1,711,2,33,746,1259
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1242,3,3,46,186,61,43,31,116,423,2,10,15,19,13,10,13,4,15,3,0,1,28,4,2,4,1049,0,28,1077,1886
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1243,4,4,32,171,91,52,36,193,587,2,4,9,30,39,16,9,8,14,3,1,1,29,7,7,14,1355,7,79,1441,2830
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1244,3,3,31,160,62,57,23,211,375,5,14,19,20,12,4,10,3,22,1,2,0,23,3,1,6,1064,3,43,1110,2186
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1245,4,4,38,159,68,67,35,248,512,4,8,8,26,18,13,18,1,7,3,0,2,24,2,9,8,1278,1,55,1334,2674
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1246,2,2,20,103,31,22,12,79,238,2,3,2,24,5,5,7,3,8,0,0,0,15,1,3,2,585,1,30,616,992
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1247,2,2,33,119,54,32,10,124,295,4,1,4,18,8,3,9,2,10,1,1,3,17,1,4,5,758,0,40,798,1350
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1248,2,2,36,137,53,31,20,108,301,1,0,6,22,6,7,14,3,9,1,3,2,18,2,1,6,787,1,37,825,1368
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1249,2,2,38,135,42,28,16,93,225,3,2,1,16,7,2,5,3,10,0,1,0,12,1,2,1,643,1,41,685,1079
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1255,2,2,46,113,35,25,14,96,299,2,5,5,13,4,4,5,5,12,0,0,0,17,0,3,3,706,3,33,742,1170
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1256,2,2,19,107,40,20,15,123,288,1,3,3,20,3,8,8,3,7,2,0,1,24,3,2,4,704,2,19,725,1087
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1257,6,6,83,437,151,79,55,378,1002,16,9,18,57,37,14,25,13,40,7,2,0,35,4,12,11,2485,6,115,2606,4352
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1258,3,3,48,166,68,55,26,150,514,0,9,2,23,12,10,17,3,18,2,0,2,17,2,3,2,1149,1,48,1198,1844
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1262,2,2,30,135,35,19,20,92,231,4,3,5,11,3,8,5,10,15,1,0,0,8,2,3,1,641,3,34,678,1052
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1263,4,4,114,315,96,65,31,252,583,14,11,15,43,11,13,16,3,26,2,2,4,28,8,5,5,1662,4,90,1756,2900
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1267,18,18,272,1097,374,245,148,912,2432,25,33,57,189,105,49,65,30,112,10,0,5,99,20,16,25,6320,25,282,6627,12486
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1268,2,2,48,210,68,23,10,105,269,1,1,7,13,1,3,9,2,23,1,1,0,11,1,1,3,811,5,35,851,1278
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1269,3,3,89,321,94,42,29,153,349,4,7,3,32,6,12,4,4,31,3,2,2,25,1,1,6,1220,5,45,1270,1756
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1270,4,4,118,360,91,66,61,233,597,8,6,10,65,20,8,18,8,30,6,0,0,19,4,1,4,1733,6,70,1809,2917
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1271,7,7,185,577,170,79,65,362,922,14,15,22,69,20,33,23,7,60,4,2,6,45,3,2,9,2694,8,114,2816,4882
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1278,2,2,16,82,173,20,12,26,232,7,4,1,20,1,0,2,1,6,1,1,3,7,3,2,2,622,0,31,653,1117
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1279,5,5,122,421,339,90,47,112,713,2,8,5,14,8,0,23,7,41,3,1,7,32,8,5,6,2014,2,95,2111,3507
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1280,3,3,39,199,178,45,41,95,418,0,5,6,29,6,6,9,7,16,3,0,7,21,4,3,5,1142,0,74,1216,1941
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1281,5,5,72,383,364,110,73,194,694,9,8,8,21,30,8,17,9,38,4,7,3,25,7,3,14,2101,3,93,2197,3724
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1285,2,2,9,40,44,33,3,16,154,0,0,0,1,2,0,1,2,3,0,1,2,5,2,2,7,327,0,45,372,825
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1286,3,3,17,83,63,28,27,27,302,1,1,0,189,0,1,10,3,6,3,0,1,18,6,3,4,793,3,46,842,1689
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1287,3,3,6,63,38,27,40,21,263,1,5,3,135,1,0,5,1,8,0,1,2,10,4,0,6,640,0,41,681,1492
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1288,3,3,8,122,54,30,24,21,256,3,4,1,225,0,3,8,2,4,0,1,2,19,2,0,3,792,0,41,833,1753
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1289,3,3,22,170,136,59,28,81,415,7,2,1,21,4,6,6,2,16,1,0,4,20,3,5,10,1019,0,50,1069,2206
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1290,1,1,1,30,88,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,130,0,1,131,259
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1291,1,1,10,75,43,10,4,14,43,1,0,0,0,2,0,2,1,3,0,1,5,4,1,1,1,221,0,8,229,484
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1295,3,3,16,77,389,30,12,22,87,0,0,0,2,0,0,3,0,2,0,3,4,5,0,0,0,652,0,36,688,1509
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1296,2,2,15,175,166,38,16,28,199,1,3,1,8,1,0,2,0,5,0,1,2,6,3,1,0,671,0,41,712,1093
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1297,1,1,4,45,99,11,8,4,52,0,1,0,2,0,0,0,0,4,1,0,2,1,2,0,2,238,0,16,254,513
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1299,1,1,7,43,113,16,6,12,61,1,0,3,2,2,0,3,0,3,0,1,4,1,1,0,1,280,0,14,294,490
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1300,2,2,20,68,173,24,12,18,159,1,2,1,7,1,1,7,3,3,2,1,8,4,0,0,6,521,1,31,553,1011
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1301,3,3,12,86,99,29,21,13,284,0,1,1,34,0,1,8,2,8,0,0,2,13,4,4,5,627,1,50,678,1641
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1302,4,4,29,210,240,42,21,39,348,1,4,1,12,13,2,3,5,9,2,0,8,19,4,4,10,1026,0,41,1067,2002
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3,4
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1303,3,3,31,158,177,47,10,19,296,2,7,0,6,19,0,2,1,19,4,0,3,13,0,3,4,821,0,41,862,1883
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1304,3,3,24,154,132,45,20,17,295,3,5,2,7,7,0,2,0,31,1,0,4,14,4,0,5,772,1,40,813,1649
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1305,2,2,12,95,126,26,16,20,257,0,2,0,15,10,1,3,4,5,1,0,0,18,5,3,4,623,2,41,666,1451
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1306,2,2,1,16,93,10,5,1,62,0,1,0,23,0,0,1,0,1,0,0,0,0,0,1,1,216,0,11,227,392
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1307,3,3,21,193,129,56,24,19,374,0,4,0,46,5,0,5,4,9,0,0,6,16,4,2,5,922,0,46,968,1835
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,1308,2,2,6,53,75,13,5,23,116,0,3,1,10,0,0,2,0,2,0,1,1,2,0,4,0,317,0,22,339,642
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,2802,2,2,11,63,29,26,28,88,238,2,5,5,22,31,19,5,6,10,1,0,3,8,2,1,5,608,1,16,625,1372
4,12,GUERRERO,2,CHILPANCINGO,29,CHILPANCINGO DE LOS BRAVO,2803,3,3,21,77,36,51,16,146,363,4,6,3,29,18,10,13,6,9,1,0,3,19,9,4,10,854,1,44,899,2092
4,12,GUERRERO,3,ACAPULCO,1,ACAPULCO DE JUAREZ,40,2,2,47,46,5,19,7,71,251,0,6,3,18,1,10,8,1,8,0,0,0,12,3,6,6,528,2,22,552,965
4,12,GUERRERO,3,ACAPULCO,1,ACAPULCO DE JUAREZ,56,2,2,30,55,14,33,14,55,365,3,37,4,14,4,9,2,0,9,0,0,0,13,1,2,3,667,0,27,694,1285
4,12,GUERRERO,3,ACAPULCO,1,ACAPULCO DE JUAREZ,57,2,2,30,53,8,40,9,68,328,1,9,1,20,1,9,8,2,4,1,0,0,20,7,1,2,622,4,18,644,1090
4,12,GUERRERO,3,ACAPULCO,1,ACAPULCO DE JUAREZ,58,1,1,16,20,9,27,6,17,197,2,4,0,11,1,17,9,1,1,0,0,0,5,0,0,1,344,0,8,352,453
4,12,GUERRERO,3,ACAPULCO,1,ACAPULCO DE JUAREZ,59,1,1,13,56,0,20,4,31,207,2,3,0,16,4,7,7,2,2,0,0,0,11,3,3,3,394,2,22,418,749
4,12,GUERRERO,3,ACAPULCO,1,ACAPULCO DE JUAREZ,60,2,2,26,34,9,46,9,62,303,1,4,3,19,3,9,3,0,6,1,0,0,18,2,6,4,568,1,23,592,986
4,12,GUERRERO,3,ACAPULCO,1,ACAPULCO DE JUAREZ,61,2,2,37,60,8,36,14,67,269,1,7,1,30,2,13,3,1,7,1,0,0,12,1,2,3,575,2,27,604,1067
4,12,GUERRERO,3,ACAPULCO,1,ACAPULCO DE JUAREZ,62,1,1,18,274,6,29,17,122,1,12,3,8,0,2,5,0,0,0,0,0,0,6,0,1,0,504,2,12,518,481
4,12,GUERRERO,3,ACAPULCO,1,ACAPULCO DE JUAREZ,63,1,1,13,20,10,7,10,30,166,0,28,6,12,0,1,2,1,4,0,0,0,10,3,3,1,327,0,8,335,675
