CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PUP,NAO,FXMO,MUJER,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,C_PAN_PRI_PRD,C_PAN_PRI,C_PAN_PRD,C_PRI_PRD,PVEM_MORENA_FXMO,PVEM_MORENA,PVEM_FXMO,MORENA_FXMO,C_PVEM_FXMO,PT_PUP,PT_NAO,PUP_NAO,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,551,2,2,98,105,14,48,15,81,180,4,12,4,27,10,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,606,2,30,638,899
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,552,2,2,112,133,19,64,30,91,269,19,20,14,53,3,3,0,0,0,0,0,0,4,5,0,0,0,0,0,0,839,0,42,881,1291
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,558,2,2,27,57,5,36,22,55,223,8,9,7,38,4,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,496,1,27,524,882
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,559,3,3,65,79,2,125,36,95,456,20,20,12,60,4,3,0,0,0,0,0,0,0,9,0,1,0,0,0,0,987,3,67,1057,1811
3,20,OAXACA,13,OAXACA DE JUAREZ,88,SAN ANDRES HUAYAPAM,747,4,4,147,133,22,86,88,111,482,19,29,23,36,10,6,1,0,0,0,0,0,2,8,0,1,0,0,0,0,1204,2,61,1267,2381
3,20,OAXACA,13,OAXACA DE JUAREZ,88,SAN ANDRES HUAYAPAM,748,3,3,203,178,17,94,33,89,437,12,23,11,34,18,3,1,1,0,0,0,0,0,8,0,0,0,0,0,0,1162,1,63,1226,2019
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2454,1,1,9,23,2,11,7,24,63,1,1,5,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,153,1,6,160,222
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2470,2,2,20,38,7,75,34,59,258,24,7,8,24,4,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,564,0,35,599,1036
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2471,2,2,32,41,7,81,28,65,236,41,11,8,23,2,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,580,3,38,621,995
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2472,2,2,27,39,58,65,18,63,330,22,6,7,20,1,1,0,0,0,0,0,0,2,20,0,0,0,0,0,0,679,2,41,722,1170
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2473,1,1,15,37,5,55,13,27,176,8,5,6,14,3,1,0,0,0,0,0,0,1,7,0,0,0,0,0,0,373,0,18,391,637
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2474,3,3,42,96,12,100,34,86,444,24,13,13,48,4,0,2,0,0,0,0,0,1,5,0,1,0,0,0,0,925,0,50,975,1799
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2475,2,2,20,50,6,59,24,50,223,10,9,9,14,1,1,0,0,0,0,0,0,0,6,0,1,0,0,0,0,483,0,34,517,846
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2476,2,2,46,48,11,74,35,79,330,17,3,12,39,7,1,0,1,0,0,0,0,1,11,0,0,0,0,0,0,715,1,37,753,1351
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2477,3,3,16,39,2,92,53,66,414,45,16,17,16,1,1,0,0,0,0,0,0,1,4,0,0,0,0,0,0,783,0,59,842,1584
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2478,4,4,72,115,11,182,73,118,556,23,17,16,69,4,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,1270,1,66,1337,2350
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2479,2,2,33,105,9,95,36,48,341,23,5,10,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,740,0,46,786,1459
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2541,4,4,44,65,23,264,85,87,670,31,20,16,47,4,4,0,0,0,0,0,0,1,18,3,1,0,0,0,0,1383,2,79,1464,2908
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2542,4,4,90,147,15,217,59,145,745,42,44,34,76,6,5,0,0,0,0,0,0,5,17,0,0,0,0,0,0,1647,4,90,1741,2948
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2543,2,2,22,93,6,104,32,72,340,15,11,20,43,2,1,0,0,0,0,0,0,2,10,0,2,0,0,0,0,775,1,36,812,1249
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2573,3,3,21,59,8,89,65,61,359,15,14,8,41,6,2,0,0,0,0,0,0,0,9,0,0,0,0,0,0,757,1,41,799,1528
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2574,3,3,62,123,10,127,98,121,425,27,14,18,61,8,5,0,1,0,0,0,0,1,9,0,0,0,0,0,0,1110,1,74,1185,1995
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2575,1,1,12,22,4,14,11,20,89,3,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,12,203,312
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2576,2,2,33,60,7,64,37,44,219,3,13,9,20,1,1,0,0,0,0,0,0,1,5,1,0,0,0,0,0,518,1,29,548,943
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2577,2,2,17,25,3,45,15,42,211,1,8,5,15,2,2,0,0,0,0,0,0,0,5,1,1,0,0,0,0,398,1,18,417,766
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2578,2,2,22,35,5,59,16,44,233,13,6,6,11,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,456,0,24,480,819
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2579,3,3,30,82,6,99,53,84,413,26,29,17,44,6,3,0,0,0,0,0,0,1,7,4,0,0,0,0,0,904,1,51,956,1638
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2580,1,1,8,20,2,32,21,28,104,7,4,4,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,1,16,270,485
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2581,3,3,27,68,9,124,65,86,340,20,16,16,30,2,1,1,1,0,0,0,0,1,17,1,0,0,0,0,0,825,0,49,874,1632
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2582,3,3,58,118,11,155,75,114,518,22,22,25,84,2,1,0,1,0,0,0,0,4,18,1,1,0,0,0,0,1230,2,56,1288,2186
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2585,4,4,32,64,7,186,71,88,560,15,13,10,59,8,2,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1130,0,64,1194,2307
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2586,4,4,33,74,10,137,50,103,551,28,16,12,33,3,0,0,0,0,0,0,0,1,15,1,1,0,0,0,0,1068,0,51,1119,2284
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,2587,1,1,3,7,0,46,9,5,52,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,131,1,5,137,320
3,20,OAXACA,13,OAXACA DE JUAREZ,66,OAXACA DE JUAREZ,0,0,2,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,7,9
3,20,OAXACA,14,VILLA DE ETLA,33,GUADALUPE ETLA,192,4,4,46,100,12,78,103,87,448,10,16,17,219,7,1,1,0,0,0,0,0,5,7,0,0,0,0,0,0,1157,0,58,1215,2291
3,20,OAXACA,14,VILLA DE ETLA,45,MAGDALENA APASCO,365,2,2,20,51,5,74,101,42,348,13,13,21,90,5,0,0,0,0,0,0,0,2,6,0,1,0,0,0,0,792,0,50,842,1423
3,20,OAXACA,14,VILLA DE ETLA,45,MAGDALENA APASCO,366,5,5,91,104,16,178,135,130,829,31,21,36,177,15,1,0,3,0,0,0,0,9,16,0,0,0,0,1,0,1793,1,95,1889,3327
3,20,OAXACA,14,VILLA DE ETLA,45,MAGDALENA APASCO,367,1,1,5,18,2,33,38,15,180,4,0,2,64,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,366,0,18,384,687
3,20,OAXACA,14,VILLA DE ETLA,45,MAGDALENA APASCO,368,1,1,15,15,3,30,8,10,125,4,0,5,87,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,306,0,22,328,596
3,20,OAXACA,14,VILLA DE ETLA,63,NAZARENO ETLA,459,3,3,43,87,13,55,96,44,494,7,14,6,194,6,0,0,0,0,0,0,0,4,9,1,0,0,0,0,0,1073,0,71,1144,2008
3,20,OAXACA,14,VILLA DE ETLA,63,NAZARENO ETLA,460,3,3,35,97,7,42,74,52,388,3,8,6,158,6,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,888,0,51,939,1627
3,20,OAXACA,14,VILLA DE ETLA,74,REYES ETLA,666,3,3,29,45,11,79,43,43,460,7,7,12,224,6,1,0,1,0,0,0,0,6,12,0,1,0,0,0,0,987,0,58,1045,1789
3,20,OAXACA,14,VILLA DE ETLA,74,REYES ETLA,667,2,2,20,27,10,29,29,20,177,5,1,14,121,1,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,463,0,32,495,879
3,20,OAXACA,14,VILLA DE ETLA,89,SAN ANDRES IXTLAHUACA,749,3,3,13,38,1,66,222,10,232,8,24,14,26,6,1,0,0,0,0,0,0,1,13,1,0,0,0,3,0,679,0,75,754,1341
3,20,OAXACA,14,VILLA DE ETLA,99,SAN ANDRES ZAUTLA,764,3,3,40,456,9,59,140,26,593,13,9,7,78,3,2,0,0,0,0,0,0,2,3,0,0,0,0,1,0,1441,0,50,1491,1950
3,20,OAXACA,14,VILLA DE ETLA,99,SAN ANDRES ZAUTLA,765,2,2,18,140,7,42,85,15,302,10,4,9,147,3,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,785,0,39,824,1352
3,20,OAXACA,14,VILLA DE ETLA,132,SAN FELIPE TEJALAPAM,862,3,3,18,30,11,77,54,16,323,18,3,6,85,1,2,1,0,0,0,0,0,8,8,2,0,0,0,0,0,663,1,44,708,1609
3,20,OAXACA,14,VILLA DE ETLA,132,SAN FELIPE TEJALAPAM,863,3,3,10,35,6,71,49,19,248,13,5,3,54,1,1,0,0,0,0,0,0,2,7,0,1,0,0,0,0,525,0,35,560,1626
3,20,OAXACA,14,VILLA DE ETLA,132,SAN FELIPE TEJALAPAM,864,3,3,28,64,7,55,41,19,275,22,6,7,57,3,1,1,0,0,0,0,0,4,4,0,2,0,0,0,0,596,0,37,633,1595
3,20,OAXACA,14,VILLA DE ETLA,132,SAN FELIPE TEJALAPAM,865,2,2,14,19,4,67,81,9,184,7,9,3,15,0,0,0,0,0,0,0,0,2,10,1,0,0,0,0,0,425,0,40,465,1067
3,20,OAXACA,14,VILLA DE ETLA,154,SAN JACINTO AMILPAS,917,5,5,122,213,96,195,471,253,643,35,271,40,91,5,1,1,1,0,0,0,0,1,6,0,0,0,0,6,0,2451,2,127,2580,3635
3,20,OAXACA,14,VILLA DE ETLA,154,SAN JACINTO AMILPAS,918,5,5,195,243,68,176,241,210,767,38,112,35,68,6,1,2,1,0,0,0,0,5,10,0,0,0,0,3,0,2181,2,111,2294,3446
3,20,OAXACA,14,VILLA DE ETLA,227,SAN LORENZO CACAOTEPEC,1243,5,5,211,214,46,114,85,88,794,32,17,15,145,45,4,1,0,0,0,0,0,3,14,0,1,0,0,1,0,1830,1,97,1928,3516
3,20,OAXACA,14,VILLA DE ETLA,227,SAN LORENZO CACAOTEPEC,1244,3,3,102,110,22,68,68,79,468,22,10,6,90,11,2,0,2,0,0,0,0,2,12,0,1,0,0,0,0,1075,2,75,1152,2015
3,20,OAXACA,14,VILLA DE ETLA,227,SAN LORENZO CACAOTEPEC,1245,4,4,134,101,26,59,60,52,476,8,6,14,119,31,3,0,0,0,0,0,0,4,11,0,2,0,0,2,0,1108,2,72,1182,2271
3,20,OAXACA,14,VILLA DE ETLA,227,SAN LORENZO CACAOTEPEC,1246,5,5,121,233,87,130,97,247,844,27,15,17,150,12,5,1,0,0,0,0,0,5,13,0,1,0,0,0,0,2005,1,96,2102,3588
3,20,OAXACA,14,VILLA DE ETLA,227,SAN LORENZO CACAOTEPEC,1247,2,2,24,45,10,38,31,46,248,14,5,13,70,4,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,558,0,43,601,1225
3,20,OAXACA,14,VILLA DE ETLA,308,SAN PEDRO IXTLAHUACA,1482,5,5,39,111,15,330,207,55,385,13,45,17,84,7,6,2,1,0,0,0,0,4,23,2,0,0,0,1,0,1347,0,117,1464,3320
3,20,OAXACA,14,VILLA DE ETLA,400,SANTA MARIA ATZOMPA,1784,18,18,295,452,53,559,431,402,2844,87,115,74,332,32,6,0,1,0,0,0,0,28,74,7,4,0,0,3,0,5799,8,310,6117,11801
3,20,OAXACA,14,VILLA DE ETLA,400,SANTA MARIA ATZOMPA,1786,4,4,33,73,8,101,118,41,391,23,12,13,37,3,5,1,1,0,0,0,0,9,18,1,1,0,0,0,0,889,0,77,966,2320
3,20,OAXACA,14,VILLA DE ETLA,485,SANTIAGO SUCHILQUITONGO,2112,4,4,25,241,96,94,212,129,608,14,17,17,169,2,2,0,2,0,0,0,0,0,4,0,0,0,0,0,0,1632,2,93,1727,2277
3,20,OAXACA,14,VILLA DE ETLA,485,SANTIAGO SUCHILQUITONGO,2113,3,3,25,174,72,100,191,77,566,24,13,14,152,5,2,0,3,0,0,0,0,1,4,0,0,0,0,3,0,1426,1,126,1553,2204
3,20,OAXACA,14,VILLA DE ETLA,485,SANTIAGO SUCHILQUITONGO,2114,3,3,27,230,91,74,164,88,430,12,12,10,96,6,1,0,3,0,0,0,0,1,1,0,0,0,0,0,0,1246,1,94,1341,1940
3,20,OAXACA,14,VILLA DE ETLA,485,SANTIAGO SUCHILQUITONGO,2115,1,1,5,18,73,24,53,17,210,3,3,14,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,0,39,546,698
3,20,OAXACA,14,VILLA DE ETLA,485,SANTIAGO SUCHILQUITONGO,2116,2,2,10,39,91,50,81,58,439,10,11,16,110,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,918,0,50,968,1293
3,20,OAXACA,14,VILLA DE ETLA,527,SANTO TOMAS MAZALTEPEC,2261,3,3,15,39,6,102,63,15,412,9,5,5,72,1,1,0,0,0,0,0,0,0,8,0,1,0,0,0,0,754,0,59,813,1904
3,20,OAXACA,14,VILLA DE ETLA,537,SOLEDAD ETLA,2301,4,4,105,175,29,112,163,107,553,21,119,14,132,15,3,0,0,0,0,0,0,2,6,1,0,0,0,1,0,1558,0,88,1646,2438
3,20,OAXACA,14,VILLA DE ETLA,537,SOLEDAD ETLA,2302,2,2,54,86,9,37,71,38,328,4,26,3,68,6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,733,0,19,752,1078
3,20,OAXACA,14,VILLA DE ETLA,537,SOLEDAD ETLA,2303,3,3,50,125,14,102,102,85,459,15,105,16,120,10,1,0,0,0,0,0,0,1,4,2,1,0,0,1,0,1213,1,66,1280,1783
3,20,OAXACA,14,VILLA DE ETLA,560,VILLA DE ETLA,2408,2,2,38,108,7,55,62,80,311,5,19,86,131,2,1,0,0,0,0,0,0,1,3,1,1,0,0,0,0,911,0,68,979,1474
3,20,OAXACA,14,VILLA DE ETLA,560,VILLA DE ETLA,2409,4,4,56,135,18,116,99,165,598,22,23,100,177,8,0,0,0,0,0,0,0,3,9,2,0,0,0,0,0,1531,0,95,1626,1665
3,20,OAXACA,14,VILLA DE ETLA,560,VILLA DE ETLA,2410,4,4,43,178,16,130,126,195,695,35,38,122,273,2,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,1862,0,88,1950,2991
3,20,OAXACA,14,VILLA DE ETLA,560,VILLA DE ETLA,2411,4,4,53,142,11,118,88,111,688,19,24,109,341,4,0,1,0,0,0,0,0,0,10,2,2,0,0,0,0,1723,1,77,1801,2584
3,20,OAXACA,14,VILLA DE ETLA,154,SAN JACINTO AMILPAS,2482,4,4,93,161,101,111,205,110,555,26,53,37,77,3,0,1,0,0,0,0,0,2,5,0,0,0,0,3,0,1543,2,87,1632,2369
3,20,OAXACA,14,VILLA DE ETLA,154,SAN JACINTO AMILPAS,2483,2,2,25,57,39,47,113,66,313,11,33,14,32,5,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,758,0,45,803,1324
3,20,OAXACA,14,VILLA DE ETLA,154,SAN JACINTO AMILPAS,2484,3,3,55,79,39,86,133,92,441,15,38,16,66,12,1,0,2,0,0,0,0,1,2,0,0,0,0,1,0,1079,0,42,1121,1835
3,20,OAXACA,14,VILLA DE ETLA,400,SANTA MARIA ATZOMPA,2485,4,4,33,85,4,125,74,80,561,26,15,13,77,2,1,0,0,0,0,0,0,0,12,8,1,0,0,0,0,1117,0,116,1233,2694
3,20,OAXACA,14,VILLA DE ETLA,400,SANTA MARIA ATZOMPA,2486,4,4,48,102,5,128,92,92,502,22,27,10,51,10,3,0,0,0,0,0,0,5,16,0,0,0,0,0,0,1113,0,69,1182,2446
3,20,OAXACA,14,VILLA DE ETLA,400,SANTA MARIA ATZOMPA,2487,2,2,26,34,5,48,42,50,288,14,16,7,19,3,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,558,0,36,594,1026
3,20,OAXACA,14,VILLA DE ETLA,400,SANTA MARIA ATZOMPA,2488,3,3,25,27,4,71,95,61,349,14,20,9,21,1,1,0,0,0,0,0,0,5,5,4,0,0,0,0,0,712,1,76,789,1544
3,20,OAXACA,14,VILLA DE ETLA,400,SANTA MARIA ATZOMPA,2489,1,1,12,18,3,37,29,21,149,4,8,4,10,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,301,0,21,322,601
3,20,OAXACA,14,VILLA DE ETLA,400,SANTA MARIA ATZOMPA,2490,3,3,38,51,9,66,87,61,409,9,15,7,62,4,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,831,0,42,873,1514
3,20,OAXACA,14,VILLA DE ETLA,400,SANTA MARIA ATZOMPA,2491,2,2,20,54,7,52,70,45,291,14,4,9,78,3,2,0,0,0,0,0,0,1,9,0,2,0,0,1,0,662,0,51,713,1380
3,20,OAXACA,14,VILLA DE ETLA,400,SANTA MARIA ATZOMPA,2492,2,2,25,33,5,66,115,39,270,5,25,4,35,1,1,0,0,0,0,0,0,4,6,0,1,0,0,6,0,641,0,30,671,1351
3,20,OAXACA,14,VILLA DE ETLA,74,REYES ETLA,2501,1,1,10,30,1,17,13,12,125,0,4,5,51,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,272,1,8,281,439
3,20,OAXACA,14,VILLA DE ETLA,400,SANTA MARIA ATZOMPA,2517,3,3,27,68,6,89,114,48,375,21,18,8,41,1,1,2,0,0,0,0,0,1,6,0,0,0,0,4,0,830,5,72,907,1633
3,20,OAXACA,14,VILLA DE ETLA,308,SAN PEDRO IXTLAHUACA,2560,4,4,39,56,5,219,173,42,422,22,52,12,45,4,2,0,0,0,0,0,0,1,20,1,0,0,0,1,0,1116,1,89,1206,2524
3,20,OAXACA,14,VILLA DE ETLA,308,SAN PEDRO IXTLAHUACA,2561,4,4,13,51,7,218,181,62,373,15,43,8,83,0,0,0,0,0,0,0,0,1,6,2,0,0,0,5,0,1068,1,67,1136,2474
3,20,OAXACA,14,VILLA DE ETLA,560,VILLA DE ETLA,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,4
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,3,ANIMAS TRUJANO,35,3,3,45,87,10,78,36,50,437,11,92,7,21,6,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,888,1,52,941,1519
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,3,ANIMAS TRUJANO,36,3,3,46,114,10,105,42,77,593,13,73,13,43,7,2,0,0,0,0,0,0,0,8,1,0,0,0,0,0,1147,0,57,1204,2065
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,386,SANTA CRUZ XOXOCOTLAN,37,2,2,45,79,14,104,37,54,361,22,71,16,37,3,1,0,0,0,0,0,0,1,4,0,2,0,0,0,0,851,1,44,896,1305
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,386,SANTA CRUZ XOXOCOTLAN,38,2,2,32,87,10,146,33,51,347,16,60,11,39,4,1,0,0,0,0,0,0,2,10,0,0,0,0,0,0,849,0,46,895,1395
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,26,CUILAPAM DE GUERRERO,147,5,5,128,126,31,309,43,218,549,61,175,14,37,4,2,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1707,2,124,1833,2871
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,26,CUILAPAM DE GUERRERO,148,11,11,220,379,71,429,202,459,1738,80,154,47,75,3,5,1,0,0,0,0,0,1,12,1,3,0,0,0,0,3880,0,249,4129,6870
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,26,CUILAPAM DE GUERRERO,149,4,4,117,138,30,137,58,221,789,36,83,19,48,2,1,0,1,0,0,0,0,3,8,0,0,0,0,0,0,1691,1,85,1777,2626
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,26,CUILAPAM DE GUERRERO,150,3,3,85,114,20,172,34,225,427,19,97,13,27,1,2,0,1,0,0,0,0,0,2,0,2,0,0,0,0,1241,1,67,1309,1717
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,26,CUILAPAM DE GUERRERO,151,6,6,165,144,22,203,144,344,1132,32,168,45,47,1,0,0,0,0,0,0,0,3,9,1,1,0,0,0,0,2461,0,144,2605,3878
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,26,CUILAPAM DE GUERRERO,152,3,3,102,97,11,142,70,190,619,19,110,16,20,1,2,0,1,0,0,0,0,0,8,1,1,0,0,0,0,1410,0,76,1486,2131
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,339,SAN RAYMUNDO JALPAN,1605,3,3,45,72,19,94,74,80,499,21,153,11,22,6,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1106,0,60,1166,2166
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,386,SANTA CRUZ XOXOCOTLAN,1712,2,2,73,123,21,69,39,99,406,6,60,10,33,10,1,0,0,0,0,0,0,4,8,0,1,0,0,0,0,963,0,44,1007,1476
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,386,SANTA CRUZ XOXOCOTLAN,1713,3,3,63,153,8,119,44,58,515,16,60,9,32,9,0,0,0,0,0,0,0,3,5,0,1,0,0,0,0,1095,0,59,1154,1679
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,386,SANTA CRUZ XOXOCOTLAN,1714,3,3,38,68,8,52,40,67,438,19,78,6,23,43,30,7,0,0,0,0,0,1,27,3,2,0,0,0,0,950,2,53,1005,1556
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,386,SANTA CRUZ XOXOCOTLAN,1715,4,4,89,145,10,235,52,91,557,18,109,21,122,9,1,0,0,0,0,0,0,3,16,0,1,0,0,0,0,1479,1,83,1563,2297
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,386,SANTA CRUZ XOXOCOTLAN,1716,3,3,34,149,14,324,35,87,503,27,178,20,91,6,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,1484,0,87,1571,2233
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,386,SANTA CRUZ XOXOCOTLAN,1717,4,4,64,182,29,297,55,99,660,46,262,25,89,7,0,0,1,0,0,0,0,4,11,0,1,0,0,0,0,1832,2,138,1972,2784
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,386,SANTA CRUZ XOXOCOTLAN,1719,4,4,157,223,22,200,76,126,727,45,162,24,87,14,2,0,2,0,0,0,0,3,10,0,2,0,0,0,0,1882,2,95,1979,2777
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,386,SANTA CRUZ XOXOCOTLAN,1720,12,12,496,719,83,433,216,385,2103,101,381,76,241,51,7,0,0,0,0,0,0,11,25,1,3,0,0,0,0,5332,6,261,5599,8708
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,386,SANTA CRUZ XOXOCOTLAN,1721,5,5,87,207,38,330,246,117,957,46,216,27,60,13,1,2,0,0,0,0,0,3,16,1,0,0,0,0,0,2367,3,113,2483,3613
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,386,SANTA CRUZ XOXOCOTLAN,1723,6,6,119,256,30,371,107,141,1256,65,257,29,88,17,2,1,1,0,0,0,0,6,25,0,2,0,0,0,0,2773,1,138,2912,4358
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,386,SANTA CRUZ XOXOCOTLAN,1724,4,4,75,187,26,154,79,74,826,17,135,32,59,7,1,0,0,0,0,0,0,3,8,0,5,0,0,0,0,1688,0,101,1789,2464
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,386,SANTA CRUZ XOXOCOTLAN,1726,8,8,143,352,48,391,147,196,1585,67,290,66,85,24,5,0,0,0,0,0,0,15,22,2,1,0,0,0,0,3439,2,199,3640,5373
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,386,SANTA CRUZ XOXOCOTLAN,1727,7,7,118,233,33,402,113,115,1289,81,473,42,62,11,2,1,0,0,0,0,0,3,17,2,1,0,0,0,0,2998,1,175,3174,4700
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,386,SANTA CRUZ XOXOCOTLAN,1729,4,4,82,133,20,135,40,99,735,29,184,23,41,11,0,0,0,0,0,0,0,2,19,0,0,0,0,0,0,1553,0,101,1654,2481
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,408,SANTA MARIA COYOTEPEC,1827,4,4,57,109,11,99,64,82,568,23,160,8,48,10,3,0,0,0,0,0,0,2,6,0,0,0,0,0,0,1250,1,91,1342,2610
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,566,VILLA DE ZAACHILA,2423,5,5,82,161,32,106,336,270,1091,84,125,21,56,5,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,2377,1,160,2538,3557
3,20,OAXACA,15,SANTA CRUZ XOXOCOTLAN,566,VILLA DE ZAACHILA,2424,5,5,58,98,19,130,343,256,917,81,94,20,29,3,1,2,0,0,0,0,0,0,6,0,1,0,0,0,0,2058,0,138,2196,3137
