CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,PT,PVEM,MC,MORENA,NAZ,PES,FMZ,RPZ,MAZ,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PT_NAZ_PES,PT_NAZ,PT_PES,NAZ_PES,PVEM_MORENA,CAND_IND1,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1853,C,1,0,C01,0,65,32,3,7,12,44,48,2,5,10,17,4,7,1,0,0,0,0,1,0,11,0,269,1,11,281,411,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1859,B,1,0,B,0,41,31,1,12,29,41,97,4,5,42,6,7,5,0,0,0,0,0,2,0,7,0,330,0,22,352,675,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1859,C,1,0,C01,0,47,36,7,8,32,44,84,4,2,34,14,16,8,1,0,0,0,0,0,0,10,0,347,0,21,368,675,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1859,C,2,0,C02,0,56,28,4,6,27,46,97,5,0,30,7,5,8,3,2,0,0,0,0,0,11,0,335,0,11,346,675,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1859,C,3,0,C03,0,48,40,4,11,32,42,98,7,4,30,5,12,6,0,0,1,0,0,0,0,6,0,346,0,15,361,675,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1859,C,4,0,C04,0,42,39,3,14,37,52,105,1,6,31,18,8,8,0,2,0,0,0,0,0,7,0,373,1,21,395,674,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1859,C,5,0,C05,0,47,28,3,15,38,68,79,8,4,25,8,8,8,0,0,0,0,0,0,0,8,0,347,1,13,361,674,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1860,B,1,0,B,0,34,30,6,6,31,51,92,4,2,33,8,8,11,1,0,0,0,0,0,0,7,0,324,0,16,340,601,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1860,C,1,0,C01,0,48,32,5,12,29,66,80,4,5,34,5,11,7,1,0,0,0,0,1,0,4,0,344,1,15,360,601,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1860,C,2,0,C02,0,40,37,2,6,31,63,99,8,2,25,10,11,8,1,0,0,0,0,0,0,5,0,348,0,17,365,600,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1862,B,1,0,B,0,92,46,6,15,20,57,64,8,4,21,11,13,12,1,0,0,0,0,0,0,5,0,375,1,13,389,549,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1862,C,1,0,C01,0,121,38,3,6,23,44,66,8,5,25,5,10,8,1,1,0,0,0,0,0,6,0,370,3,18,391,549,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1862,C,2,0,C02,0,102,48,7,7,20,45,67,5,3,42,8,12,7,1,0,0,0,0,0,0,7,0,381,1,10,392,548,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1863,B,1,0,B,0,30,15,3,9,29,31,61,1,1,20,4,4,8,0,0,0,0,0,0,0,11,0,227,0,12,239,380,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1863,C,1,0,C01,0,16,12,4,4,22,34,80,4,1,14,2,6,1,1,0,0,0,0,0,0,6,0,207,0,12,219,380,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1864,B,1,0,B,0,30,26,3,7,33,42,66,3,3,17,7,8,3,2,0,0,0,0,0,0,8,0,258,0,18,276,421,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1864,C,1,0,C01,0,23,21,5,4,33,42,68,5,3,20,7,7,2,0,1,0,0,0,0,0,9,0,250,0,12,262,420,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1865,B,1,0,B,0,36,18,4,10,32,40,78,4,3,29,11,9,4,0,0,0,0,0,0,1,10,0,289,0,21,310,572,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1866,B,1,0,B,0,33,26,7,3,44,66,101,1,2,16,10,8,2,0,0,1,0,0,1,0,9,0,330,0,21,351,570,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1867,B,1,0,B,0,29,19,6,7,22,33,62,2,4,10,5,5,6,1,0,0,0,0,0,0,4,0,215,0,15,230,384,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1868,B,1,0,B,0,42,30,3,9,39,49,106,6,5,29,14,16,6,0,0,0,0,0,0,1,8,0,363,2,22,387,716,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1868,C,1,0,C01,0,25,36,7,6,53,53,114,1,3,28,11,14,11,1,0,0,0,0,0,0,15,0,378,1,24,403,715,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1871,B,1,0,B,0,30,41,3,2,30,14,46,33,0,4,0,1,5,0,0,0,0,0,0,0,5,0,214,0,13,227,412,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1872,B,1,0,B,0,37,28,8,11,48,18,124,5,7,14,6,0,2,1,1,0,0,0,0,0,9,0,319,0,23,342,586,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1873,B,1,0,B,0,55,62,12,13,50,49,115,10,4,31,0,5,7,2,1,0,0,0,0,0,14,0,430,1,17,448,725,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1874,B,1,0,B,0,72,29,5,7,57,62,77,5,4,21,5,5,8,0,1,0,0,0,0,0,5,0,363,0,15,378,701,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1874,C,1,0,C01,0,73,28,5,12,56,66,103,3,5,26,10,12,7,1,0,0,0,0,0,0,7,0,414,0,11,425,701,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1874,C,2,0,C02,0,74,43,2,17,43,66,93,3,1,22,6,10,11,4,1,1,0,0,0,0,9,0,406,0,14,420,701,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1874,C,3,0,C03,0,66,42,4,14,44,58,109,2,1,25,6,13,14,4,2,0,0,0,0,0,4,0,408,0,20,428,700,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1874,E,1,0,E01,0,27,36,6,5,47,36,98,6,6,18,1,1,5,2,2,0,0,0,0,1,11,0,308,0,16,324,619,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1874,S,1,0,S01,0,62,40,8,8,24,64,114,9,4,40,14,8,6,4,0,0,1,0,0,0,9,0,415,4,29,448,0,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1875,B,1,0,B,0,32,17,0,12,38,40,82,4,3,10,2,1,4,0,0,0,0,0,0,0,17,0,262,0,18,280,548,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1875,C,1,0,C01,0,41,40,1,10,29,25,48,2,2,19,4,3,7,2,0,0,1,1,0,0,14,0,249,0,20,269,548,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1875,C,2,0,C02,0,27,17,4,9,53,21,81,7,4,9,3,3,0,0,0,0,0,0,0,0,0,0,238,0,18,256,547,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1876,B,1,0,B,0,14,22,4,7,42,16,70,2,3,15,1,0,2,1,0,0,0,0,0,0,10,0,209,1,14,224,383,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1877,B,1,0,B,0,51,25,11,6,33,16,65,1,2,7,2,2,7,0,0,0,0,0,0,0,12,0,240,0,14,254,484,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1877,C,1,0,C01,0,39,28,8,7,34,17,90,2,6,10,1,0,7,0,0,0,0,0,0,0,7,0,256,0,12,268,483,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1878,B,1,0,B,0,28,22,2,7,92,17,83,5,2,5,2,0,4,2,0,0,0,0,0,0,11,0,282,0,16,298,501,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1879,B,1,0,B,0,40,47,0,4,40,21,82,4,2,9,0,3,1,2,0,0,0,0,0,0,7,0,262,0,21,283,473,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1880,B,1,0,B,0,28,28,8,6,102,31,168,3,4,8,1,4,6,2,1,0,0,0,0,0,28,0,428,1,21,450,673,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1881,B,1,0,B,0,15,25,0,3,17,9,58,2,1,2,0,0,5,1,1,0,0,0,0,0,5,0,144,0,15,159,264,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1882,B,1,0,B,0,15,13,0,1,24,4,26,3,2,2,2,0,5,0,0,0,0,0,0,0,4,0,101,0,8,109,158,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1914,B,1,0,B,0,32,13,4,14,46,39,87,2,3,25,6,9,3,1,0,0,0,0,0,0,9,0,293,0,19,312,679,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1915,B,1,0,B,0,36,23,7,12,30,42,89,1,3,24,14,10,4,0,1,0,0,0,0,0,12,0,308,1,17,326,608,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1915,C,1,0,C01,0,41,17,8,10,28,51,89,2,4,12,7,8,5,0,0,0,1,0,1,0,10,0,294,1,18,313,607,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1915,C,2,0,C02,0,35,26,5,12,28,36,89,6,5,22,3,10,1,0,1,0,0,0,0,0,13,0,292,0,26,318,607,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1915,C,3,0,C03,0,26,15,4,17,27,40,80,7,2,22,7,4,8,1,0,0,0,1,0,1,10,0,272,0,13,285,607,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1916,B,1,0,B,0,48,21,4,11,28,66,104,1,9,31,10,11,11,1,1,0,0,0,0,0,7,0,364,1,30,395,717,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1916,C,1,0,C01,0,36,33,3,9,36,72,123,2,1,39,18,12,9,1,1,0,0,0,0,0,9,0,404,0,21,425,716,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1916,C,2,0,C02,0,27,31,5,17,42,69,93,7,7,32,6,10,7,0,1,0,0,0,0,0,7,0,361,0,22,383,716,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1916,C,3,0,C03,0,37,27,2,11,43,56,99,14,4,36,10,13,3,0,0,0,0,0,0,0,8,0,363,0,23,386,716,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1917,B,1,0,B,0,36,30,8,15,42,65,122,1,7,47,9,8,6,1,1,0,0,0,0,0,8,0,406,0,20,426,737,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1917,C,1,0,C01,0,47,31,6,12,42,59,112,4,4,25,5,3,8,0,0,0,0,0,0,0,10,0,368,0,22,390,737,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1917,C,2,0,C02,0,24,23,8,18,63,43,114,8,2,25,7,4,2,1,0,1,0,1,0,0,11,0,355,2,38,395,736,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1917,C,3,0,C03,0,28,31,5,20,57,47,118,8,3,28,9,6,3,0,1,0,0,0,0,0,5,0,369,1,20,390,736,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1918,B,1,0,B,0,61,41,8,7,25,62,110,8,1,48,19,9,5,1,0,0,0,0,0,0,11,0,416,0,17,433,724,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1918,C,1,0,C01,0,36,31,6,5,33,85,135,6,7,39,13,15,4,1,1,0,0,0,0,0,10,0,427,0,24,451,724,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1918,C,2,0,C02,0,36,34,6,12,32,51,125,10,2,35,5,12,3,0,0,0,0,0,1,0,12,0,376,0,28,404,723,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1918,C,3,0,C03,0,51,34,10,10,47,76,127,8,1,32,11,7,3,2,1,0,0,0,0,0,12,0,432,0,18,450,723,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1919,B,1,0,B,0,31,12,5,5,32,27,96,5,0,14,3,10,5,0,0,0,1,0,0,0,8,0,254,0,16,270,546,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1920,B,1,0,B,0,78,41,5,9,19,50,67,3,1,25,11,14,7,2,0,0,0,0,0,0,2,0,334,1,13,348,526,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1920,C,1,0,C01,0,89,34,8,15,20,40,57,4,2,23,7,14,11,3,2,0,0,0,0,0,3,0,332,1,8,341,525,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1920,S,1,0,S01,0,6,5,0,1,1,4,15,0,0,1,5,1,0,0,0,0,0,0,0,0,1,0,40,0,2,42,0,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1921,B,1,0,B,0,114,48,6,6,21,63,88,7,2,31,15,19,8,0,1,0,0,0,0,1,6,0,436,1,21,458,638,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1921,C,1,0,C01,0,109,57,5,8,29,56,96,7,5,31,7,28,11,1,3,0,0,0,0,0,5,0,458,1,14,473,638,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1922,B,1,0,B,0,127,47,6,9,27,76,76,9,6,38,14,7,9,1,0,0,0,0,2,0,9,0,463,0,15,478,652,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1922,C,1,0,C01,0,120,51,12,7,25,84,81,6,3,27,16,6,18,1,0,0,0,0,0,0,6,0,463,0,19,482,652,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1923,B,1,0,B,0,73,37,7,6,24,55,66,2,9,28,15,5,10,2,0,0,0,0,0,0,4,0,343,0,13,356,475,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1923,C,1,0,C01,0,87,36,6,7,20,67,61,3,4,22,12,7,8,1,0,0,0,0,0,0,2,0,343,2,6,351,474,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1924,B,1,0,B,0,133,34,8,8,27,77,69,8,5,38,9,6,9,2,1,0,0,0,0,0,7,0,441,2,11,454,615,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1924,C,1,0,C01,0,125,39,9,8,24,89,60,7,4,27,10,15,8,1,0,0,1,0,0,1,4,0,432,1,13,446,615,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1924,C,2,0,C02,0,97,49,6,5,22,81,78,9,8,29,10,15,16,0,0,1,1,0,0,0,10,0,437,0,8,445,615,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1924,C,3,0,C03,0,131,45,7,5,23,88,72,7,1,27,9,8,9,2,2,0,0,0,0,0,4,0,440,2,9,451,614,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1925,B,1,0,B,0,64,18,6,11,37,56,130,2,7,27,11,13,10,0,0,0,0,0,0,0,9,0,401,1,16,418,699,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1925,C,1,0,C01,0,54,25,2,18,41,70,86,7,4,28,12,6,13,2,0,0,1,0,0,0,12,0,381,0,10,391,698,ACTA DE CASILLA,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1926,B,1,0,B,0,82,44,4,14,30,65,126,7,4,34,11,13,13,12,1,0,0,0,0,0,5,0,465,2,15,482,725,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1926,C,1,0,C01,0,100,42,9,10,24,69,83,11,6,46,12,16,12,1,0,0,0,0,0,1,8,0,450,1,21,472,725,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,1,ZACATECAS,56,ZACATECAS,1926,C,2,0,C02,0,97,37,4,11,24,93,111,9,5,35,12,17,14,3,0,0,0,0,0,0,6,0,478,0,14,492,725,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,50,VETAGRANDE,1601,B,1,0,B,0,6,24,1,31,8,18,104,76,6,53,1,2,0,1,0,0,2,0,1,1,7,0,342,0,12,354,467,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,50,VETAGRANDE,1601,C,1,0,C01,0,6,19,1,20,14,15,109,77,3,56,1,5,1,0,0,0,5,0,0,0,1,0,333,0,17,350,466,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,50,VETAGRANDE,1602,B,1,0,B,0,66,51,6,34,16,28,87,51,1,52,4,1,10,0,0,0,3,0,1,0,4,0,415,0,5,420,572,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,50,VETAGRANDE,1602,C,1,0,C01,0,69,40,6,22,14,29,64,51,1,66,1,7,14,0,0,0,2,0,0,0,3,0,389,0,15,404,571,ACTA DE CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,50,VETAGRANDE,1603,B,1,0,B,0,29,19,11,37,18,17,106,80,2,58,0,2,1,1,1,0,2,2,0,3,2,0,391,0,24,415,563,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,50,VETAGRANDE,1603,C,1,0,C01,0,43,17,8,19,14,26,98,91,3,49,2,5,4,1,0,0,2,1,0,1,3,0,387,0,25,412,563,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,50,VETAGRANDE,1604,B,1,0,B,0,13,12,3,15,14,26,155,67,2,40,3,5,1,1,0,0,0,2,0,0,4,0,363,0,23,386,573,ACTA DE CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,50,VETAGRANDE,1604,C,1,0,C01,0,18,16,3,15,18,19,127,64,3,43,4,2,0,0,0,0,2,0,0,0,5,0,339,0,35,374,572,ACTA DE CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,50,VETAGRANDE,1605,B,1,0,B,0,19,16,2,2,9,9,49,6,1,51,0,0,0,0,1,0,0,0,0,0,4,0,169,0,6,175,250,GRUPO DE RECUENTO,,,
2,32,ZACATECAS,2,ZACATECAS,50,VETAGRANDE,1606,B,1,0,B,0,13,19,2,18,15,14,152,62,2,44,4,6,1,0,0,0,0,0,0,0,9,0,361,0,17,378,525,ACTA DE CASILLA,,,
2,32,ZACATECAS,2,ZACATECAS,50,VETAGRANDE,1606,C,1,0,C01,0,25,16,2,12,10,22,143,69,3,47,1,4,3,0,0,0,0,2,0,0,3,0,362,0,18,380,525,GRUPO DE RECUENTO,,,
