CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN_PRI_PRD_PRS_PHBCS,MORENA_PT_PVEM_NABCS,MC,FXMBCS,MLBCS,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,270,E,1,0,E01,0,90,230,24,10,12,366,0,33,399,647,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,271,B,1,0,B,0,157,166,15,5,4,347,0,23,370,593,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,272,B,1,0,B,0,137,70,4,9,2,222,0,13,235,343,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,273,B,1,0,B,0,54,54,7,2,2,119,1,8,128,222,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,274,B,1,0,B,0,69,106,9,11,1,196,0,16,212,466,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,274,E,1,0,E01,0,27,185,0,5,1,218,0,14,232,506,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,274,E,1,1,E01C01,0,11,176,5,2,3,197,0,14,211,505,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,276,B,1,0,B,0,130,94,15,7,2,248,0,15,263,501,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,277,B,1,0,B,0,47,120,18,46,4,235,0,30,265,491,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,278,B,1,0,B,0,85,113,11,6,6,221,0,15,236,539,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,278,C,1,0,C01,0,99,106,13,13,1,232,0,5,237,539,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,278,C,2,0,C02,0,86,110,14,10,2,222,0,8,230,539,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,280,B,1,0,B,0,88,167,24,4,2,285,0,9,294,665,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,280,C,1,0,C01,0,91,171,12,13,1,288,0,10,298,665,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,280,C,2,0,C02,0,118,150,8,7,1,284,0,17,301,664,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,280,S,1,0,S01,0,76,115,10,7,2,210,0,4,214,0,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,281,B,1,0,B,0,108,131,15,8,8,270,3,13,286,597,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,281,C,1,0,C01,0,106,149,19,4,1,279,0,18,297,597,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,281,C,2,0,C02,0,90,154,20,4,5,273,0,13,286,596,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,282,B,1,0,B,0,83,149,12,1,1,246,0,12,258,528,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,282,C,1,0,C01,0,106,142,12,8,2,270,0,7,277,528,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,282,C,2,0,C02,0,97,151,12,7,0,267,0,19,286,527,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,283,B,1,0,B,0,75,179,15,11,3,283,0,16,299,746,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,283,C,1,0,C01,0,41,160,12,1,3,217,1,15,233,638,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,283,C,2,0,C02,0,54,133,6,5,3,201,0,12,213,638,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,283,C,3,0,C03,0,63,158,11,7,5,244,1,11,256,638,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,283,C,4,0,C04,0,76,147,15,4,0,242,0,8,250,638,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,284,B,1,0,B,0,12,20,2,2,2,38,0,8,46,116,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,287,B,1,0,B,0,16,45,1,4,2,68,0,0,68,142,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,6,TODOS SANTOS,3,LA PAZ,287,E,1,0,E01,0,14,22,8,1,0,45,0,0,45,61,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,288,B,1,0,B,0,147,179,11,4,4,345,0,16,361,621,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,288,C,1,0,C01,0,137,173,24,7,3,344,0,9,353,620,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,289,B,1,0,B,0,127,221,22,10,5,385,0,20,405,749,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,289,C,1,0,C01,0,148,207,29,11,5,400,0,21,421,749,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,5,LA PAZ,3,LA PAZ,289,C,2,0,C02,0,160,199,28,7,8,402,0,12,414,749,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,290,B,1,0,B,0,225,99,11,10,2,347,0,1,348,569,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,290,C,1,0,C01,0,206,89,11,7,6,319,0,4,323,569,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,290,C,2,0,C02,0,217,77,16,12,8,330,0,0,330,568,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,291,B,1,0,B,0,124,242,22,19,28,435,0,6,441,715,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,291,C,1,0,C01,0,110,217,24,14,14,379,1,3,383,715,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,291,C,2,0,C02,0,128,208,12,21,17,386,0,8,394,715,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,291,S,1,0,S01,0,3,5,3,2,0,13,0,2,15,0,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,291,S,2,0,S02,0,10,15,1,1,1,28,0,1,29,0,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,292,B,1,0,B,0,168,205,14,14,4,405,0,6,411,680,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,293,B,1,0,B,0,103,190,17,17,12,339,0,6,345,578,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,293,C,1,0,C01,0,83,172,18,21,14,308,0,9,317,578,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,294,B,1,0,B,0,257,166,15,16,9,463,0,7,470,717,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,294,C,1,0,C01,0,272,125,17,20,8,442,0,7,449,717,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,294,C,2,0,C02,0,304,141,14,17,8,484,0,13,497,717,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,295,B,1,0,B,0,168,222,13,23,14,440,1,10,451,734,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,295,C,1,0,C01,0,149,187,20,33,17,406,2,12,420,734,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,295,C,2,0,C02,0,157,191,16,20,9,393,0,10,403,734,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,295,C,3,0,C03,0,171,188,19,16,14,408,0,5,413,734,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,296,B,1,0,B,0,108,249,23,23,15,418,0,16,434,657,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,296,C,1,0,C01,0,87,222,13,19,11,352,1,3,356,656,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,296,C,2,0,C02,0,125,203,20,23,13,384,1,8,393,656,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,297,B,1,0,B,0,82,149,7,14,6,258,1,5,264,448,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,297,C,1,0,C01,0,84,129,17,18,9,257,0,4,261,448,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,299,B,1,0,B,0,69,170,18,22,16,295,2,14,311,591,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,299,C,1,0,C01,0,68,168,17,24,20,297,0,11,308,590,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,300,B,1,0,B,0,86,225,18,18,14,361,0,10,371,693,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,300,C,1,0,C01,0,102,215,25,19,15,376,1,15,392,693,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,300,C,2,0,C02,0,87,200,24,22,23,356,0,7,363,693,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,300,C,3,0,C03,0,84,209,14,27,8,342,0,19,361,692,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,300,C,4,0,C04,0,96,180,19,20,10,325,1,9,335,692,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,300,C,5,0,C05,0,90,195,29,14,10,338,0,9,347,692,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,300,C,6,0,C06,0,84,193,12,25,16,330,1,5,336,692,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,302,B,1,0,B,0,96,196,16,23,15,346,1,7,354,647,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,303,B,1,0,B,0,94,142,19,8,13,276,0,10,286,504,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,304,B,1,0,B,0,143,187,6,9,46,391,0,24,415,687,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,304,C,1,0,C01,0,120,179,13,17,38,367,0,29,396,686,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,304,C,2,0,C02,0,141,177,10,9,42,379,1,24,404,686,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,304,E,1,0,E01,0,30,58,0,3,12,103,0,7,110,172,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,305,B,1,0,B,0,126,120,4,5,19,274,0,13,287,412,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,305,C,1,0,C01,0,100,95,7,10,26,238,0,11,249,412,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,305,E,1,0,E01,0,89,65,3,6,24,187,0,20,207,301,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,306,B,1,0,B,0,153,160,5,5,4,327,0,17,344,508,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,306,C,1,0,C01,0,163,125,5,7,7,307,0,0,307,507,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,306,C,2,0,C02,0,173,164,4,5,1,347,0,16,363,507,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,307,B,1,0,B,0,54,54,4,2,1,115,0,15,130,206,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,307,E,1,0,E01,0,21,36,2,0,0,59,0,1,60,76,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,308,B,1,0,B,0,164,255,3,5,6,433,0,20,453,571,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,308,C,1,0,C01,0,146,239,7,6,2,400,0,17,417,571,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,308,C,2,0,C02,0,131,243,5,6,2,387,0,13,400,571,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,308,E,1,0,E01,0,83,111,4,4,4,206,0,7,213,277,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,309,B,1,0,B,0,91,180,4,6,5,286,0,6,292,367,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,309,E,1,0,E01,0,39,62,1,2,3,107,0,10,117,175,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,310,B,1,0,B,0,77,273,10,13,19,392,0,8,400,705,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,310,C,1,0,C01,0,75,262,12,20,13,382,0,15,397,705,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,310,C,2,0,C02,0,73,230,17,14,10,344,1,11,356,704,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,310,C,3,0,C03,0,84,229,12,18,11,354,1,7,362,704,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,310,C,4,0,C04,0,64,225,10,27,15,341,0,12,353,704,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,311,B,1,0,B,0,48,221,7,10,6,292,0,18,310,545,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,311,E,1,0,E01,0,10,56,2,1,2,71,0,6,77,156,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,313,B,1,0,B,0,71,211,15,12,6,315,0,14,329,575,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,313,C,1,0,C01,0,71,178,23,15,10,297,0,14,311,575,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,12,SAN JOSE DEL CABO,4,LOS CABOS,313,C,2,0,C02,0,80,195,13,15,7,310,0,12,322,574,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,1,SAN JOSE DEL CABO,4,LOS CABOS,315,B,1,0,B,0,88,224,12,17,11,352,0,15,367,587,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,316,B,1,0,B,0,337,71,20,13,5,446,0,0,446,720,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,316,C,1,0,C01,0,310,56,25,11,4,406,0,9,415,719,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,316,C,2,0,C02,0,313,70,19,6,7,415,1,3,419,719,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,316,C,3,0,C03,0,305,59,20,12,5,401,0,5,406,719,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,316,C,4,0,C04,0,300,65,21,11,6,403,0,7,410,719,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,316,C,5,0,C05,0,277,68,27,15,3,390,0,5,395,719,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,316,C,6,0,C06,0,307,60,25,12,4,408,1,7,416,719,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,317,B,1,0,B,0,109,100,14,13,10,246,0,12,258,583,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,317,C,1,0,C01,0,124,95,31,16,9,275,0,9,284,583,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,317,C,2,0,C02,0,130,92,16,15,2,255,0,19,274,583,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,317,C,3,0,C03,0,133,107,31,5,6,282,2,10,294,582,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,318,B,1,0,B,0,147,109,29,13,7,305,1,5,311,660,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,318,C,1,0,C01,0,185,91,21,16,7,320,0,13,333,659,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,318,S,1,0,S01,0,6,12,0,0,0,18,0,1,19,0,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,319,B,1,0,B,0,204,100,35,15,5,359,1,11,371,678,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,320,B,1,0,B,0,140,114,22,6,11,293,1,18,312,596,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,320,C,1,0,C01,0,146,105,19,14,11,295,0,11,306,596,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,320,C,2,0,C02,0,134,85,34,19,15,287,1,8,296,596,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,320,C,3,0,C03,0,124,85,28,17,14,268,1,5,274,596,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,321,B,1,0,B,0,119,131,21,15,11,297,0,9,306,618,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,321,C,1,0,C01,0,118,139,17,13,15,302,0,14,316,617,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,321,C,2,0,C02,0,103,134,20,22,9,288,0,10,298,617,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,322,B,1,0,B,0,128,161,15,17,10,331,2,18,351,657,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,322,C,1,0,C01,0,131,135,23,15,13,317,0,12,329,656,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,322,C,2,0,C02,0,108,156,15,13,14,306,0,6,312,656,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,323,B,1,0,B,0,174,136,20,13,12,355,1,15,371,677,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,323,C,1,0,C01,0,164,143,17,23,5,352,0,17,369,677,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,324,B,1,0,B,0,135,131,27,14,12,319,0,15,334,695,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,324,C,1,0,C01,0,126,137,30,11,8,312,1,8,321,695,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,324,C,2,0,C02,0,121,147,27,15,10,320,2,12,334,694,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,325,B,1,0,B,0,107,136,21,15,11,290,1,8,299,571,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,325,C,1,0,C01,0,107,134,11,11,7,270,0,12,282,571,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,325,C,2,0,C02,0,114,106,21,12,10,263,0,4,267,570,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,325,C,3,0,C03,0,104,124,15,15,6,264,2,7,273,570,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,326,B,1,0,B,0,104,146,25,15,14,304,0,12,316,605,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,11,CABO SAN LUCAS,4,LOS CABOS,326,C,1,0,C01,0,118,130,29,11,10,298,0,8,306,605,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,327,B,1,0,B,0,0,0,0,0,0,0,0,0,0,613,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,327,C,1,0,C01,0,119,135,24,13,7,298,0,5,303,613,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,327,C,2,0,C02,0,111,128,24,13,9,285,0,7,292,612,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,328,B,1,0,B,0,138,152,13,17,11,331,2,10,343,628,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,328,C,1,0,C01,0,119,126,18,18,10,291,0,15,306,628,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,328,C,2,0,C02,0,126,136,17,11,9,299,0,13,312,627,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,328,C,3,0,C03,0,112,148,23,24,9,316,0,18,334,627,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,329,B,1,0,B,0,112,139,15,19,13,298,0,16,314,615,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,329,C,1,0,C01,0,117,132,17,13,21,300,0,15,315,615,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,331,B,1,0,B,0,216,116,26,14,9,381,0,7,388,645,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,331,C,1,0,C01,0,170,148,19,18,7,362,2,11,375,645,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,331,C,2,0,C02,0,199,98,18,18,15,348,2,9,359,645,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,331,C,3,0,C03,0,189,104,29,24,14,360,0,6,366,645,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,331,C,4,0,C04,0,217,115,20,14,10,376,1,6,383,645,Acta casilla,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,333,B,1,0,B,0,142,136,13,17,7,315,2,14,331,658,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,333,C,1,0,C01,0,138,127,21,15,19,320,0,13,333,657,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,333,C,2,0,C02,0,129,142,16,17,20,324,0,17,341,657,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,333,C,3,0,C03,0,126,130,30,25,16,327,1,13,341,657,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,333,C,4,0,C04,0,130,110,18,13,13,284,1,14,299,657,Grupo de recuento,,,
1,3,BAJA CALIFORNIA SUR,16,CABO SAN LUCAS,4,LOS CABOS,333,C,5,0,C05,0,145,139,24,19,15,342,0,7,349,657,Grupo de recuento,,,
