ID_ESTADO,NOMBRE_ESTADO,ID_MUNICIPIO,MUNICIPIO,SECCIONES,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,NAY,PAN_PRI_PRD_NAY,PAN_PRI_PRD,PAN_PRI_NAY,PAN_PRD_NAY,PRI_PRD_NAY,PAN_PRI,PAN_PRD,PAN_NAY,PRI_PRD,PRI_NAY,PRD_NAY,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,RUTA_ACTA
31,YUCATAN,97,TUNKAS,4,7,7,1496,0,0,0,11,0,652,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2588,0,63,2651,3108,
31,YUCATAN,98,TZUCACAB,8,17,17,856,159,12,3891,2025,67,1521,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,281,8828,2,189,9019,11174,
31,YUCATAN,99,UAYMA,3,5,5,165,1073,141,0,40,0,1599,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,16,3052,0,35,3087,3268,
31,YUCATAN,100,UCU,2,5,5,812,35,217,234,22,0,458,692,0,0,0,0,0,0,0,0,0,0,0,78,10,17,2,2577,5,105,2687,3237,
31,YUCATAN,101,UMAN,21,79,79,6876,324,406,586,451,10510,10638,367,0,0,0,0,0,0,0,0,0,3,0,562,63,156,96,31038,9,1109,32156,49785,
31,YUCATAN,102,VALLADOLID,33,99,99,9415,1700,0,0,1199,483,19397,7221,0,0,452,0,0,166,0,245,0,31,0,0,0,0,865,41174,5,921,42100,61368,
31,YUCATAN,103,XOCCHEL,2,5,5,1033,3,12,17,49,0,1239,0,0,0,0,0,0,0,0,0,0,0,0,33,3,2,8,2399,1,19,2419,2719,
31,YUCATAN,104,YAXCABA,11,21,21,5018,735,17,2733,49,0,644,0,0,0,0,0,0,0,16,0,0,0,0,0,14,0,0,9226,0,295,9521,11690,
31,YUCATAN,105,YAXKUKUL,1,4,4,579,2,0,762,2,0,22,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2333,1,74,2408,2780,
31,YUCATAN,106,YOBAIN,3,4,4,871,15,0,0,0,0,969,24,0,0,12,0,0,10,0,1,0,1,0,0,0,0,0,1903,0,19,1922,2146,
