CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,TIPO_CASILLA,ID_CASILLA,EXT_CONTIGUA,ACTA_CASILLA-MEC,URNA_ELECTRONICA,PAN,PRI,PRD,MC,PVEM,MORENA,PT,QS,CAND_IND1,CAND_IND2,CAND_IND3,CAND_IND4,CAND_IND5,CAND_IND6,CAND_IND7,CAND_IND8,PVEM_MORENA_PT,PVEM_MORENA,PVEM_PT,MORENA_PT,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL,ESTATUS_ACTA,TRIBUNAL,OBSERVACIONES,RUTA_ACTA
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,373,B,1,0,B,0,101,23,3,29,21,145,9,13,0,0,0,0,0,0,0,0,16,8,0,3,8,4,0,0,383,0,14,397,682,GRUPO DE RECUENTO,,,
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,373,C,1,0,C01,0,94,12,0,22,19,168,13,1,0,0,0,0,0,0,0,0,24,5,2,2,5,2,0,1,370,1,12,383,681,ACTA CASILLA,,,
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,373,C,2,0,C02,0,110,16,2,24,30,164,24,12,0,0,0,0,0,0,0,0,22,0,0,3,4,4,1,1,417,0,10,427,681,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,374,B,1,0,B,0,234,14,1,26,6,58,7,6,0,0,0,0,0,0,0,0,3,1,0,2,10,6,1,0,375,0,8,383,516,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,374,C,1,0,C01,0,259,11,7,12,2,55,1,9,0,0,0,0,0,0,0,0,9,2,0,0,15,1,1,0,384,0,4,388,515,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,375,B,1,0,B,0,285,22,2,21,8,106,5,5,0,0,0,0,0,0,0,0,14,2,0,2,14,6,1,0,493,0,12,505,686,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,375,C,1,0,C01,0,286,24,4,25,12,103,5,7,0,0,0,0,0,0,0,0,10,1,0,0,17,3,1,0,498,0,5,503,686,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,376,B,1,0,B,0,127,9,1,21,10,162,9,13,0,0,0,0,0,0,0,0,11,2,1,1,12,1,1,0,381,0,7,388,627,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,376,C,1,0,C01,0,133,14,3,16,10,149,9,13,0,0,0,0,0,0,0,0,15,3,0,1,6,2,0,0,374,1,10,385,627,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,377,B,1,0,B,0,131,15,2,21,11,103,12,6,0,0,0,0,0,0,0,0,13,2,1,0,7,3,0,0,327,0,12,339,578,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,377,C,1,0,C01,0,117,7,4,25,11,117,6,9,0,0,0,0,0,0,0,0,17,4,0,0,7,3,0,0,327,0,12,339,577,ACTA CASILLA,,,
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,378,B,1,0,B,0,157,16,3,24,13,133,8,13,0,0,0,0,0,0,0,0,9,4,1,1,16,7,1,0,406,0,11,417,680,GRUPO DE RECUENTO,,,
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,379,B,1,0,B,0,121,16,4,23,10,78,4,13,0,0,0,0,0,0,0,0,10,1,0,1,12,2,2,0,297,1,9,307,412,ACTA CASILLA,,,
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,379,C,1,0,C01,0,143,11,0,19,6,65,9,7,0,0,0,0,0,0,0,0,13,1,0,1,8,1,2,0,286,2,6,294,412,ACTA CASILLA,,,
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,380,B,1,0,B,0,163,24,2,25,10,119,8,14,0,0,0,0,0,0,0,0,8,2,0,1,11,0,0,0,387,4,13,404,651,ACTA CASILLA,,,
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,380,C,1,0,C01,0,173,23,2,34,12,126,8,13,0,0,0,0,0,0,0,0,12,0,0,1,15,2,2,0,423,1,3,427,651,GRUPO DE RECUENTO,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,381,B,1,0,B,0,217,21,3,28,6,158,5,13,0,0,0,0,0,0,0,0,4,2,0,2,11,3,0,0,473,1,11,485,720,GRUPO DE RECUENTO,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,381,C,1,0,C01,0,206,19,0,30,19,157,6,9,0,0,0,0,0,0,0,0,16,2,0,3,2,1,1,0,471,2,15,488,719,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,381,C,2,0,C02,0,171,26,2,31,9,134,8,10,0,0,0,0,0,0,0,0,12,1,0,1,10,0,1,0,416,1,5,422,719,GRUPO DE RECUENTO,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,381,C,3,0,C03,0,206,25,0,41,12,153,8,16,0,0,0,0,0,0,0,0,11,3,1,0,11,2,2,0,491,0,4,495,719,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,381,C,4,0,C04,0,181,17,1,29,8,143,10,15,0,0,0,0,0,0,0,0,17,2,0,2,8,2,0,0,435,0,11,446,719,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,382,B,1,0,B,0,264,28,0,23,11,110,5,12,0,0,0,0,0,0,0,0,6,4,0,0,18,1,3,0,485,3,13,501,649,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,382,C,1,0,C01,0,227,21,3,27,10,116,12,15,0,0,0,0,0,0,0,0,11,2,0,0,14,3,0,0,461,0,9,470,648,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,383,B,1,0,B,0,165,9,2,14,8,69,6,9,0,0,0,0,0,0,0,0,0,0,0,1,8,4,0,0,295,0,6,301,412,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,383,C,1,0,C01,0,156,11,0,22,0,80,8,13,0,0,0,0,0,0,0,0,7,0,0,0,8,3,0,0,308,0,7,315,412,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,384,B,1,0,B,0,103,13,3,13,5,68,11,8,0,0,0,0,0,0,0,0,4,1,0,0,10,1,1,0,241,0,7,248,381,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,384,C,1,0,C01,0,124,12,2,17,7,53,6,14,0,0,0,0,0,0,0,0,3,2,0,0,12,0,1,0,253,1,9,263,381,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,385,B,1,0,B,0,183,30,2,27,15,145,5,17,0,0,0,0,0,0,0,0,11,3,1,2,16,1,2,0,460,0,17,477,723,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,386,B,1,0,B,0,131,25,4,27,22,201,20,13,0,0,0,0,0,0,0,0,11,0,0,3,12,0,0,0,469,0,12,481,735,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,386,C,1,0,C01,0,140,21,4,31,20,181,11,14,0,0,0,0,0,0,0,0,20,2,2,2,7,3,0,0,458,0,14,472,734,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,387,B,1,0,B,0,183,14,4,21,9,157,12,11,0,0,0,0,0,0,0,0,19,3,0,4,2,2,0,0,441,0,9,450,622,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,387,C,1,0,C01,0,113,10,4,18,13,166,9,16,0,0,0,0,0,0,0,0,25,2,1,3,10,2,0,0,392,0,8,400,621,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,388,B,1,0,B,0,176,18,1,27,10,122,9,16,0,0,0,0,0,0,0,0,16,4,0,1,5,3,0,0,408,1,7,416,609,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,388,C,1,0,C01,0,172,27,3,25,9,131,7,14,0,0,0,0,0,0,0,0,9,3,2,1,9,2,0,0,414,0,8,422,609,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,389,B,1,0,B,0,269,14,3,21,9,58,2,16,0,0,0,0,0,0,0,0,3,0,0,3,11,2,0,0,411,0,2,413,568,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,389,C,1,0,C01,0,263,18,6,14,11,58,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,12,4,0,402,0,10,412,568,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,390,B,1,0,B,0,203,27,4,29,10,104,0,7,0,0,0,0,0,0,0,0,6,2,0,0,15,3,2,0,412,2,11,425,609,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,391,B,1,0,B,0,176,19,2,18,11,88,5,10,0,0,0,0,0,0,0,0,11,0,0,0,14,6,1,0,361,0,8,369,563,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,392,B,1,0,B,0,166,19,5,16,7,66,4,12,0,0,0,0,0,0,0,0,12,2,0,2,17,2,0,0,330,0,9,339,496,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,392,C,1,0,C01,0,187,24,5,15,4,82,1,12,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,347,0,10,357,496,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,393,B,1,0,B,0,164,11,3,23,5,105,8,19,0,0,0,0,0,0,0,0,8,1,0,1,13,3,2,0,366,0,12,378,552,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,393,C,1,0,C01,0,192,19,5,19,11,80,5,5,0,0,0,0,0,0,0,0,11,3,0,1,14,3,0,0,368,1,6,375,551,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,393,C,2,0,C02,0,185,22,2,17,14,86,11,6,0,0,0,0,0,0,0,0,9,1,2,1,8,3,3,0,370,0,6,376,551,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,394,B,1,0,B,0,136,20,2,24,7,134,9,13,0,0,0,0,0,0,0,0,16,4,0,0,13,5,0,0,383,0,15,398,677,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,394,C,1,0,C01,0,128,17,4,30,15,18,6,15,0,0,0,0,0,0,0,0,19,5,0,1,16,17,3,1,295,0,17,312,677,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,395,B,1,0,B,0,117,11,2,28,11,154,2,12,0,0,0,0,0,0,0,0,16,5,0,3,6,3,0,0,370,0,14,384,641,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,395,C,1,0,C01,0,95,11,2,22,15,146,6,12,0,0,0,0,0,0,0,0,24,2,0,1,11,0,1,0,348,2,5,355,641,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,395,C,2,0,C02,0,110,20,4,24,11,171,7,5,0,0,0,0,0,0,0,0,18,1,0,2,7,3,1,0,384,1,8,393,640,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,396,B,1,0,B,0,79,14,2,22,15,167,9,13,0,0,0,0,0,0,0,0,7,2,2,0,7,0,2,0,341,0,10,351,621,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,396,C,1,0,C01,0,76,10,2,21,14,132,17,9,0,0,0,0,0,0,0,0,27,3,1,1,5,4,0,0,322,0,8,330,621,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,397,B,1,0,B,0,128,20,0,23,10,110,7,5,0,0,0,0,0,0,0,0,11,4,0,1,9,4,1,0,333,1,6,340,609,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,397,C,1,0,C01,0,121,12,5,26,9,121,4,17,0,0,0,0,0,0,0,0,12,3,1,4,10,1,1,0,347,1,8,356,609,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,397,C,2,0,C02,0,114,18,4,23,10,127,15,9,0,0,0,0,0,0,0,0,21,3,0,1,15,0,2,0,362,0,10,372,609,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,398,B,1,0,B,0,128,25,5,27,17,126,13,11,0,0,0,0,0,0,0,0,12,3,0,2,15,4,0,0,388,0,10,398,633,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,399,B,1,0,B,0,184,23,2,31,8,56,6,14,0,0,0,0,0,0,0,0,7,2,0,0,6,2,2,0,343,0,7,350,505,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,399,C,1,0,C01,0,152,19,4,15,8,74,6,13,0,0,0,0,0,0,0,0,8,1,0,1,10,5,0,0,316,0,11,327,505,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,400,B,1,0,B,0,205,21,1,22,4,112,4,11,0,0,0,0,0,0,0,0,6,4,0,3,15,1,0,0,409,0,11,420,652,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,401,B,1,0,B,0,176,19,0,15,5,55,5,8,0,0,0,0,0,0,0,0,7,2,0,2,9,2,1,0,306,1,7,314,436,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,401,C,1,0,C01,0,176,13,2,17,4,55,4,5,0,0,0,0,0,0,0,0,9,0,0,2,15,4,0,0,306,0,11,317,436,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,402,B,1,0,B,0,250,16,3,16,11,57,3,3,0,0,0,0,0,0,0,0,2,0,0,1,3,1,0,0,366,1,5,372,480,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,402,C,1,0,C01,0,239,15,2,18,4,47,1,5,0,0,0,0,0,0,0,0,0,1,0,2,17,7,0,0,358,0,7,365,479,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,403,B,1,0,B,0,258,20,3,15,4,54,2,6,0,0,0,0,0,0,0,0,2,1,0,0,7,0,1,0,373,0,5,378,510,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,403,C,1,0,C01,0,272,19,1,19,8,42,7,12,0,0,0,0,0,0,0,0,5,0,0,0,14,1,0,0,400,0,10,410,510,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,405,B,1,0,B,0,249,17,1,14,2,28,2,8,0,0,0,0,0,0,0,0,5,2,0,2,11,0,1,0,342,0,6,348,437,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,405,C,1,0,C01,0,238,16,5,19,5,42,4,7,0,0,0,0,0,0,0,0,3,2,0,1,10,5,1,0,358,0,3,361,437,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,406,B,1,0,B,0,181,21,2,20,9,113,5,7,0,0,0,0,0,0,0,0,10,5,0,1,9,4,0,0,387,0,6,393,590,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,407,B,1,0,B,0,238,16,5,16,3,83,10,11,0,0,0,0,0,0,0,0,1,1,0,0,9,3,0,0,396,1,9,406,587,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,407,C,1,0,C01,0,210,24,2,14,8,96,7,10,0,0,0,0,0,0,0,0,7,0,0,2,7,4,1,0,392,0,5,397,586,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,408,B,1,0,B,0,146,15,2,20,4,124,7,9,0,0,0,0,0,0,0,0,5,4,0,0,4,3,5,0,348,0,10,358,601,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,408,C,1,0,C01,0,166,12,4,25,9,105,9,11,0,0,0,0,0,0,0,0,10,5,1,2,6,6,0,0,371,0,12,383,600,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,409,B,1,0,B,0,112,9,2,21,3,54,3,6,0,0,0,0,0,0,0,0,7,1,0,1,8,2,0,0,229,0,2,231,359,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,410,B,1,0,B,0,177,8,2,20,2,68,6,9,0,0,0,0,0,0,0,0,5,0,2,0,12,2,1,0,314,2,6,322,489,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,410,C,1,0,C01,0,198,15,3,30,2,60,3,8,0,0,0,0,0,0,0,0,4,0,1,1,5,0,0,0,330,0,7,337,488,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,411,B,1,0,B,0,202,12,1,18,10,65,3,10,0,0,0,0,0,0,0,0,9,0,1,0,10,2,0,0,343,0,6,349,498,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,412,B,1,0,B,0,200,19,3,31,8,80,3,7,0,0,0,0,0,0,0,0,10,2,0,1,14,1,0,1,380,0,12,392,604,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,413,B,1,0,B,0,142,11,1,8,3,59,59,5,0,0,0,0,0,0,0,0,8,0,0,0,8,1,0,0,305,1,5,311,380,GRUPO DE RECUENTO,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,413,C,1,0,C01,0,150,8,2,9,7,64,4,7,0,0,0,0,0,0,0,0,1,0,0,0,7,2,0,0,261,0,2,263,379,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,414,B,1,0,B,0,123,17,1,9,3,67,3,7,0,0,0,0,0,0,0,0,7,0,0,2,8,5,0,1,253,1,4,258,386,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,414,C,1,0,C01,0,113,17,2,16,2,79,5,7,0,0,0,0,0,0,0,0,9,1,1,0,9,6,1,0,268,0,9,277,385,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,415,B,1,0,B,0,159,13,1,16,9,60,9,7,0,0,0,0,0,0,0,0,8,2,1,1,7,3,0,0,296,1,5,302,424,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,415,C,1,0,C01,0,163,14,0,18,6,66,6,9,0,0,0,0,0,0,0,0,3,4,0,0,3,1,0,0,293,1,9,303,423,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,416,B,1,0,B,0,70,11,2,16,12,162,6,11,0,0,0,0,0,0,0,0,17,2,0,4,4,1,1,0,319,0,6,325,732,GRUPO DE RECUENTO,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,416,C,1,0,C01,0,64,12,4,21,18,148,10,15,0,0,0,0,0,0,0,0,19,3,4,1,8,0,1,0,328,0,14,342,731,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,416,C,2,0,C02,0,81,7,5,20,20,156,8,7,0,0,0,0,0,0,0,0,24,6,1,1,5,0,0,0,341,0,11,352,731,GRUPO DE RECUENTO,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,416,C,3,0,C03,0,80,7,5,20,20,156,8,7,0,0,0,0,0,0,0,0,23,7,1,1,5,0,0,0,340,0,13,353,731,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,417,B,1,0,B,0,150,9,3,14,8,61,3,7,0,0,0,0,0,0,0,0,11,0,0,3,8,1,2,0,280,0,6,286,425,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,417,C,1,0,C01,0,148,11,2,19,3,68,6,5,0,0,0,0,0,0,0,0,3,1,0,0,13,3,1,0,283,1,6,290,425,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,418,B,1,0,B,0,157,13,3,18,5,80,2,6,0,0,0,0,0,0,0,0,15,0,0,0,17,0,0,0,316,0,3,319,471,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,418,C,1,0,C01,0,180,15,4,16,2,66,5,14,0,0,0,0,0,0,0,0,4,6,0,1,9,2,1,0,325,1,6,332,470,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,419,B,1,0,B,0,207,12,4,27,4,74,8,24,0,0,0,0,0,0,0,0,14,1,0,0,12,0,1,1,389,0,12,401,632,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,420,B,1,0,B,0,254,13,5,10,2,27,2,6,0,0,0,0,0,0,0,0,2,0,0,0,9,3,0,0,333,0,4,337,531,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,420,C,1,0,C01,0,332,27,3,24,5,50,2,8,0,0,0,0,0,0,0,0,6,2,0,0,12,3,2,0,476,0,3,479,531,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,421,B,1,0,B,0,124,9,2,20,7,100,7,15,0,0,0,0,0,0,0,0,18,4,1,1,14,1,0,0,323,0,9,332,509,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,421,C,1,0,C01,0,129,19,1,16,10,92,14,8,0,0,0,0,0,0,0,0,9,2,0,0,11,4,0,0,315,0,10,325,508,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,422,B,1,0,B,0,126,12,1,16,6,96,8,17,0,0,0,0,0,0,0,0,8,2,0,0,6,2,0,0,300,0,7,307,482,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,422,C,1,0,C01,0,121,11,1,11,13,92,9,13,0,0,0,0,0,0,0,0,11,0,0,5,6,2,0,0,295,0,7,302,481,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,423,B,1,0,B,0,192,27,3,23,11,110,10,14,0,0,0,0,0,0,0,0,11,0,0,1,12,5,0,0,419,0,7,426,670,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,424,B,1,0,B,0,122,14,0,15,7,53,3,13,0,0,0,0,0,0,0,0,7,2,0,0,7,1,2,0,246,1,1,248,387,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,424,C,1,0,C01,0,122,14,0,15,7,53,3,13,0,0,0,0,0,0,0,0,7,2,0,0,7,1,2,0,246,1,1,248,387,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,425,B,1,0,B,0,193,11,1,22,5,49,6,7,0,0,0,0,0,0,0,0,2,0,0,1,10,3,2,0,312,1,8,321,504,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,425,C,1,0,C01,0,207,17,3,13,6,60,3,11,0,0,0,0,0,0,0,0,10,0,0,2,12,1,0,0,345,0,8,353,503,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,426,B,1,0,B,0,200,23,4,22,9,99,5,7,0,0,0,0,0,0,0,0,12,4,0,1,15,2,2,0,405,1,10,416,621,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,426,C,1,0,C01,0,213,23,6,24,10,92,8,10,0,0,0,0,0,0,0,0,13,2,0,1,11,1,0,1,415,0,7,422,621,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,427,B,1,0,B,0,308,20,6,23,4,88,3,15,0,0,0,0,0,0,0,0,8,0,0,3,21,2,0,0,501,0,2,503,678,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,427,C,1,0,C01,0,293,21,1,21,4,89,5,11,0,0,0,0,0,0,0,0,8,1,0,2,22,6,2,2,488,1,7,496,678,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,427,C,2,0,C02,0,302,16,2,28,4,86,3,14,0,0,0,0,0,0,0,0,0,1,1,0,19,2,1,0,479,0,6,485,678,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,427,C,3,0,C03,0,325,17,4,25,7,7,1,12,0,0,0,0,0,0,0,0,3,1,0,5,16,4,3,0,430,0,10,440,678,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,427,C,4,0,C04,0,304,6,3,30,7,78,2,12,0,0,0,0,0,0,0,0,7,2,0,0,14,3,0,0,468,0,6,474,678,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,427,C,5,0,C05,0,299,6,2,30,5,73,4,7,0,0,0,0,0,0,0,0,6,1,0,3,21,3,1,0,461,0,12,473,677,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,428,B,1,0,B,0,221,18,4,18,8,44,6,12,0,0,0,0,0,0,0,0,5,0,0,0,12,4,3,0,355,0,12,367,508,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,428,C,1,0,C01,0,168,14,2,26,5,77,6,9,0,0,0,0,0,0,0,0,5,1,1,0,8,2,1,0,325,0,6,331,507,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,429,B,1,0,B,0,105,11,6,20,4,87,3,6,0,0,0,0,0,0,0,0,8,3,0,0,13,4,1,0,271,0,11,282,457,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,429,C,1,0,C01,0,135,23,4,19,3,71,3,9,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,279,1,6,286,457,GRUPO DE RECUENTO,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,430,B,1,0,B,0,189,33,1,18,8,95,7,7,0,0,0,0,0,0,0,0,12,1,1,2,14,1,1,0,390,0,7,397,581,ACTA CASILLA,,,
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,430,C,1,0,C01,0,199,15,4,27,3,83,9,12,0,0,0,0,0,0,0,0,13,0,0,0,17,2,1,0,385,0,13,398,581,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,431,B,1,0,B,0,90,4,0,9,4,77,2,8,0,0,0,0,0,0,0,0,10,6,0,0,9,2,0,1,222,0,6,228,391,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,431,C,1,0,C01,0,113,8,2,9,3,60,4,7,0,0,0,0,0,0,0,0,11,1,1,0,7,1,0,0,227,0,4,231,390,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,432,B,1,0,B,0,196,21,3,22,8,127,11,30,0,0,0,0,0,0,0,0,19,3,1,2,18,1,3,0,465,2,15,482,733,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,433,B,1,0,B,0,170,13,3,29,13,151,6,28,0,0,0,0,0,0,0,0,4,3,0,2,11,1,0,0,434,0,9,443,729,ACTA CASILLA,,,
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,434,B,1,0,B,0,140,15,1,14,5,80,2,7,0,0,0,0,0,0,0,0,7,2,0,0,12,0,0,0,285,0,6,291,504,ACTA CASILLA,,,
