CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,FXMV,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,PVEM_PT_MORENA_FXMV,PVEM_PT_MORENA,PVEM_PT_FXMV,PVEM_MORENA_FXMV,PT_MORENA_FXMV,PVEM_PT,PVEM_MORENA,PVEM_FXMV,PT_MORENA,PT_FXMV,MORENA_FXMV,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
3,30,VERACRUZ,8,MISANTLA,96,JUCHIQUE DE FERRER,2206,2,2,18,19,3,49,16,29,318,14,3,0,1,0,0,15,1,2,0,3,5,1,0,0,2,499,0,20,519,839
3,30,VERACRUZ,8,MISANTLA,96,JUCHIQUE DE FERRER,2207,1,1,24,3,2,17,6,14,141,1,0,0,0,0,0,10,1,1,0,2,4,0,1,1,0,228,0,4,232,453
3,30,VERACRUZ,8,MISANTLA,96,JUCHIQUE DE FERRER,2208,1,1,9,5,2,14,12,16,179,5,3,0,0,0,1,23,3,0,0,3,3,1,1,0,0,280,0,7,287,566
3,30,VERACRUZ,8,MISANTLA,96,JUCHIQUE DE FERRER,2209,2,2,59,78,9,46,30,17,391,9,3,2,0,0,0,19,0,1,0,3,8,0,1,1,0,677,0,16,693,1083
3,30,VERACRUZ,8,MISANTLA,96,JUCHIQUE DE FERRER,2210,1,1,18,19,4,24,19,11,162,14,3,3,0,0,0,8,0,0,0,2,3,1,0,0,1,292,0,14,306,563
3,30,VERACRUZ,8,MISANTLA,96,JUCHIQUE DE FERRER,2211,1,1,18,9,4,46,6,19,87,7,3,0,0,0,3,9,0,0,0,10,2,2,0,0,0,225,0,7,232,348
3,30,VERACRUZ,8,MISANTLA,96,JUCHIQUE DE FERRER,2212,1,1,18,8,1,64,11,13,100,6,6,0,1,0,0,9,2,0,0,4,4,1,2,0,4,254,0,6,260,417
3,30,VERACRUZ,8,MISANTLA,96,JUCHIQUE DE FERRER,2213,2,2,44,24,2,33,11,11,199,2,2,3,0,0,1,9,1,0,0,1,1,1,0,0,2,347,0,9,356,548
3,30,VERACRUZ,8,MISANTLA,96,JUCHIQUE DE FERRER,2214,1,1,17,8,2,25,6,5,113,8,0,0,0,0,1,6,2,0,0,2,6,1,0,0,1,203,0,7,210,342
3,30,VERACRUZ,8,MISANTLA,96,JUCHIQUE DE FERRER,2215,2,2,57,16,5,86,13,19,263,5,4,2,1,0,1,22,0,0,0,8,10,1,2,0,2,517,0,19,536,784
3,30,VERACRUZ,8,MISANTLA,96,JUCHIQUE DE FERRER,2216,1,1,46,30,5,60,10,19,148,7,5,0,0,0,1,8,0,0,0,3,7,0,2,0,0,351,0,12,363,572
3,30,VERACRUZ,8,MISANTLA,96,JUCHIQUE DE FERRER,2217,1,1,53,28,1,53,8,13,157,6,2,0,0,0,3,17,0,0,0,3,3,1,3,0,0,351,0,9,360,528
3,30,VERACRUZ,8,MISANTLA,96,JUCHIQUE DE FERRER,2218,2,2,9,20,0,13,8,9,95,5,1,0,0,0,2,9,2,2,0,0,4,0,1,0,1,181,1,5,187,313
3,30,VERACRUZ,8,MISANTLA,97,LANDERO Y COSS,2219,1,1,100,13,4,20,21,11,177,1,1,1,0,0,0,7,0,0,0,1,3,0,1,0,0,361,0,1,362,529
3,30,VERACRUZ,8,MISANTLA,97,LANDERO Y COSS,2220,2,2,278,40,2,25,19,21,233,4,2,0,0,0,2,5,1,2,0,0,1,0,3,0,1,639,0,13,652,907
3,30,VERACRUZ,8,MISANTLA,107,MIAHUATLAN,2415,2,2,49,41,17,35,18,18,408,6,3,4,1,0,2,14,2,0,0,1,4,0,1,0,0,624,0,7,631,1037
3,30,VERACRUZ,8,MISANTLA,107,MIAHUATLAN,2416,3,3,111,46,18,43,27,35,714,11,4,1,0,0,1,15,0,0,0,1,2,0,4,0,2,1035,0,10,1045,1801
3,30,VERACRUZ,8,MISANTLA,107,MIAHUATLAN,2417,2,2,27,20,7,35,19,5,288,9,1,0,0,0,0,8,0,0,1,0,10,1,0,0,0,431,0,6,437,811
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2527,3,3,157,49,9,22,24,53,443,9,5,3,1,0,2,31,0,0,0,1,4,0,9,0,0,822,0,17,839,1526
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2528,3,3,205,67,9,12,19,29,417,12,15,6,0,0,4,12,0,0,1,4,2,0,6,0,1,821,0,28,849,1506
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2529,3,3,177,67,7,16,19,53,489,13,15,1,0,0,2,18,0,2,0,1,5,1,8,1,0,895,0,21,916,1549
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2530,3,3,151,34,11,18,19,39,517,15,9,7,0,0,4,19,0,1,0,1,7,0,2,1,2,857,0,16,873,1801
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2531,2,2,120,52,6,6,10,23,236,8,8,1,0,0,5,9,0,0,1,0,4,0,2,0,0,491,0,3,494,843
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2532,2,2,140,51,7,10,9,43,326,6,13,2,0,0,1,22,1,1,1,0,1,0,5,0,2,641,0,11,652,1008
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2533,2,2,148,59,6,8,9,23,269,6,17,4,0,0,6,14,2,0,0,0,3,0,3,0,0,577,0,13,590,986
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2534,2,2,169,35,9,16,11,46,374,8,7,3,0,0,1,19,0,2,0,1,2,0,4,0,3,710,0,17,727,1392
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2535,2,2,171,57,6,12,16,39,416,13,15,2,0,0,5,15,0,1,1,1,3,0,0,0,0,773,0,12,785,1252
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2536,3,3,346,146,16,21,25,75,648,18,26,4,0,0,6,27,0,2,3,1,5,0,4,0,1,1374,2,18,1394,1301
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2537,1,1,63,21,3,5,6,19,154,4,2,2,0,0,1,3,0,1,0,0,1,0,2,0,0,287,0,5,292,492
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2538,3,3,181,61,11,15,20,49,507,8,11,2,1,0,6,28,0,1,1,0,4,1,4,0,0,911,0,26,937,1665
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2539,3,3,206,45,11,34,37,53,643,19,13,2,0,0,6,7,2,1,0,2,5,0,6,1,5,1098,0,24,1122,2155
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2540,1,1,54,6,1,10,5,8,213,24,0,2,0,0,0,7,0,2,0,0,6,1,3,0,2,344,0,9,353,659
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2541,1,1,35,7,1,13,5,7,201,10,2,0,0,0,2,7,0,0,1,0,4,0,1,0,5,301,0,7,308,611
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2542,2,2,62,18,10,16,14,22,382,0,1,1,0,0,1,10,0,0,0,3,10,0,6,0,1,557,0,3,560,837
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2543,2,2,81,25,5,9,13,13,335,5,5,3,0,0,2,22,0,0,0,5,1,0,7,1,2,534,0,17,551,1013
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2544,1,1,54,18,4,8,11,14,200,3,2,0,0,0,0,4,0,0,0,0,2,0,2,0,0,322,0,7,329,591
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2545,3,3,123,38,7,30,33,27,544,6,8,3,0,0,4,17,0,0,1,3,8,0,2,1,1,856,0,31,887,1574
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2546,2,2,73,13,2,10,12,21,299,1,0,0,0,0,0,18,0,0,0,0,12,1,2,0,0,464,0,19,483,941
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2547,3,3,104,28,7,17,19,33,451,15,4,0,0,0,0,24,0,0,0,1,4,0,4,1,0,712,0,27,739,1294
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2548,1,1,53,11,3,4,10,13,289,11,1,0,0,0,1,20,0,0,0,0,2,1,3,0,2,424,0,6,430,692
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2549,3,3,113,25,3,21,17,13,398,2,4,3,0,0,1,13,1,0,0,1,1,0,2,0,4,622,0,13,635,990
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2550,1,1,48,6,5,7,9,9,170,0,2,0,0,0,0,12,0,0,0,1,3,0,2,0,1,275,0,10,285,498
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2551,1,1,30,6,2,3,3,5,197,2,1,0,0,0,0,11,0,0,0,1,5,0,0,0,0,266,0,7,273,472
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2552,1,1,32,10,1,8,12,8,131,3,0,0,0,0,0,7,1,0,2,1,3,0,0,0,0,219,0,8,227,367
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2553,1,1,18,16,1,14,21,9,277,2,2,0,0,0,2,8,2,0,0,2,5,0,1,0,1,381,0,10,391,621
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2554,1,1,21,22,3,10,13,7,161,6,3,0,0,0,1,9,0,0,0,3,4,0,0,0,2,265,0,6,271,625
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2555,2,2,110,35,5,13,22,13,431,5,3,4,0,0,4,13,0,1,0,0,10,2,3,0,1,675,0,21,696,1263
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2556,1,1,19,25,0,5,4,2,92,3,2,0,0,0,0,0,0,0,0,5,1,4,0,0,0,162,0,3,165,274
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2557,1,1,67,18,1,11,7,9,217,3,2,1,0,0,4,4,1,1,0,1,1,0,1,0,2,351,0,4,355,600
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2558,2,2,101,38,2,16,10,24,291,19,4,1,0,0,2,10,0,0,0,0,1,0,1,0,1,521,0,4,525,878
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2559,1,1,84,15,4,12,10,18,244,5,0,2,0,0,0,4,0,0,0,0,5,0,2,0,1,406,0,14,420,664
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2560,1,1,65,7,0,3,11,10,63,1,1,0,0,0,0,5,0,0,0,0,0,0,1,0,0,167,0,3,170,302
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2561,1,1,42,19,5,13,4,4,232,8,1,1,0,0,0,7,0,0,0,0,1,0,0,0,1,338,0,8,346,558
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2562,1,1,14,7,2,5,10,5,92,3,1,0,0,0,1,7,0,0,0,0,0,0,1,2,2,152,0,5,157,315
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2563,2,2,111,18,2,18,12,8,184,9,1,3,0,0,0,1,1,1,0,0,0,0,0,0,2,371,0,8,379,642
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2564,3,3,129,39,4,13,17,29,327,10,13,3,0,0,0,13,0,2,0,2,0,0,1,0,1,603,0,14,617,1039
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2565,2,2,89,18,1,16,19,11,239,12,9,0,0,0,3,23,0,0,0,1,0,0,1,0,0,442,0,15,457,751
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2566,2,2,133,22,5,5,19,11,219,9,5,3,1,0,3,10,0,0,0,1,2,2,1,0,2,453,0,8,461,723
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2567,1,1,55,8,4,36,17,7,201,10,3,0,0,0,0,7,0,0,0,3,2,0,0,1,1,355,0,13,368,715
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2568,2,2,62,17,2,10,10,14,131,6,1,3,0,0,1,1,0,0,0,1,0,0,2,0,0,261,0,7,268,494
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2569,2,2,92,15,4,13,18,17,309,7,4,1,0,0,3,9,2,1,0,6,3,1,1,1,0,507,0,22,529,950
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2570,1,1,88,53,5,9,10,4,217,7,8,3,0,0,1,4,0,0,1,2,2,0,3,0,1,418,0,17,435,709
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2571,2,2,78,8,3,7,9,20,297,16,2,1,1,0,7,10,1,0,1,0,6,0,4,1,2,474,0,17,491,923
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2572,1,1,39,7,1,7,2,6,66,6,2,4,0,0,0,1,0,0,0,0,1,0,1,0,0,143,0,3,146,262
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2573,3,3,161,34,3,14,20,23,251,9,7,2,0,0,2,5,0,0,0,4,3,0,3,1,1,543,0,12,555,928
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2574,1,1,40,28,2,8,9,9,129,9,3,0,0,0,0,3,0,0,0,0,0,0,1,1,0,242,0,8,250,447
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2575,1,1,70,25,2,17,18,10,226,8,6,0,0,0,1,7,0,1,1,4,0,0,3,0,1,400,0,10,410,733
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2576,1,1,55,43,3,11,11,7,291,11,4,2,0,1,0,6,0,0,0,2,3,0,2,0,0,452,0,11,463,742
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,2577,2,2,114,28,4,10,16,11,207,11,5,2,1,0,2,14,3,0,0,3,1,1,5,0,0,438,0,11,449,633
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,4863,3,3,281,62,14,30,23,65,633,17,14,4,2,1,6,34,2,2,3,0,7,3,5,1,1,1210,0,29,1239,2238
3,30,VERACRUZ,8,MISANTLA,110,MISANTLA,4864,2,2,174,43,9,21,21,43,379,14,14,1,0,0,3,14,2,0,0,3,4,0,5,1,3,754,0,28,782,1410
3,30,VERACRUZ,8,MISANTLA,113,NAOLINCO,2594,3,3,359,136,19,40,22,145,574,12,28,5,2,0,4,9,6,2,1,0,3,1,4,1,1,1374,1,30,1405,1500
3,30,VERACRUZ,8,MISANTLA,113,NAOLINCO,2595,3,3,327,92,9,34,18,87,363,5,20,7,0,0,2,12,0,0,0,0,7,1,1,1,0,986,0,19,1005,1816
3,30,VERACRUZ,8,MISANTLA,113,NAOLINCO,2596,4,4,413,102,14,43,20,115,500,17,12,6,0,0,7,17,0,1,1,2,7,0,3,0,0,1280,0,23,1303,2483
3,30,VERACRUZ,8,MISANTLA,113,NAOLINCO,2597,2,2,195,84,10,12,10,57,220,10,21,5,0,1,1,6,0,1,0,1,2,0,3,0,2,641,0,6,647,970
3,30,VERACRUZ,8,MISANTLA,113,NAOLINCO,2598,2,2,222,60,7,22,18,51,260,6,8,2,0,0,0,10,1,0,0,3,3,0,0,0,1,674,0,18,692,1025
3,30,VERACRUZ,8,MISANTLA,113,NAOLINCO,2599,2,2,225,107,4,33,29,26,215,12,10,5,0,0,1,6,1,0,0,5,6,0,2,1,3,691,0,14,705,1366
3,30,VERACRUZ,8,MISANTLA,113,NAOLINCO,2600,1,1,77,5,4,23,12,21,129,2,1,0,0,0,3,1,0,1,0,2,2,0,1,1,0,285,0,8,293,452
3,30,VERACRUZ,8,MISANTLA,113,NAOLINCO,2601,2,2,128,71,6,30,21,48,392,7,9,6,1,0,3,36,1,2,0,3,13,0,8,0,0,785,0,21,806,1417
3,30,VERACRUZ,8,MISANTLA,113,NAOLINCO,2602,2,2,105,29,3,19,16,22,257,7,9,1,0,0,1,18,2,0,0,5,3,0,1,0,1,499,0,17,516,766
3,30,VERACRUZ,8,MISANTLA,113,NAOLINCO,2603,3,3,153,91,12,30,22,54,442,6,10,3,1,0,0,24,3,0,5,3,7,2,2,0,2,872,0,38,910,1609
3,30,VERACRUZ,8,MISANTLA,113,NAOLINCO,2604,2,2,99,22,28,49,10,30,278,12,3,1,1,0,1,6,0,1,0,2,9,1,1,0,0,554,0,12,566,847
3,30,VERACRUZ,8,MISANTLA,113,NAOLINCO,2605,2,2,154,61,23,56,39,83,337,16,9,4,0,0,1,19,2,0,0,5,13,0,0,0,3,825,0,21,846,1402
3,30,VERACRUZ,8,MISANTLA,113,NAOLINCO,2606,3,3,94,73,4,22,20,48,291,9,11,1,0,0,0,12,1,1,1,0,4,1,3,0,1,597,0,10,607,1329
3,30,VERACRUZ,8,MISANTLA,115,NAUTLA,2610,2,2,122,94,10,31,9,16,294,7,13,3,0,0,4,21,0,1,1,1,5,0,3,0,1,636,0,15,651,1016
3,30,VERACRUZ,8,MISANTLA,115,NAUTLA,2611,3,3,91,82,7,33,12,12,308,18,5,2,0,1,1,8,0,0,2,1,3,1,0,0,0,587,0,11,598,1103
3,30,VERACRUZ,8,MISANTLA,115,NAUTLA,2612,2,2,62,75,8,17,9,14,204,9,6,1,0,0,1,8,0,0,0,0,8,0,3,0,1,426,0,9,435,777
3,30,VERACRUZ,8,MISANTLA,115,NAUTLA,2613,2,2,78,78,12,22,17,16,305,8,7,3,0,0,0,16,0,0,0,2,4,0,3,0,1,572,0,16,588,844
3,30,VERACRUZ,8,MISANTLA,115,NAUTLA,2614,2,2,89,79,5,31,19,10,281,4,4,3,0,0,0,12,0,0,0,1,5,0,2,0,1,546,0,13,559,871
3,30,VERACRUZ,8,MISANTLA,115,NAUTLA,2615,1,1,8,26,2,12,5,10,67,3,0,0,0,1,1,2,0,0,0,0,3,0,0,0,0,140,0,3,143,253
3,30,VERACRUZ,8,MISANTLA,115,NAUTLA,2616,1,1,28,13,0,12,4,5,87,3,4,0,1,0,0,11,0,0,0,0,2,0,0,0,0,170,0,4,174,248
3,30,VERACRUZ,8,MISANTLA,115,NAUTLA,2617,2,2,62,45,10,56,5,17,291,4,4,1,0,0,3,10,0,0,0,0,10,3,1,1,0,523,2,10,535,931
3,30,VERACRUZ,8,MISANTLA,115,NAUTLA,2618,2,2,19,27,0,44,16,5,338,4,0,0,0,0,0,12,0,0,0,0,6,0,0,0,3,474,0,7,481,772
3,30,VERACRUZ,8,MISANTLA,115,NAUTLA,2619,1,1,36,20,3,13,13,4,208,3,5,0,0,0,0,5,0,0,0,1,3,0,0,0,0,314,0,5,319,467
3,30,VERACRUZ,8,MISANTLA,115,NAUTLA,2620,2,2,51,42,8,18,11,13,287,7,1,1,0,0,0,11,1,0,0,1,3,0,1,1,1,458,0,17,475,807
3,30,VERACRUZ,8,MISANTLA,162,TENOCHTITLAN,3739,2,2,99,29,5,180,18,7,207,7,15,0,0,0,0,17,0,0,0,0,2,0,2,0,0,588,0,14,602,1113
3,30,VERACRUZ,8,MISANTLA,162,TENOCHTITLAN,3740,2,2,123,39,6,205,15,6,223,10,6,1,0,1,2,9,0,1,0,1,2,0,0,0,0,650,0,12,662,1153
3,30,VERACRUZ,8,MISANTLA,162,TENOCHTITLAN,3741,1,1,19,7,2,33,4,4,53,4,1,0,0,0,0,2,1,0,0,1,2,0,0,0,0,133,0,5,138,283
3,30,VERACRUZ,8,MISANTLA,162,TENOCHTITLAN,3742,2,2,67,27,18,146,27,18,274,13,4,1,1,0,0,11,0,0,0,4,10,0,1,0,2,624,0,10,634,1219
3,30,VERACRUZ,8,MISANTLA,162,TENOCHTITLAN,3743,2,2,26,4,1,56,10,2,50,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,156,0,4,160,268
3,30,VERACRUZ,8,MISANTLA,162,TENOCHTITLAN,3744,1,1,6,5,2,32,6,0,31,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,88,0,1,89,201
3,30,VERACRUZ,8,MISANTLA,165,TEPETLAN,3757,5,5,376,94,15,87,116,104,510,14,21,5,2,1,3,23,2,0,1,11,7,1,4,2,1,1400,0,39,1439,2548
3,30,VERACRUZ,8,MISANTLA,165,TEPETLAN,3758,2,2,63,33,7,23,14,16,66,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,228,0,7,235,440
3,30,VERACRUZ,8,MISANTLA,165,TEPETLAN,3759,2,2,77,20,4,110,49,59,289,20,6,1,0,0,5,16,3,0,1,21,13,2,8,1,1,706,0,37,743,1411
3,30,VERACRUZ,8,MISANTLA,165,TEPETLAN,3760,1,1,65,25,10,18,21,37,109,7,5,1,0,0,0,9,0,0,2,4,1,1,0,0,0,315,0,18,333,621
3,30,VERACRUZ,8,MISANTLA,165,TEPETLAN,3761,3,3,103,48,8,35,85,60,618,25,1,2,0,0,0,29,3,0,0,15,5,0,11,1,3,1052,0,25,1077,1776
3,30,VERACRUZ,8,MISANTLA,165,TEPETLAN,3762,2,2,79,27,7,15,34,59,311,5,3,1,0,0,1,9,0,0,0,2,2,0,2,1,0,558,0,12,570,850
3,30,VERACRUZ,8,MISANTLA,176,TLACOLULAN,3979,2,2,162,214,34,99,19,30,325,8,23,1,2,0,1,10,0,0,1,1,5,2,3,3,0,943,0,16,959,1383
3,30,VERACRUZ,8,MISANTLA,176,TLACOLULAN,3980,2,2,75,142,23,44,14,26,135,6,8,3,0,0,1,3,0,0,0,0,0,0,2,0,0,482,0,12,494,1007
3,30,VERACRUZ,8,MISANTLA,176,TLACOLULAN,3981,3,3,254,267,57,110,37,39,231,11,36,8,7,3,2,5,3,1,0,6,3,1,0,0,0,1081,0,32,1113,1764
3,30,VERACRUZ,8,MISANTLA,176,TLACOLULAN,3982,3,3,271,244,47,132,25,55,302,11,34,13,2,0,3,12,0,1,1,5,3,1,0,0,2,1164,0,28,1192,1928
3,30,VERACRUZ,8,MISANTLA,176,TLACOLULAN,3983,1,1,28,61,3,8,3,12,76,4,4,1,0,1,0,1,0,0,0,1,0,0,1,0,1,205,0,5,210,340
3,30,VERACRUZ,8,MISANTLA,176,TLACOLULAN,3984,3,3,199,261,36,90,31,67,447,23,33,6,2,1,2,11,2,1,0,8,7,2,8,0,1,1238,0,37,1275,2205
3,30,VERACRUZ,8,MISANTLA,186,TONAYAN,4083,2,2,95,108,9,21,37,52,324,9,8,3,0,0,2,11,0,0,2,4,1,0,3,0,2,691,0,16,707,1266
3,30,VERACRUZ,8,MISANTLA,186,TONAYAN,4084,3,3,153,175,9,34,82,44,323,24,17,13,0,0,0,11,2,0,0,8,1,1,2,0,0,899,0,13,912,1917
3,30,VERACRUZ,8,MISANTLA,186,TONAYAN,4085,2,2,98,84,10,60,27,44,253,4,10,8,0,0,0,3,0,0,0,4,2,0,1,0,0,608,0,11,619,1310
3,30,VERACRUZ,8,MISANTLA,191,VEGA DE ALATORRE,4196,3,3,116,96,9,149,18,54,661,24,11,0,1,0,1,14,0,2,0,3,7,3,5,0,2,1176,2,15,1193,2075
3,30,VERACRUZ,8,MISANTLA,191,VEGA DE ALATORRE,4197,3,3,168,186,14,146,10,64,606,8,15,2,0,0,3,22,0,1,1,2,14,0,1,0,0,1263,0,15,1278,1301
3,30,VERACRUZ,8,MISANTLA,191,VEGA DE ALATORRE,4198,3,3,52,72,8,145,16,17,513,12,4,1,0,0,1,16,0,0,0,0,17,0,5,0,2,881,0,18,899,1569
3,30,VERACRUZ,8,MISANTLA,191,VEGA DE ALATORRE,4199,2,2,60,61,9,85,12,20,450,4,3,1,0,0,1,17,0,0,0,0,13,1,1,0,1,739,0,10,749,1194
3,30,VERACRUZ,8,MISANTLA,191,VEGA DE ALATORRE,4200,1,1,38,21,2,37,8,6,106,2,4,1,0,1,2,3,0,0,0,0,5,0,2,0,2,240,0,6,246,395
3,30,VERACRUZ,8,MISANTLA,191,VEGA DE ALATORRE,4201,1,1,28,16,1,46,4,13,174,1,1,0,1,0,0,4,0,0,0,1,6,0,0,0,0,296,0,13,309,522
3,30,VERACRUZ,8,MISANTLA,191,VEGA DE ALATORRE,4202,2,2,50,31,7,83,10,10,266,2,2,1,0,0,0,11,0,0,0,1,9,0,2,0,0,485,0,5,490,1040
3,30,VERACRUZ,8,MISANTLA,191,VEGA DE ALATORRE,4203,1,1,10,11,1,17,3,4,87,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,139,0,2,141,219
3,30,VERACRUZ,8,MISANTLA,191,VEGA DE ALATORRE,4204,1,1,15,21,1,34,3,2,65,2,1,0,0,0,0,3,1,0,0,1,3,0,0,0,0,152,0,5,157,247
3,30,VERACRUZ,8,MISANTLA,191,VEGA DE ALATORRE,4205,1,1,18,21,2,13,5,10,169,3,6,1,0,0,1,3,0,0,0,0,1,0,0,0,1,254,0,4,258,445
3,30,VERACRUZ,8,MISANTLA,191,VEGA DE ALATORRE,4206,1,1,23,9,0,40,5,3,94,0,2,0,1,0,0,3,0,0,0,1,3,0,1,0,0,185,0,5,190,271
3,30,VERACRUZ,8,MISANTLA,191,VEGA DE ALATORRE,4207,1,1,17,29,0,24,4,5,110,2,1,0,0,0,1,4,0,0,0,1,6,0,0,1,0,205,0,3,208,327
3,30,VERACRUZ,8,MISANTLA,191,VEGA DE ALATORRE,4208,2,2,42,60,4,50,4,22,330,8,4,1,0,0,0,17,0,0,0,3,6,0,0,0,0,551,0,9,560,986
3,30,VERACRUZ,8,MISANTLA,191,VEGA DE ALATORRE,4209,2,2,110,79,6,21,7,12,269,3,7,2,0,0,0,3,1,0,0,0,5,0,0,1,1,527,1,9,537,891
3,30,VERACRUZ,8,MISANTLA,191,VEGA DE ALATORRE,4210,2,2,82,43,2,37,5,14,289,6,5,0,0,0,0,13,0,0,0,0,4,0,0,0,0,500,0,6,506,933
3,30,VERACRUZ,8,MISANTLA,191,VEGA DE ALATORRE,4211,2,2,60,59,2,27,5,17,257,2,2,2,0,0,0,9,0,0,0,0,9,0,3,0,0,454,0,8,462,766
3,30,VERACRUZ,8,MISANTLA,191,VEGA DE ALATORRE,4212,2,2,43,46,2,33,5,9,285,10,2,2,0,0,0,3,0,0,0,1,7,0,2,0,2,452,0,13,465,857
3,30,VERACRUZ,8,MISANTLA,191,VEGA DE ALATORRE,4213,1,1,9,4,0,21,3,3,45,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,91,0,7,98,141
3,30,VERACRUZ,8,MISANTLA,191,VEGA DE ALATORRE,4214,1,1,12,23,5,27,5,4,150,4,0,1,0,0,0,2,0,1,0,0,5,0,1,0,1,241,0,7,248,425
3,30,VERACRUZ,8,MISANTLA,191,VEGA DE ALATORRE,4215,1,1,24,10,2,11,11,3,87,2,0,1,1,0,0,3,0,0,0,3,4,0,1,0,1,164,0,5,169,264
3,30,VERACRUZ,8,MISANTLA,191,VEGA DE ALATORRE,4216,1,1,24,26,1,22,1,3,102,1,2,0,0,0,0,6,0,0,0,1,6,1,0,1,0,197,0,4,201,330
3,30,VERACRUZ,8,MISANTLA,197,YECUATLA,4541,2,2,77,51,37,32,18,11,525,3,7,1,1,0,0,11,2,0,0,10,9,1,2,2,0,800,0,14,814,1340
3,30,VERACRUZ,8,MISANTLA,197,YECUATLA,4542,1,1,46,41,12,9,12,15,177,4,5,0,0,0,0,10,0,0,0,0,3,0,2,0,0,336,0,8,344,534
3,30,VERACRUZ,8,MISANTLA,197,YECUATLA,4543,2,2,80,44,27,24,16,11,369,5,5,1,0,0,5,8,0,0,0,1,0,0,1,1,0,598,0,16,614,979
3,30,VERACRUZ,8,MISANTLA,197,YECUATLA,4544,1,1,49,10,11,21,10,10,198,4,3,0,1,0,1,5,0,0,0,2,7,0,1,0,1,334,0,5,339,527
3,30,VERACRUZ,8,MISANTLA,197,YECUATLA,4545,2,2,51,56,18,16,9,6,305,3,4,0,2,0,0,13,1,0,0,2,2,1,1,0,1,491,0,7,498,809
