CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,MC,PVEM,MORENA,PT,QS,PVEM_MORENA_PT,PVEM_MORENA,PVEM_PT,MORENA_PT,PAN_PRI_PRD,PAN_PRI,PAN_PRD,PRI_PRD,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,315,2,2,212,24,7,48,37,311,20,16,29,3,1,3,18,2,1,0,732,0,18,750,1143
5,22,QUERETARO,2,QUERETARO,14,QUERETARO,316,4,4,435,53,11,121,78,675,34,36,50,14,3,11,29,8,1,0,1559,3,44,1606,2573
5,22,QUERETARO,2,QUERETARO,14,QUERETARO,317,2,2,165,26,3,49,30,296,19,11,27,4,1,3,10,2,0,0,646,1,19,666,1027
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,318,7,7,1067,133,26,161,95,1026,49,59,76,26,1,7,67,20,3,0,2816,2,78,2896,4882
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,319,6,6,1024,181,20,161,96,974,56,77,90,16,3,14,67,13,2,0,2794,1,64,2859,4489
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,320,4,4,606,86,17,61,51,468,15,36,45,16,1,8,36,3,3,0,1452,1,46,1499,2496
5,22,QUERETARO,2,QUERETARO,14,QUERETARO,321,3,3,372,61,5,80,44,378,34,18,36,11,1,3,27,6,0,0,1076,0,19,1095,1694
5,22,QUERETARO,2,QUERETARO,14,QUERETARO,322,2,2,176,23,0,40,39,289,12,9,17,10,0,2,10,6,0,0,633,0,17,650,1000
5,22,QUERETARO,2,QUERETARO,14,QUERETARO,323,14,14,1840,217,35,405,273,2325,111,152,217,42,6,22,104,20,4,0,5773,6,107,5886,9878
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,324,2,2,215,22,7,34,17,189,11,13,29,2,0,0,21,4,1,0,565,0,11,576,927
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,325,2,2,206,39,11,29,18,236,11,16,23,6,1,0,13,6,0,1,616,1,12,629,939
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,326,4,4,381,50,12,52,55,515,29,24,5,2,1,1,5,3,3,0,1138,0,19,1157,2300
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,327,5,5,979,92,18,108,82,633,49,61,40,8,2,6,35,12,0,0,2125,11,34,2170,3438
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,328,5,5,726,100,25,80,54,671,55,34,54,13,1,2,30,6,1,0,1852,0,45,1897,3112
5,22,QUERETARO,2,QUERETARO,14,QUERETARO,329,3,3,328,44,9,104,78,648,30,26,54,12,1,5,27,10,0,0,1376,2,43,1421,2249
5,22,QUERETARO,2,QUERETARO,14,QUERETARO,330,2,2,214,45,10,59,35,342,20,14,33,7,1,3,19,4,0,0,806,0,24,830,1329
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,331,4,4,343,67,23,74,53,787,29,44,39,38,1,7,17,8,2,0,1532,1,33,1566,2756
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,332,3,3,213,46,6,48,42,400,20,23,47,9,2,3,13,5,1,0,878,0,23,901,1627
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,333,2,2,808,91,8,36,18,122,4,5,6,0,0,1,0,0,13,0,1112,0,23,1135,1467
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,334,3,3,821,89,14,27,15,203,19,4,12,3,1,1,0,0,14,0,1223,0,29,1252,1667
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,335,2,2,201,44,5,35,50,261,10,9,26,10,3,3,0,0,2,0,659,0,20,679,1277
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,336,3,3,264,67,7,45,55,464,42,16,46,14,5,10,0,0,7,0,1042,1,55,1098,2172
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,337,3,3,572,70,7,40,16,235,18,10,25,5,0,3,0,0,9,0,1010,0,30,1040,1568
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,338,4,4,1191,98,17,80,40,422,25,31,22,7,0,3,44,12,0,0,1992,1,39,2032,2971
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,339,2,2,225,34,12,18,19,204,6,16,18,1,3,3,17,2,1,0,579,2,14,595,1007
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,340,4,4,270,52,20,87,126,764,31,30,57,14,1,5,14,4,0,0,1475,1,48,1524,2662
5,22,QUERETARO,2,QUERETARO,14,QUERETARO,341,2,2,181,40,4,62,47,351,22,20,40,10,0,2,13,4,0,0,796,0,26,822,1250
5,22,QUERETARO,2,QUERETARO,14,QUERETARO,342,2,2,166,15,8,42,29,230,13,17,10,4,1,4,8,2,1,0,550,1,33,584,840
5,22,QUERETARO,2,QUERETARO,14,QUERETARO,343,5,5,886,111,24,175,83,736,46,49,76,6,1,4,45,28,1,0,2271,0,54,2325,3445
5,22,QUERETARO,2,QUERETARO,14,QUERETARO,344,7,7,730,122,28,221,139,1225,48,46,135,20,1,8,52,14,2,2,2793,0,99,2892,4508
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,345,4,4,304,30,8,97,59,682,46,48,69,9,2,17,0,0,5,0,1376,3,40,1419,2471
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,346,3,3,293,87,12,44,40,552,27,35,47,3,2,3,29,9,2,0,1185,2,22,1209,1967
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,347,2,2,423,47,7,50,26,266,21,28,21,8,2,2,30,1,1,0,933,2,26,961,1410
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,348,2,2,309,47,12,43,30,269,15,16,14,7,2,2,17,5,1,0,789,0,24,813,1195
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,349,3,3,673,63,9,60,22,256,17,31,20,3,0,2,41,5,0,0,1202,0,25,1227,1799
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,350,2,2,229,25,9,42,16,256,11,15,11,2,0,3,17,2,0,0,638,0,10,648,1109
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,351,2,2,608,78,12,9,5,75,7,4,10,0,0,1,0,0,8,0,817,3,19,839,1026
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,352,2,2,536,59,12,23,18,168,14,10,8,3,0,3,0,0,11,0,865,1,34,900,1405
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,353,10,10,3971,366,43,133,66,742,49,33,47,7,4,15,0,0,37,0,5513,0,102,5615,7216
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,354,2,2,209,35,2,37,26,268,6,6,25,8,1,3,15,0,6,0,647,0,28,675,1085
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,355,2,2,216,37,6,58,34,392,18,21,39,6,2,2,0,0,4,0,835,2,25,862,1366
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,356,3,3,376,52,14,89,63,445,32,30,36,11,0,1,0,0,10,0,1159,2,32,1193,1877
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,357,3,3,576,83,15,123,38,476,23,38,41,11,3,0,0,0,27,0,1454,1,49,1504,2228
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,358,2,2,293,29,6,29,17,126,8,17,13,5,0,3,0,0,9,0,555,2,10,567,783
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,359,5,5,1025,88,25,131,66,686,35,59,63,4,0,3,0,0,30,0,2215,1,73,2289,3276
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,360,3,3,291,50,11,80,43,585,29,27,41,12,1,6,0,0,15,0,1191,0,30,1221,1912
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,361,2,2,142,27,7,39,23,263,19,12,25,8,2,1,17,4,1,0,590,0,17,607,999
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,362,2,2,156,28,9,33,27,260,10,22,24,5,2,2,10,4,0,3,595,0,18,613,1044
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,363,2,2,196,31,6,31,28,307,18,10,22,3,2,2,13,3,0,0,672,1,20,693,1237
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,364,3,3,755,121,8,67,12,222,20,24,18,0,0,1,0,0,0,0,1248,1,36,1285,1615
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,365,2,2,159,24,4,21,18,192,9,11,17,8,5,1,12,3,1,0,485,0,9,494,900
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,366,1,1,109,18,4,25,17,128,12,7,20,7,2,2,13,4,0,0,368,0,8,376,625
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,367,1,1,134,20,4,31,12,124,10,7,11,2,0,0,10,4,0,0,369,1,13,383,647
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,368,2,2,267,41,6,27,21,270,17,19,24,5,2,1,15,4,1,0,720,1,23,744,1208
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,369,2,2,440,30,10,31,14,136,9,12,12,0,2,2,24,2,1,0,725,2,14,741,955
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,370,2,2,279,33,5,23,15,178,2,20,11,2,0,2,14,2,1,0,587,0,17,604,858
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,371,2,2,203,21,7,34,19,263,18,15,14,3,0,2,9,1,0,0,609,1,18,628,914
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,372,3,3,500,125,8,47,40,541,36,24,38,8,2,6,0,0,7,0,1382,0,52,1434,2055
5,22,QUERETARO,4,QUERETARO,14,QUERETARO,373,3,3,274,84,5,30,80,555,36,18,48,13,2,3,0,0,3,0,1151,0,56,1207,2044
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,374,2,2,486,73,5,26,11,117,2,11,11,1,0,0,0,0,0,0,743,0,26,769,1031
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,375,2,2,534,98,11,53,19,215,7,15,17,0,0,0,0,0,0,0,969,3,35,1007,1372
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,376,2,2,241,58,5,46,24,302,19,23,25,1,0,2,0,0,0,0,746,0,27,773,1254
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,377,2,2,231,55,5,40,15,231,10,24,23,7,0,1,0,0,0,0,642,0,31,673,1155
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,378,1,1,148,23,3,21,16,149,4,13,12,3,0,0,11,3,0,0,406,0,11,417,680
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,379,2,2,282,34,4,30,16,140,15,16,12,6,0,2,22,2,1,0,582,3,19,604,824
5,22,QUERETARO,1,QUERETARO,14,QUERETARO,380,2,2,330,54,5,54,18,273,6,13,18,4,0,2,21,2,3,0,803,3,26,832,1302
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,381,5,5,889,133,17,145,63,791,52,52,56,5,1,4,0,0,19,0,2227,3,54,2284,3596
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,382,2,2,471,70,4,47,20,241,16,30,19,4,1,1,0,0,14,0,938,1,33,972,1297
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,383,2,2,328,25,6,23,17,147,10,21,10,2,0,3,0,0,4,0,596,22,9,627,824
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,384,2,2,217,51,13,29,11,136,8,15,4,1,0,0,0,0,0,0,485,2,22,509,762
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,385,1,1,170,48,8,36,10,145,10,12,12,1,1,2,0,0,0,0,455,1,18,474,723
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,386,2,2,232,93,15,58,32,404,22,22,20,4,2,5,0,0,0,0,909,1,43,953,1469
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,387,2,2,266,75,11,43,22,328,25,16,29,2,0,9,0,0,0,0,826,1,24,851,1243
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,388,2,2,312,95,8,34,23,259,11,32,21,8,1,1,0,0,0,0,805,3,35,843,1218
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,389,2,2,530,74,11,26,14,120,8,20,3,0,0,3,0,0,0,0,809,1,15,825,1136
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,390,1,1,200,42,6,14,12,109,3,12,4,1,0,0,0,0,0,0,403,2,20,425,609
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,391,1,1,169,47,3,14,7,94,3,10,5,1,1,2,0,0,0,0,356,1,17,374,563
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,392,2,2,325,63,9,36,11,172,8,22,16,1,0,0,0,0,10,0,673,0,23,696,992
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,393,3,3,516,69,13,69,29,288,19,30,26,7,2,4,0,0,10,0,1082,2,45,1129,1654
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,394,2,2,264,41,2,48,35,277,13,18,26,6,1,5,0,0,15,0,751,0,50,801,1354
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,395,3,3,305,42,12,74,52,502,21,24,50,5,2,5,0,0,7,0,1101,1,34,1136,1922
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,396,2,2,154,33,6,43,36,301,20,20,26,3,0,5,0,0,6,0,653,0,33,686,1242
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,397,3,3,345,55,12,67,29,416,22,26,43,5,1,2,0,0,19,0,1042,1,25,1068,1827
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,398,1,1,126,26,1,24,23,137,9,10,12,4,0,0,0,0,4,0,376,1,21,398,633
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,399,2,2,331,84,9,35,9,137,9,25,10,3,1,4,0,0,0,0,657,0,24,681,1010
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,400,1,1,190,38,8,23,5,113,3,13,7,4,0,1,0,0,0,0,405,0,15,420,652
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,401,2,2,324,73,7,22,8,110,7,24,7,0,0,4,0,0,0,0,586,1,43,630,872
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,402,2,2,469,86,6,33,10,101,8,8,7,0,0,0,0,0,0,0,728,1,20,749,959
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,403,2,2,496,99,5,25,11,98,12,15,4,0,1,0,0,0,0,0,766,0,21,787,1020
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,405,2,2,481,81,5,19,4,80,3,6,6,1,0,2,0,0,0,0,688,0,20,708,874
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,406,1,1,165,40,2,17,9,120,4,10,9,3,0,0,0,0,0,0,379,1,14,394,590
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,407,2,2,434,80,9,29,9,179,9,16,5,2,0,4,0,0,0,0,776,0,28,804,1173
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,408,2,2,273,82,4,47,18,243,11,17,15,1,1,1,0,0,0,0,713,1,22,736,1201
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,409,1,1,116,20,1,10,3,51,5,5,6,2,1,1,0,0,0,0,221,0,10,231,359
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,410,2,2,363,58,10,28,6,123,8,20,10,1,1,1,0,0,0,0,629,3,25,657,977
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,411,1,1,202,30,2,13,4,67,2,7,5,0,0,1,0,0,0,0,333,0,15,348,498
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,412,1,1,193,48,2,23,5,87,3,5,10,0,1,1,0,0,0,0,378,0,14,392,604
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,413,2,2,278,26,4,25,7,129,5,13,8,0,0,0,0,0,10,0,505,2,11,518,759
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,414,2,2,216,39,5,40,11,169,4,7,6,2,1,0,0,0,8,0,508,1,21,530,771
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,415,2,2,291,46,2,32,12,158,4,17,10,5,0,2,0,0,4,0,583,2,19,604,847
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,416,4,4,285,49,9,82,72,659,36,33,66,12,8,10,0,0,15,0,1336,1,52,1389,2925
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,417,2,2,292,23,5,41,15,135,6,15,8,0,0,3,0,0,9,0,552,0,23,575,850
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,418,2,2,322,27,5,48,10,151,13,21,16,1,0,0,0,0,10,0,624,2,18,644,941
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,419,1,1,199,16,3,27,12,85,7,13,14,2,0,2,0,0,4,0,384,0,20,404,632
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,420,2,2,561,102,5,22,9,79,4,10,5,0,0,0,0,0,0,0,797,0,19,816,1062
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,421,2,2,230,62,11,34,17,222,11,22,14,4,0,2,0,0,0,0,629,0,30,659,1017
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,422,2,2,224,62,2,27,26,103,19,28,9,2,0,1,0,0,0,0,503,0,16,519,963
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,423,1,1,181,52,6,19,13,115,11,9,9,0,0,1,0,0,0,0,416,0,9,425,670
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,424,2,2,225,73,6,24,8,115,6,14,4,3,0,1,0,0,0,0,479,1,17,497,774
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,425,2,2,378,81,3,18,5,124,7,14,12,0,0,2,0,0,0,0,644,0,30,674,1007
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,426,2,2,403,54,13,32,30,202,15,20,19,8,0,1,0,0,16,0,813,0,25,838,1242
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,427,6,6,1757,138,20,182,46,534,29,59,41,5,2,14,0,0,46,0,2873,0,81,2954,4067
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,428,2,2,355,40,6,49,12,154,11,20,11,1,2,0,0,0,7,0,668,0,30,698,1015
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,429,2,2,245,33,7,41,15,150,6,14,17,3,0,1,0,0,9,0,541,1,23,565,914
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,430,2,2,375,72,4,35,16,178,13,18,21,4,1,4,0,0,17,0,758,0,36,794,1162
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,431,2,2,173,38,6,27,8,143,7,10,14,5,2,1,0,0,0,0,434,0,25,459,781
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,432,1,1,186,38,10,32,6,126,6,28,20,0,1,0,0,0,0,0,453,2,26,481,733
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,433,1,1,151,36,5,29,9,162,7,20,3,1,0,2,0,0,0,0,425,0,19,444,729
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,434,2,2,237,61,7,40,9,161,8,26,13,2,1,1,0,0,0,0,566,0,20,586,1008
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,435,10,10,2570,221,43,311,118,1067,63,129,89,9,4,11,0,0,91,0,4726,1,150,4877,7295
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,436,2,2,310,32,7,42,14,139,5,17,16,8,0,3,0,0,9,0,602,0,27,629,875
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,437,2,2,413,71,14,81,23,253,10,30,15,3,0,0,0,0,7,0,920,0,18,938,1474
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,438,2,2,240,45,9,31,12,135,11,7,13,0,0,2,0,0,0,0,505,0,22,527,823
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,439,2,2,401,92,10,35,17,144,11,16,14,2,0,3,0,0,0,0,745,0,34,779,1142
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,440,2,2,566,82,14,50,25,192,11,20,16,0,0,1,0,0,0,0,977,1,23,1001,1363
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,441,2,2,663,123,12,30,5,196,14,11,10,0,0,1,0,0,0,0,1065,0,25,1090,1436
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,442,2,2,487,107,8,44,12,181,9,16,14,5,0,3,0,0,0,0,886,0,25,911,1225
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,443,2,2,322,93,14,66,20,248,12,26,30,3,0,6,0,0,0,0,840,3,37,880,1230
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,444,2,2,332,108,12,64,21,298,10,22,10,16,0,3,0,0,0,0,896,9,25,930,1269
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,445,3,3,563,109,11,56,16,237,13,26,20,1,0,2,0,0,0,0,1054,0,31,1085,1524
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,446,2,2,602,109,5,49,10,169,14,17,21,1,0,2,0,0,0,0,999,1,32,1032,1490
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,447,2,2,291,40,15,41,26,228,14,18,22,5,0,4,0,0,6,0,710,0,25,735,1091
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,448,2,2,524,53,7,55,29,202,8,13,8,3,0,1,0,0,8,0,911,0,19,930,1329
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,449,4,4,409,30,6,43,12,148,9,27,16,1,0,3,0,0,6,0,710,1,30,741,966
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,450,2,2,505,52,8,53,14,166,9,19,11,3,1,1,0,0,11,0,853,1,20,874,1196
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,451,2,2,414,41,5,35,7,79,6,9,6,0,0,0,0,0,8,0,610,1,16,627,843
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,452,2,2,334,87,7,59,19,210,12,21,30,3,1,0,0,0,0,0,783,1,22,806,1305
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,453,2,2,399,57,7,24,8,87,1,10,6,2,0,1,0,0,0,0,602,0,16,618,839
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,454,2,2,506,79,10,23,7,108,6,9,7,0,0,3,0,0,0,0,758,2,21,781,1034
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,455,2,2,330,109,9,64,33,278,12,23,27,3,0,3,0,0,0,0,891,1,35,927,1333
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,456,2,2,526,78,9,36,5,149,12,20,9,1,0,0,0,0,0,0,845,0,22,867,1145
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,457,2,2,497,103,5,37,14,187,13,15,19,3,0,0,0,0,0,0,893,2,34,929,1170
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,458,2,2,365,89,12,115,34,281,15,31,34,7,1,1,0,0,0,0,985,0,51,1036,1396
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,459,2,2,358,81,6,39,12,129,3,17,10,0,0,1,0,0,0,0,656,0,22,678,912
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,460,2,2,601,34,10,42,13,99,1,11,6,2,0,1,0,0,12,0,832,0,16,848,1102
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,461,2,2,277,43,5,56,29,211,18,19,8,1,0,2,0,0,7,0,676,0,22,698,1133
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,462,2,2,214,65,8,44,18,182,15,16,23,2,1,3,0,0,0,0,591,0,22,613,1023
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,463,2,2,597,101,7,50,17,187,15,21,16,2,0,2,0,0,0,0,1015,1,38,1054,1423
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,464,2,2,341,76,7,50,13,190,7,25,19,1,0,0,0,0,0,0,729,0,23,752,1138
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,465,2,2,261,75,15,53,27,268,17,19,27,9,0,3,0,0,0,0,774,1,31,806,1201
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,466,5,5,822,142,15,68,20,270,20,28,17,0,2,0,0,0,0,0,1404,2,51,1457,2046
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,467,2,2,336,87,11,41,17,178,12,20,22,2,1,1,0,0,0,0,728,1,18,747,1110
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,468,2,2,626,50,3,32,13,157,15,13,13,5,0,0,0,0,14,0,941,2,34,977,1339
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,469,2,2,394,42,6,34,8,113,6,12,12,0,0,1,0,0,10,0,638,0,25,663,887
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,470,2,2,434,45,9,40,13,163,13,12,12,5,0,5,0,0,10,0,761,2,28,791,1093
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,471,2,2,173,48,5,37,20,176,12,14,17,9,1,2,0,0,0,0,514,0,31,545,984
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,472,2,2,253,72,6,58,23,249,20,17,22,8,1,2,0,0,0,0,731,2,33,766,1292
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,473,2,2,259,50,8,49,17,216,5,18,20,2,2,1,0,0,0,0,647,0,19,666,1028
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,474,2,2,439,60,6,38,7,178,8,31,15,3,0,2,0,0,0,0,787,2,18,807,1126
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,475,9,9,2104,433,42,188,59,874,45,85,74,14,2,12,0,0,0,0,3932,4,156,4092,6106
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,476,2,2,365,89,10,50,12,202,6,19,23,3,0,2,0,0,0,0,781,0,27,808,1100
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,477,3,3,234,58,7,67,29,353,21,23,30,5,2,0,0,0,0,0,829,0,32,861,1531
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,478,2,2,179,68,11,62,13,222,8,15,22,8,1,1,0,0,0,0,610,2,32,644,1091
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,479,2,2,208,54,17,44,37,302,14,27,25,6,2,1,0,0,0,0,737,0,45,782,1374
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,480,2,2,265,41,3,59,32,314,29,28,40,6,2,2,0,0,5,0,826,0,31,857,1482
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,481,4,4,942,91,12,81,55,403,15,34,36,5,0,9,0,0,30,0,1713,0,48,1761,2414
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,482,2,2,479,54,10,37,18,151,10,22,12,0,0,4,0,0,11,0,808,1,25,834,1071
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,483,7,7,2172,166,32,222,52,595,35,75,51,10,1,6,0,0,56,0,3473,3,91,3567,4846
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,484,2,2,590,40,7,30,14,122,7,10,10,0,0,0,0,0,13,0,843,0,10,853,1115
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,485,1,1,471,14,3,19,5,35,3,3,4,1,0,0,0,0,6,0,564,1,4,569,692
5,22,QUERETARO,6,QUERETARO,14,QUERETARO,486,3,3,241,48,15,81,55,371,15,27,41,7,6,7,0,0,19,0,933,0,47,980,1579
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,487,3,3,235,83,16,58,30,285,21,19,21,9,2,0,0,0,0,0,779,1,42,822,1510
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,488,3,3,276,85,16,77,31,486,27,24,31,12,0,4,0,0,0,0,1069,0,44,1113,2022
5,22,QUERETARO,5,QUERETARO,14,QUERETARO,489,2,2,172,49,8,38,24,302,19,8,16,8,2,5,0,0,0,0,651,1,27,679,1248
