CIRCUNSCRIPCION,ID_ESTADO,NOMBRE_ESTADO,ID_DISTRITO_LOCAL,CABECERA_DISTRITAL_LOCAL,ID_MUNICIPIO,MUNICIPIO,SECCION,CASILLAS,ACTAS_CASILLA-MEC,PAN,PRI,PRD,PVEM,PT,MC,MORENA,PNA,PES,FPM,CAND_IND1,PAN_PRI,PVEM_PT_MORENA,PVEM_PT,PVEM_MORENA,PT_MORENA,NUM_VOTOS_VALIDOS,NUM_VOTOS_CAN_NREG,NUM_VOTOS_NULOS,TOTAL_VOTOS,LISTA_NOMINAL
5,6,COLIMA,6,CUAUHTEMOC,1,COLIMA,77,4,4,666,467,38,36,37,177,386,60,18,16,0,58,24,2,5,4,1994,2,49,2045,2984
5,6,COLIMA,6,CUAUHTEMOC,1,COLIMA,78,1,1,72,55,16,5,6,30,59,15,2,1,0,4,4,0,0,0,269,0,9,278,367
5,6,COLIMA,6,CUAUHTEMOC,1,COLIMA,79,4,4,403,385,37,60,44,180,353,35,24,20,0,47,19,4,5,3,1619,3,53,1675,2454
5,6,COLIMA,3,COLIMA,1,COLIMA,80,1,1,77,77,4,17,14,59,110,9,9,4,0,8,10,0,2,2,402,0,12,414,707
5,6,COLIMA,2,COLIMA,1,COLIMA,81,4,4,134,151,9,78,69,186,582,43,16,12,0,21,37,8,10,9,1365,3,47,1415,2443
5,6,COLIMA,3,COLIMA,1,COLIMA,83,3,3,33,50,4,23,15,143,174,9,9,1,0,3,13,2,3,1,483,0,17,500,872
5,6,COLIMA,3,COLIMA,1,COLIMA,84,3,3,54,171,10,31,23,227,290,6,4,2,0,14,17,6,6,6,867,0,50,917,1489
5,6,COLIMA,3,COLIMA,1,COLIMA,85,4,4,74,139,2,24,14,103,227,5,4,2,0,12,5,2,7,3,623,0,30,653,1117
5,6,COLIMA,3,COLIMA,1,COLIMA,86,1,1,12,6,1,16,11,73,105,9,1,2,0,0,14,1,5,4,260,0,12,272,530
5,6,COLIMA,3,COLIMA,1,COLIMA,87,3,3,31,31,2,18,11,234,200,6,0,2,0,7,9,2,7,2,562,0,28,590,984
5,6,COLIMA,3,COLIMA,1,COLIMA,88,2,2,40,64,2,13,8,52,207,36,3,3,0,8,16,3,9,0,464,1,18,483,1089
5,6,COLIMA,3,COLIMA,1,COLIMA,89,2,2,29,39,2,16,3,54,156,17,2,1,0,2,16,0,6,1,344,0,19,363,865
5,6,COLIMA,3,COLIMA,1,COLIMA,90,2,2,38,42,3,15,7,53,92,7,4,1,0,3,3,4,2,2,276,0,16,292,560
5,6,COLIMA,3,COLIMA,1,COLIMA,91,2,2,16,53,9,17,6,28,170,3,10,1,0,3,14,1,1,3,335,0,7,342,633
5,6,COLIMA,4,COMALA,2,COMALA,92,4,4,208,306,2,145,70,75,539,15,32,13,135,35,62,4,17,8,1666,0,39,1705,2627
5,6,COLIMA,4,COMALA,2,COMALA,93,3,3,132,272,10,73,27,71,235,11,20,2,58,29,20,3,5,3,971,0,25,996,1527
5,6,COLIMA,4,COMALA,2,COMALA,94,2,2,147,229,0,75,19,55,230,6,15,4,97,36,15,7,10,2,947,0,39,986,1486
5,6,COLIMA,4,COMALA,2,COMALA,95,3,3,140,252,5,119,48,40,319,5,14,3,110,33,28,4,14,7,1141,0,46,1187,1823
5,6,COLIMA,4,COMALA,2,COMALA,96,3,3,170,329,6,64,32,45,213,6,15,7,48,28,5,6,4,2,980,0,29,1009,1388
5,6,COLIMA,4,COMALA,2,COMALA,97,1,1,9,12,0,12,11,11,78,0,10,3,20,1,5,2,0,5,179,0,13,192,283
5,6,COLIMA,4,COMALA,2,COMALA,98,1,1,12,14,2,9,2,2,22,0,0,1,6,2,3,0,0,0,75,0,0,75,105
5,6,COLIMA,4,COMALA,2,COMALA,99,2,2,23,110,2,32,18,12,137,5,14,4,16,10,6,2,3,1,395,1,13,409,621
5,6,COLIMA,4,COMALA,2,COMALA,100,4,4,76,142,6,82,90,34,467,5,34,12,76,8,32,17,16,7,1104,0,53,1157,1768
5,6,COLIMA,4,COMALA,2,COMALA,101,4,4,166,326,3,79,43,95,317,3,20,9,35,21,37,8,11,2,1175,0,40,1215,1732
5,6,COLIMA,4,COMALA,2,COMALA,102,1,1,31,33,2,44,14,22,155,7,17,3,11,2,18,5,7,2,373,0,20,393,674
5,6,COLIMA,4,COMALA,2,COMALA,103,4,4,97,256,6,92,72,55,429,24,79,10,66,29,33,10,11,6,1275,2,44,1321,2022
5,6,COLIMA,4,COMALA,2,COMALA,104,3,3,125,190,7,98,61,51,447,18,77,11,106,22,33,13,11,2,1272,0,50,1322,2031
5,6,COLIMA,5,COQUIMATLAN,3,COQUIMATLAN,105,5,5,244,269,84,45,90,352,446,35,6,11,0,28,28,7,8,6,1659,4,56,1719,3170
5,6,COLIMA,5,COQUIMATLAN,3,COQUIMATLAN,106,3,3,166,166,34,27,39,227,282,12,8,10,0,21,20,4,2,3,1021,0,29,1050,1774
5,6,COLIMA,5,COQUIMATLAN,3,COQUIMATLAN,107,3,3,158,168,46,30,36,178,232,15,11,7,0,9,16,6,1,1,914,0,31,945,1588
5,6,COLIMA,5,COQUIMATLAN,3,COQUIMATLAN,108,2,2,108,75,35,19,30,228,161,15,2,11,0,9,11,1,2,1,708,0,35,743,1302
5,6,COLIMA,5,COQUIMATLAN,3,COQUIMATLAN,109,2,2,81,113,16,11,21,130,146,13,2,2,0,14,4,1,1,1,556,0,17,573,839
5,6,COLIMA,5,COQUIMATLAN,3,COQUIMATLAN,110,2,2,72,85,50,20,45,140,171,10,6,4,0,14,13,2,1,1,634,2,25,661,1097
5,6,COLIMA,5,COQUIMATLAN,3,COQUIMATLAN,111,4,4,205,205,76,48,80,288,377,10,8,18,0,22,22,9,5,5,1378,0,48,1426,2433
5,6,COLIMA,5,COQUIMATLAN,3,COQUIMATLAN,113,1,1,33,38,4,10,15,27,81,0,2,1,0,12,2,1,1,3,230,0,12,242,391
5,6,COLIMA,5,COQUIMATLAN,3,COQUIMATLAN,114,1,1,20,30,8,12,3,23,36,1,0,1,0,5,2,2,1,0,144,0,2,146,226
5,6,COLIMA,5,COQUIMATLAN,3,COQUIMATLAN,116,2,2,63,80,38,45,40,46,227,6,6,4,0,7,15,8,8,6,599,1,32,632,1399
5,6,COLIMA,5,COQUIMATLAN,3,COQUIMATLAN,117,2,2,53,108,46,39,38,72,243,19,10,6,0,5,24,7,6,4,680,0,44,724,850
5,6,COLIMA,5,COQUIMATLAN,3,COQUIMATLAN,118,1,1,36,58,47,11,18,34,155,6,5,2,0,3,9,0,2,1,387,0,12,399,714
5,6,COLIMA,5,COQUIMATLAN,3,COQUIMATLAN,119,2,2,51,53,26,18,17,19,106,5,0,5,0,6,4,1,1,3,315,0,13,328,575
5,6,COLIMA,6,CUAUHTEMOC,4,CUAUHTEMOC,120,4,4,124,353,26,35,42,47,450,127,36,8,0,34,29,4,9,5,1329,0,49,1378,2365
5,6,COLIMA,6,CUAUHTEMOC,4,CUAUHTEMOC,121,2,2,92,226,10,24,23,21,241,57,20,2,0,14,14,6,1,4,755,0,27,782,1280
5,6,COLIMA,6,CUAUHTEMOC,4,CUAUHTEMOC,122,2,2,58,181,18,13,23,22,201,26,20,8,0,14,20,2,3,3,612,0,10,622,1076
5,6,COLIMA,6,CUAUHTEMOC,4,CUAUHTEMOC,123,3,3,75,242,15,28,34,26,325,47,22,10,0,14,20,0,4,2,864,1,35,900,1510
5,6,COLIMA,6,CUAUHTEMOC,4,CUAUHTEMOC,124,3,3,77,353,16,22,29,29,385,63,24,3,0,33,22,4,6,5,1071,0,34,1105,1860
5,6,COLIMA,6,CUAUHTEMOC,4,CUAUHTEMOC,125,3,3,53,220,6,27,26,38,405,18,27,8,0,10,24,2,4,5,873,0,25,898,1511
5,6,COLIMA,6,CUAUHTEMOC,4,CUAUHTEMOC,126,3,3,61,218,18,32,37,46,470,23,36,6,0,12,18,5,5,4,991,0,36,1027,1724
5,6,COLIMA,6,CUAUHTEMOC,4,CUAUHTEMOC,127,2,2,52,231,8,24,37,33,293,31,34,3,0,5,19,3,4,5,782,0,19,801,1230
5,6,COLIMA,6,CUAUHTEMOC,4,CUAUHTEMOC,128,2,2,30,139,6,13,15,18,247,15,23,2,0,7,10,0,5,4,534,0,13,547,849
5,6,COLIMA,6,CUAUHTEMOC,4,CUAUHTEMOC,129,2,2,33,117,13,17,20,25,261,22,39,2,0,8,12,3,6,6,584,0,23,607,982
5,6,COLIMA,6,CUAUHTEMOC,4,CUAUHTEMOC,130,2,2,46,175,15,18,26,38,274,25,18,7,0,5,6,6,5,2,666,0,20,686,1050
5,6,COLIMA,6,CUAUHTEMOC,4,CUAUHTEMOC,131,3,3,196,257,14,47,32,42,304,6,16,4,0,18,16,9,9,6,976,0,35,1011,1581
5,6,COLIMA,6,CUAUHTEMOC,4,CUAUHTEMOC,132,3,3,85,300,15,39,24,39,463,31,16,9,0,16,20,5,3,3,1068,0,22,1090,1720
5,6,COLIMA,6,CUAUHTEMOC,4,CUAUHTEMOC,133,2,2,29,121,6,32,26,20,208,7,12,2,0,12,16,2,8,5,506,0,19,525,957
5,6,COLIMA,6,CUAUHTEMOC,4,CUAUHTEMOC,134,3,3,134,329,19,22,28,51,310,17,32,6,0,17,28,9,4,2,1008,1,36,1045,1832
5,6,COLIMA,6,CUAUHTEMOC,4,CUAUHTEMOC,135,3,3,135,343,8,40,18,51,328,13,17,6,0,24,17,6,4,3,1013,3,37,1053,1718
5,6,COLIMA,6,CUAUHTEMOC,4,CUAUHTEMOC,136,1,1,9,34,5,10,21,11,145,4,20,0,0,1,5,4,2,4,275,0,16,291,479
5,6,COLIMA,6,CUAUHTEMOC,4,CUAUHTEMOC,137,2,2,29,217,7,19,20,11,275,7,18,2,0,13,14,2,7,3,644,0,19,663,1227
5,6,COLIMA,4,COMALA,5,VILLA DE ALVAREZ,138,11,11,586,647,101,195,189,428,1450,129,153,62,84,48,117,5,16,23,4233,6,152,4391,7979
5,6,COLIMA,7,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,139,15,15,1343,1072,147,211,178,560,1666,244,246,98,0,140,123,7,27,29,6091,5,188,6284,10091
5,6,COLIMA,7,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,140,8,8,577,650,63,98,92,293,803,135,169,26,0,60,53,14,13,12,3058,4,105,3167,5106
5,6,COLIMA,7,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,141,2,2,200,176,25,32,23,67,220,34,31,10,0,25,13,0,0,3,859,0,15,874,1261
5,6,COLIMA,7,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,142,2,2,74,104,7,30,20,32,166,10,21,10,0,6,5,2,3,2,492,0,14,506,839
5,6,COLIMA,7,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,143,2,2,94,113,12,54,27,62,266,21,24,15,0,10,19,1,6,1,725,0,21,746,1197
5,6,COLIMA,7,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,144,3,3,244,194,17,43,32,98,326,42,50,10,0,26,21,5,2,6,1116,0,29,1145,1754
5,6,COLIMA,5,COQUIMATLAN,5,VILLA DE ALVAREZ,146,17,17,813,779,105,252,179,831,1946,177,94,90,0,78,129,17,38,24,5552,17,172,5741,10788
5,6,COLIMA,7,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,147,3,3,176,188,54,47,38,93,349,56,60,13,0,30,31,6,5,4,1150,1,51,1202,2044
5,6,COLIMA,7,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,148,3,3,197,304,18,42,29,85,235,47,111,17,0,21,11,1,3,5,1126,3,37,1166,1686
5,6,COLIMA,7,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,149,3,3,169,152,24,27,23,73,292,56,81,14,0,27,21,6,4,5,974,0,35,1009,1615
5,6,COLIMA,7,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,150,2,2,105,104,8,33,18,55,198,28,27,4,0,17,16,4,2,1,620,0,26,646,1125
5,6,COLIMA,7,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,151,3,3,84,115,12,18,17,45,130,21,46,5,0,15,4,3,1,3,519,0,32,551,899
5,6,COLIMA,8,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,152,11,11,419,597,131,120,131,494,1270,178,70,66,0,68,71,6,25,6,3652,2,111,3765,6743
5,6,COLIMA,8,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,153,2,2,63,120,45,23,38,87,181,24,10,7,0,8,16,2,2,2,628,0,22,650,1146
5,6,COLIMA,7,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,154,2,2,82,76,18,20,23,45,167,19,25,8,0,10,13,1,4,2,513,0,23,536,942
5,6,COLIMA,7,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,155,2,2,120,201,22,29,23,55,200,37,49,9,0,27,11,0,5,2,790,0,27,817,1367
5,6,COLIMA,7,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,156,2,2,67,105,14,20,11,26,161,15,16,2,0,10,16,0,2,1,466,1,10,477,886
5,6,COLIMA,7,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,157,2,2,94,97,7,21,17,45,169,21,23,7,0,13,15,2,4,0,535,2,25,562,958
5,6,COLIMA,7,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,158,1,1,46,51,6,11,13,30,116,26,27,3,0,7,12,1,4,4,357,0,15,372,705
5,6,COLIMA,7,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,159,3,3,153,189,41,56,39,86,376,41,59,9,0,18,32,6,8,7,1120,0,53,1173,2014
5,6,COLIMA,8,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,160,5,5,216,273,54,70,59,245,475,133,30,18,0,25,32,8,10,4,1652,0,60,1712,3050
5,6,COLIMA,8,VILLA DE ALVAREZ,5,VILLA DE ALVAREZ,161,6,6,309,464,73,55,89,340,649,233,59,40,0,60,45,2,13,5,2436,5,67,2508,4273
